Transaction Date,Department,Merchant (Beneficiary),Transaction Value (£),Purpose of expenditure,Merchant Category / Summary
08.04.2015,ARCHIBOLD FIRST,FREEMAN CATERING BUTCH,24.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.04.2015,ST MARYS CATHOLIC,FREEMAN CATERING BUTCH,33.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.04.2015,ENGLISH MARTYRS,FREEMAN CATERING BUTCH,44.79,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.04.2015,ST MARKS RC,FREEMAN CATERING BUTCH,33.64,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
08.04.2015,MONKCHESTER ROAD,FREEMAN CATERING BUTCH,45.13,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
07.04.2015,KINGSTON PARK,BLAKEMORE FOODSERVICE,215.92,School meals,CATERERS
07.04.2015,ST CUTHBERTS KENT,BLAKEMORE FOODSERVICE,12.16,School meals,CATERERS
07.04.2015,HILTON PRIMARY,BLAKEMORE FOODSERVICE,434.05,School meals,CATERERS
07.04.2015,NORTH FAWDON,BLAKEMORE FOODSERVICE,139.51,School meals,CATERERS
07.04.2015,TRINITY DENEVIEW,BLAKEMORE FOODSERVICE,30.27,School meals,CATERERS
07.04.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,180.02,School meals,CATERERS
07.04.2015,CONNIE LEWCOCK,BRAKE BROS LTD,37.97,School meals,CATERERS
07.04.2015,KINGSTON PARK,BLAKEMORE FOODSERVICE,42.89,School meals,CATERERS
07.04.2015,ST JOHNS PRIMARY,BLAKEMORE FOODSERVICE,109.44,School meals,CATERERS
07.04.2015,CHEVIOT PRIMARY,BLAKEMORE FOODSERVICE,6.94,School meals,CATERERS
07.04.2015,NORTH FAWDON,BLAKEMORE FOODSERVICE,17.85,School meals,CATERERS
07.04.2015,MOUNTFIELD PRIMARY,BLAKEMORE FOODSERVICE,133.83,School meals,CATERERS
07.04.2015,FARNE PRIMARY,BLAKEMORE FOODSERVICE,198.12,School meals,CATERERS
07.04.2015,ST CUTHBERTS KENT,BLAKEMORE FOODSERVICE,12.82,School meals,CATERERS
07.04.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,415.42,School meals,CATERERS
07.04.2015,REGENT FARM FIRST,BLAKEMORE FOODSERVICE,361.19,School meals,CATERERS
07.04.2015,HILTON PRIMARY,BLAKEMORE FOODSERVICE,39.6,School meals,CATERERS
07.04.2015,ST BEDES RC,BLAKEMORE FOODSERVICE,116.41,School meals,CATERERS
07.04.2015,ST LAWRENCES RC,BLAKEMORE FOODSERVICE,10.18,School meals,CATERERS
07.04.2015,BYKER LODGE,BLAKEMORE FOODSERVICE,246.11,School meals,CATERERS
07.04.2015,LINHOPE PRU,BLAKEMORE FOODSERVICE,13.24,School meals,CATERERS
07.04.2015,STOCKSFIELD AVENUE,BLAKEMORE FOODSERVICE,162.95,School meals,CATERERS
07.04.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,60.57,School meals,CATERERS
07.04.2015,BROADWOOD PRIMARY,BLAKEMORE FOODSERVICE,295.14,School meals,CATERERS
07.04.2015,SIMONSIDE COMMUNITY,BLAKEMORE FOODSERVICE,135.86,School meals,CATERERS
07.04.2015,KENTON BAR,BLAKEMORE FOODSERVICE,209.65,School meals,CATERERS
07.04.2015,WELFORD DAY CENTRE,BRAKE BROS LTD,111.63,School meals,CATERERS
07.04.2015,CHEVIOT PRIMARY,BLAKEMORE FOODSERVICE,275.17,School meals,CATERERS
07.04.2015,REGENT FARM FIRST,BLAKEMORE FOODSERVICE,3.18,School meals,CATERERS
07.04.2015,WELFORD DAY CENTRE,BLAKEMORE FOODSERVICE,590.45,School meals,CATERERS
07.04.2015,WALBOTTLE CAMPUS,BLAKEMORE FOODSERVICE,40.36,School meals,CATERERS
07.04.2015,ST CUTHBERTS KENT,BLAKEMORE FOODSERVICE,177.28,School meals,CATERERS
07.04.2015, BRIDGEWATER,BLAKEMORE FOODSERVICE,283.71,School meals,CATERERS
06.04.2015,ST MICHAELS RC,BRAKE BROS LTD,33.17,School meals,CATERERS
03.04.2015,NORTH FAWDON,BRAKE BROS LTD,142.51,School meals,CATERERS
03.04.2015,GOSFORTH PARK,JR HOLLAND FOODSERVICE,140.17,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST GEORGES RC,JR HOLLAND FOODSERVICE,40.52,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,KENTON BAR,JR HOLLAND FOODSERVICE,90.39,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,CONNIE LEWCOCK,BRAKE BROS LTD,19.83,School meals,CATERERS
03.04.2015,WELFORD DAY CENTRE,BRAKE BROS LTD,110.84,School meals,CATERERS
03.04.2015,SIMONSIDE COMMUNITY,JR HOLLAND FOODSERVICE,56,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,KNOPLAW PRIMARY,JR HOLLAND FOODSERVICE,107.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,LINHOPE PRU,BRAKE BROS LTD,52.48,School meals,CATERERS
03.04.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,96.62,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,DINNINGTON FIRST,BRAKE BROS LTD,198.09,School meals,CATERERS
03.04.2015,WYNDHAM PRIMARY,JR HOLLAND FOODSERVICE,44.97,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,DINNINGTON FIRST,JR HOLLAND FOODSERVICE,52.15,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,NORTH FAWDON,JR HOLLAND FOODSERVICE,88.32,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,34.62,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,WEST DENTON PRIMARY,JR HOLLAND FOODSERVICE,68.57,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST MARKS RC,BRAKE BROS LTD,224.2,School meals,CATERERS
03.04.2015,OUR LADY & ST ANNES,BRAKE BROS LTD,254.48,School meals,CATERERS
03.04.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,90.95,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST LAWRENCES RC,BRAKE BROS LTD,85.7,School meals,CATERERS
03.04.2015,HAWTHORN PRIMARY,BRAKE BROS LTD,245.37,School meals,CATERERS
03.04.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,10.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,BENFIELD SCHOOL,JR HOLLAND FOODSERVICE,10.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,LEMINGTON RIVERSIDE,JR HOLLAND FOODSERVICE,41.85,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,CRAGSIDE PRIMARY,BRAKE BROS LTD,276.85,School meals,CATERERS
03.04.2015,WYNDHAM PRIMARY,BRAKE BROS LTD,166.31,School meals,CATERERS
03.04.2015,FARNE PRIMARY,JR HOLLAND FOODSERVICE,47.92,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,104.85,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,BROADWOOD PRIMARY,JR HOLLAND FOODSERVICE,71.38,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,BYKER PRIMARY,JR HOLLAND FOODSERVICE,5.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST JOHN VIANNEY,JR HOLLAND FOODSERVICE,60.9,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,CRAGSIDE PRIMARY,JR HOLLAND FOODSERVICE,8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,WALKERGATE PRIMARY,JR HOLLAND FOODSERVICE,159.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,SIMONSIDE COMMUNITY,BRAKE BROS LTD,297.64,School meals,CATERERS
03.04.2015,CANNING STREET,JR HOLLAND FOODSERVICE,318.01,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015, BRIDGEWATER,JR HOLLAND FOODSERVICE,98.34,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,WELBECK PRIMARY,BRAKE BROS LTD,234.19,School meals,CATERERS
03.04.2015,BEECH HILL,JR HOLLAND FOODSERVICE,111.85,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ARTHURS WESTAGE,JR HOLLAND FOODSERVICE,73.46,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,FARNE PRIMARY,BRAKE BROS LTD,172.8,School meals,CATERERS
03.04.2015,MOUNTFIELD PRIMARY,JR HOLLAND FOODSERVICE,57.03,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,KINGSTON PARK,JR HOLLAND FOODSERVICE,87.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST PAULS CE,BRAKE BROS LTD,191.67,School meals,CATERERS
03.04.2015,HAWTHORN PRIMARY,JR HOLLAND FOODSERVICE,44.87,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,NEWBURN MANOR,JR HOLLAND FOODSERVICE,65.02,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST MARKS RC,JR HOLLAND FOODSERVICE,59.14,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,RAVENSWOOD PRIMARY,JR HOLLAND FOODSERVICE,1.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST CATHERINES,JR HOLLAND FOODSERVICE,80.95,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,WALKER TECHNOLOGY,JR HOLLAND FOODSERVICE,53.64,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,HOTSPUR PRIMARY,JR HOLLAND FOODSERVICE,102.19,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,CANNING STREET,BRAKE BROS LTD,336.68,School meals,CATERERS
03.04.2015,RAVENSWOOD PRIMARY,JR HOLLAND FOODSERVICE,137.26,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,WAVERLEY PRIMARY,JR HOLLAND FOODSERVICE,66.93,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ARTHURS WESTAGE,BRAKE BROS LTD,328.01,School meals,CATERERS
03.04.2015,KNOPLAW PRIMARY,BRAKE BROS LTD,307.9,School meals,CATERERS
03.04.2015,BENFIELD SCHOOL,JR HOLLAND FOODSERVICE,106.22,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST CUTHBERTS HIGH,JR HOLLAND FOODSERVICE,79.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,CHRIST CHURCH,JR HOLLAND FOODSERVICE,71.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,CENTRAL WALKER,BRAKE BROS LTD,177.04,School meals,CATERERS
03.04.2015,CHEVIOT PRIMARY,BRAKE BROS LTD,10.96,School meals,CATERERS
03.04.2015,GOSFORTH ACADEMY,BRAKE BROS LTD,136.93,School meals,CATERERS
03.04.2015,LINHOPE PRU,JR HOLLAND FOODSERVICE,29.77,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,TRINITY OAKFIELD,BRAKE BROS LTD,100.25,School meals,CATERERS
03.04.2015,ST PAULS CE,JR HOLLAND FOODSERVICE,22.1,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,HILTON PRIMARY,JR HOLLAND FOODSERVICE,127.35,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,CHEVIOT PRIMARY,JR HOLLAND FOODSERVICE,15.84,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,MILECASTLE PRIMARY,JR HOLLAND FOODSERVICE,51.45,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST JOHNS PRIMARY,JR HOLLAND FOODSERVICE,43.49,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST CUTHBERTS KENT,JR HOLLAND FOODSERVICE,103.47,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ARCHBISHOP RUNCIE,JR HOLLAND FOODSERVICE,3.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,SACRED HEART PRI,BRAKE BROS LTD,219.33,School meals,CATERERS
03.04.2015,HADRIAN SCHOOL,JR HOLLAND FOODSERVICE,27.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST OSWALDS,JR HOLLAND FOODSERVICE,51.39,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,BROADWOOD PRIMARY,BRAKE BROS LTD,290.63,School meals,CATERERS
03.04.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,12.36,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST CHARLES' RC,JR HOLLAND FOODSERVICE,55.32,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,BENTON PARK,JR HOLLAND FOODSERVICE,90.55,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,KINGSTON PARK,JR HOLLAND FOODSERVICE,6.56,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,WALKERGATE PRIMARY,BRAKE BROS LTD,273.87,School meals,CATERERS
03.04.2015,ST CUTHBERTS WALB,JR HOLLAND FOODSERVICE,55.65,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,39.63,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,TRINITY OAKFIELD,JR HOLLAND FOODSERVICE,27.73,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,OUR LADY & ST ANNES,JR HOLLAND FOODSERVICE,29.85,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ARCHIBOLD FIRST,JR HOLLAND FOODSERVICE,128.87,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,GRANGE FIRST SCHOOL,BRAKE BROS LTD,54,School meals,CATERERS
03.04.2015,SOUTH GOSFORTH,JR HOLLAND FOODSERVICE,130.35,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ARCHBISHOP RUNCIE,JR HOLLAND FOODSERVICE,36.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,WALBOTTLE VILLAGE,JR HOLLAND FOODSERVICE,40.41,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST MICHAELS RC,BRAKE BROS LTD,78.12,School meals,CATERERS
03.04.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,127.12,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST BEDES RC,JR HOLLAND FOODSERVICE,66.61,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,CHEVIOT PRIMARY,BRAKE BROS LTD,176.19,School meals,CATERERS
03.04.2015,ST MICHAELS RC,JR HOLLAND FOODSERVICE,19.99,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,MOUNTFIELD PRIMARY,BRAKE BROS LTD,132.88,School meals,CATERERS
03.04.2015,ST JOSEPHS RC,JR HOLLAND FOODSERVICE,53.42,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,STOCKSFIELD AVENUE,JR HOLLAND FOODSERVICE,59.7,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,WALKER TECHNOLOGY,BRAKE BROS LTD,127.67,School meals,CATERERS
03.04.2015,WALBOTTLE CAMPUS,JR HOLLAND FOODSERVICE,177.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,HILTON PRIMARY,BRAKE BROS LTD,355.25,School meals,CATERERS
03.04.2015,THOMAS BEWICK,JR HOLLAND FOODSERVICE,41.02,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST TERESAS,BRAKE BROS LTD,69.51,School meals,CATERERS
03.04.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,41.62,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST PAULS CE,JR HOLLAND FOODSERVICE,97.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST CUTHBERTS WALB,JR HOLLAND FOODSERVICE,3.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST JOHNS PRIMARY,JR HOLLAND FOODSERVICE,19.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST VINCENTS RC,JR HOLLAND FOODSERVICE,49.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,REGENT FARM FIRST,JR HOLLAND FOODSERVICE,112.23,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ENGLISH MARTYRS,JR HOLLAND FOODSERVICE,49.02,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,SACRED HEART HIGH,JR HOLLAND FOODSERVICE,19.24,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST TERESAS,JR HOLLAND FOODSERVICE,63.52,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ST OSWALDS,BRAKE BROS LTD,176.57,School meals,CATERERS
03.04.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,25.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,WEST JESMOND,JR HOLLAND FOODSERVICE,138.83,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,SACRED HEART HIGH,JR HOLLAND FOODSERVICE,8.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,CRAGSIDE PRIMARY,JR HOLLAND FOODSERVICE,64.74,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
03.04.2015,ARTHURS MOORSIDE,JR HOLLAND FOODSERVICE,65.49,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,DINNINGTON FIRST,FREEMAN CATERING BUTCH,41.45,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,HADRIAN SCHOOL,BRAKE BROS LTD,9.76,School meals,CATERERS
02.04.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,20.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,ST TERESAS,FREEMAN CATERING BUTCH,33.67,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,STOCKSFIELD AVENUE,JR HOLLAND FOODSERVICE,1.59,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,STOCKSFIELD AVENUE,FREEMAN CATERING BUTCH,63.81,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,ST JOHNS PRIMARY,FREEMAN CATERING BUTCH,19.52,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,ARTHURS MOORSIDE,BRAKE BROS LTD,114.92,School meals,CATERERS
02.04.2015,KENTON SCHOOL,FREEMAN CATERING BUTCH,159.52,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,BYKER PRIMARY,FREEMAN CATERING BUTCH,52.77,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,1.77,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,ST JOSEPHS RC,BLAKEMORE FOODSERVICE,193.95,School meals,CATERERS
02.04.2015,TRINITY OAKFIELD,FREEMAN CATERING BUTCH,12.96,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,ST JOHNS PRIMARY,BLAKEMORE FOODSERVICE,36.78,School meals,CATERERS
02.04.2015,CIVIC BANQUETING,ON A ROLL SANDWICH COM,43.12,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
02.04.2015,ST TERESAS,BLAKEMORE FOODSERVICE,197.96,School meals,CATERERS
02.04.2015,REGENT FARM FIRST,FREEMAN CATERING BUTCH,75.58,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,BYKER LODGE,FREEMAN CATERING BUTCH,56.81,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,ST CATHERINES,BRAKE BROS LTD,31.82,School meals,CATERERS
02.04.2015,ST JOHN VIANNEY,BRAKE BROS LTD,127.57,School meals,CATERERS
02.04.2015,HOTSPUR PRIMARY,BRAKE BROS LTD,208.24,School meals,CATERERS
02.04.2015,ARTHURS WESTAGE,BLAKEMORE FOODSERVICE,211.49,School meals,CATERERS
02.04.2015,SACRED HEART HIGH,BLAKEMORE FOODSERVICE,75.52,School meals,CATERERS
02.04.2015,ST CUTHBERTS HIGH,FREEMAN CATERING BUTCH,72.81,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,SIR CHARLES PARSONS,FREEMAN CATERING BUTCH,33.17,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,BEECH HILL,FREEMAN CATERING BUTCH,109.91,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,ST CHARLES' RC,BLAKEMORE FOODSERVICE,17.13,School meals,CATERERS
02.04.2015,ST JOHNS PRIMARY,BLAKEMORE FOODSERVICE,121.6,School meals,CATERERS
02.04.2015,STOCKSFIELD AVENUE,FREEMAN CATERING BUTCH,64.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,ST CHARLES' RC,BLAKEMORE FOODSERVICE,9.44,School meals,CATERERS
02.04.2015,BYKER PRIMARY,ON A ROLL SANDWICH COM,91.3,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
02.04.2015,GOSFORTH PARK,FREEMAN CATERING BUTCH,117.06,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,GOSFORTH PARK,BLAKEMORE FOODSERVICE,7.34,School meals,CATERERS
02.04.2015,ST CUTHBERTS WALB,FREEMAN CATERING BUTCH,14.57,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,CRAGSIDE PRIMARY,BLAKEMORE FOODSERVICE,210.44,School meals,CATERERS
02.04.2015,SIR CHARLES PARSONS,JR HOLLAND FOODSERVICE,74.16,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,HILTON PRIMARY,FREEMAN CATERING BUTCH,71.88,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,HADRIAN SCHOOL,BRAKE BROS LTD,140.74,School meals,CATERERS
02.04.2015,ARTHURS MOORSIDE,BLAKEMORE FOODSERVICE,257.61,School meals,CATERERS
02.04.2015,NORTH FAWDON,JR HOLLAND FOODSERVICE,1.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,ST CUTHBERTS HIGH,BRAKE BROS LTD,267.23,School meals,CATERERS
02.04.2015,ST CUTHBERTS HIGH,BLAKEMORE FOODSERVICE,779.74,School meals,CATERERS
02.04.2015,WEST WALKER,FREEMAN CATERING BUTCH,12.01,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,HADRIAN SCHOOL,FREEMAN CATERING BUTCH,14.66,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,ST LAWRENCES RC,FREEMAN CATERING BUTCH,25.63,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,29.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,BYKER PRIMARY,JR HOLLAND FOODSERVICE,104.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,GOSFORTH ACADEMY,ON A ROLL SANDWICH COM,744.71,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
02.04.2015,ST CUTHBERTS WALB,BRAKE BROS LTD,81.98,School meals,CATERERS
02.04.2015,CIVIC BANQUETING,FREEMAN CATERING BUTCH,23.74,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,ST CHARLES' RC,JR HOLLAND FOODSERVICE,1.48,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,KINGSTON PARK,FREEMAN CATERING BUTCH,17.79,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,SACRED HEART HIGH,ON A ROLL SANDWICH COM,509.84,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
02.04.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,225.64,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,WALBOTTLE VILLAGE,BRAKE BROS LTD,91.72,School meals,CATERERS
02.04.2015,WALKER TECHNOLOGY,FREEMAN CATERING BUTCH,134.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,CANNING STREET,JR HOLLAND FOODSERVICE,4.1,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,HADRIAN SCHOOL,FREEMAN CATERING BUTCH,11.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,SACRED HEART HIGH,JR HOLLAND FOODSERVICE,91.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,ST BEDES RC,FREEMAN CATERING BUTCH,45.71,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,ST LAWRENCES RC,FREEMAN CATERING BUTCH,23.96,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,ST JOHNS PRIMARY,BRAKE BROS LTD,59.53,School meals,CATERERS
02.04.2015,ST CHARLES' RC,BLAKEMORE FOODSERVICE,89.66,School meals,CATERERS
02.04.2015,KENTON SCHOOL,ON A ROLL SANDWICH COM,165,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
02.04.2015,KENTON SCHOOL,FREEMAN CATERING BUTCH,49.03,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,62.64,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,WALBOTTLE CAMPUS,FREEMAN CATERING BUTCH,106.98,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,ST OSWALDS,BLAKEMORE FOODSERVICE,35.94,School meals,CATERERS
02.04.2015,SIR CHARLES PARSONS,FREEMAN CATERING BUTCH,11.98,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,GOSFORTH ACADEMY,FREEMAN CATERING BUTCH,33.73,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015,ST MICHAELS RC,JR HOLLAND FOODSERVICE,2.7,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
02.04.2015, BRIDGEWATER,FREEMAN CATERING BUTCH,23.1,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
