,,,,
Full Property Address,Property Reference Number,Primary Liable party name,Current Rateable Value,Account Start date
"Nwwa Opp New Inn, Marton, Marton In Furness, Cumbria, LA12 0NQ",112499200300N,United Utilities Water Plc,3650,01/04/1990
"Nwwa, Sewage Works, Askam In Furness, Cumbria, LA16 7HE",112598419000N,United Utilities Water Plc,37500,01/04/1990
"Ocean Wave Community Centre, Court Guards, Barrow In Furness, Cumbria, LA14 3EX",102250209040N,Ocean Wave,2025,01/02/2008
"Office 1, Unit 2 Walney Road Offices, Walney Road, Barrow In Furness, Cumbria, LA14 5UT",104274209701N,Tb Group Ltd,1200,31/01/2014
"Office 2, Unit 2 Walney Road Offices, Walney Road, Barrow In Furness, Cumbria, LA14 5UT",104274209702N,Tb Group Ltd,2050,18/02/2013
"Office 3, Unit 2 Walney Road, Walney Road, Barrow In Furness, Cumbria, LA14 5UT",104274209703N,Tb Group Ltd,1250,18/02/2013
"Office 4, Unit 2 Walney Road Offices, Walney Road, Barrow In Furness, Cumbria, LA14 5UT",104274209704N,Tb Group Ltd,1150,18/02/2013
"Office 5, Unit 2 Walney Road Offices, Walney Road, Barrow In Furness, Cumbria, LA14 5UT",104274209705N,Tb Group Ltd,1175,18/02/2013
"Office 6, Unit 2 Walney Road Offices, Walney Road, Barrow In Furness, Cumbria, LA14 5UT",104274209706N,Tb Group Ltd,1300,18/02/2013
"Office 7, Unit 2 Walney Road Offices, Walney Road, Barrow In Furness, Cumbria, LA14 5UT",104274209707N,Tb Group Ltd,1275,18/02/2013
"Office 8, Unit 2 Walney Road Offices, Walney Road, Barrow In Furness, Cumbria, LA14 5UT",104274209708N,Tb Group Ltd,1150,18/02/2013
"Office 9, Unit 2 Walney Road Offices, Walney Road, Barrow In Furness, Cumbria, LA14 5UT",104274209709N,R Brady T/A Gardening Serv. Ltd,1475,01/02/2013
"Office A Ambassador House, Dalton Road, Barrow In Furness, Cumbria, LA14 1HZ",105117309206N,Accent Foundation Ltd,12250,03/11/2008
"Office B Ambassador House, Dalton Road, Barrow In Furness, Cumbria, LA14 1HZ",105117309207N,Accent Foundation Ltd,9100,29/07/2011
"Oil States Mcs Ltd (Compound), Scarth Road, Barrow In Furness, Cumbria, ",106552709364N,Oil States Barrow A Division Of Oil States Industries (Uk) L,14500,01/04/2014
"Oil States Mcs Ltd, Sowerby Woods Business Park, Park Road, Barrow In Furness, Cumbria, LA14 4HB",106552709251N,Oil States Barrow A Division Of Oil States Industries (Uk) L,31750,01/04/2014
"Old Pals Club, Abbey Road, Barrow In Furness, Cumbria, LA13 9BD",107300109960N,Parks Office,375,01/04/1990
"Opp 150 & 152, Abbey Road, Barrow In Furness, Cumbria, LA14 5AB",107279401030N,Jcdecaux Uk Limited,1850,01/04/1998
"Opp Allotment Gardens, Bath Street, Barrow In Furness, Cumbria, LA14 5TR",104105909460N,Jcdecaux Uk Limited,3100,02/03/2001
"Opp Westshore Caravan Park, West Shore Park, Barrow In Furness, Cumbria, LA14 3XZ",101421409040N,Development Division,8400,01/04/1990
"Orange (Cum0090) Furness Golf Club, Central Drive, Barrow In Furness, Cumbria, LA14 3LN",101311909051N,E E Limited,5700,01/04/2010
"Orange (Cum0101) At Barrow Arc, Wilkie Road, Barrow-In-Furness, Cumbria, LA14 5UT",104231609046N,E E Limited,5900,01/04/2010
"Orange Pcs Ltd Cum 0051 Sd322469 (Roose Allotment Gardens),, Old Rampside Road, Barrow In Furness, Cumbria, LA13 0TA",111257009060N,E E Limited,5200,30/11/1998
"Orange Pcs Ltd Cum 0082 Sd319467, Ramsden Dock Road, Barrow In Furness, Cumbria, LA14 2TN",103357109040N,E E Limited,6000,24/09/1998
"Ormonde Wind Farm, Ramsey Way, Barrow In Furness, Cumbria, LA14 2TW",103357209001N,Ormonde Energy Ltd,47000,01/04/2011
"Ormsgill County Junior & Infants, Mill Bank, Barrow In Furness, Cumbria, LA14 4AR",106550709031N,Cumbria County Council,54000,06/01/1992
"Our Lady Of The Rosary Rc School, Crooklands Brow, Ulverston Road, Dalton In Furness, Cumbria, LA15 8JH",113183109070N,Cumbria County Council,13750,01/04/1990
"Our Ladys Chetwynde School, Rating Lane, Barrow In Furness, Cumbria, LA13 0NZ",110100109722N,Chetwynde School Ltd,162000,12/12/1997
"Outdoor Market, Portland Walk, Barrow-In-Furness, Cumbria, LA14 1DB",105154009000N,Barrow Borough Council,2400,12/03/1997
"Parkside Ggi Academy, Greengate Street, Barrow In Furness, Cumbria, LA13 9BY",107427609060N,Parkside Ggi Academy,17250,01/09/2015
"Park Vale Sports Centre, Mill Lane, Barrow In Furness, Cumbria, LA14 3XY",101342909100N,Vickerstown Fc,6000,01/06/2015
"Partco Ltd, 57, School Street, Barrow In Furness, Cumbria, LA14 1EW",105162300570N,Unipart Automotive Ltd (Post Admin),6700,23/07/2014
"Part Sub Basement Of, Fisher House, Michaelson Road, Barrow In Furness, Cumbria, LA14 1AF",103342709127N,Barrow Borough Council,5500,01/04/2005
"Partylite Manufacturing Ltd, Sandscale Park, Park Road, Barrow In Furness, Cumbria, LA14 4QT",112697389206N,Partylite Manufacturing Ltd,144000,01/09/1997
"Paul French Salon 1,, Rakesmoor Lane, Barrow In Furness, Cumbria, LA14 4LG",109456800017N,Paul French Salon Ltd,4750,09/11/2005
"Pc World, Walney Road, Barrow In Furness, Cumbria, LA14 1YE",104274209191N,Dsg Retail Ltd,189000,11/11/2005
"Pearce Bentley Training, Sowerby Woods Business Park, Park Road, Barrow-In-Furness, Cumbria, LA14 4EQ",106552709414N,Steeles Removals,5700,07/09/2015
"Pets At Home, Corner House Park, Hindpool Road, Barrow In Furness, Cumbria, LA14 2NE",104379100007N,Pets At Home Ltd,90500,22/03/1999
"Phoenix Business Centre, Room 5, Phoenix Court, Phoenix Road, Barrow-In-Furness, Cumbria, LA14 2UA",104235500051N,Fck Recruitment Ltd,2000,21/07/2012
"Phoenix Business Centre, Room 6, Phoenix Court, Phoenix Road, Barrow-In-Furness, Cumbria, LA14 2UA",104235500061N,Fc Business Services Ltd,2250,01/10/2014
"Phoenix House, Stephen Street, Barrow In Furness, Cumbria, LA14 1BY",105165359100N,Department For Work And Pensions,98000,01/04/2000
"Photo Booth 07172 At Tesco, Hindpool Road, Barrow In Furness, Cumbria, LA14 2NE",104379100066N,Photo Me International,5000,18/10/1995
"Pickerings Scaffolding, Salthouse Road, Barrow In Furness, Cumbria, LA14 2AL",108361609716N,Pickering Scaffolding Limited,21500,01/01/2013
"Piel View, Abbey Road, Barrow In Furness, Cumbria, LA13 9BD",107300109962N,Octopus Collective Limited,7800,01/05/2010
"Pizza Hut, Hollywood Park, Hindpool Road, Barrow-In-Furness, Cumbria, LA14 2NA",104131209193N,Pizza Hut (Uk) Ltd,64500,15/03/1999
"Playing Field St James County Infants School, Blake Street, Barrow In Furness, Cumbria, LA14 1NY",104107309010N,Cumbria County Council,720,01/04/1990
"Plot 11,, Mill Lane, Barrow In Furness, Cumbria, LA14 3XY",101342909036N,Art Gene Ltd,310,01/10/2014
"Plots 7 R/O, Gatacre Street, Barrow In Furness, Cumbria, LA14 3PY",101126300071N,Barrow Borough Council,410,23/02/2007
"Plumb Centre, County Park Trading Estate, Park Road, Barrow In Furness, Cumbria, LA14 4BQ",106552709310N,"Wolseley Uk Ltd,",20750,01/04/1990
"Police Office Askam & Ireleth Community Field Car Park, Sandy Lane, Askam In Furness, Cumbria, LA16 7BD",112697009400N,Cumbria Constabulary,620,06/12/2005
"Post Office, 142, Abbey Road, Barrow In Furness, Cumbria, LA14 5AB",107300109970N,Royal Mail Group Plc,46750,01/04/1990
"Poundland, Hindpool Road, Barrow In Furness, Cumbria, LA14 2PD",104131209123N,Poundland Limited,85000,09/06/2014
"Poundstretcher, Walney Road, Barrow In Furness, Cumbria, LA14  5UG",104274209131N,"Poundstretcher,",98500,08/03/2011
"Premier Tiles, Premier Business Park, Ferry Beach Road, Barrow In Furness, Cumbria, LA14 2PP",103223829600N,Premier Tiles (Barrow-In-Furness) Ltd,53000,16/02/2004
"Previously Barrow & District Dial A Ride, Schneider Road, Barrow In Furness, Cumbria, LA14 5DP",106362109392N,Multiple Sclerosis Society,1275,01/10/2015
"Princess Interiors, Wilkie Road, Barrow-In-Furness, Cumbria, LA14 5UT",104274209064N,Rall Ltd,18500,01/01/2002
"Profile House, 203, Duke Street, Barrow In Furness, Cumbria, LA14 1UJ",105119502031N,Windoors Barrow Ltd,15500,01/04/2003
"Progression Web Marketing, Titchfield Street, Barrow In Furness, Cumbria, LA14 5DA",106101001241N,Progression Web Marketing Limited,1675,01/07/2010
"Pt 1st Flr, 76, Duke Street, Barrow In Furness, Cumbria, LA14 1RX",105119500762N,Furness Property Letting & Management,1175,04/07/2012
"Pt 3 & 4-5, Lawson Street, Barrow In Furness, Cumbria, LA14 2LS",105137700041N,Barrow Borough Council,12250,11/04/2008
"Pt Gnd Flr, 98, Church Street, Barrow In Furness, Cumbria, LA14 2HJ",105112500989N,Systemcam Ltd,1775,01/06/2015
"Pt Gnd Flr Nan Tait Centre, Abbey Road, Barrow In Furness, Cumbria, LA14 5UD",104300109076N,Cumbria County Council,11000,08/04/2002
"Public Amenity Skip Site, Walney Road, Barrow In Furness, Cumbria, LA14 5UG",104274209010N,Cumbria Waste Manage. Ltd,19000,14/01/2007
"Public Conveniences, Piel Street, Roa Island, Barrow In Furness, Cumbria, LA13 OQJ",111158309000N,Barrow Borough Council,4950,07/05/2003
"Public Conveniences, Roanhead, Barrow In Furness, Cumbria, LA14 4QL",112697359040N,Environmental Health,1000,01/04/2002
"Public Library Nelson Street, Nelson Street, Dalton In Furness, Cumbria, LA15 8AF",112288309130N,Cumbria County Council,16750,01/04/1990
"Public Park Offices, Abbey Road, Barrow In Furness, Cumbria, LA13 9BD",107300109961N,Continental Landscapes Ltd,3000,12/04/1999
"P & W Confidential., Scarth Road, Barrow In Furness, Cumbria, LA14 4RF",106552709377N,J Duffy Ltd T/A P&W Confidential Business Services,16250,01/07/2013
"R/0 37-39, Roose Road, Barrow In Furness, Cumbria, LA13 9RG",108359000391N,Graphixsigns Ltd,2600,07/11/2003
"Radio Mast At Town Hall, Duke Street, Barrow In Furness, Cumbria, LA14 2LD",105119509027N,Furness College,2450,19/11/2014
"Rainey Park, Mill Lane, Barrow In Furness, Cumbria, LA14 3ND",101342909020N,"Vickerstown Cricket Club,",7900,01/04/1990
"Ram Associates, High Street, Barrow In Furness, Cumbria, LA14 1QY",104530709060N,Mrl Properties Limited,3900,12/11/2013
"Rampside Village Hall, Rampside, Barrow In Furness, Cumbria, LA13 OPY",111156909100N,Rampside Village Hall Cttee,9700,18/04/2005
"Ramsden County Infants School, Thwaite Street, Barrow In Furness, Cumbria, LA14 1AN",104470309010N,Cumbria County Council,18500,01/04/1990
"Ramsden Dock (Undertaking)., Ramsden Dock, Barrow In Furness, Cumbria, LA14 2TB",103357209035N,Associated British Ports,220000,05/01/2007
"Ramsden Square Rank Ltd, Duke Street, Barrow In Furness, Cumbria, LA14 1XX",104119509490N,Ramsden Square Rank Limited,1450,22/06/2010
"Rathbone Training Ltd, Phoenix Court, Phoenix Road, Barrow-In-Furness, Cumbria, LA14 2UA",104253560100N,Rathbone Training,16000,15/12/2000
"Red Lion Hotel, 7, Market Street, Dalton In Furness, Cumbria, LA15 8AP",112287600050N,The Red Lion (Dalton) Limited,17700,03/08/2015
"Repair Garage, Foundry Street, Barrow In Furness, Cumbria, LA14 2BB",108124609163N,Foundry St Garage Ltd,4000,01/04/2001
"Richard Cave Centre,, Schneider Road, Barrow In Furness, Cumbria, LA14 5DP",106362109391N,Multiple Sclerosis Society,2450,20/03/2004
"R/O 118, Risedale Road, Barrow In Furness, Cumbria, LA13 9RB",108358201181N,Gas Water Heating Limited,740,12/03/2010
"Roa Island Boating Club Ltd., Piel Street, Roa Island, Barrow In Furness, Cumbria, LA13 OQJ",111158309240N,Roa Island Boating Club Ltd,13000,31/10/2004
"Roa Island Guest House, Roa Island, Barrow In Furness, Cumbria, LA13 0QL",111158309062N,Eden Retreat Ltd,5300,28/11/2007
"Roanhead Solar Farm, Roanhead, Barrow In Furness, Cumbria, LA14 4QJ",112697359045N,Kinetica 868 Ltd,56750,31/03/2015
"Robert Mcbride Ltd West Side Factory, Park Road, Barrow In Furness, Cumbria, LA14 4QS",106552709050N,Robert Mcbride Ltd,262500,01/04/1990
"Room 110 College House, Howard Street, Barrow In Furness, Cumbria, LA14 1NB",104232209054N,Intelligent Web Solutions Ltd,2750,01/01/2015
"Room 12, Phoenix Business Centre, Phoenix Road, Barrow In Furness, Cumbria, LA14 2UA",104235500120N,Heydays Care & Support Services Ltd,1500,01/12/2013
"Room 13, Phoenix Business Centre, Phoenix Road, Barrow In Furness, Cumbria, LA14 2UA",104235500130N,Holbeck Construction Services Limited,1500,01/12/2013
"Room 14, Phoenix Business Centre, Phoenix Road, Barrow In Furness, Cumbria, LA14 2UA",104235500140N,Shepherd A & S Ltd,1500,03/02/2014
"Room 15 At, 104, Abbey Road, Barrow In Furness, Cumbria, LA14 5QR",104500108094N,Barrow Borough Council,0,01/09/2011
"Room 16, Phoenix Business Centre, Phoenix Road, Barrow In Furness, Cumbria, LA14 2UA",104235500160N,Premex Services Limited,1025,24/04/2014
"Room 18,, Phoenix Business Centre, Phoenix Road, Barrow In Furness, Cumbria, LA14 2UA",104235500181N,Sds 06 Limited,1025,20/07/2015
"Room 20,, Phoenix Business Centre, Phoenix Road, Barrow In Furness, Cumbria, LA14 2UA",104235500201N,Accounting 4 Safety Ltd,2900,01/06/2012
"Room 212 College House, Howard Street, Barrow In Furness, Cumbria, LA14 1NB",104232209065N,Be Creative Design Ltd,2250,01/06/2013
"Room 213 College House, Howard Street, Barrow In Furness, Cumbria, LA14 1NB",104232209066N,Learn Direct,3150,19/02/2014
"Room 24 Phoenix Business Centre, Phoenix Court, Phoenix Road, Barrow-In-Furness, Cumbria, LA14 2UA",104235500240N,Ac Eng Ltd,2750,01/04/2015
"Room 2a Phoenix Business Centre, Phoenix Court, Phoenix Road, Barrow-In-Furness, Cumbria, LA14 2UA",104235500021N,Fc Business Services Ltd,1525,01/01/2015
"Room 3a & 4a Phoenix Business Centre, Phoenix Court, Phoenix Road, Barrow-In-Furness, Cumbria, LA14 2UA",104235500032N,Blackun Ltd T/A Tkm,2800,01/03/2013
"Room 3, Phoenix Business Centre, Phoenix Road, Barrow In Furness, Cumbria, LA14 2UA",104235500031N,Lamont Pridmore (South Cumbria) Limited,2000,01/11/2013
"Room 4, Phoenix Business Centre, Phoenix Road, Barrow In Furness, Cumbria, LA14 2UA",104235500041N,Michael Ellis Wealth Management Limited,2000,03/04/2013
"Room 5a Phoenix Business Centre, Phoenix Court, Phoenix Road, Barrow-In-Furness, Cumbria, LA14 2UA",104235500052N,Cumbria Chamber Of Commerce,1525,22/10/2012
"Room 6a Phoenix Business Centre, Phoenix Court, Phoenix Road, Barrow-In-Furness, Cumbria, LA14 2UA",104235500062N,Fc Business Services Ltd,1525,01/10/2014
"Room 7, Phoenix Business Centre, Phoenix Road, Barrow In Furness, Cumbria, LA14 2UA",104235500070N,Welcome Financial Services Limited,2300,01/04/2011
"Room 8 At, 104, Abbey Road, Barrow In Furness, Cumbria, LA14 5QR",104500108089N,Brathay Trust,1425,01/12/2015
"Rooms 111-121,1st Floor College House, Howard Street, Barrow In Furness, Cumbria, LA14 1NB",104232209130N,Nacro,20250,07/11/2014
"Rooms 304-309 College House, Howard Street, Barrow In Furness, Cumbria, LA14 1NB",104232209034N,Porchwood Properties Limited In Liquidation,17000,02/04/2015
"Rooms 8-10 Phoenix Business Centre, Phoenix Court, Phoenix Road, Barrow-In-Furness, Cumbria, LA14 2UA",104235500081N,Athena Professional Technical Services Limited,6400,06/10/2014
"Roose Bowling Club, Rampside Road, Barrow In Furness, Cumbria, LA13 0HP",111257009192N,Roose Bowling Club,1550,25/04/2015
"Roose Conservative Club,, Rampside Road, Barrow In Furness, Cumbria, LA13 0HP",111257009191N,"The Treasurer,",13250,25/04/2015
"Roosegate Housing Office, 182, Roose Road, Barrow In Furness, Cumbria, LA13 OEE",111559009101N,A B Mitchell Developments Ltd,6200,01/04/2009
"Roose Sand Quarry, Rampside Road, Barrow In Furness, Cumbria, LA13 OPP",111257009070N,Burlington Aggregates Limited,21750,01/04/2013
"Roose School, North Row, Barrow In Furness, Cumbria, LA13 OHF",111248509020N,Cumbria County Council,25750,01/04/1990
"R/O St Lukes Church Hall, Roose Road, Barrow In Furness, Cumbria, LA13 9RQ",111559009191N,Carlisle Diocesan Board Of Finance,790,20/02/2012
"Rovtech Systems Ltd, Ramsden Dock Road, Barrow In Furness, Cumbria, LA14 2TB",103357209590N,Rovtech Systems Ltd,3900,01/05/2009
"Royal British Legion Club, Holker Street, Barrow In Furness, Cumbria, LA14 5RQ",104231609170N,"British Legion Club,",14750,01/04/1990
"Royal Hotel,, 12-14, Anchor Road, Barrow In Furness, Cumbria, LA14 2QW",103101600125N,Hotel Invest Ltd,24750,20/07/2012
"Royal Naval Association Club, Ramsden Dock Road, Barrow In Furness, Cumbria, LA14 2TN",103357209030N,"Royal Naval Association Club,",7800,01/04/1990
"R S P C A,, 106, Church Street, Barrow In Furness, Cumbria, LA14 1HA",105112509030N,"R.S.P.C.A,",1950,01/04/1990
"R S Properties Ltd,, Bouthwood Road, Barrow In Furness, Cumbria, LA14 4RD",106507669206N,Steeles Removals,7800,15/06/2015
"Sacred Heart Roman Catholic Sch, Lumley Street, Barrow In Furness, Cumbria, LA14 2BA",105239509010N,Cumbria County Council,18500,01/04/1990
"Safe In Barrow Domestic Abuse Project, Lakeland Pennine Bld, Abbey Road, Barrow In Furness, Cumbria, LA14 1XL",104300109039N,Age Uk Barrow And District,7900,14/03/2011
"Salthouse Bowling Club, Salthouse Road, Barrow In Furness, Cumbria, LA14 2AN",105261609130N,"Salthouse Bowling Club,",880,01/04/1990
"Salthouse Pavilion,, Roose Road, Barrow In Furness, Cumbria, LA13 9RQ",111559009351N,Spring Mount Christian Fellowship,11250,19/03/2015
"Salt Marsh Caravan Park, Carr Lane, Barrow In Furness, Cumbria, LA14 3YH",102111209010N,Biggar Bank Caravan Association,8300,02/04/1990
"School Playing Field, Duke Street, Askam In Furness, Cumbria, LA16 7AD",112595609030N,Community Centre,215,01/04/1990
"Scout Hut, Beckside Road, Dalton-In-Furness, Cumbria, LA15 8DP",113181209001N,1st Duddon Scouts,1200,01/04/2005
"Screwfix Direct Ltd, Phoenix Court, Phoenix Road, Barrow-In-Furness, Cumbria, LA14 2UA",104253560300N,Screwfix Direct Ltd,15500,25/04/2012
"Sewage Waste Water Treatment Works, Rampside Road, Barrow In Furness, Cumbria, LA13 0PY",111156900340N,United Utilities Water Plc,452000,01/05/1996
"Shaw Hadwin, Billings Road, Dalton In Furness, Cumbria, LA13 0SG",113487309110N,"Shaw Hadwin Coaches,",20500,01/04/1990
"Ship Workers Caravans At Woodbridge Haven, Cavendish Dock Road, Barrow In Furness, Cumbria, LA13 0DJ",108111409121N,Barrow Borough Council,11000,30/09/2014
"Shopmobility Centre, Oldham Street, Barrow In Furness, Cumbria, LA14 1JS",105129409011N,Shopmobility Furness,10000,19/08/1999
"Signal Films, 2nd Flr 104, Abbey Road, Barrow In Furness, Cumbria, LA14 5QR",104500108087N,Signal Film And Media Ltd,8700,01/09/2011
"Signal Films, Gnd Flr 104, Abbey Road, Barrow In Furness, Cumbria, LA14 5QR",104500108085N,Signal Film And Media Ltd,3050,01/09/2011
"Sir John Fisher Sailing Centre, St Andrews Street, Barrow In Furness, Cumbria, LA14 2TB",103357209600N,"Sea Cadet Corporation,",20000,13/07/1992
"(Site 2967)Adj Craven Park Stand, Hindpool Road, Barrow In Furness, Cumbria, LA14 2PF",104131209130N,Primesight Ltd,4400,01/09/2009
"Site 3103 Asda Car Park, Walney Road, Barrow In Furness, Cumbria, LA14 5UG",104274209082N,Primesight Ltd,2050,01/09/2009
"Site 3329, Opp North Rd,, Craven Park Stand, Hindpool Road, Barrow In Furness, Cumbria, LA14 2PF",104179401420N,Primesight Ltd,3350,01/09/2009
"Site 3728 Adj Asda Superstore, Walney Road, Barrow In Furness, Cumbria, LA14 5UP",104274209094N,Jcdecaux Uk Limited,6300,18/01/2010
"(Site 4392)Adj Craven Park Entrance, Hindpool Road, Barrow In Furness, Cumbria, LA14 1XP",104179401410N,Primesight Ltd,2200,01/09/2009
"Skint, Lawson Street, Barrow In Furness, Cumbria, LA14 2LA",104531209530N,Crook Lodge Ltd,27500,27/12/2014
"S-Mart Convenience Store, Roose Road, Barrow In Furness, Cumbria, LA13 OEE",108359009150N,Roose Car Wash Ltd T/A Smart Safe Ltd,11500,01/04/2013
"Soa Safety, Standsure House, Billings Road, Dalton In Furness, Cumbria, LA13 0SG",113487309133N,Soa Safety Ltd,14250,15/07/2014
"Social Services Department, Market Street, Barrow In Furness, Cumbria, LA14 2LR",105141409080N,Tsg Cumbria Ltd T/A The Sofa Group,52000,01/06/2015
"Southern Resource Park, Sowerby Woods Industrial Estate, Bouthwood Road, Barrow In Furness, Cumbria, LA14 4RD",106507669007N,Shanks Group Plc,322500,31/01/2013
"South Lakes Safari Zoo Ltd, Melton Terrace, Lindal In Furness, Cumbria, LA12 0LU",112183309020N,South Lakes Wildlife Park Ltd,115000,28/05/1994
"South Walney Infant School, Amphitrite Street, Barrow In Furness, Cumbria, LA14 3BZ",102101409000N,Cumbria County Council,24000,01/04/1990
"South Walney Junior School, Amphitrite Street, Barrow In Furness, Cumbria, LA14 3EG",102250209110N,Cumbria County Council,36500,01/04/1990
"South Walney Landfill Site Sth, South End, Barrow In Furness, Cumbria, LA14 3YQ",102364409120N,Energ Natural Power Ltd,5100,14/12/2006
"Sovereign Chemicals Ltd, Park Road, Barrow In Furness, Cumbria, LA14 4QU",106552709153N,"Sovereign Chemicals Ltd,",60500,01/01/1997
"Sports Ground,, Cows Tarn Lane, Barrow In Furness, Cumbria, LA14 3UG",101314229000N,Cumbria County Council,4150,01/04/1990
"Spring Mount Walney, Amphitrite Street, Barrow In Furness, Cumbria, LA14 3BZ",102101409005N,Walney Community Trust,3400,01/04/2005
"Stagecoach Plc, Walney Road, Barrow In Furness, Cumbria, LA14 5UY",104274209053N,"Cumbria Motor Services,",78500,24/04/1995
"Stall 109, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119511090N,Barrow Borough Council,1700,25/09/2015
"Stall 112,, Market Hall, Duke Street, Barrow In Furness, Cumbria, ",105119511126N,Barrow Borough Council,1550,01/08/2015
"Stall 113,, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119511127N,Barrow Borough Council,3100,01/11/2014
"Stall 18, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119510182N,Barrow Borough Council,1700,19/04/2015
"Stall 29, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119510290N,Barrow Borough Council,1325,24/10/2015
"Stall 2, Meat Hall, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119511280N,Barrow Borough Council,5200,28/10/2006
"Stall 63, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119510630N,Barrow Borough Council,1700,26/07/2015
"Stall 85, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119510850N,Barrow Borough Council,1900,28/08/2015
"Stall 8, Meat Hall, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119511336N,N & S Rhodes Butchers Ltd,6800,26/04/2014
"Stalls 110 & 111, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119511100N,Barrow Borough Council,3050,27/10/2015
"Stalls 115 & 116, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119511150N,Sillfield Farm Products Ltd,4800,19/04/1993
"Stalls 3 & 4 Meat Hall, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119511291N,Sillfield Farms Barrow Ltd,10000,16/04/2014
"Stalls 37 & 38, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119510370N,Ian Ford Books Ltd,3300,03/04/2000
"Stalls 39 & 40, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119510264N,Fat Bobs Cds Ltd,3300,09/02/2004
"Stalls 51 & 58, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119510510N,Barrow Borough Council (Markets),2325,18/03/2015
"St Andrews Engineering Ltd, St Andrews Crossing, Barrow In Furness, Cumbria, LA14 2SS",103360609110N,"St Andrews Engineering Ltd,",11250,01/04/1990
"St Bernards Rc School, Rating Lane, Barrow In Furness, Cumbria, LA13 9LE",110457509020N,St Bernard'S Rc School,262500,01/04/2014
"St Columba'S Rc Primary School, Church Lane, Barrow In Furness, Cumbria, LA14 3AD",102412409500N,St Columba'S Rc Primary School,19250,01/04/2014
"Steeles Removals, Sowerby Woods Business Park, Park Road, Barrow In Furness, Cumbria, LA14 4EQ",106552709419N,Steeles Removals,57000,11/10/2004
"Steve Martin & Assoc, Pt 2nd Flr, 127-131, Duke Street, Barrow In Furness, Cumbria, LA14 1XA",105119501284N,"Brown & Murray Solicitors,",1775,14/08/2009
"St George'S Church Of England Primary School And Nursery, School Street, Barrow In Furness, Cumbria, LA14 2JN",105161609010N,Cumbria County Council,52500,01/04/1990
"St James C E Jnr School, Blake Street, Barrow In Furness, Cumbria, LA14 1NY",104107309035N,Cumbria County Council,21000,01/06/2004
"St John Ambulance Brigade, Strand, Barrow In Furness, Cumbria, LA14 2HG",105101109030N,St John Ambulance Brigade,2250,01/04/1990
"St Matthew'S Community Halls, Highfield Road, Barrow In Furness, Cumbria, LA14 5NZ",106130809060N,St Matthews Communal Hall Com.,11000,01/04/2002
"Stollers Furniture World Ltd, Walney Road, Barrow In Furness, Cumbria, LA14 5UN",104274209085N,"Stollers (Barrow) Ltd,",525000,01/12/1994
"Storage Block Spiritualist, Church Grounds, Harley Street, Barrow In Furness, Cumbria, LA14 1JJ",105129409040N,Thrift Charitable Trust,3550,01/05/2011
"Storage Land At Former Naval Base, Ramsden Dock, Barrow In Furness, Cumbria, LA14 2TB",103357109002N,Barrow Borough Council,2325,30/03/2006
"Store 1st Flr, 98, Church Street, Barrow In Furness, Cumbria, LA14 2HJ",105112500996N,Systemcam Ltd,440,24/06/2009
"Store 43, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119510431N,Barrow Borough Council,230,06/12/1999
"Store 44, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119510441N,Barrow Borough Council,230,06/12/1999
"Store 45, Market Hall, Duke Street, Barrow In Furness, Cumbria, LA14 1HH",105119510451N,Barrow Borough Council,730,06/12/1999
"Store No S/C 73, Ferry Station, Barrow In Furness, Cumbria, LA14 2PP",103223820730N,Barrow Sailing Club,460,27/01/2002
"Store, Roanhead, Barrow In Furness, Cumbria, LA14 4QN",112697359021N,C.A.T.M.H.S.,550,31/05/1994
"Stores Adj Greenhouses , Barrow Park, Abbey Road, Barrow In Furness, Cumbria, ",107300109964N,Continental Landscapes Ltd,3950,01/04/2010
"Stores In Barrow Park, Abbey Road, Barrow In Furness, Cumbria, LA13 9BD",107300109965N,Continental Landscapes Ltd,3600,01/04/2010
"St Patrick'S Catholic Club, Farm Street, Barrow In Furness, Cumbria, LA14 2RX",103223609060N,Lancaster Rc Diocesan Trustees,9600,14/10/2013
"St Paul'S Ce Junior School, Hawcoat Lane, Barrow In Furness, Cumbria, LA14 4HF",109130109080N,Cumbria County Council,18000,01/10/1993
"St Perrans Scout Troop, Yarlside Road, Barrow In Furness, Cumbria, LA13 OEU",111478209060N,St Perrans Scout Group,3150,01/04/1990
