Newcastle City Council Invoices over £500 paid in April 2010,,,,,,

Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Grand Total,"Capital/
Revenue"
Adult and Culture,Social Services - Social Care Payments ,15/04/10,CARELINE HOMECARE LTD,4630591,1143.30,Revenue
Adult and Culture,Social Services - Social Care Payments ,12/04/10,CARES (HUMAN SERVICES) LTD,4624734,1989.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,12/04/10,CARES (HUMAN SERVICES) LTD,4624735,1989.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,12/04/10,CARES (HUMAN SERVICES) LTD,4624736,1989.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,CARES (HUMAN SERVICES) LTD,4629144,2995.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,CARES (HUMAN SERVICES) LTD,4629145,1989.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,CARES (HUMAN SERVICES) LTD,4629146,2995.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,CARES (HUMAN SERVICES) LTD,4629147,2995.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,CARES (HUMAN SERVICES) LTD,4630015,1989.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,18/04/10,CARES (HUMAN SERVICES) LTD,4631771,2995.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,18/04/10,CARES (HUMAN SERVICES) LTD,4631772,2995.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,18/04/10,CARES (HUMAN SERVICES) LTD,4631773,2995.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,27/04/10,CARES (HUMAN SERVICES) LTD,4643880,2995.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,12/04/10,CAR-ES (UK) LTD,4624739,830.46,Revenue
Adult and Culture,Social Services - Social Care Payments ,12/04/10,CAR-ES (UK) LTD,4624740,914.41,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,CAREWATCH (NEWCASTLE UPON TYNE),4628733,534.85,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,CAREWATCH (NEWCASTLE UPON TYNE),4632792,3070.34,Revenue
Adult and Culture,Social Services - Social Care Payments ,25/04/10,CAREWATCH (NEWCASTLE UPON TYNE),4639119,1690.40,Revenue
Adult and Culture,Social Services - Social Care Payments ,25/04/10,CAREWATCH (NEWCASTLE UPON TYNE),4639157,1690.40,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,CAREWATCH (NORTH TYNESIDE),4632787,1886.72,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,CAREWATCH (NORTH TYNESIDE),4632788,1176.48,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,CASTLE CRAIG HOSPITAL LTD,4630594,1301.20,Revenue
Adult and Culture,Social Services - Social Care Payments ,25/04/10,CASTLE CRAIG HOSPITAL LTD,4639120,1301.20,Revenue
Adult and Culture,Social Services - Social Care Payments ,26/04/10,CASTLE CRAIG HOSPITAL LTD,4641366,704.05,Revenue
Adult and Culture,Social Services - Social Care Payments ,18/04/10,CHURCH VIEW DAY NURSERY,4631789,889.20,Revenue
Adult and Culture,Social Services - Social Care Payments ,13/04/10,CIC,4627340,754.56,Revenue
Adult and Culture,Social Services - Social Care Payments ,13/04/10,CIC,4627341,1194.72,Revenue
Adult and Culture,Social Services - Social Care Payments ,13/04/10,CIC,4627345,628.80,Revenue
Adult and Culture,Social Services - Social Care Payments ,13/04/10,CIC,4627346,628.80,Revenue
Adult and Culture,Social Services - Social Care Payments ,13/04/10,CIC,4627347,880.32,Revenue
Adult and Culture,Social Services - Social Care Payments ,13/04/10,CIC,4627348,1021.80,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,CIC,4629133,597.36,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,CIC,4630016,628.80,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,CIC,4630017,1383.36,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,CIC,4630018,503.04,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,CIC,4630019,880.32,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,CIC,4630020,628.80,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,CIC,4630595,7527.10,Revenue
Adult and Culture,Social Services - Social Care Payments ,18/04/10,CITY OF EDINBURGH COUNCIL,4630581,10808.74,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,COMENSURA LTD,4632578,20666.94,Revenue
Adult and Culture,Social Services - Social Care Payments ,27/04/10,COMFORT CALL LTD,4643576,1881.88,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,COMMUNITY INTEGRATED CARE,4632793,6289.10,Revenue
Adult and Culture,Social Services - Social Care Payments ,01/04/10,CONTINUUM GROUP,4616093,15428.70,Revenue
Adult and Culture,Social Services - Social Care Payments ,01/04/10,CONTINUUM GROUP,4616094,11900.70,Revenue
Adult and Culture,Social Services - Social Care Payments ,01/04/10,CONTINUUM GROUP,4616095,14468.10,Revenue
Adult and Culture,Social Services - Social Care Payments ,01/04/10,CONTINUUM GROUP,4616096,15942.99,Revenue
Adult and Culture,Social Services - Social Care Payments ,27/04/10,CONTINUUM GROUP,4643877,12297.39,Revenue
Adult and Culture,Social Services - Social Care Payments ,27/04/10,CONTINUUM GROUP,4643878,15942.99,Revenue
Adult and Culture,Social Services - Social Care Payments ,27/04/10,CONTINUUM GROUP,4643879,14950.37,Revenue
Adult and Culture,Social Services - Social Care Payments ,01/04/10,COQUET TRUST,4616055,825.50,Revenue
Adult and Culture,Social Services - Social Care Payments ,01/04/10,COQUET TRUST,4616061,610.87,Revenue
Adult and Culture,Social Services - Social Care Payments ,01/04/10,COQUET TRUST,4616063,1106.17,Revenue
Adult and Culture,Social Services - Social Care Payments ,01/04/10,COQUET TRUST,4616064,1205.23,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,COQUET TRUST,4630033,792.48,Revenue
Adult and Culture,Social Services - Social Care Payments ,22/04/10,COQUET TRUST,4637438,813.96,Revenue
Adult and Culture,Social Services - Social Care Payments ,22/04/10,COQUET TRUST,4637444,2178.54,Revenue
Adult and Culture,Social Services - Social Care Payments ,22/04/10,COQUET TRUST,4637446,526.68,Revenue
Adult and Culture,Social Services - Social Care Payments ,25/04/10,COQUET TRUST,4639121,1400.49,Revenue
Adult and Culture,Social Services - Social Care Payments ,25/04/10,COQUET TRUST,4639122,1400.49,Revenue
Adult and Culture,Social Services - Social Care Payments ,22/04/10,DEMENTIA CARE PARTNERSHIP,4637449,4352.57,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,DIMENSIONS (UK) LTD,4628735,5832.84,Revenue
Adult and Culture,Social Services - Social Care Payments ,12/04/10,DUMFRIES & GALLOWAY COUNCIL,4624540,2160.40,Revenue
Adult and Culture,Social Services - Social Care Payments ,18/04/10,DUMFRIES & GALLOWAY COUNCIL,4630580,2160.40,Revenue
Adult and Culture,Social Services - Social Care Payments ,29/04/10,DURHAM COUNTY COUNCIL,4647022,20888.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,18/04/10,ESPA LTD - EUROPEAN SERVICES FOR,4630579,5492.08,Revenue
Adult and Culture,Social Services - Social Care Payments ,25/04/10,ESPA LTD - EUROPEAN SERVICES FOR,4638935,23673.51,Revenue
Adult and Culture,Social Services - Social Care Payments ,01/04/10,EVOLUTION CHILDREN SERVICES,4616048,12000.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,01/04/10,EVOLUTION CHILDREN SERVICES,4616049,12000.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,01/04/10,EVOLUTION CHILDREN SERVICES,4616050,12000.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,01/04/10,EVOLUTION CHILDREN SERVICES,4616051,12000.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,01/04/10,EVOLUTION CHILDREN SERVICES,4616052,12000.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,01/04/10,EVOLUTION CHILDREN SERVICES,4616053,12000.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,18/04/10,EVOLUTION CHILDREN SERVICES,4631758,12000.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,18/04/10,EVOLUTION CHILDREN SERVICES,4631759,12000.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,18/04/10,EVOLUTION CHILDREN SERVICES,4631760,12000.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,18/04/10,EVOLUTION CHILDREN SERVICES,4631761,12000.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,18/04/10,EVOLUTION CHILDREN SERVICES,4631762,12000.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,18/04/10,EVOLUTION CHILDREN SERVICES,4631763,12000.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,FOSTER CARE ASSOCIATES,4629201,3991.25,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,FOSTER CARE SOLUTIONS,4628385,4361.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,FOSTER CARE SOLUTIONS,4628386,6541.50,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,FOSTER CARE SOLUTIONS,4628387,3924.90,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,FOSTER CARE SOLUTIONS,4628388,3924.90,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,FOSTER CARE SOLUTIONS,4628389,4142.95,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,FOSTER CARE SOLUTIONS,4628390,6541.50,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,FOSTER CARE SOLUTIONS,4628391,3488.80,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,FOSTER CARE SOLUTIONS,4628392,3488.80,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,FOSTER CARE SOLUTIONS,4628393,3862.60,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,FOSTER CARE SOLUTIONS,4628394,3862.60,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,FOSTER CARES LTD,4628380,938.40,Revenue
Adult and Culture,Social Services - Social Care Payments ,29/04/10,FOSTERING SOLUTIONS,4646402,831.04,Revenue
Adult and Culture,Social Services - Social Care Payments ,12/04/10,FOUR SEASONS HEALTH CARE,4624747,13494.60,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,FUTURES FOR CHILDREN  LTD,4628381,6642.72,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,FUTURES FOR CHILDREN  LTD,4628382,3751.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,FUTURES FOR CHILDREN  LTD,4628383,3520.67,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,FUTURES FOR CHILDREN  LTD,4628384,7354.44,Revenue
Adult and Culture,Social Services - Social Care Payments ,29/04/10,GATESHEAD MBC,4646972,7242.30,Revenue
Adult and Culture,Social Services - Social Care Payments ,29/04/10,GATESHEAD MBC,4646973,7031.08,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4628566,8373.85,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4628568,4164.89,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4628570,561.15,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4628572,11090.17,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4628574,509.29,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4628578,1017.04,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4628579,1496.40,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4628584,1238.77,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4630037,565.74,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4630038,895.13,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4630039,639.76,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4632795,4382.08,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4632796,5102.89,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4632797,5638.75,Revenue
Adult and Culture,Social Services - Social Care Payments ,12/04/10,HOWARD HOUSE CARE LTD,4624732,3520.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,12/04/10,HOWARD HOUSE CARE LTD,4624733,3520.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,HOWARD HOUSE CARE LTD,4629148,3520.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,HOWARD HOUSE CARE LTD,4629149,3520.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,HOWARD HOUSE CARE LTD,4629150,3520.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,HOWARD HOUSE CARE LTD,4629151,3520.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,HOWARD HOUSE CARE LTD,4629977,3750.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,HOWARD HOUSE CARE LTD,4629978,3750.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,18/04/10,HOWARD HOUSE CARE LTD,4631774,3750.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,18/04/10,HOWARD HOUSE CARE LTD,4631775,3750.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,29/04/10,HOWARD HOUSE CARE LTD,4646974,3520.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,29/04/10,HOWARD HOUSE CARE LTD,4646975,3520.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,27/04/10,JB SKILLCARE LTD,4643591,1668.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,27/04/10,JB SKILLCARE LTD,4643592,1728.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,25/04/10,KEY ENTERPRISES (1983) LTD,4639148,1888.20,Revenue
Adult and Culture,Social Services - Social Care Payments ,26/04/10,KNIGHT FRANK LLP,4641292,7344.51,Revenue
Adult and Culture,Social Services - Social Care Payments ,26/04/10,KSA MANAGEMENT CONSULTANCY,4641296,5600.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,LIFEWAYS COMMUNITY CARE,4630142,6452.04,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,LIFEWAYS COMMUNITY CARE,4630143,1488.51,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,LIFEWAYS COMMUNITY CARE,4630144,978.93,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,LIFEWAYS COMMUNITY CARE,4630145,670.50,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,LIFEWAYS COMMUNITY CARE,4630146,12084.24,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,LIFEWAYS COMMUNITY CARE,4630147,3003.84,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,LIFEWAYS COMMUNITY CARE,4630148,7203.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,LIFEWAYS COMMUNITY CARE,4630149,871.65,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,LIFEWAYS COMMUNITY CARE,4632600,7209.71,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,LS CARE LTD,4628738,1018.19,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,LS CARE LTD,4630596,1018.19,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,LS CARE LTD,4632911,1018.19,Revenue
Adult and Culture,Social Services - Social Care Payments ,25/04/10,LS CARE LTD,4639127,1018.19,Revenue
Adult and Culture,Social Services - Social Care Payments ,27/04/10,LS CARE LTD,4643582,2582.74,Revenue
Adult and Culture,Social Services - Social Care Payments ,27/04/10,LS CARE LTD,4643583,2467.66,Revenue
Adult and Culture,Social Services - Social Care Payments ,27/04/10,LS CARE LTD,4643584,2467.66,Revenue
Adult and Culture,Social Services - Social Care Payments ,27/04/10,LS CARE LTD,4643585,2467.66,Revenue
Adult and Culture,Social Services - Social Care Payments ,27/04/10,LS CARE LTD,4643586,2455.28,Revenue
Adult and Culture,Social Services - Social Care Payments ,27/04/10,LS CARE LTD,4643587,2467.66,Revenue
Adult and Culture,Social Services - Social Care Payments ,27/04/10,LS CARE LTD,4643588,2467.66,Revenue
Adult and Culture,Social Services - Social Care Payments ,27/04/10,LS CARE LTD,4643589,2592.21,Revenue
Adult and Culture,Social Services - Social Care Payments ,27/04/10,LS CARE LTD,4643590,692.15,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,MERIT HOME CARE SERVICES,4630411,1531.80,Revenue
Adult and Culture,Social Services - Social Care Payments ,15/04/10,MOMENTUM,4630129,6276.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,22/04/10,MOMENTUM,4637452,735.45,Revenue
Adult and Culture,Social Services - Social Care Payments ,25/04/10,MOMENTUM,4639131,6524.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,21/04/10,NATIONAL AUTISTIC SOCIETY,4635514,4874.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,NATIONAL FOSTERING AGENCY,4632700,1058.60,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,NATIONAL FOSTERING AGENCY,4632701,2852.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,NATIONAL FOSTERING AGENCY,4632702,2852.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,NATIONAL FOSTERING AGENCY,4632703,3003.90,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,NATIONAL FOSTERING AGENCY,4632705,2576.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,NATIONAL FOSTERING AGENCY,4632706,3003.90,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,NATIONAL FOSTERING AGENCY,4632707,2713.20,Revenue
Adult and Culture,Social Services - Social Care Payments ,19/04/10,NATIONAL FOSTERING AGENCY,4632708,2576.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,14/04/10,NEDATS,4629167,2000.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,13/04/10,NEOPOST-CREDIFON ACCOUNTS,4627397,1000.00,Revenue
Adult and Culture,Social Services - Social Care Payments ,12/04/10,NEURO PARTNERS LTD,4624359,814.59,Revenue
