OrganisationLabel,OrganisationURI,Account Name,Account Name 2,BA Reference,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Address 6,Postcode,Rateable Value,Bill From,Bill To,Bill Credit,Account Credit,Account Address 1,Account Address 2,Account Address 3,Account Address 4,Postcode
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS WIRRAL CCG,,0007437A000407,,,THE CONCOURSE HEALTH CENTRE,GRANGE ROAD,WIRRAL,MERSEYSIDE,CH48 4HX,23250,01/04/2011,01/04/2012,-£68.29,-£182.79,PHOENIX HOUSE,TOPCLIFFE LANE,TINGLEY,WAKEFIELD,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS WIRRAL CCG,,0007437A000407,,,THE CONCOURSE HEALTH CENTRE,GRANGE ROAD,WIRRAL,MERSEYSIDE,CH48 4HX,23250,01/04/2012,01/04/2013,-£114.50,-£182.79,PHOENIX HOUSE,TOPCLIFFE LANE,TINGLEY,WAKEFIELD,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NUTSHELL LEISURE LTD,,77030000604,,,THE HILLTOP,19 BLACKHORSE HILL,WIRRAL,MERSEYSIDE,CH48 6DS,29250,01/04/2015,28/08/2015,-£35.31,-£35.31,THE HOOTON HOTEL,HOOTON ROAD,HOOTON,,CH66 7NL
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,HOME AND RETAIL DELIVERIES LTD,IN ADMINISTRATION,000100100001G8,,,HOME & RETAIL CHAMPIONS B/PARK,ARROWE BROOK ROAD,WIRRAL,MERSEYSIDE,CH49 0AB,260000,01/04/2012,01/04/2012,"-£1,880.14","-£1,880.14",C/O GEOFFREY MARTIN & CO,7-8 CONDUIT STREET,LONDON,,WIS 2XF
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,A1 MARINE ENGINEERING LTD,,000100100002C2,,,UNIT C2 CHAMPIONS B/PARK,ARROWE BROOK ROAD,WIRRAL,MERSEYSIDE,CH49 0AB,13500,01/04/2013,01/11/2013,-£380.00,-£380.00,CHAMPIONS BUSINESS PARK,ARROWE BROOK ROAD,WIRRAL,,CH49 0AB
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,M D TECHNICAL LTD,,000100100004B7,,,A25 CHAMPIONS B/PARK,ARROWE BROOK ROAD,WIRRAL,MERSEYSIDE,CH49 0AB,2200,01/04/2012,01/07/2012,-£15.18,-£15.18,A25 CHAMPIONS BUSINESS PARK,ARROWE BROOK ROAD,WIRRAL,MERSEYSIDE,CH49 0AB
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LIVERPOOL PCT,,0001058000320B,,,32 FORD ROAD,WIRRAL,MERSEYSIDE,,CH49 0TF,27000,01/04/2013,28/10/2013,-£500.03,"-£1,705.03",BEVAN HOUSE,65 STEPHENSON WAY,WAVERTREE,LIVERPOOL,L13 1HN
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LIVERPOOL PCT,,0001058000320B,,,32 FORD ROAD,WIRRAL,MERSEYSIDE,,CH49 0TF,27000,01/04/2014,01/04/2014,"-£1,205.00","-£1,705.03",BEVAN HOUSE,65 STEPHENSON WAY,WAVERTREE,LIVERPOOL,L13 1HN
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BLUEMANTLE LTD,,0001225A000109,,,UNITS 1C & 1F WIRRAL BUSINESS PARK,ARROWE BROOK ROAD,WIRRAL,MERSEYSIDE,CH49 1SX,51500,01/04/2015,14/05/2015,-£843.44,-£843.44,C/O JONES LANG LASSALLE,1 PICCADILLY GARDENS,MANCHESTER,,M1 1RG
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BLUEMANTLE LTD,,0001225A0001J1,,,UNITS 1D-1E WIRRAL BUSINESS PARK,ARROWE BROOK ROAD,WIRRAL,MERSEYSIDE,CH49 1SX,41000,01/04/2015,14/05/2015,-£654.83,-£654.83,C/O JONES LANG LASSALLE,1 PICCADILLY GARDENS,MANCHESTER,,M1 1RG
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL UNIVERSITY TEACHING,"HOSPITAL TRUST, ACCOUNTS PAYABLE",0001225A000906,,,UNIT 9 WIRRAL BUSINESS PARK,ARROWE BROOK ROAD,WIRRAL,MERSEYSIDE,CH49 1SX,15500,01/04/2013,25/03/2014,-£137.33,-£137.33,WILLOW HOUSE,CLATTERBRIDGE HOSPITAL,WIRRAL,,CH63 4JY
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL UNIVERSITY TEACHING,"HOSPITAL TRUST, ACCOUNTS PAYABLE",0001225A0009AB,,,UNIT 9A WIRRAL BUSINESS PARK,ARROWE BROOK ROAD,WIRRAL,MERSEYSIDE,CH49 1SX,3900,01/04/2013,25/03/2014,-£34.56,-£34.56,WILLOW HOUSE,CLATTERBRIDGE HOSPITAL,WIRRAL,,CH63 4JY
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,EUROTECHNOLOGIES LTD,,000787700216G1,,,UNIT 9 AT 216 GREASBY ROAD,GREASBY,WIRRAL,MERSEYSIDE,CH49 2PN,1050,01/04/2011,01/04/2012,-£111.83,-£111.83,UNIT 9 AT 216 GREASBY ROAD,GREASBY,WIRRAL,MERSEYSIDE,CH49 2PN
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CONVERTACAR LTD,,000787700216D8,,,UNITS 4-6 AT 216 GREASBY ROAD,WIRRAL,MERSEYSIDE,,CH49 2PN,3450,01/04/2010,01/04/2011,-£56.12,-£56.12,UNIT 3,RICHMOND HOUSE,PARKVALE AVENUE,WIRRAL MERSEYSIDE,CH43 3HG
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MASON MCLEAN LTD,,0008262000610B,,,61 TELEGRAPH ROAD,HESWALL,WIRRAL,MERSEYSIDE,CH60 0AD,11000,01/04/2014,15/04/2014,-£263.90,-£263.90,61 TELEGRAPH ROAD,HESWALL,WIRRAL,MERSEYSIDE,CH60 0AD
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,A & S ENTERPRISE (HESWALL) LTD,,000826200154A5,,,154-158 TELEGRAPH ROAD,HESWALL,WIRRAL,MERSEYSIDE,CH60 0AH,32250,01/04/2015,01/04/2015,-£600.00,-£600.00,68 SEYMOUR GROVE,OLD TRAFFORD,MANCHESTER,,M16 0LN
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,A & S ENTERPRISE (HESWALL) LTD,,82620015203,,,150-152 TELEGRAPH ROAD,HESWALL,WIRRAL,MERSEYSIDE,CH60 0AH,16000,01/04/2015,01/04/2015,-£400.00,-£400.00,68 SEYMOUR GROVE,OLD TRAFFORD,MANCHESTER,,M16 0LN
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BROOKFIELD PROPERTIES LTD,C/O S D LAMBERT,86640000308,,,11 VILLAGE ROAD,HESWALL,WIRRAL,MERSEYSIDE,CH60 0DX,6800,01/04/2012,20/04/2012,-£153.28,-£153.28,112-112A FORD ROAD,UPTON,,WIRRAL,CH49 0TQ
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,JUMI LTD,,000866200139AA,,,141 TELEGRAPH ROAD,HESWALL,WIRRAL,MERSEYSIDE,CH60 7SE,17000,01/04/2011,23/03/2012,"-£1,374.72","-£1,374.72",C/O CDAS,NOOK HOUSE,CHURCH LANE,"HARGRAVE, CHESTER",CH3 7RL
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,JOHNSON CLEANERS UK LIMITED,,86620019102,,,191-193 TELEGRAPH ROAD,HESWALL,WIRRAL,MERSEYSIDE,CH60 7SE,19500,27/03/2015,01/04/2015,-£711.00,-£711.00,C/O BELLROCK FM LTD,ENTERPRISE HOUSE,SUNNINGDALE ROAD,LEICESTER,LE3 1UR
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,H.M. COASTGUARDS,,000866200269AA,COASTGUARD AERIAL SITE QUARRY,SERVICE STATION,TELEGRAPH ROAD,HESWALL,WIRRAL,MERSEYSIDE,CH60 8NA,1500,01/04/2010,01/04/2010,-£762.72,"-£1,619.20",WESTERN REGIONAL BUSINESS MANAGER,TUTT HEAD,MUMBLES,SWANSEA,SA3 4HW
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,H.M. COASTGUARDS,,000866200269AA,COASTGUARD AERIAL SITE QUARRY,SERVICE STATION,TELEGRAPH ROAD,HESWALL,WIRRAL,MERSEYSIDE,CH60 8NA,1500,01/04/2011,01/04/2011,-£856.48,"-£1,619.20",WESTERN REGIONAL BUSINESS MANAGER,TUTT HEAD,MUMBLES,SWANSEA,SA3 4HW
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SMITH & SONS,,34450052303,,,523 PENSBY ROAD,THINGWALL,WIRRAL,MERSEYSIDE,CH61 7UQ,7000,01/04/2012,27/04/2012,-£88.63,-£88.63,51-52,HAMILTON SQUARE,BIRKENHEAD,,CH41 5BN
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MAKRASYKA LTD,,81410040407,,,404 PENSBY ROAD,HESWALL,WIRRAL,MERSEYSIDE,CH61 9NH,3550,01/04/2011,01/04/2012,-£260.08,-£260.08,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WESTMINSTER DREDGING CO LTD,,000697100000B5,,,WESTMINSTER DREDGING CO LTD,"WEST BANK, EASTHAM LOCKS",WIRRAL,MERSEYSIDE,CH62 0BB,12000,01/04/2011,17/05/2011,-£382.95,-£382.95,WESTMINSTER HOUSE,CROMPTON WAY,SEGENSWORTH WEST,"FAREHAM, HANTS",PO15 5SS
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CORONATION PROPERTIES LTD,C/O MASON & PARTNERS,65660003908,,,39 NEW CHESTER ROAD,WIRRAL,MERSEYSIDE,,CH62 1AA,3900,01/04/2011,01/04/2011,-£336.70,-£336.70,THE CORN EXCHANGE,BRUNSWICK STREET,LIVERPOOL,MERSEYSIDE,L2 7TP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CORONATION PROPERTIES LTD,,65660003908,,,39 NEW CHESTER ROAD,WIRRAL,MERSEYSIDE,,CH62 1AA,3900,15/11/2014,01/12/2014,-£65.29,-£65.29,THE CORN EXCHANGE,BRUNSWICK STREET,LIVERPOOL,,L2 7TP
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,EIGHT4SPORT CIC IN LIQUIDATION,,6.596E+14,,,UNIT 3 CANDY PARK 1,OLD HALL ROAD,WIRRAL,MERSEYSIDE,CH62 3PE,68500,01/04/2011,01/04/2012,"-£1,480.61","-£1,480.61",C/O PARKIN S BOOTH,YORKSHIRE HOUSE,18 CHAPEL STREET,LIVERPOOL,L3 9AG
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WEST REGISTER (PROPERTY,INVESTMENTS) LTD,000617300006A6,,,6 CALDBECK ROAD,WIRRAL,MERSEYSIDE,,CH62 3PL,46000,01/04/2015,01/04/2015,"-£3,594.93","-£3,594.93",C/O DTZ,VITTORIA HOUSE,VITTORIA WALK,CHELTENHAM,GL50 1TW
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BOOTS UK LTD (STORE 6401),,0006915B0035A7,,,35 WELTON ROAD,WIRRAL,MERSEYSIDE,,CH62 3PN,229000,01/04/2014,01/04/2014,"-£12,939.50","-£12,939.50",C/O GERALD EVE,35 KINGS HILL AVENUE,WEST MALLING,KENT,ME19 4DN
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CURZON RETAIL EXHIBITION &,MARKETING LTD,0006915B0003C3,,HOTSHOTS,45 WELTON ROAD,BROMBOROUGH,WIRRAL,,CH62 3PN,0,28/08/2013,19/10/2013,"-£1,308.48","-£1,308.48",44 CHADCOTE WAY,CATSHILL,BROMSGROVE,WORCS,B61 0JT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,DUNEDIN IND PARKS LTD PTNSHIP,,0006851A0002B5,,,2B THURSBY ROAD,WIRRAL,MERSEYSIDE,,CH62 3PW,15000,28/08/2015,12/10/2015,"-£2,006.55","-£2,006.55",C/O ALDER KING,PEMBROKE HOUSE,15 PEMBROKE ROAD,BRISTOL,BS8 3BA
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,DOIG & CO LTD,,000617300001W1,,,UNIT 20,"1, THURSBY ROAD",WIRRAL,MERSEYSIDE,CH62 3PW,2175,01/04/2014,01/12/2014,-£339.61,-£339.61,C/O PORTLAND BUSINESS CENTRES LTD,DALLAM COURT,DALLAM LANE,WARRINGTON,WA2 7LT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,AIR IT LTD,,000617300001H3,,,UNIT 8 - OLLERHEAD SUITE,"1, THURSBY ROAD",WIRRAL,MERSEYSIDE,CH62 3PW,940,01/04/2014,01/10/2014,-£220.76,-£220.76,C/O PORTLAND BUSINESS CENTRES LTD,DALLAM COURT,DALLAM LANE,WARRINGTON,WA2 7LT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,DUNEDIN UK IND PROPERTY IV LTD,,0006851A0002B5,,,2B THURSBY ROAD,WIRRAL,MERSEYSIDE,,CH62 3PW,15000,12/05/2015,28/08/2015,-£202.05,-£202.05,C/O ALDER KING,PEMBROKE HOUSE,15 PEMBROKE ROAD,BRISTOL,BS8 3BA
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PORTAL BUSINESS CENTRES LTD,,000617300018B6,,,UNIT 18B AT 1 THURSBY ROAD,WIRRAL,MERSEYSIDE,,CH62 3PW,2850,11/06/2015,01/12/2015,-£156.35,-£156.35,DALLAM COURT,DALLAM LANE,WARRINGTON,,WA2 7LT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ES DIGITAL LTD,,000617300001CB,,,UNIT 3 - BRIDGWOOD SUITE,"1, THURSBY ROAD",WIRRAL,MERSEYSIDE,CH62 3PW,1000,01/09/2013,01/10/2013,-£122.37,-£122.37,C/O PORTAL BUSINESS CENTRES LTD,DALLAM COURT,DALLAM LANE,WARRINGTON,WA2 7LT
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,INTEB MANAGED SERVICES LTD,,000617300001Q4,,,UNIT 15,"1, THURSBY ROAD",WIRRAL,MERSEYSIDE,CH62 3PW,6500,01/04/2015,04/03/2016,-£19.89,-£74.06,C/O PORTAL BUSINESS CENTRES,THURSBY HOUSE,1 THURSBY ROAD,WIRRAL,CH62 3PW
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,INTEB MANAGED SERVICES LTD,,000617300001Q4,,,UNIT 15,"1, THURSBY ROAD",WIRRAL,MERSEYSIDE,CH62 3PW,6500,01/04/2016,01/04/2016,-£54.17,-£74.06,C/O PORTAL BUSINESS CENTRES,THURSBY HOUSE,1 THURSBY ROAD,WIRRAL,CH62 3PW
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WAGNER DEVELOPMENTS LTD,,0006261A000303,,,3 DINSDALE ROAD,WIRRAL,MERSEYSIDE,,CH62 3PY,13500,30/05/2015,30/11/2015,"-£2,236.68","-£2,236.68",C/O VINE PROPERTY MANAGEMENT,5 VINE TERRACE,"HIGH STREET, HARBORNE",BIRMINGHAM,B17 9PU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WAGNER DEVELOPMENTS LTD,,0006261A0019B4,,,19 DINSDALE ROAD,WIRRAL,MERSEYSIDE,,CH62 3PY,7300,29/06/2015,27/01/2016,"-£1,113.97","-£1,113.97",C/O VINE PROPERTY MANAGEMENT,5 VINE TERRACE,"HIGH STREET, HARBORNE",BIRMINGHAM,B17 9PU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WAGNER DEVELOPMENTS LTD,,0006261A003005,,,30 DINSDALE ROAD,WIRRAL,MERSEYSIDE,,CH62 3PY,3700,30/05/2015,30/11/2015,-£518.02,-£518.02,C/O VINE PROPERTY MANAGEMENT,5 VINE TERRACE,"HIGH STREET, HARBORNE",BIRMINGHAM,B17 9PU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,OLCI CONSTRUCTION TRAINING LTD,IN ADMINISTRATION,0006948A0008B7,,,8 WRYNOSE ROAD,WIRRAL,MERSEYSIDE,,CH62 3QD,17250,01/04/2014,06/05/2014,-£37.66,-£37.66,C/O KPMG,6 SALISBURY SQUARE,LONDON,,CH41 6BU
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,P R G ARCHITECTURAL GLAZING LTD,IN LIQUIDATION,0006074A0005B7,,,5 - 7 BASSENDALE ROAD,BROMBOROUGH,WIRRAL,MERSEYSIDE,CH62 3QL,66500,01/04/2012,19/07/2012,-£47.86,-£47.86,C/O LEONARD CURTIS,TOWER 12,18/22 BRIDGE STREET,"SPINNINGFIELDS, MANCHESTER",M3 3BZ
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WEBTISE LTD,,0006698A0002F2,,,0FFICES 1 2 & MEETING ROOM IST FLR,"MARWOOD HOUSE, RIVERSIDE PARK",SOUTHWOOD ROAD,WIRRAL,CH62 3QX,15750,01/04/2011,01/04/2011,"-£6,974.01","-£28,756.26",HANOVER BUILDINGS,11-13 HANOVER STREET,LIVERPOOL,,L1 3DN
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WEBTISE LTD,,0006698A0002F2,,,0FFICES 1 2 & MEETING ROOM IST FLR,"MARWOOD HOUSE, RIVERSIDE PARK",SOUTHWOOD ROAD,WIRRAL,CH62 3QX,15750,01/04/2012,01/04/2012,"-£7,087.50","-£28,756.26",HANOVER BUILDINGS,11-13 HANOVER STREET,LIVERPOOL,,L1 3DN
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WEBTISE LTD,,0006698A0002F2,,,0FFICES 1 2 & MEETING ROOM IST FLR,"MARWOOD HOUSE, RIVERSIDE PARK",SOUTHWOOD ROAD,WIRRAL,CH62 3QX,15750,01/04/2013,01/04/2013,"-£7,276.50","-£28,756.26",HANOVER BUILDINGS,11-13 HANOVER STREET,LIVERPOOL,,L1 3DN
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WEBTISE LTD,,0006698A0002F2,,,0FFICES 1 2 & MEETING ROOM IST FLR,"MARWOOD HOUSE, RIVERSIDE PARK",SOUTHWOOD ROAD,WIRRAL,CH62 3QX,15750,01/04/2014,01/04/2014,"-£7,418.25","-£28,756.26",HANOVER BUILDINGS,11-13 HANOVER STREET,LIVERPOOL,,L1 3DN
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS COMMISSIONING BOARD,,0006698A0002H1,,,GRD FLR WOODCOURT BUILDING,RIVERSIDE PARK,SOUTHWOOD ROAD,WIRRAL,CH62 3QX,66000,01/04/2012,01/04/2013,"-£27,994.46","-£27,994.46",PHOENIX HOUSE,TOPCLIFFE LANE,TINGLEY,WAKEFIELD,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ADVISER PLUS BUSINESS SOLUTIONS,LTD,0006698A0003D7,,,2ND FLOOR SUITES 5 & 6,"3 RIVERSIDE PARK, SOUTHWOOD ROAD",WIRRAL,MERSEYSIDE,CH62 3QX,56500,01/04/2015,07/10/2015,"-£10,995.62","-£10,995.62","WOODCOURT, RIVERSIDE PARK",2 SOUTHWOOD ROAD,WIRRAL,MERSEYSIDE,CH62 3QX
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,KL (ACCOUNTANCY SERVICES) LTD,,0006698A0002G2,,,OFFICES 1 AND 2 GROUND FLOOR,"MARWOOD HOUSE, RIVERSIDE PARK",SOUTHWOOD ROAD,WIRRAL,CH62 3QX,8900,01/04/2015,01/04/2015,"-£4,714.97","-£4,714.97",C/O RIVERSIDE PARK LTD,PO BOX 236,LEATHERHEAD,SURREY,KT22 0LW
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BIG DUG LTD,,0006698A0002G4,,,OFFICE 4 GROUND FLOOR,"MARWOOD HOUSE, RIVERSIDE PARK",SOUTHWOOD ROAD,WIRRAL,CH62 3QX,3150,01/04/2013,30/04/2013,-£13.59,-£13.59,C/O RIVERSIDE PARK LTD,PO BOX 236,LEATHERHEAD,SURREY,KT22 0LW
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SANICLAD HYGENIC WALLS &,CEILINGS LIMITED,0006173C0019B9,,,19 CARROCK ROAD,WIRRAL,MERSEYSIDE,,CH62 3RA,6200,01/04/2012,01/02/2013,-£15.03,-£15.03,4 GRISEDALE ROAD,BROMBOROUGH,WIRRAL,,CH62 3QD
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,EVOKE CREATIVE LTD,,0006032A000601,,,6 APEX COURT,WIRRAL,MERSEYSIDE,,CH62 3RE,17500,01/04/2012,16/04/2012,"-£3,074.25","-£6,220.22",,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,EVOKE CREATIVE LTD,,0006032A000601,,,6 APEX COURT,WIRRAL,MERSEYSIDE,,CH62 3RE,17500,16/04/2013,16/04/2013,"-£3,145.97","-£6,220.22",,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,HARDISTY CRN LTD,,000636500024D9,,,HARDISTY PT 24-26 GROVE STREET,NEW FERRY,WIRRAL,MERSEYSIDE,CH62 5AZ,10000,01/04/2014,12/03/2015,-£172.05,-£172.05,1 THURSBY ROAD,CROFT BUSINESS PARK,BROMBOROUGH,MERSEYSIDE,CH62 3PW
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MAXICO UK LTD,,60780003102,,,CLEVELAND ARMS,31 BEBINGTON ROAD,NEW FERRY WIRRAL,MERSEYSIDE,CH62 5BE,6250,01/04/2013,01/03/2014,-£245.24,-£245.24,THE PEGASUS,GREYSTOKE AVENUE,BRISTOL,,BS10 6BA
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TREKGATE LTD,,000607800052A6,,,52 BEBINGTON ROAD,NEW FERRY,WIRRAL,MERSEYSIDE,CH62 5BH,5000,01/04/2011,16/05/2011,-£212.00,-£212.00,LOWER LICKHURST,BLEASDALE ROAD,WHITECHAPEL,PRESTON,PR3 2ER
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ALECHESTER LTD,,000656600104A8,,,104-106 NEW CHESTER ROAD,NEW FERRY,WIRRAL,MERSEYSIDE,CH62 5ER,7300,01/04/2013,01/04/2013,-£129.36,-£129.36,104-106 NEW CHESTER ROAD,NEW FERRY,WIRRAL,MERSEYSIDE,CH62 3AG
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS ENGLAND XXQ75 CHES & MERSEY,,000674500001T1,,,PARKFIELD MEDICAL CENTRE,SEFTON ROAD,WIRRAL,,CH62 5HS,61500,01/04/2010,01/04/2011,"-£1,242.00","-£8,253.00",PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS ENGLAND XXQ75 CHES & MERSEY,,000674500001T1,,,PARKFIELD MEDICAL CENTRE,SEFTON ROAD,WIRRAL,,CH62 5HS,61500,01/04/2011,01/04/2012,"-£1,299.00","-£8,253.00",PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS ENGLAND XXQ75 CHES & MERSEY,,000674500001T1,,,PARKFIELD MEDICAL CENTRE,SEFTON ROAD,WIRRAL,,CH62 5HS,61500,01/04/2012,01/04/2013,"-£1,374.00","-£8,253.00",PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS ENGLAND XXQ75 CHES & MERSEY,,000674500001T1,,,PARKFIELD MEDICAL CENTRE,SEFTON ROAD,WIRRAL,,CH62 5HS,61500,01/04/2013,01/04/2014,"-£1,413.00","-£8,253.00",PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS ENGLAND XXQ75 CHES & MERSEY,,000674500001T1,,,PARKFIELD MEDICAL CENTRE,SEFTON ROAD,WIRRAL,,CH62 5HS,61500,01/04/2014,01/04/2015,"-£1,446.00","-£8,253.00",PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS ENGLAND XXQ75 CHES & MERSEY,,000674500001T1,,,PARKFIELD MEDICAL CENTRE,SEFTON ROAD,WIRRAL,,CH62 5HS,61500,01/04/2015,01/04/2016,"-£1,479.00","-£8,253.00",PHOENIX HOUSE,TOPCLIFFE LANE,WAKEFIELD,,WF3 1WE
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LIVERPOOL & CHESTER PROPERTY CO,LTD,65680020005,,,1200 NEW CHESTER ROAD,WIRRAL,MERSEYSIDE,,CH62 9AE,9600,01/04/2012,09/05/2012,-£419.05,-£419.05,C/O CORE PROPERTY MANAGEMENT,7 UNION COURT,LIVERPOOL,,L2 4SJ
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WIRRAL HOSPITAL TRUST,,61970000105,,,CLATTERBRIDGE HOSPITAL,CLATTERBRIDGE ROAD,WIRRAL,MERSEYSIDE,CH63 4JY,660000,01/04/2010,01/04/2011,"-£9,402.65","-£77,869.60",FINANCE DEPARTMENT,CLATTERBRIDGE HOSPITAL,CLATTERBRIDGE ROAD,WIRRAL MERSEYSIDE,CH63 4JY
