OrganisationLabel,OrganisationURI,Account Name 1,Account Name 2,Name1,Name2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Postcode,BA Reference,Account Address 1,Account Address 2,Account Address 3,Account Address 4,Account Postcode,Liability Start,Empty Prop,Empty From,Account Exemption,Property Exemption,2010 RV,2005 RV,VOA Description,Rv Chargeable,Charge 16/17,MIN Date SBRR,MAX Date SBDR,SBRR Relief,Lower Multiplier,Trans Relief,Mandatory%,Mand Relief,Discretionary%,Disc Relief,Retail Relief 15/16,ReOcc Relief,MIN Date From Relief,MAX Date To Relief
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BPL PROPERTIES LTD,,,,GND FLR 12 & 16 TRINITY CHAMBERS,IVY STREET,BIRKENHEAD,MERSEYSIDE,CH41 5EE,2878001206,TRINITY CHAMBERS,18 IVY STREET,BIRKENHEAD,,CH41 5EF,01/05/2015,Y,01/05/2015,,,8800,,OFFICES AND PREMISES,4373,4373.6,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,EGERTON HOUSE (WIRRAL) LTD,,,,G1 AT EGERTON HOUSE,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BT,3.71E+09,EGERTON HOUSE,TOWER ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1BT,01/09/2015,Y,01/09/2015,,,97000,62500,OFFICES AND PREMISES,48209,48209,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,HURSTWOODS INTERNATIONAL LTD,VOLUNTAY CREDITORS LIQUIDATION,,,HURSTWOODS INTERNATIONAL,ALEXANDRA ROAD,WALLASEY,MERSEYSIDE,CH45 0JZ,4.01E+09,FAO MILNER BOARDMAN & PTNERS,C/O CAPPA AUDIT DEPT,PO BOX 29416,GLASGOW,G67 1XU,15/04/2014,Y,15/04/2014,Liquidator,Industrial Premises,77000,,FACTORY AND PREMISES,38269,0,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NHS PROPERTY SERVICES,,,,OXTON HEALTH CENTRE,BALLS ROAD,BIRKENHEAD,MERSEYSIDE,CH43 5RE,4120000107,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,SO15 7QT,01/04/2002,,,,,29250,26000,HEALTH CENTRE AND PREMISES,14537,14537.25,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GREENE KING PUB COMPANY,,,,CAERNARVON CASTLE,BIDSTON ROAD,BIRKENHEAD,MERSEYSIDE,CH43 2JZ,4240001609,C/O GERALD EVE LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,ME19 4DN,01/11/2004,,,,,89000,93000,PUBLIC HOUSE AND PREMISES,44233,44233,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,RIGHTWAY LTD,,,,UNIT3 LLOYDS CORNER SHOPPING CENTRE,7 LISCARD ROAD,WALLASEY,MERSEYSIDE,CH44 6LT,4246000708,14-16 BRIDGE STREET,NESTON,CHESHIRE,,CH64 9UJ,18/10/2012,,,,,21750,,SHOP AND PREMISES,10809,10809.75,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PGJJ LTD,,,,CARLTON HOTEL,466-468 BOROUGH ROAD,BIRKENHEAD,WIRRAL,CH42 9LZ,4280046609,89 SOUTH FERRY QUAY,LIVERPOOL,,,L3 4EW,21/05/2015,Y,21/05/2015,,,17500,16100,PUBLIC HOUSE AND PREMISES,8697,8697.5,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CHIEF EXECUTIVE,NW RFCA,TA CENTRE,,WEXFORD ROAD,PRENTON,MERSEYSIDE,,CH43 9TE,4370000106,ALEXANDRA COURT,28 ALEXANDRA DRIVE,LIVERPOOL,MERSEYSIDE,L17 8YE,01/04/2000,,,,,70500,64000,AUXILIARY DEFENCE ESTABLISHMENT AND PREM,35038,35038.5,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BELLA NUVIA LTD,,,,44 CHRISTCHURCH ROAD,BIRKENHEAD,WIRRAL,,CH43 5SF,4400004403,44 CHRISTCHURCH ROAD,BIRKENHEAD,WIRRAL,,CH43 5SF,01/05/2014,,,,,3450,2600,SHOP AND PREMISES,1669,0,24/05/2014,,-1389,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CLINICAL EXERCISE SOLUTIONS LTD,,,,52 CHRISTCHURCH ROAD,BIRKENHEAD,WIRRAL,,CH43 5SF,4400005209,,,,,,13/06/2014,,,,,2425,1825,SHOP AND PREMISES,1173,0,13/06/2014,,-913.74,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,L ROWLAND & CO (RETAIL) LTD,,,,53 CHRISTCHURCH ROAD,BIRKENHEAD,WIRRAL,,CH43 5SF,4400005302,RIVINGTON ROAD,WHITEHOUSE IND ESTATE,RUNCORN,CHESHIRE,WA7 3DJ,01/04/2001,,,,,4750,3550,SHOP AND PREMISES,2299,2299,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MAYFLOWER OXTON LTD,,,,9 CLAUGHTON FIRS,BIRKENHEAD,MERSEYSIDE,,CH43 5TG,4420000905,,,,,,01/06/2014,,,,,2550,1900,SHOP AND PREMISES,1234,0,01/06/2014,,-1000.33,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BENNETT & MCMAHON AGENCIES LTD,,,,28 CLAUGHTON FIRS,BIRKENHEAD,MERSEYSIDE,,CH43 5TQ,4420002807,ACCRA HOUSE,28 CLAUGHTON FIRS,BIRKENHEAD,MERSEYSIDE,CH43 5TQ,12/08/2005,,,,,1900,3750,SHOWROOM AND PREMISES,919,0,01/08/2006,,-894.9,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,PUNCH PUB COMPANY LTD,,,,SHREWSBURY ARMS,36-38 CLAUGHTON FIRS,PRENTON,MERSEYSIDE,CH43 5TQ,4420003602,C/O GERALD EVE,35 KINGS HILL AVENUE,WEST MALLING,KENT,ME19 4DN,22/12/2008,,,,,95000,100000,PUBLIC HOUSE AND PREMISES,47215,47215,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,GMB DIGITAL SOLUTIONS LTD,,,,GROUND FLOOR AT,53 CLAUGHTON FIRS,PRENTON,MERSEYSIDE,CH43 5TG,4420005303,47 HOGARTH DRIVE,NOCTORUM,MERSEYSIDE,,CH43 9JG,01/11/2008,,,,,2350,17500,SHOP AND PREMISES,1137,0,01/04/2009,,-1106.85,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE ELECTRICITY NETWORK ,COMPANY LTD,,,INDEPENDENT DISTRIBUTATION NETWORK,"OPERATOR, WOODHALL AVENUE",WALLASEY,MERSEYSIDE,CH44 0DL,4.47E+09,ENERGY HOUSE,WOOLPIT BUSINESS PARK,WINDMILL LANE,BURY ST EDMUNDS,IP30 9UP,01/04/2013,,,,,108,,Inderpendent Distribution Network Operator,52,52.27,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BOOTS UK LTD (STORE 5265),,,,8-10 HOLMLANDS DRIVE,PRENTON,WIRRAL,,CH43 0TX,4760001003,C/O GERALD EVE,35 KINGS HILL AVENUE,WEST MALLING,KENT,ME19 4DN,01/04/2000,,,,,8500,4100,SHOP AND PREMISES,4114,4114,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BANK MACHINE LTD & CARDPOINT,SERVICES LTD T/A CASHZONE,,,"ATM SITE AT 12-14, HOLMLANDS DRIVE",PRENTON,WIRRAL,,CH43 0TX,4760001401,C/O GERALD EVE LLP,35 KINGS HILL AVENUE,WEST MALLING,KENT,ME19 4DN,01/04/2010,,,,,900,,SITE OF ATM,435,435.6,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,JUST CHILDCARE LIMITED,,,,20 KINGSMEAD ROAD NORTH,PRENTON,WIRRAL,,CH43 6TB,4960002008,RIDGEWAY HOUSE,PRGRESS WAY,DENTON,MANCHESTER,M34 2GP,06/11/2015,,,,,5700,6800,Day Nursery and Premises,4114,4114,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BIRKENHEAD SCHOOL LTD,,,,B/HEAD SCHOOL LTD (KINDERGARTEN),KINGSMEAD ROAD SOUTH,WIRRAL,MERSEYSIDE,CH43 6TA,4980000502,58 BERESFORD ROAD,OXTON,MERSEYSIDE,,CH43 2JD,01/04/2005,,,,,11250,10000,DAY NURSERY AND PREMISES,5591,1118.25,,,0,,0,0.8,-4338,0,0,,,01/04/2008,01/04/2017
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ENERGETICS ELECTRICITY LTD,,,,INDEPENDENT DISTRIBUTION NETWORK,OPERATOR,LOVE LANE,WALLASEY,CH44 5SB,5.13E+09,INTERNATIONAL HOUSE ,STANLEY BOULEVARD,HAMILTON INTERNATIONAL TECH PARK,GLASGOW,G72 0BN,01/04/2013,,,,,186,,Independent Distribution Network Operator,90,90.02,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,B RODGERS,,,,19 ROSE MOUNT,BIRKENHEAD,MERSEYSIDE,,CH43 5SG,5360001906,79 ALLPORT ROAD,BROMBOROUGH,WIRRAL,MERSEYSIDE,CH62 6AB,29/04/2016,Y,29/04/2016,,,3500,3500,SHOP AND PREMISES,433,0,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MOBILE BROADBAND NETWORK LTD,,,,T-MOBILE (56578) STREETWORKS ADJ,272 HOYLAKE ROAD,MORETON,"WIRRAL, MERSEYSIDE",CH46 6AF,5370056578,GVA-RATING.FID1601337,PO BOX 6079,WOLVERHAMPTON,,WV1 9RA,01/04/2010,,,,,5100,,Communication Station and Premises,2468,2468.4,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,TAFELMUSIK LTD,,,,43 SHREWSBURY ROAD,BIRKENHEAD,WIRRAL,,CH43 2JB,5480004303,43 SHREWSBURY ROAD,BIRKENHEAD,MERSEYSIDE,,CH43 2JB,01/04/2000,,,,,16000,12500,MUSIC SCHOOL AND PREMISES,7744,7744,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BIRKENHEAD SCHOOL LTD,,,,55-57 SHREWSBURY ROAD,PRENTON,WIRRAL,,CH43 2JA,5480005503,58 BERESFORD ROAD,OXTON,MERSEYSIDE,,CH43 2JD,01/04/2000,,,,,312500,262500,SCHOOL AND PREMISES,155312,31062.5,,,0,,0,0.8,-120500,0,0,,,01/04/2008,01/04/2017
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CONWAY ENTERPRISES LTD,,,,QUEENS ARMS,1 STORETON ROAD,BIRKENHEAD,MERSEYSIDE,CH43 5TL,5580000309,QUEENS ARMS,1 STORETON ROAD,BIRKENHEAD,MERSEYSIDE,CH43 5TL,01/05/2009,,,,,22250,23100,PUBLIC HOUSE AND PREMISES,11058,11058.25,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MOBILE BROADBAND NETWORK LTD,,,,T-MOBILE SITE (CELL 76180) OPPOSITE,OXTON CRICKET CLUB,TOWNFIELD LANE,PRENTON MERSEYSIDE,CH43 2LH,5660000207,GVA-RATING.FID1601337,PO BOX 6079,WOLVERHAMPTON,,WV1 9RA,26/09/2008,,,,,2500,2000,COMMUNICATION STATION AND PREMISES,1210,1210,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CHESHIRE & WIRRAL PARTNERSHIP,NHS TRUST,,,ASHTON HOUSE,26 VILLAGE ROAD,PRENTON,MERSEYSIDE,CH43 5SR,5740002609,FINANCE DEPT,REDESMERE,COCH HEALTH PARK,CHESTER,CH2 1BQ,01/04/2000,,,,,36000,31000,HOSPITAL AND PREMISES,17892,17892,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,A2B PUBLIC HOUSES LTD,,,,COCK AND PULLET,100 WOODCHURCH ROAD,BIRKENHEAD,WIRRAL,CH42 9LP,5880011001,100 WOODCHURCH ROAD,BIRKENHEAD,WIRRAL,,CH42 9LP,01/04/2013,,,,,21750,7500,PUBLIC HOUSE AND PREMISES,10809,10809.75,,,0,,-43.55,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE REVIVAL HUB CIC,,,,259 WOODCHURCH ROAD,BIRKENHEAD,WIRRAL,,CH42 9LE,5880025907,15 MELLOR ROAD,PRENTON,WIRRAL,MERSEYSIDE,CH42 9PS,14/01/2013,,,,,8300,7900,SHOP AND PREMISES,4125,0,,,0,,0,0.8,-3200.48,0.2,-800.12,,,14/01/2013,01/04/2017
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,STONEGATE PUB COMPANY LTD,,,,HALFWAY HOUSE,293 WOODCHURCH ROAD,BIRKENHEAD,WIRRAL,CH42 9QE,5880029306,PORTER TUN HOUSE,500 CAPABILITY GREEN,LUTON,,LU1 3LS,28/07/2011,,,,,75000,88750,PUBLIC HOUSE AND PREMISES,37275,37275,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,WILLIAM HILL ORGANIZATION LTD,,,,322 WOODCHURCH ROAD,BIRKENHEAD,WIRRAL,,CH42 8PQ,5880032205,GREENSIDE HOUSE,50 STATION ROAD , WOOD GREEN,LONDON,N22 7TP,01/04/2000,,,,,20500,16250,OFFICES AND PREMISES,10188,10188.5,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,LOLLER & SONS LTD,,,,324 WOODCHURCH ROAD,BIRKENHEAD,WIRRAL,,CH42 8PQ,5880032402,,,,,,01/10/2014,,,,,19750,15750,OFFICES AND PREMISES,9815,9815.75,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,M AND EMS LTD,,,,340 WOODCHURCH ROAD,BIRKENHEAD,WIRRAL,,CH42 8PQ,5880034003,,,,,,25/03/2015,,,,,15000,12000,SHOP AND PREMISES,7260,7260,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,DHAKA (TAKEAWAY) LTD,,,,344 WOODCHURCH ROAD,BIRKENHEAD,WIRRAL,,CH42 8PG,5880034408,344 WOODCHURCH ROAD,BIRKENHEAD,MERSEYSIDE,,CH42 8PG,01/04/2000,,,,,8000,7500,SHOP AND PREMISES,3872,1290.67,01/04/2005,,-2512,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BRITISH RED CROSS SOCIETY,,,,356 WOODCHURCH ROAD,BIRKENHEAD,WIRRAL,,CH42 8PG,5880035608,PROPERTY DEPT,44 MOORFIELDS,London,,EC2Y 9AL,01/04/2000,,,,,10000,9400,SHOP AND PREMISES,4970,0,,,0,,0,0.8,-3856,0.2,-964,,,01/04/2000,01/04/2017
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,RENAULT WIRRAL LTD,,,,474 WOODCHURCH ROAD,BIRKENHEAD,WIRRAL,,CH43 0SE,5880047408,474 WOODCHURCH ROAD,BIRKENHEAD,MERSEYSIDE,,CH43 0SE,01/05/2007,,,,,187000,161000,CAR SHOWROOM AND PREMISES,92939,92939,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,THE CURTAINSMITH LTD,,,,92 BIDSTON AVENUE,BIRKENHEAD,MERSEYSIDE,,CH41 0BS,6080009203,92 BIDSTON AVENUE,BIRKENHEAD,MERSEYSIDE,,CH41 0BS,02/01/2008,,,,,2425,2075,SHOP AND PREMISES,1173,0,02/01/2008,,-1142.18,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,O A S LIMITED,,,,192 BIDSTON AVENUE,BIRKENHEAD,WIRRAL,,CH41 0DU,6080019205,T/A CHESHIRE CLUB SUPPS,192 BIDSTON AVENUE,BIRKENHEAD,MERSEYSIDE,CH41 0DU,01/04/2000,,,,,12000,11500,STORE AND PREMISES,5808,5808,01/04/2005,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ESP ELECTRICITY,,,,INDEPENENT DISTRIBUTION NETWORK,OPERATOR,BOLTON ROAD EAST,WIRRAL,CH62 5DQ,6.10E+09,HAZELDEAN,STATION ROAD,LEATHERHEAD,SURREY,KT22 7AA,01/04/2013,,,,,215,,Independent Distribution Network Ltd,104,104.06,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,EDUCATION COMMITTEE (AIDED,SCHOOLS) WIRRAL MBC,,,HOLY CROSS R C PRIMARY SCHOOL,GAUTBY ROAD,BIRKENHEAD,MERSEYSIDE,CH41 7DU,6180005105,ACCOUNTANCY DIVISION,MUNICIPAL BUILDING CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,01/04/2000,,,,,49250,19500,SCHOOL AND PREMISES,24477,0,,,0,,0,0.8,-18990.8,0.2,-4747.7,,,01/04/2000,01/04/2017
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,JCDECAUX LTD,RATES ADMINISTRATOR,ADVERTISING RIGHT (MILLS &,ALLEN) ADJ 8,HOYLAKE ROAD,BIRKENHEAD,WIRRAL,,CH41 7BX,6500000804,SUMMIT HOUSE,27 SALE PLACE,LONDON,,W2 1YR,01/04/2000,,,,,7300,7300,ADVERTISING RIGHT AND PREMISES,3533,3533.2,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MECCA BOOKMAKERS LTD (WILLIAM,HILL ORGANIZATION LTD),,,58 HOYLAKE ROAD,BIRKENHEAD,WIRRAL,,CH41 7BY,6500005808,GREENSIDE HOUSE,STATION ROAD ,50 WOOD GREEN,LONDON,N22 7TP,01/04/2004,,,,,4650,2550,SHOP AND PREMISES,2250,2250.6,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ESP ELECTRICITY,,,,INDEPENDENT DISTRIBUTION NETWORK,"OPERATOR, WATERMILL GARDENS",MAGAZINE ROAD,WIRRAL,CH62 3LH,6.51E+09,HAZELDEAN,STATION ROAD,LEATHERHEAD,SURREY,KT22 7AA,01/04/2013,,,,,153,,Independent Distribution Network Operator,125,125.84,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,CO-OPERATIVE GROUP LTD,C/O RATE ACCOUNT MANAGEMENT,,,100 NEW CHESTER ROAD,NEW FERRY,WIRRAL,MERSEYSIDE,CH62 5AG,6.57E+09,COLLIERS INT PROP ADVISERS UK LLP,"12TH FLOOR,11 BRINDLEYPLACE",2 BRUNSWICK SQUARE BRINDLEYPLACE,BIRMINGHAM,B1 2LP,01/11/2009,,,,,7900,7900,SHOP AND PREMISES,3823,3823.6,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,NORTH BIRKENHEAD DEVELOPMENT,TRUST,,,129-131 LAIRD STREET,BIRKENHEAD,MERSEYSIDE,,CH41 0AA,6660013109,ST JAMES CENTRE,344 LAIRD STREET,BIRKENHEAD,MERSEYSIDE,CH41 7AL,17/03/2011,,,,,3200,1650,SHOP AND PREMISES,1590,0,,,0,,0,0.8,-1233.92,0.2,-308.48,,,17/03/2011,01/04/2017
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,B J R FOODS LTD,,,,269 LAIRD STREET,BIRKENHEAD,WIRRAL,,CH41 0AB,6660026908,456-458 LEYLAND ROAD,LOSTOCK HALL,PRESTON,LANCASHIRE,PR5 5RY,01/04/2000,,,,,7200,5000,SHOP AND PREMISES,3484,3484.8,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,RETAIL FUELS LTD,,,,GULF OIL SERVICE LTD,LAIRD STREET,BIRKENHEAD,MERSEYSIDE,CH41 7AJ,6660027101,49-51 KING STREET,KNUTSFORD,CHESHIRE,,WA16 6DX,01/04/2015,,,,,13000,11135,PETROL FILLING STATION AND PREMISES,6292,6292,,,,,,,,,,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,COMMUNITY SUPPORTED LIVING LTD,,,,384 LAIRD STREET,BIRKENHEAD,WIRRAL,,CH41 7AL,6660038407,384 LAIRD STREET,BIRKENHEAD,MERSEYSIDE,,CH41 7AL,01/12/2006,,,,,2500,1250,SHOP AND PREMISES,1210,0,01/12/2006,,-1126.35,SBRR Multiplier Used in Calculation,-51.15,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,AGRID FENCING LTD,,,,AGRID FENCING AT ACORN LODGE,RABY MERE ROAD,WIRRAL,MERSEYSIDE,CH63 4JQ,6840000101,,,,,,01/04/2008,,,,,10500,9400,"WORKSHOP, OFFICE AND PREMISES",5082,3812.45,01/04/2008,,-1235.45,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,ALL THAT JAZZ HAIR & BEAUTY LTD,,,,OLD FARMHOUSE ARTS & CRAFTS CENTRE,"BIRKENHEAD ROAD, HOYLAKE",WIRRAL,,CH47 9RE,7017002672,6 RAEBURN AVENUE,WEST KIRBY,WIRRAL,,CH48 5JE,01/04/2014,,,,,3050,790,WORKSHOP AND PREMISES,1476,0,01/04/2014,,-1436.55,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SURVITE GROUP LTD,T/A BEAUFORT AIR-SEA EQUIPMENT,BEAUFORT AIR-SEA,,BEAUFORT ROAD,BIRKENHEAD,WIRRAL,,CH41 1HQ,8080000106,BEAUFORT ROAD,BIRKENHEAD,MERSEYSIDE,,CH41 1HQ,01/04/2000,,,,,175000,150000,FACTORY AND PREMISES,86975,86975,,,0,,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,VODAFONE LTD,C/O RATE ACCOUNT MANAGEMENT,,,VODAFONE(45115)AT BIRKENHEAD CENTRE,LINCOLN ROAD/BEAUFORT ROAD,BIRKENHEAD,MERSEYSIDE,CH41 8HL,8080000202,COLLIERS INTERNATIONAL PLC,12TH FLOOR ELEVEN BRINDLEYPLACE,2 BRUNSWICK SQUARE,BRINDLEYPLACE BIRMINGHAM,B1 2LP,01/04/2010,,,,,6900,,Communication Station and Premises,3339,3339.6,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,A1 PACIFIC LIMITED,,,,7-11 BEAUFORT ROAD,BIRKENHEAD,WIRRAL,,CH41 1HF,8080000708,JADE INDUSTRIAL PARK,7-11 BEAUFORT ROAD,BIRKENHEAD,MERSEYSIDE,CH41 1HE,01/04/2004,,,,,25500,25000,FACTORY AND PREMISES,7502,7502,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,MOBILE BROADBAND NETWORK LTD,,,,T-MOBILE (69996) LINCOLN STREET,BIRKENHEAD,WIRRAL,,CH41 1HL,8080069996,GVA-RATING.FID1601337,PO BOX 6079,WOLVERHAMPTON,,WV1 9RA,10/09/2012,,,,,5500,,Communication Station and Premises,2420,2420,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SHREWSBURY RC DIOCESE,,,,B/HEAD & TRANMERE CHILDRENS CENTRE,ST LAWRENCES,BECKWITH STREET,BIRKENHEAD MERSEYSIDE,CH41 3JR,8100000101,2,PARK ROAD SOUTH,BIRKENHEAD,MERSEYSIDE,CH43 4UX,01/04/2013,,,,,13250,5500,DAY NURSERY AND PREMISES,6413,6413,,,0,,-1284.81,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,SURE START,,,,BIDSTON & ST JAMES CHILDRENS CENTRE,BRASSEY GARDENS,2 BRASSEY STREET,BIRKENHEAD MERSEYSIDE,CH41 8DA,8120000202,C/O ACCOUNTANCY DIVISION,MUNICIPAL BLDG CLEVELAND STREET,BIRKENHEAD,MERSEYSIDE,CH41 6BU,25/05/2004,,,,,14250,11500,OFFICES AND PREMISES,6897,6897,,,0,SBRR Multiplier Used in Calculation,0,,0,,0,,,,
Wirral Metropolitan Borough Council,http://opendatacommunities.org/ID/metropolitan-district-council/wirral,BIRKENHEAD NORTH END COMMUNITY,INVOLVEMENT GROUP.,,,1 BRAY STREET,BIRKENHEAD,WIRRAL,,CH41 8BX,8140000103,1 BRAY STREET,BIRKENHEAD,MERSEYSIDE,,CH41 8BX,01/04/2000,,,,,13000,13000,COMMUNITY CENTRE AND PREMISES,6461,0,,,0,,0,0.8,-5012.8,0.2,-1253.2,,,01/04/2000,01/04/2017
