Body,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale BC,27/01/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CENTRAL FORUM PHYS DIS,"£2,009.63"
Rochdale BC,27/01/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,GENERAL,"£2,009.62"
Rochdale BC,03/01/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,408.62"
Rochdale BC,10/01/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,146.14"
Rochdale BC,16/01/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,£785.61
Rochdale BC,24/01/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,486.16"
Rochdale BC,31/01/2014,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,502.20"
Rochdale BC,07/01/2014,RESTORE PLC,Environmental Services,EARLY HELP AND SCHOOLS,MAN & ADMIN  MISC INCOME & EXPENDITURE,£511.48
Rochdale BC,31/01/2014,RESTORE PLC,Environmental Services,EARLY HELP AND SCHOOLS,MAN & ADMIN  MISC INCOME & EXPENDITURE,£569.82
Rochdale BC,31/01/2014,RESTORE PLC,Environmental Services,EARLY HELP AND SCHOOLS,MAN & ADMIN  MISC INCOME & EXPENDITURE,£520.13
Rochdale BC,23/01/2014,RHODAR LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,BALDERSTONE DEMOLITION,"£88,309.77"
Rochdale BC,06/01/2014,RHODES PRESCHOOL,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£1,470.15"
Rochdale BC,06/01/2014,RHODES PRESCHOOL,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£8,725.86"
Rochdale BC,14/01/2014,RIBA 1834 LTD,Financial Services,ECONOMY AND ENVIRONMENT,SERVICE HEAD  PLAN AND REG,"£15,000.00"
Rochdale BC,14/01/2014,RIBA 1834 LTD,Financial Services,ECONOMY AND ENVIRONMENT,SERVICE HEAD  PLAN AND REG,"£9,185.10"
Rochdale BC,14/01/2014,RIBA 1834 LTD,Financial Services,ECONOMY AND ENVIRONMENT,SERVICE HEAD  PLAN AND REG,"£8,000.00"
Rochdale BC,30/01/2014,RICOH UK LTD,Facilities & Management Services,CORPORATE SERVICES,MANAGEMENT ADMIN,£749.96
Rochdale BC,06/01/2014,RIDGETECH LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,MERCURY ABATEMENT,"£1,000.00"
Rochdale BC,06/01/2014,RIGHT START DAY NURSERIES LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£3,920.40"
Rochdale BC,06/01/2014,RIGHT START DAY NURSERIES LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£4,371.84"
Rochdale BC,02/01/2014,RNC ENTERPRISES LTD,Stationery,EARLY HELP AND SCHOOLS,NON MAINTAINED POST 16,"£10,317.67"
Rochdale BC,20/01/2014,RNIB EXTERNAL TRAINING SERVICES,Human Resources,PHYSICAL DIS & OLDER PEOPLE,OPERATIONAL MANAGER 1 IAT,"£1,722.00"
Rochdale BC,20/01/2014,RNIB EXTERNAL TRAINING SERVICES,Human Resources,PHYSICAL DIS & OLDER PEOPLE,OPERATIONAL MANAGER 1 IAT,"£1,050.00"
Rochdale BC,21/01/2014,RNIB EXTERNAL TRAINING SERVICES,Human Resources,PHYSICAL DIS & OLDER PEOPLE,OPERATIONAL MANAGER 1 IAT,"£1,722.00"
Rochdale BC,15/01/2014,ROAD SAFETY SERVICE LIMITED,Street & Traffic Management,PROPERTY AND HIGHWAYS,STREET CLOSURE ORDERS,"£1,380.00"
Rochdale BC,02/01/2014,ROC NORTHWEST LTD,Human Resources,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£16,430.00"
Rochdale BC,01/01/2014,ROCHDALE & DIST CITIZENS ADVICE BUREAU,Social Community Care Supplies & Services,CORPORATE SERVICES,ADVICE TEAM,"£28,167.00"
Rochdale BC,21/01/2014,ROCHDALE & DIST CITIZENS ADVICE BUREAU,Social Community Care Supplies & Services,ECONOMY AND ENVIRONMENT,CAB (MORTGAGE RESCUE),"£4,166.67"
Rochdale BC,31/01/2014,ROCHDALE & DIST CITIZENS ADVICE BUREAU,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SUPPORT FOR FAMILIES,"£8,000.00"
Rochdale BC,24/01/2014,ROCHDALE & DISTRICT DISABLED ACTION GRP,Social Community Care Supplies & Services,CORPORATE SERVICES,GENERAL EQUAL OPPORTUNITIES,"£6,775.00"
Rochdale BC,01/01/2014,ROCHDALE & DISTRICT MIND,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,EXTERNALLY COMMISSIONED SERVICES,"£33,058.75"
Rochdale BC,27/01/2014,ROCHDALE BOROUGHWIDE HOUSING,Housing Management,ECONOMY AND ENVIRONMENT,ENABLING GENERAL,"£6,512.50"
Rochdale BC,28/01/2014,ROCHDALE BOROUGHWIDE HOUSING,Housing Management,FINANCE SERVICES,RENT REBATES,£706.62
Rochdale BC,10/01/2014,ROCHDALE BUSINESS VENTURES,Financial Services,CORPORATE SERVICES,ICT OVERHEADS,"£2,478.25"
Rochdale BC,03/01/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,050.61"
Rochdale BC,10/01/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£3,948.02"
Rochdale BC,16/01/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,294.48"
Rochdale BC,24/01/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,271.87"
Rochdale BC,31/01/2014,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,174.66"
Rochdale BC,16/01/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,275.00"
Rochdale BC,16/01/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,350.00"
Rochdale BC,16/01/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£750.00
Rochdale BC,16/01/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,050.00"
Rochdale BC,16/01/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,350.00"
Rochdale BC,21/01/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,703.02"
Rochdale BC,21/01/2014,ROCHDALE COMMUNITY TRANSPORT,Public Transport,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,106.42"
Rochdale BC,20/01/2014,ROCHDALE CONNECTION TRUST (CHARITY ACCT),Financial Services,CORPORATE SERVICES,CRIME PREVENTION AND COMMUNITY SAFETY,"£1,860.00"
Rochdale BC,17/01/2014,ROCHDALE DEVELOPMENT AGENCY,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,ECONOMIC AFFAIRS EXT GRANTS,"£15,494.57"
Rochdale BC,01/01/2014,ROCHDALE DEVELOPMENT AGENCY,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,ROCHDALE DEVELOPMENT AGENCY,"£150,350.00"
Rochdale BC,31/01/2014,ROCHDALE EDUCATION & LEARNING TRUST,Education,EARLY HELP AND SCHOOLS,EARLY YEARS FOUNDATION STAGE 11/12,"£11,675.00"
Rochdale BC,06/01/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,CARERS COMMISSIONED SERVICES,"£5,247.00"
Rochdale BC,08/01/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,CARERS COMMISSIONED SERVICES,"£5,218.57"
Rochdale BC,08/01/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,CARERS COMMISSIONED SERVICES,"£5,218.57"
Rochdale BC,27/01/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,CARERS COMMISSIONED SERVICES,"£11,526.00"
Rochdale BC,09/01/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£505.50
Rochdale BC,01/01/2014,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£2,425.00"
Rochdale BC,09/01/2014,ROCHDALE HOUSING INITIATIVE,Housing Management,ECONOMY AND ENVIRONMENT,LANDLORD ASSISTANCE,"£3,442.26"
Rochdale BC,22/01/2014,ROCHDALE MEDIATION SERVICE,Unclassifiable,CORPORATE SERVICES,SAFER COMMUNITIES COMMISSIONING,"£10,000.00"
Rochdale BC,22/01/2014,ROCHDALE MEDIATION SERVICE,Unclassifiable,CORPORATE SERVICES,SAFER COMMUNITIES COMMISSIONING,"£1,750.00"
Rochdale BC,17/01/2014,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,Healthcare,CORPORATE SERVICES,COURSES SCHOOL SAFETY,£520.00
Rochdale BC,23/01/2014,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,Healthcare,CORPORATE SERVICES,COURSES SCHOOL SAFETY,£650.00
Rochdale BC,08/01/2014,ROCHDALE SIGNS LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,£640.00
Rochdale BC,01/01/2014,ROCHDALE WOMENS WELFARE ASSOCIATION,Financial Services,CORPORATE SERVICES,WARDLEWORTH WOMENS CENTRE,"£4,550.00"
Rochdale BC,06/01/2014,ROLY POLEYS PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£7,840.80"
Rochdale BC,06/01/2014,ROLY POLEYS PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£11,754.90"
Rochdale BC,21/01/2014,ROOFSCAPE NW LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,LOWERPLACE ROOF REPLACEMENT,"£21,253.75"
Rochdale BC,06/01/2014,ROSS CARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CAPITAL EQUIPMENT DISABLED CHILDREN,"£9,173.10"
Rochdale BC,06/01/2014,ROSS CARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CAPITAL EQUIPMENT DISABLED CHILDREN,"£10,803.01"
Rochdale BC,08/01/2014,ROSS CARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,CAPITAL EQUIPMENT DISABLED CHILDREN,"£4,090.01"
Rochdale BC,03/01/2014,ROSS CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,POOLED ICES,"£11,477.42"
Rochdale BC,06/01/2014,ROSS CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,POOLED ICES,"£15,170.91"
Rochdale BC,13/01/2014,ROTHWELL PROMOTIONAL GIFTS LTD,Facilities & Management Services,PUBLIC HEALTH,COMMUNITY HEALTH IMPROVEMENT,"£1,003.50"
Rochdale BC,20/01/2014,ROTHWELL PROMOTIONAL GIFTS LTD,Facilities & Management Services,FINANCE SERVICES,PR MEDIA AND MARKETING,£910.38
Rochdale BC,22/01/2014,ROTHWELL PROMOTIONAL GIFTS LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,RR HEALTHIER CHIP SHOP SCHEME,£740.00
Rochdale BC,09/01/2014,ROTHWELL PROMOTIONAL GIFTS LTD,Facilities & Management Services,ECONOMY AND ENVIRONMENT,RR TOBACCO SCHEME,"£1,010.00"
Rochdale BC,13/01/2014,ROUTES HEALTHCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£612.00
Rochdale BC,21/01/2014,ROYAL CARS,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,360.00"
Rochdale BC,21/01/2014,ROYAL CARS,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,020.00"
Rochdale BC,30/01/2014,ROYAL INSTITUTE OF PUBLIC HEALTH,Unclassifiable,PUBLIC HEALTH,SPECIALIST PUBLIC HEALTH TEAM,"£3,500.00"
Rochdale BC,06/01/2014,ROYAL MAIL GROUP PLC,Mail Services ,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,£626.54
Rochdale BC,13/01/2014,ROYAL MAIL GROUP PLC,Mail Services ,CORPORATE SERVICES,REG ELECTORS GENERAL,£765.82
Rochdale BC,02/01/2014,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE SERVICES,TECHNICAL SUPPORT,"£1,151.70"
Rochdale BC,23/01/2014,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE SERVICES,TECHNICAL SUPPORT,"£1,145.77"
Rochdale BC,07/01/2014,ROYAL NATIONAL INSTITUTE FOR THE DEAF,Financial Services,EARLY HELP AND SCHOOLS,PARENTING RESOURCES GENERAL,£532.00
Rochdale BC,09/01/2014,ROYTON MINIBUSES LIMITED,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,800.00"
Rochdale BC,30/01/2014,S P TRAVEL,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,800.00"
Rochdale BC,22/01/2014,S T HEATINGS SERVICES LTD,Building Construction Materials,EARLY HELP AND SCHOOLS,BSF COSTS FUNDED BY LAND RECEIPTS,"£12,530.00"
Rochdale BC,22/01/2014,SAFE RECORDS MANAGEMENT LTD,Facilities & Management Services,CORPORATE SERVICES,ERDMS - REVENUE,"£2,449.55"
Rochdale BC,30/01/2014,SAFE RECORDS MANAGEMENT LTD,Facilities & Management Services,CORPORATE SERVICES,ERDMS - REVENUE,"£2,389.05"
Rochdale BC,15/01/2014,SAFEGARD SECURITY SOLUTIONS,Facilities & Management Services,CORPORATE SERVICES,SAFER COMMUNITIES COMMISSIONING,"£10,714.30"
Rochdale BC,29/01/2014,SAFEGARD SECURITY SOLUTIONS,Facilities & Management Services,CORPORATE SERVICES,SAFER COMMUNITIES OPER'L & CONT'Y BUDGET,"£5,123.00"
Rochdale BC,29/01/2014,SAFEGARD SECURITY SOLUTIONS,Facilities & Management Services,CORPORATE SERVICES,SAFER COMMUNITIES OPER'L & CONT'Y BUDGET,"£4,846.00"
Rochdale BC,29/01/2014,SAFEGARD SECURITY SOLUTIONS,Facilities & Management Services,CORPORATE SERVICES,SAFER COMMUNITIES OPER'L & CONT'Y BUDGET,"£7,125.00"
Rochdale BC,02/01/2014,SALFORD CITY COUNCIL,Public Bodies,ECONOMY AND ENVIRONMENT,ENVIRONMENTAL CONTROL,"£6,900.00"
Rochdale BC,20/01/2014,SALFORD CITY COUNCIL,Public Bodies,CHILDREN’S SOCIAL CARE,INTER AGENCY ADOPTION,"£19,000.00"
Rochdale BC,29/01/2014,SALT UNION LIMITED,Highway Equipment & Materials ,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"£1,474.31"
Rochdale BC,02/01/2014,SALT UNION LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,Winter Maintenance,"£3,996.68"
Rochdale BC,02/01/2014,SALT UNION LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,Winter Maintenance,"£4,975.72"
Rochdale BC,02/01/2014,SALT UNION LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,Winter Maintenance,"£6,840.42"
Rochdale BC,14/01/2014,SALT UNION LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,Winter Maintenance,"£6,316.45"
Rochdale BC,14/01/2014,SALT UNION LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,Winter Maintenance,"£7,158.11"
Rochdale BC,14/01/2014,SALT UNION LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,Winter Maintenance,"£1,989.88"
Rochdale BC,14/01/2014,SALT UNION LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,Winter Maintenance,"£1,983.11"
Rochdale BC,29/01/2014,SALT UNION LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,Winter Maintenance,"£1,474.32"
Rochdale BC,06/01/2014,SANDBROOK CC NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£12,741.30"
Rochdale BC,06/01/2014,SANDBROOK CC NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£12,000.48"
Rochdale BC,10/01/2014,SAP (UK) LTD,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"£51,130.00"
Rochdale BC,06/01/2014,SCAMPS PRE-SCHOOL PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£5,390.55"
Rochdale BC,06/01/2014,SCAMPS PRE-SCHOOL PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£13,490.53"
Rochdale BC,29/01/2014,SCHOOLS HEALTH EDUCATION UNIT LIMITED,Education,EARLY HELP AND SCHOOLS,HEY MIDD ROCH PCT FUNDING,"£5,000.00"
Rochdale BC,14/01/2014,SCOOTA MART LTD,Healthcare,CHILDREN’S SOCIAL CARE,CSC F AND E,"£5,942.00"
Rochdale BC,21/01/2014,SEASHELL TRUST,Human Resources,EARLY HELP AND SCHOOLS,NON MAINTAINED POST 16,"£11,298.39"
Rochdale BC,06/01/2014,SEEROS PRIVATE DAY NURSURY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£10,291.05"
Rochdale BC,06/01/2014,SEEROS PRIVATE DAY NURSURY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£11,682.05"
Rochdale BC,01/01/2014,SHINING STARS SWIMMING SCHEME,Arts & Leisure Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£4,037.50"
Rochdale BC,06/01/2014,SHUTTERS VILLAGE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£4,900.50"
Rochdale BC,06/01/2014,SHUTTERS VILLAGE NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£8,242.74"
Rochdale BC,08/01/2014,SILVAPOWER LTD,Utilities,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£1,287.12"
Rochdale BC,21/01/2014,SILVAPOWER LTD,Utilities,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,£892.80
Rochdale BC,08/01/2014,SIMPLE TECHNOLOGY,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"£1,205.00"
Rochdale BC,08/01/2014,SIR ROBERT MCALPINE,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,NEW COUNCIL OFFICES,"£50,670.07"
Rochdale BC,01/01/2014,SKYLIGHT CIRCUS ARTS,Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,£852.50
Rochdale BC,06/01/2014,SMALL WORLD NURSERIES LTD,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£5,390.55"
Rochdale BC,06/01/2014,SMALL WORLD NURSERIES LTD,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£10,694.61"
Rochdale BC,22/01/2014,SMITHYBRIDGE PRIMARY SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,LOOKED AFTER CHILDREN PUPIL PREMIUM,£900.00
Rochdale BC,29/01/2014,SMITHYBRIDGE PRIMARY SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,"£1,536.00"
Rochdale BC,24/01/2014,SMOOTH FM GMG RADIO SALES LTD,Facilities & Management Services,CORPORATE SERVICES,MASKEW BEQUEST SPECIFIED,"£1,750.00"
Rochdale BC,27/01/2014,SMOOTH FM GMG RADIO SALES LTD,Facilities & Management Services,CORPORATE SERVICES,MASKEW BEQUEST SPECIFIED,"£1,750.00"
Rochdale BC,22/01/2014,SMOOTH FM GMG RADIO SALES LTD,Facilities & Management Services,FINANCE SERVICES,PR MEDIA AND MARKETING,"£3,213.86"
Rochdale BC,02/01/2014,SOCIAL CARE SERVICES LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£9,145.00"
Rochdale BC,09/01/2014,SOFTBOX LTD,Information Communication Technology,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,"£4,426.00"
Rochdale BC,31/01/2014,SOFTCAT LTD,Information Communication Technology,CORPORATE SERVICES,EDIT - SPECIAL PROJECTS,"£15,332.45"
Rochdale BC,31/01/2014,SOFTCAT LTD,Information Communication Technology,CORPORATE SERVICES,EDIT - SPECIAL PROJECTS,"£2,190.35"
Rochdale BC,15/01/2014,SOLAGEN LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,NON ILLUMINATED SIGNS,£750.00
Rochdale BC,14/01/2014,SOMERCOURT LIMITED,Furniture & Soft Furnishings,EARLY HELP AND SCHOOLS,SCHOOLS ACCESS -EQUIPMENT-PRIMARY,£599.95
Rochdale BC,01/01/2014,SPARTH COMMUNITY CENTRE,Financial Services,CORPORATE SERVICES,SPARTH COMMUNITY CENTRE,"£11,425.00"
Rochdale BC,06/01/2014,SPARTH NURSERY,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,£980.10
Rochdale BC,06/01/2014,SPARTH NURSERY,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£3,049.20"
Rochdale BC,16/01/2014,SPEAK IT LTD,Information Communication Technology,CHILDREN’S SOCIAL CARE,CSC F AND E,"£1,412.50"
Rochdale BC,16/01/2014,SPEAK IT LTD,Information Communication Technology,CHILDREN’S SOCIAL CARE,CSC F AND E,"£1,247.50"
Rochdale BC,08/01/2014,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"£13,641.30"
Rochdale BC,08/01/2014,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"£4,667.00"
Rochdale BC,08/01/2014,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"£2,700.00"
Rochdale BC,16/01/2014,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"£37,220.50"
Rochdale BC,16/01/2014,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"£2,160.00"
Rochdale BC,30/01/2014,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"£4,667.00"
Rochdale BC,01/01/2014,SPOTLAND COMMUNITY ASSOCIATION LTD,Financial Services,CORPORATE SERVICES,SPOTLAND COMMUNITY CENTRE,"£5,588.49"
Rochdale BC,06/01/2014,SPRING WILLOWS PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£2,940.30"
Rochdale BC,06/01/2014,SPRING WILLOWS PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£6,991.38"
Rochdale BC,21/01/2014,SPUR INFORMATION SOLUTIONS LIMITED,Information Communication Technology,PROPERTY AND HIGHWAYS,MOBILE CCTV ENFORCEMENT,"£28,150.00"
Rochdale BC,22/01/2014,SSI SCHAEFER LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,BLUE WASTE PAPER BINS,"£13,534.00"
Rochdale BC,27/01/2014,SSI SCHAEFER LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,BLUE WASTE PAPER BINS,"£13,534.00"
Rochdale BC,22/01/2014,ST ANNES ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,LOOKED AFTER CHILDREN PUPIL PREMIUM,"£1,800.00"
Rochdale BC,08/01/2014,ST ANNES ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,"£5,806.61"
Rochdale BC,20/01/2014,ST ANNES ACADEMY,Financial Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,"£1,813.17"
Rochdale BC,20/01/2014,ST GABRIELS C E PRIMARY SCHOOL,Public Bodies,EARLY HELP AND SCHOOLS,SCHOOLS ACCESS -EQUIPMENT-PRIMARY,"£13,897.72"
Rochdale BC,29/01/2014,ST JAMES CE PRIMARY SCHOOL,Facilities & Management Services,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,£906.00
Rochdale BC,02/01/2014,ST JOHNS DOMESTIC LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,889.00"
Rochdale BC,06/01/2014,ST JOSEPHS PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,FREE NURSERY PLACES 2 YEAR OLDS,"£6,860.70"
Rochdale BC,06/01/2014,ST JOSEPHS PLAYGROUP,Financial Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£13,136.40"
Rochdale BC,30/01/2014,ST MARGARETS C E PRIMARY SCHOOL,Financial Services,CORPORATE SERVICES,SUDSIDISED USAGE  HEYWOOD,£667.50
