Organisation,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale,23/04/2014,LUBBE & SONS LTD,Horticultural,ECONOMY AND ENVIRONMENT,Revenue Township,£540.00
Rochdale,02/04/2014,MAHOOD BROTHERS,Horticultural,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,£702.00
Rochdale,07/04/2014,NATURESCAPE,Horticultural,ECONOMY AND ENVIRONMENT,BOWLEE AND GARDEN MAILSHOP,£843.50
Rochdale,03/04/2014,TREE HEROES LTD,Horticultural,ECONOMY AND ENVIRONMENT,ARBORICULTURE,"£2,190.00"
Rochdale,01/04/2014,ACORN TREATMENT & HOUSING,Housing Management,LEARNING DIS & MENTAL HEALTH,AGENCY PLACEMENTS,"£14,500.00"
Rochdale,01/04/2014,ACORN TREATMENT & HOUSING,Housing Management,CUSTOMERS & CORPORATE SERVICES,DRUGS & ALCOHOL - SPECIALIST D&A SRVC,"£18,750.00"
Rochdale,09/04/2014,BRAHM FUNDCO 2 LTD,Housing Management,ECONOMY AND ENVIRONMENT,HEYWOOD JSC - PHOENIX CENTRE,"£22,470.73"
Rochdale,09/04/2014,PROGRESS CARE HOUSING ASSOCIATION LTD,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CLUSTER1  RMBC,"£4,294.86"
Rochdale,09/04/2014,ROCHDALE HOUSING INITIATIVE,Housing Management,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"£81,000.00"
Rochdale,24/04/2014,ROCHDALE HOUSING INITIATIVE,Housing Management,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"£9,000.00"
Rochdale,03/04/2014,ROCHDALE HOUSING INITIATIVE,Housing Management,ECONOMY AND ENVIRONMENT,LANDLORD ASSISTANCE,"£3,439.22"
Rochdale,09/04/2014,ST VINCENTS HOUSING ASSOCIATION,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CLUSTER1  RMBC,£610.30
Rochdale,22/04/2014,ACT NOW TRAINING LIMITED,Human Resources,CUSTOMERS & CORPORATE SERVICES,LEGAL SERVICES,"£1,000.00"
Rochdale,08/04/2014,ADOPTION MATTERS,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,£750.00
Rochdale,04/04/2014,CAPITA BUSINESS SERVICES LIMITED,Human Resources,CUSTOMERS & CORPORATE SERVICES,EDUCATION INFORMATION SYSTEMS TEAM,"£3,450.00"
Rochdale,15/04/2014,CAPITA BUSINESS SERVICES LIMITED,Human Resources,CUSTOMERS & CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£103,144.90"
Rochdale,15/04/2014,CAREER DEVELOPMENT INSTITUTE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,£600.00
Rochdale,15/04/2014,CAREER DEVELOPMENT INSTITUTE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,"£1,100.00"
Rochdale,03/04/2014,CHAUFFEUR TRAVEL,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,596.00"
Rochdale,10/04/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,538.34"
Rochdale,10/04/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,631.34"
Rochdale,10/04/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,228.34"
Rochdale,10/04/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,268.33"
Rochdale,10/04/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,268.33"
Rochdale,10/04/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,268.33"
Rochdale,10/04/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,184.01"
Rochdale,10/04/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,370.01"
Rochdale,10/04/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,587.01"
Rochdale,10/04/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,228.34"
Rochdale,10/04/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,423.33"
Rochdale,10/04/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£2,459.94"
Rochdale,10/04/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,228.34"
Rochdale,10/04/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,INDEPENDENT FOSTER CARE,"£3,184.01"
Rochdale,01/04/2014,CHILD ACTION NORTHWEST,Human Resources,CHILDREN’S SOCIAL CARE,YPST SUPPORTING PEOPLE FUNDING,"£15,833.33"
Rochdale,02/04/2014,CLEARWATER RISK MANAGEMENT LTD,Human Resources,CUSTOMERS & CORPORATE SERVICES,COURSES SCHOOL SAFETY,"£1,800.00"
Rochdale,04/04/2014,D K TRAVEL,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£3,402.00"
Rochdale,08/04/2014,DEVELOP TRAINING LTD,Human Resources,PROPERTY AND HIGHWAYS,BUSINESS SUPPORT TEAM,"£1,455.00"
Rochdale,08/04/2014,EMPLOYEE ADVISORY RESOURCE LTD,Human Resources,CUSTOMERS & CORPORATE SERVICES,MANAGEMENT ADMIN,"£3,250.00"
Rochdale,16/04/2014,ENERGIZE RECRUITMENT SOLUTIONS LTD,Human Resources,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,£750.00
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT SOCIAL WORK,"£29,360.43"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT SOCIAL WORK,"£36,478.10"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT SOCIAL WORK,"£20,766.48"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ACCESS AND SUPPORT SOCIAL WORK,"£37,958.84"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"£1,534.70"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"£2,129.72"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,"£2,144.52"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,ADOPTION PAYMENTS,£573.32
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,ADULT & CHILD CARE SOLICITORS,"£1,615.05"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,ADULT & CHILD CARE SOLICITORS,"£1,615.05"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,ADULT & CHILD CARE SOLICITORS,"£7,635.07"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,ADULT & CHILD CARE SOLICITORS,"£7,443.49"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,ARMED FORCES EVENTS,£500.63
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,ARMED FORCES EVENTS,£500.63
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,ASSESSMENTS,"£2,267.42"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,ASSESSMENTS,"£1,480.50"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,ASSESSMENTS,£540.42
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,ASSESSMENTS,"£3,465.84"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,ASSISTIVE TECHNOLOGY,"£1,015.90"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,ASSISTIVE TECHNOLOGY,£911.51
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,ASSISTIVE TECHNOLOGY,£520.36
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,BOROUGHWIDE LIBRARIES,"£1,886.18"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,BOROUGHWIDE LIBRARIES,"£1,454.01"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,BUSINESS SUPPORT TEAM,"£1,891.16"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,BUSINESS SUPPORT TEAM,£925.62
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,BUSINESS SUPPORT TEAM,"£1,420.73"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CARED FOR CHILDREN CARE LEAVERS 1,"£1,108.78"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CARED FOR CHILDREN CARE LEAVERS 1,"£1,350.30"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CARED FOR CHILDREN CARE LEAVERS 2,"£1,033.43"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CARED FOR CHILDREN CARE LEAVERS 2,"£1,033.41"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CASE MANAGEMENT SYSTEM,£850.26
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CASE MANAGEMENT SYSTEM,£850.26
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"£4,721.96"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,£788.61
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"£5,433.11"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,CENTRAL HOMELESSNESS,£727.82
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,CENTRAL HOMELESSNESS,"£2,424.86"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,CENTRAL HOMELESSNESS,"£4,184.65"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CHILD PROTECT & CARE PROCEED 2,"£6,376.22"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CHILD PROTECT & CARE PROCEED 2,"£2,588.17"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CIC SOCIAL WORK,"£3,203.15"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CIC SOCIAL WORK,"£5,004.66"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CIC SOCIAL WORK,"£3,508.86"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CIC SOCIAL WORK,"£2,917.42"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,COMMITTEE SERVICES,£821.04
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,COMMITTEE SERVICES,£821.04
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,COMMITTEE SERVICES,£821.04
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,COMMITTEE SERVICES,£821.02
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£1,133.99"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£1,140.67"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,£778.14
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£1,142.77"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,CORPORATE PROCUREMENT,£632.10
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,CORPORATE PROCUREMENT,£679.33
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,CORPORATE PROCUREMENT,£679.32
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,CORPORATE PROCUREMENT,£745.92
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,COUNCIL TAX LIABILITY AND RECOVERY,"£1,124.41"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,COUNCIL TAX LIABILITY AND RECOVERY,"£1,111.10"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,COUNCIL TAX LIABILITY AND RECOVERY,"£1,111.10"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,COUNCIL TAX LIABILITY AND RECOVERY,"£1,111.11"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CP SOCIAL WORK,"£9,774.12"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CP SOCIAL WORK,"£6,438.98"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CP SOCIAL WORK,"£4,856.65"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,CP SOCIAL WORK,"£10,092.56"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CSE RESOURCES,"£10,235.10"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CSE RESOURCES,"£5,887.18"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CUSTOMER ADVOCACY,"£4,607.00"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CUSTOMER ADVOCACY,"£3,591.58"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CUSTOMER ADVOCACY,"£3,634.74"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,CUSTOMER ADVOCACY,"£2,136.36"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,DEBT RECOVERY TEAM,"£2,455.57"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,DEBT RECOVERY TEAM,"£2,793.10"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,DEBT RECOVERY TEAM,"£2,694.59"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,DEBT RECOVERY TEAM,"£1,664.87"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES SOCIAL WORK,"£1,297.57"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES SOCIAL WORK,"£3,376.87"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES SOCIAL WORK,"£2,366.85"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES SOCIAL WORK,"£3,539.77"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£16,799.49"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£14,687.32"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£1,518.85"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£2,624.42"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,EARLY HELP STRATEGY,£737.81
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,EDUCATION INFORMATION SYSTEMS TEAM,"£1,152.44"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,EDUCATION INFORMATION SYSTEMS TEAM,"£1,165.41"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,EDUCATION INFORMATION SYSTEMS TEAM,£814.08
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,EDUCATION INFORMATION SYSTEMS TEAM,"£1,707.87"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EM MAIL ROOM,£641.54
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,EMERGENCY DUTY TEAM,"£7,995.17"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,EMERGENCY DUTY TEAM,"£3,960.12"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,EMERGENCY DUTY TEAM,"£1,999.16"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,EMERGENCY DUTY TEAM,"£4,448.52"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,£727.85
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,£509.01
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,"£1,606.39"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,"£1,057.70"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,£576.37
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,ENTERPRISING LEADERSHIP,"£2,336.41"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,ENTERPRISING LEADERSHIP,"£1,484.82"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,ENTERPRISING LEADERSHIP,"£2,461.23"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,ENTERPRISING LEADERSHIP,£590.52
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,FINANCIAL SUPPORT CROSS SERVICE BUDGETS,£826.55
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,FINANCIAL SUPPORT CROSS SERVICE BUDGETS,£814.53
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,FINANCIAL SUPPORT CROSS SERVICE BUDGETS,£844.57
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,FINANCIAL SUPPORT CROSS SERVICE BUDGETS,£850.61
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 1,"£3,176.08"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 1,"£1,588.04"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 5,"£1,033.42"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 5,"£1,033.40"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 6,"£1,022.29"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FIRST RESPONSE 6,"£1,022.29"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,£810.27
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,"£1,218.31"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,£655.63
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£2,126.96"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£2,784.70"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£4,347.62"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£4,173.02"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,HEAD OF SERVICE,£850.26
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,HEAD OF SERVICE,£850.26
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,HIGHWAYS CAPITAL INVESTMENT,£603.09
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,HIGHWAYS CAPITAL INVESTMENT,£626.89
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,LITIGATION SECTION,"£2,022.03"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,LITIGATION SECTION,"£3,909.40"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,LITIGATION SECTION,"£2,857.86"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,150.93"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,119.29"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,£954.90
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,MIDD PIF & TOWNSHIP FUNDING STREET SERV,"£10,989.38"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,MIDD PIF & TOWNSHIP FUNDING STREET SERV,"£6,707.48"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,MIDD PIF & TOWNSHIP FUNDING STREET SERV,"£13,266.31"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£762.94
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£762.94
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,OTHER CWDC FUNDS,"£5,874.33"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,OTHER CWDC FUNDS,"£1,066.29"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,OTHER CWDC FUNDS,"£5,494.15"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,OTHER CWDC FUNDS,"£7,524.13"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,PR MEDIA AND MARKETING,"£3,864.48"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,PR MEDIA AND MARKETING,"£3,575.78"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,PR MEDIA AND MARKETING,"£3,074.87"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,PR MEDIA AND MARKETING,"£7,000.20"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,PROJECT TEAM,"£2,308.92"
Rochdale,14/04/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,PROJECT TEAM,"£2,069.79"
Rochdale,25/04/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,PROJECT TEAM,"£2,440.67"
