Wakefield Council Purchase Card Spend for Quarter 1st January 2017 to 31st March 2017,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Purpose of Spend,Type,Transaction No.,Seq No.,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,P-Card Tran,Contract
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,AMAZON,Personal Needs,Revenue,160910,184,31/03/2017,7.20,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,AMAZON,Personal Needs,Revenue,160894,144,10/02/2017,-25.00,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,AMAZON,Personal Needs,Revenue,160906,398,24/03/2017,18.45,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,AMAZON,Personal Needs,Revenue,160906,547,24/03/2017,45.60,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,AMAZON,Personal Needs,Revenue,160906,548,24/03/2017,36.90,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,AMAZON,Personal Needs,Revenue,160901,528,07/03/2017,6.87,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,AMAZON,Personal Needs,Revenue,160901,184,07/03/2017,27.07,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARGOS,Personal Needs,Revenue,160892,27,03/02/2017,10.79,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARGOS,Personal Needs,Revenue,160885,92,10/01/2017,90.78,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARGOS,Personal Needs,Revenue,160906,59,24/03/2017,9.99,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARGOS,Personal Needs,Revenue,160904,13,15/03/2017,8.32,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARGOS,Personal Needs,Revenue,160893,57,07/02/2017,30.48,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARGOS,Personal Needs,Revenue,160905,0,21/03/2017,13.98,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ASDA STORES,Personal Needs,Revenue,160906,407,24/03/2017,48.17,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,ASDA STORES,Personal Needs,Revenue,160901,521,07/03/2017,5.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ASDA STORES,Personal Needs,Revenue,160897,170,24/02/2017,3.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ASDA STORES,Personal Needs,Revenue,160906,104,24/03/2017,12.65,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ASDA STORES,Personal Needs,Revenue,160910,79,31/03/2017,56.05,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ASDA STORES,Personal Needs,Revenue,160906,174,24/03/2017,40.10,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,B&M RETAIL LTD,Personal Needs,Revenue,160892,10,03/02/2017,10.13,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,B&M RETAIL LTD,Personal Needs,Revenue,160904,121,15/03/2017,18.45,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,B&M RETAIL LTD,Personal Needs,Revenue,160897,37,24/02/2017,21.87,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,B&M RETAIL LTD,Personal Needs,Revenue,160910,237,31/03/2017,26.60,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,B&M RETAIL LTD,Personal Needs,Revenue,160886,192,13/01/2017,43.00,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,B&M RETAIL LTD,Personal Needs,Revenue,160906,408,24/03/2017,12.69,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,B&M RETAIL LTD,Personal Needs,Revenue,160906,409,24/03/2017,42.01,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,B&M RETAIL LTD,Personal Needs,Revenue,160906,463,24/03/2017,35.73,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,B&M RETAIL LTD,Personal Needs,Revenue,160906,559,24/03/2017,4.99,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,B&M RETAIL LTD,Personal Needs,Revenue,160906,68,24/03/2017,17.50,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,B&M RETAIL LTD,Personal Needs,Revenue,160906,553,24/03/2017,30.96,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,B&M RETAIL LTD,Personal Needs,Revenue,160906,37,24/03/2017,75.05,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,B&M RETAIL LTD,Personal Needs,Revenue,160892,120,03/02/2017,9.97,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,B&M RETAIL LTD,Personal Needs,Revenue,160892,184,03/02/2017,83.17,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BACKCS,Personal Needs,Revenue,160887,239,17/01/2017,124.95,Nil,DENTAL/LAB/MED/OPHTHALMIC HOSP EQUIP & SUPPLIES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BARNSLEY MBC,Personal Needs,Revenue,160889,143,24/01/2017,22.48,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BODYCARE,Personal Needs,Revenue,160897,279,24/02/2017,10.45,Nil,COSMETIC STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BODYCARE,Personal Needs,Revenue,160897,280,24/02/2017,10.06,Nil,COSMETIC STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BODYCARE,Personal Needs,Revenue,160891,96,31/01/2017,10.03,Nil,COSMETIC STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BOOTS,Personal Needs,Revenue,160906,74,24/03/2017,3.69,Nil,DRUG STORES PHARMACIES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BURGER KING,Personal Needs,Revenue,160896,39,22/02/2017,7.97,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BURGER KING,Personal Needs,Revenue,160885,29,10/01/2017,4.99,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CARTLAND BRIDGE HOTEL,Personal Needs,Revenue,160906,56,24/03/2017,72.50,Nil,HOTELS & ACCOMMODATION,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CASH CONVERTERS,Personal Needs,Revenue,160885,33,10/01/2017,2.99,Nil,PAWN SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CASH CONVERTERS,Personal Needs,Revenue,160885,34,10/01/2017,45.97,Nil,PAWN SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CO-OP GROUP,Personal Needs,Revenue,160895,1,14/02/2017,20.00,Nil,SERVICE STATIONS WITH OR WITHOUT ANCILLARY SERVICE,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,COSTA COFFEE,Personal Needs,Revenue,160902,268,10/03/2017,4.46,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,COSTA COFFEE,Personal Needs,Revenue,160902,450,10/03/2017,2.79,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,COURTESY,Personal Needs,Revenue,160885,46,10/01/2017,19.17,Nil,SHOE STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,COURTESY,Personal Needs,Revenue,160894,221,10/02/2017,20.83,Nil,SHOE STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,DIVISION 24,Personal Needs,Revenue,160907,252,28/03/2017,55.00,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ECLIPSE HAIR AND BEAUTY,Personal Needs,Revenue,160897,289,24/02/2017,33.00,Nil,BARBER AND BEAUTY SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,EE LIMITED,Personal Needs,Revenue,160904,46,15/03/2017,15.00,Nil,TELECOMMUNICATION EQUIPMENT INCL TELEPHONE SALES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,EXEL (GB) LTD,Personal Needs,Revenue,160910,166,31/03/2017,7.98,Nil,DRUG STORES PHARMACIES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,EXPEDIA,Personal Needs,Revenue,160906,92,24/03/2017,107.00,Nil,TRAVEL AGENCIES AND TOUR OPERATORS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,EXPEDIA,Personal Needs,Revenue,160906,94,24/03/2017,-107.00,Nil,TRAVEL AGENCIES AND TOUR OPERATORS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,GREENWOODS MENSWEAR,Personal Needs,Revenue,160906,19,24/03/2017,42.50,Nil,MEN´S AND BOY´S CLOTHING AND ACCESSORIES STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,GREENWOODS MENSWEAR,Personal Needs,Revenue,160906,20,24/03/2017,154.67,Nil,MEN´S AND BOY´S CLOTHING AND ACCESSORIES STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,GREGGS,Personal Needs,Revenue,160904,36,15/03/2017,1.25,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,GREGGS,Personal Needs,Revenue,160904,37,15/03/2017,1.17,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,GRIND,Personal Needs,Revenue,160910,71,31/03/2017,5.30,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,H&M,Personal Needs,Revenue,160905,284,21/03/2017,20.82,Nil,MEN´S AND WOMEN´S CLOTHING STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160903,15,14/03/2017,9.25,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160903,28,14/03/2017,75.50,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160903,38,14/03/2017,72.50,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160906,584,24/03/2017,75.50,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160892,6,03/02/2017,9.25,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160889,155,24/01/2017,-9.25,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160889,177,24/01/2017,9.25,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160886,29,13/01/2017,72.50,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160906,541,24/03/2017,72.50,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160908,146,29/03/2017,27.75,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160906,405,24/03/2017,46.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160906,531,24/03/2017,46.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160906,532,24/03/2017,46.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160908,150,29/03/2017,46.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160908,151,29/03/2017,46.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160901,800,07/03/2017,46.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160906,308,24/03/2017,23.40,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160901,368,07/03/2017,46.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160901,791,07/03/2017,46.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HM PASSPORT OFFICE,Personal Needs,Revenue,160901,799,07/03/2017,46.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HOTELS.COM,Personal Needs,Revenue,160906,93,24/03/2017,66.67,Nil,TRAVEL AGENCIES AND TOUR OPERATORS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,HOTELS.COM,Personal Needs,Revenue,160906,476,24/03/2017,53.82,Nil,TRAVEL AGENCIES AND TOUR OPERATORS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ICELAND,Personal Needs,Revenue,160904,47,15/03/2017,12.57,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ICELAND,Personal Needs,Revenue,160906,171,24/03/2017,16.30,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,INC CHOICE,Personal Needs,Revenue,160890,161,26/01/2017,101.79,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,INC CHOICE,Personal Needs,Revenue,160894,296,10/02/2017,34.52,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,INC CHOICE,Personal Needs,Revenue,160886,413,13/01/2017,107.94,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,INC CHOICE,Personal Needs,Revenue,160886,414,13/01/2017,20.90,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,INC CHOICE,Personal Needs,Revenue,160886,501,13/01/2017,131.36,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,INC CHOICE,Personal Needs,Revenue,160894,375,10/02/2017,85.32,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,INC CHOICE,Personal Needs,Revenue,160904,159,15/03/2017,28.32,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,INC CHOICE,Personal Needs,Revenue,160908,92,29/03/2017,101.61,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,INC CHOICE,Personal Needs,Revenue,160904,179,15/03/2017,139.69,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,KFC,Personal Needs,Revenue,160903,23,14/03/2017,5.98,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,KFC,Personal Needs,Revenue,160889,157,24/01/2017,8.23,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,KFC,Personal Needs,Revenue,160896,59,22/02/2017,4.49,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,KFC,Personal Needs,Revenue,160896,131,22/02/2017,9.38,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,KFC,Personal Needs,Revenue,160903,43,14/03/2017,5.89,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,KFC,Personal Needs,Revenue,160896,85,22/02/2017,4.99,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,KIRKLEES COUNCIL,Personal Needs,Revenue,160901,724,07/03/2017,11.22,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LALS,Personal Needs,Revenue,160896,66,22/02/2017,25.61,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LALS,Personal Needs,Revenue,160903,22,14/03/2017,10.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LALS,Personal Needs,Revenue,160906,0,24/03/2017,30.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LALS,Personal Needs,Revenue,160906,5,24/03/2017,31.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LALS,Personal Needs,Revenue,160889,142,24/01/2017,16.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LALS,Personal Needs,Revenue,160904,10,15/03/2017,20.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LALS,Personal Needs,Revenue,160904,24,15/03/2017,9.66,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LALS,Personal Needs,Revenue,160905,283,21/03/2017,18.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LEEDS CITY COUNCIL,Personal Needs,Revenue,160909,352,30/03/2017,27.00,Nil,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LEMON GRASS ORIENTAL SHOP,Personal Needs,Revenue,160910,32,31/03/2017,9.03,Nil,MISC FOOD STORE-CONVENIENCEMRKTSPLTYVENDNG MACS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LIDL,Personal Needs,Revenue,160885,6,10/01/2017,19.38,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LIDL,Personal Needs,Revenue,160891,20,31/01/2017,5.58,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,LLOYDS PHARMACY,Personal Needs,Revenue,160906,120,24/03/2017,3.29,Nil,DRUG STORES PHARMACIES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,MCDONALDS,Personal Needs,Revenue,160906,416,24/03/2017,5.40,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,MCDONALDS,Personal Needs,Revenue,160906,482,24/03/2017,4.24,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,MCDONALDS,Personal Needs,Revenue,160910,140,31/03/2017,4.91,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,MCDONALDS,Personal Needs,Revenue,160906,35,24/03/2017,4.41,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,MCDONALDS,Personal Needs,Revenue,160910,63,31/03/2017,3.66,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,MCDONALDS,Personal Needs,Revenue,160896,60,22/02/2017,5.29,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,MCDONALDS,Personal Needs,Revenue,160896,118,22/02/2017,3.07,Nil,EATING PLACES RESTAURANTS,GPC,Not Yet Available
