Wakefield Council Purchase Card Spend for Quarter 1st January 2017 to 31st March 2017,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),SERCOP URI,Supplier Name,Purpose of Spend,Type,Transaction No.,Seq No.,Payment Date,Net Amount,Irrecoverable VAT,Merchant Category,P-Card Tran,Contract
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,ALEXANDRA,Clothing,Revenue,160911,83,03/04/2017,71.96,Nil,MEN´S/WOMEN´S/CHILDREN´S UNIFORMS/COMMERCIAL CLOTH,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,ALEXANDRA,Clothing,Revenue,160911,107,03/04/2017,39.97,Nil,MEN´S/WOMEN´S/CHILDREN´S UNIFORMS/COMMERCIAL CLOTH,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,ALEXANDRA,Clothing,Revenue,160911,192,03/04/2017,39.97,Nil,MEN´S/WOMEN´S/CHILDREN´S UNIFORMS/COMMERCIAL CLOTH,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,1,Central Services,AMAZON,Clothing,Revenue,160894,248,10/02/2017,9.94,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,1,Central Services,AMAZON,Clothing,Revenue,160894,300,10/02/2017,9.99,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,ARCO LTD,Clothing,Revenue,160885,21,10/01/2017,149.99,Nil,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,ARCO LTD,Clothing,Revenue,160890,14,26/01/2017,5.97,Nil,INDUSTRIAL SUPPLIES NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ASDA STORES,Clothing,Revenue,160888,86,20/01/2017,24.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,BIG FELLAS,Clothing,Revenue,160896,97,22/02/2017,125.00,Nil,MEN´S AND BOY´S CLOTHING AND ACCESSORIES STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,BLUE INC,Clothing,Revenue,160897,57,24/02/2017,38.00,Nil,MEN´S AND BOY´S CLOTHING AND ACCESSORIES STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,COLBROOK SUPPLIES,Clothing,Revenue,160911,126,03/04/2017,24.58,Nil,CHEMICALS/ALLIED PRODUCTS NOT ELSEWHERE CLASSIFIED,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,DW SPORTS FITNESS,Clothing,Revenue,160893,29,07/02/2017,21.98,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,DW SPORTS FITNESS,Clothing,Revenue,160907,289,28/03/2017,30.00,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ETSY.COM,Clothing,Revenue,160910,69,31/03/2017,22.28,Nil,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,GO OUTDOORS,Clothing,Revenue,160890,40,26/01/2017,57.00,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,GO OUTDOORS,Clothing,Revenue,160890,137,26/01/2017,45.83,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,H&M,Clothing,Revenue,160910,44,31/03/2017,17.99,Nil,MEN´S AND WOMEN´S CLOTHING STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,J D SPORTS PLC,Clothing,Revenue,160897,281,24/02/2017,15.00,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,J D SPORTS PLC,Clothing,Revenue,160897,282,24/02/2017,30.00,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,J D SPORTS PLC,Clothing,Revenue,160893,55,07/02/2017,55.05,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,J D SPORTS PLC,Clothing,Revenue,160910,55,31/03/2017,95.05,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,J D SPORTS PLC,Clothing,Revenue,160910,43,31/03/2017,18.00,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,J D SPORTS PLC,Clothing,Revenue,160897,41,24/02/2017,45.00,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,J D SPORTS PLC,Clothing,Revenue,160897,61,24/02/2017,30.00,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,J D SPORTS PLC,Clothing,Revenue,160910,45,31/03/2017,-18.00,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,JLA,Clothing,Revenue,160886,384,13/01/2017,257.43,Nil,LAUNDRY SERVICES - FAMILY AND COMMERICAL,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,JLA,Clothing,Revenue,160896,143,22/02/2017,176.32,Nil,LAUNDRY SERVICES - FAMILY AND COMMERICAL,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,JLA,Clothing,Revenue,160911,89,03/04/2017,121.68,Nil,LAUNDRY SERVICES - FAMILY AND COMMERICAL,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,JLA,Clothing,Revenue,160911,264,03/04/2017,121.68,Nil,LAUNDRY SERVICES - FAMILY AND COMMERICAL,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,MENKIND STORES LTD,Clothing,Revenue,160890,77,26/01/2017,20.83,Nil,GIFT CARD NOVELTY AND SOUVENIR SHOPS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,NEW LOOK,Clothing,Revenue,160890,79,26/01/2017,35.03,Nil,WOMEN´S READY TO WEAR STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,NIKE,Clothing,Revenue,160906,44,24/03/2017,31.05,Nil,SPORTS APPAREL RIDING APPAREL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,NIKE,Clothing,Revenue,160910,230,31/03/2017,35.00,Nil,SPORTS APPAREL RIDING APPAREL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,NIKE,Clothing,Revenue,160891,116,31/01/2017,20.05,Nil,SPORTS APPAREL RIDING APPAREL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,NIKE,Clothing,Revenue,160891,126,31/01/2017,39.50,Nil,SPORTS APPAREL RIDING APPAREL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,NIKE,Clothing,Revenue,160897,146,24/02/2017,19.50,Nil,SPORTS APPAREL RIDING APPAREL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,NIKE,Clothing,Revenue,160910,103,31/03/2017,20.00,Nil,SPORTS APPAREL RIDING APPAREL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ONE STOP,Clothing,Revenue,160910,227,31/03/2017,4.00,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,PEACOCK STORES,Clothing,Revenue,160891,97,31/01/2017,6.00,Nil,VARIETY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,PRIMARK,Clothing,Revenue,160890,83,26/01/2017,38.50,Nil,FAMILY CLOTHING STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,PRIMARK,Clothing,Revenue,160904,120,15/03/2017,62.50,Nil,FAMILY CLOTHING STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,PRIMARK,Clothing,Revenue,160891,63,31/01/2017,4.00,Nil,FAMILY CLOTHING STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,REEBOK,Clothing,Revenue,160891,40,31/01/2017,32.00,Nil,SPORTS APPAREL RIDING APPAREL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,REEBOK,Clothing,Revenue,160910,229,31/03/2017,15.00,Nil,SPORTS APPAREL RIDING APPAREL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,REEBOK,Clothing,Revenue,160910,37,31/03/2017,24.95,Nil,SPORTS APPAREL RIDING APPAREL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,REEBOK,Clothing,Revenue,160891,128,31/01/2017,17.95,Nil,SPORTS APPAREL RIDING APPAREL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,RIVER ISLAND,Clothing,Revenue,160897,62,24/02/2017,10.05,Nil,MEN´S AND WOMEN´S CLOTHING STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,RUSSUM,Clothing,Revenue,160889,373,24/01/2017,60.12,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,SIK SILK,Clothing,Revenue,160906,87,24/03/2017,38.50,Nil,MEN´S AND WOMEN´S CLOTHING STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,SPECIALIST LTD,Clothing,Revenue,160900,238,28/02/2017,153.22,Nil,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,SPORTS DIRECT,Clothing,Revenue,160893,62,07/02/2017,36.00,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,SPORTS DIRECT,Clothing,Revenue,160893,58,07/02/2017,28.54,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,SPORTS DIRECT,Clothing,Revenue,160891,89,31/01/2017,39.99,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,SPORTS DIRECT,Clothing,Revenue,160906,157,24/03/2017,6.00,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,SPORTS DIRECT,Clothing,Revenue,160907,3,28/03/2017,16.71,Nil,SPORTING GOODS STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,T K MAXX,Clothing,Revenue,160907,403,28/03/2017,23.00,Nil,VARIETY STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,TESCO STORES,Clothing,Revenue,160897,241,24/02/2017,27.50,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,TESCO STORES,Clothing,Revenue,160908,139,29/03/2017,11.67,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,TESCO STORES,Clothing,Revenue,160906,551,24/03/2017,5.25,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,TESCO STORES,Clothing,Revenue,160901,557,07/03/2017,16.67,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,TOMMY HILFIGER,Clothing,Revenue,160906,167,24/03/2017,19.00,Nil,MEN´S AND WOMEN´S CLOTHING STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,TOMMY HILFIGER,Clothing,Revenue,160906,168,24/03/2017,19.00,Nil,MEN´S AND WOMEN´S CLOTHING STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,1,Central Services,TOUCHABILITY,Clothing,Revenue,160896,346,22/02/2017,19.98,Nil,MISCELLANEOUS GENERAL MERCHANDISE,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,USC,Clothing,Revenue,160897,40,24/02/2017,30.05,Nil,MEN´S AND WOMEN´S CLOTHING STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,VIRTUAL TERMINAL,Clothing,Revenue,160890,139,26/01/2017,125.83,Nil,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,VIRTUAL TERMINAL,Clothing,Revenue,160900,106,28/02/2017,45.83,Nil,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,VIRTUAL TERMINAL,Clothing,Revenue,160900,288,28/02/2017,44.99,Nil,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,W M MORRISONS,Clothing,Revenue,160901,301,07/03/2017,17.02,Nil,GROCERY STORES SUPERMARKETS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,WILLIAMSON-DICKIE,Clothing,Revenue,160896,145,22/02/2017,24.00,Nil,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,WILLIAMSON-DICKIE,Clothing,Revenue,160897,58,24/02/2017,28.50,Nil,ACCESSORY AND APPAREL STORES-MISCELLANEOUS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,SHOE ZONE,Clothing Pupils,Revenue,160905,71,21/03/2017,39.97,Nil,SHOE STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,SMART UNIFORMS,Clothing Pupils,Revenue,160905,74,21/03/2017,107.79,Nil,MEN´S/WOMEN´S/CHILDREN´S UNIFORMS/COMMERCIAL CLOTH,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,AIREDALE CT(COMPS),Computer Equipment - Hardware,Revenue,160891,31,31/01/2017,25.00,Nil,ORGANIZATIONS CHARITABLE AND SOCIAL SERVICES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,AMAZON,Computer Equipment - Hardware,Revenue,160896,46,22/02/2017,18.49,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,N,Planning Services,AMAZON,Computer Equipment - Hardware,Revenue,160890,34,26/01/2017,28.33,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,N,Planning Services,AMAZON,Computer Equipment - Hardware,Revenue,160896,54,22/02/2017,18.13,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,AMAZON,Computer Equipment - Hardware,Revenue,160909,435,30/03/2017,18.29,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,5,Highways & Transport Services,AMAZON,Computer Equipment - Hardware,Revenue,160886,97,13/01/2017,94.40,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,M,Environmental and Regulatory Services,AMAZON,Computer Equipment - Hardware,Revenue,160909,320,30/03/2017,54.95,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,AMAZON,Computer Equipment - Hardware,Revenue,160892,66,03/02/2017,14.15,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,AMAZON,Computer Equipment - Hardware,Revenue,160890,26,26/01/2017,29.16,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,AMAZON,Computer Equipment - Hardware,Revenue,160890,66,26/01/2017,-34.99,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,AMAZON,Computer Equipment - Hardware,Revenue,160909,10,30/03/2017,3.27,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,AMAZON,Computer Equipment - Hardware,Revenue,160896,109,22/02/2017,21.65,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,AMAZON,Computer Equipment - Hardware,Revenue,160901,265,07/03/2017,79.90,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,AMAZON,Computer Equipment - Hardware,Revenue,160901,266,07/03/2017,101.92,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,AMAZON,Computer Equipment - Hardware,Revenue,160892,110,03/02/2017,19.09,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,6,Housing Services,AMAZON,Computer Equipment - Hardware,Revenue,160886,428,13/01/2017,7.98,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,6,Housing Services,AMAZON,Computer Equipment - Hardware,Revenue,160887,251,17/01/2017,22.40,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,AMAZON,Computer Equipment - Hardware,Revenue,160890,29,26/01/2017,25.00,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,AMAZON,Computer Equipment - Hardware,Revenue,160892,92,03/02/2017,33.96,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,AMAZON,Computer Equipment - Hardware,Revenue,160909,19,30/03/2017,16.95,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,AMAZON,Computer Equipment - Hardware,Revenue,160909,263,30/03/2017,20.48,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,AMAZON,Computer Equipment - Hardware,Revenue,160909,323,30/03/2017,29.99,Nil,BOOK STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,AMAZON,Computer Equipment - Hardware,Revenue,160890,25,26/01/2017,27.48,Nil,DIRECT MARKETING-OTHER DIRECT MARKETERS/NOT ELSEW.,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,AMAZON,Computer Equipment - Hardware,Revenue,160896,228,22/02/2017,13.72,Nil,MISCELLANEOUS AND SPECIALTY RETAIL STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,ARGOS,Computer Equipment - Hardware,Revenue,160890,163,26/01/2017,63.97,Nil,DISCOUNT STORES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,N,Planning Services,BALLICOM,Computer Equipment - Hardware,Revenue,160909,18,30/03/2017,21.07,Nil,COMPUTERS COMPUTER PERIPHERAL EQUIPMENT SOFTWARE,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,CURRYS,Computer Equipment - Hardware,Revenue,160886,535,13/01/2017,41.66,Nil,ELECTRONIC SALES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CURRYS,Computer Equipment - Hardware,Revenue,160890,164,26/01/2017,44.99,Nil,ELECTRONIC SALES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,CHILDYOU,4,Children's and Education Services,CURRYS,Computer Equipment - Hardware,Revenue,160890,165,26/01/2017,-44.99,Nil,ELECTRONIC SALES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,EASTWOOD SOUND AND VISION,Computer Equipment - Hardware,Revenue,160909,101,30/03/2017,19.17,Nil,ELECTRONIC SALES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,GAK,Computer Equipment - Hardware,Revenue,160909,346,30/03/2017,287.50,Nil,MUSIC STORES-INSTRUMENTS PIANOS SHEET MUSIC,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,GAK,Computer Equipment - Hardware,Revenue,160909,469,30/03/2017,-287.50,Nil,MUSIC STORES-INSTRUMENTS PIANOS SHEET MUSIC,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,BUSINESS,A,Net (Surplus) / Deficit of Trading Operations,KENABLE LTD,Computer Equipment - Hardware,Revenue,160909,1,30/03/2017,12.03,Nil,ELECTRONIC SALES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,N,Planning Services,MICROSOFT    STORE,Computer Equipment - Hardware,Revenue,160909,11,30/03/2017,87.47,Nil,DIGITAL GOODS GAMES,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,ADULTS,7,Adult Social Care,NOVATECH LTD,Computer Equipment - Hardware,Revenue,160909,321,30/03/2017,14.48,Nil,COMP PROGRAMINGDATA PRCSNGINTGRTD SYS DSGN SRVS,GPC,Not Yet Available
Wakefield MDC,E08000036,31/03/2017,REGENCULT,L,Cultural and Related Services,NOVATECH LTD,Computer Equipment - Hardware,Revenue,160909,16,30/03/2017,14.48,Nil,COMP PROGRAMINGDATA PRCSNGINTGRTD SYS DSGN SRVS,GPC,Not Yet Available
