Transaction Date,Department,Merchant (Beneficiary),Transaction Value (£),Purpose of expenditure,Merchant Category/Summary
22.05.2015,WALBOTTLE CAMPUS,ON A ROLL SANDWICH COM,527.18,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
22.05.2015,WELBECK PRIMARY,BRAKE BROS LTD,271.78,School meals,CATERERS
22.05.2015,ENGLISH MARTYRS,BRAKE BROS LTD,303.25,School meals,CATERERS
22.05.2015,ST LAWRENCES RC,BRAKE BROS LTD,82.84,School meals,CATERERS
22.05.2015,SACRED HEART PRI,BRAKE BROS LTD,150.8,School meals,CATERERS
22.05.2015,KNOPLAW PRIMARY,BRAKE BROS LTD,80.34,School meals,CATERERS
22.05.2015,GOSFORTH ACADEMY,ON A ROLL SANDWICH COM,704.47,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
22.05.2015,CHEVIOT PRIMARY,BRAKE BROS LTD,239.11,School meals,CATERERS
22.05.2015,GOSFORTH JUNIOR,ON A ROLL SANDWICH COM,273.35,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
22.05.2015,ST MICHAELS RC,BRAKE BROS LTD,84.46,School meals,CATERERS
22.05.2015,SIMONSIDE COMMUNITY,BRAKE BROS LTD,194.35,School meals,CATERERS
22.05.2015,MILECASTLE PRIMARY,BRAKE BROS LTD,207.67,School meals,CATERERS
22.05.2015,HILTON PRIMARY,BRAKE BROS LTD,356.96,School meals,CATERERS
22.05.2015,ST TERESAS,BRAKE BROS LTD,142.7,School meals,CATERERS
22.05.2015,CRAGSIDE PRIMARY,BRAKE BROS LTD,272.87,School meals,CATERERS
22.05.2015,LINHOPE PRU,BRAKE BROS LTD,310.96,School meals,CATERERS
22.05.2015,KNOPLAW PRIMARY,BRAKE BROS LTD,19.06,School meals,CATERERS
22.05.2015,MOUNTFIELD PRIMARY,BRAKE BROS LTD,112.81,School meals,CATERERS
22.05.2015,GOSFORTH ACADEMY,BRAKE BROS LTD,204.47,School meals,CATERERS
22.05.2015,ST MARYS CATHOLIC,ON A ROLL SANDWICH COM,369.62,School meals,"MISC FOOD STORE-CONVENIENCE,MRKT,SPLTY,VENDNG MACS"
21.05.2015,GRANGE FIRST SCHOOL,BLAKEMORE FOODSERVICE,100.6,School meals,CATERERS
21.05.2015,CANNING STREET,BLAKEMORE FOODSERVICE,656.06,School meals,CATERERS
21.05.2015,HOTSPUR PRIMARY,BRAKE BROS LTD,86.39,School meals,CATERERS
21.05.2015,CONNIE LEWCOCK,JR HOLLAND FOODSERVICE,73.46,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,ARTHURS WESTAGE,BLAKEMORE FOODSERVICE,159.77,School meals,CATERERS
21.05.2015,HADRIAN SCHOOL,BLAKEMORE FOODSERVICE,102.12,School meals,CATERERS
21.05.2015,ST MARYS CATHOLIC,BLAKEMORE FOODSERVICE,15.64,School meals,CATERERS
21.05.2015,ST JOHN VIANNEY,BRAKE BROS LTD,92.69,School meals,CATERERS
21.05.2015,ARTHURS WESTAGE,BLAKEMORE FOODSERVICE,58.27,School meals,CATERERS
21.05.2015,BYKER PRIMARY,JR HOLLAND FOODSERVICE,112.03,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,ARTHURS MOORSIDE,BLAKEMORE FOODSERVICE,377.21,School meals,CATERERS
21.05.2015,REGENT FARM FIRST,BRAKE BROS LTD,103.24,School meals,CATERERS
21.05.2015,ST CHARLES' RC,BRAKE BROS LTD,120.19,School meals,CATERERS
21.05.2015,WAVERLEY PRIMARY,BRAKE BROS LTD,84.7,School meals,CATERERS
21.05.2015,GOSFORTH JUNIOR,BLAKEMORE FOODSERVICE,637.23,School meals,CATERERS
21.05.2015,ST MARYS CATHOLIC,BLAKEMORE FOODSERVICE,504.82,School meals,CATERERS
21.05.2015,ST CUTHBERTS HIGH,BLAKEMORE FOODSERVICE,939.07,School meals,CATERERS
21.05.2015,WALBOTTLE VILLAGE,BRAKE BROS LTD,67.91,School meals,CATERERS
21.05.2015,SACRED HEART HIGH,JR HOLLAND FOODSERVICE,52.34,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015, BRIDGEWATER,BLAKEMORE FOODSERVICE,4.41,School meals,CATERERS
21.05.2015,WALBOTTLE CAMPUS,BRAKE BROS LTD,871.21,School meals,CATERERS
21.05.2015,CHRIST CHURCH,BRAKE BROS LTD,15.15,School meals,CATERERS
21.05.2015,SACRED HEART HIGH,JR HOLLAND FOODSERVICE,8.35,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,37.35,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,ST OSWALDS,BLAKEMORE FOODSERVICE,134.18,School meals,CATERERS
21.05.2015,GRANGE FIRST SCHOOL,BLAKEMORE FOODSERVICE,44.09,School meals,CATERERS
21.05.2015,HOTSPUR PRIMARY,BLAKEMORE FOODSERVICE,213.15,School meals,CATERERS
21.05.2015,BYKER PRIMARY,BRAKE BROS LTD,46.44,School meals,CATERERS
21.05.2015,WEST WALKER,JR HOLLAND FOODSERVICE,76.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,GOSFORTH PARK,BLAKEMORE FOODSERVICE,279.25,School meals,CATERERS
21.05.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,73.21,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,SACRED HEART PRI,BLAKEMORE FOODSERVICE,203.7,School meals,CATERERS
21.05.2015,OUR LADY & ST ANNES,BLAKEMORE FOODSERVICE,35.86,School meals,CATERERS
21.05.2015,MONKCHESTER ROAD,JR HOLLAND FOODSERVICE,50.81,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,WEST JESMOND,BRAKE BROS LTD,193.03,School meals,CATERERS
21.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,20.73,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,ARCHIBOLD FIRST,BLAKEMORE FOODSERVICE,324.02,School meals,CATERERS
21.05.2015,NEWBURN MANOR,BRAKE BROS LTD,111.18,School meals,CATERERS
21.05.2015,ST JOSEPHS RC,BLAKEMORE FOODSERVICE,147.76,School meals,CATERERS
21.05.2015,KENTON SCHOOL,BRAKE BROS LTD,173.04,School meals,CATERERS
21.05.2015,SIR CHARLES PARSONS,JR HOLLAND FOODSERVICE,74.66,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,74.09,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,ST CATHERINES,BLAKEMORE FOODSERVICE,1.46,School meals,CATERERS
21.05.2015,BENTON PARK,BLAKEMORE FOODSERVICE,10.63,School meals,CATERERS
21.05.2015,RAVENSWOOD PRIMARY,BRAKE BROS LTD,306.84,School meals,CATERERS
21.05.2015,ST CUTHBERTS WALB,JR HOLLAND FOODSERVICE,60.41,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015, BRIDGEWATER,BRAKE BROS LTD,207.48,School meals,CATERERS
21.05.2015,CENTRAL WALKER,JR HOLLAND FOODSERVICE,122.01,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,SACRED HEART PRI,BLAKEMORE FOODSERVICE,18.88,School meals,CATERERS
21.05.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,274.68,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,GOSFORTH JUNIOR,JR HOLLAND FOODSERVICE,69.23,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,GOSFORTH ACADEMY,BLAKEMORE FOODSERVICE,494.41,School meals,CATERERS
21.05.2015,ST CUTHBERTS WALB,BRAKE BROS LTD,146.5,School meals,CATERERS
21.05.2015,ST PAULS CE,BLAKEMORE FOODSERVICE,246.32,School meals,CATERERS
21.05.2015,CIVIC CANTEEN,JR HOLLAND FOODSERVICE,18.72,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,BEECH HILL,BRAKE BROS LTD,91.52,School meals,CATERERS
21.05.2015,ST CUTHBERTS HIGH,BRAKE BROS LTD,522.61,School meals,CATERERS
21.05.2015,CHRIST CHURCH,BLAKEMORE FOODSERVICE,30.93,School meals,CATERERS
21.05.2015,SACRED HEART HIGH,BLAKEMORE FOODSERVICE,936.07,School meals,CATERERS
21.05.2015,WELBECK PRIMARY,JR HOLLAND FOODSERVICE,84.1,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,ST BEDES RC,BRAKE BROS LTD,68.97,School meals,CATERERS
21.05.2015,ST JOSEPHS RC,BRAKE BROS LTD,121.23,School meals,CATERERS
21.05.2015,WEST DENTON PRIMARY,BRAKE BROS LTD,115.01,School meals,CATERERS
21.05.2015,GOSFORTH PARK,BLAKEMORE FOODSERVICE,4.41,School meals,CATERERS
21.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,HOTSPUR PRIMARY,BLAKEMORE FOODSERVICE,66.66,School meals,CATERERS
21.05.2015,ARTHURS MOORSIDE,BRAKE BROS LTD,55.54,School meals,CATERERS
21.05.2015,SOUTH GOSFORTH,BRAKE BROS LTD,99.61,School meals,CATERERS
21.05.2015,ST GEORGES RC,BRAKE BROS LTD,101.91,School meals,CATERERS
21.05.2015,CHILLINGHAM ROAD,BLAKEMORE FOODSERVICE,287.52,School meals,CATERERS
21.05.2015,SOUTH GOSFORTH,BLAKEMORE FOODSERVICE,4.41,School meals,CATERERS
21.05.2015,ST ALBANS RC,JR HOLLAND FOODSERVICE,4.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,CRAGSIDE PRIMARY,BLAKEMORE FOODSERVICE,217.17,School meals,CATERERS
21.05.2015,LEMINGTON RIVERSIDE,BRAKE BROS LTD,67.71,School meals,CATERERS
21.05.2015,ARCHIBOLD FIRST,BRAKE BROS LTD,97.91,School meals,CATERERS
21.05.2015,SOUTH GOSFORTH,BLAKEMORE FOODSERVICE,7.34,School meals,CATERERS
21.05.2015,KINGSTON PARK,BRAKE BROS LTD,183.27,School meals,CATERERS
21.05.2015,HAWTHORN PRIMARY,BLAKEMORE FOODSERVICE,221.77,School meals,CATERERS
21.05.2015,CHRIST CHURCH,BLAKEMORE FOODSERVICE,22.01,School meals,CATERERS
21.05.2015,RAVENSWOOD PRIMARY,BLAKEMORE FOODSERVICE,420.97,School meals,CATERERS
21.05.2015,BYKER PRIMARY,JR HOLLAND FOODSERVICE,5.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,BENTON PARK,BLAKEMORE FOODSERVICE,83.23,School meals,CATERERS
21.05.2015,WEST JESMOND,BLAKEMORE FOODSERVICE,241.37,School meals,CATERERS
21.05.2015,ST MICHAELS RC,BLAKEMORE FOODSERVICE,62.66,School meals,CATERERS
21.05.2015,GOSFORTH ACADEMY,BLAKEMORE FOODSERVICE,990.08,School meals,CATERERS
21.05.2015,ST CHARLES' RC,BLAKEMORE FOODSERVICE,95.81,School meals,CATERERS
21.05.2015,ST JOHNS PRIMARY,BLAKEMORE FOODSERVICE,130.51,School meals,CATERERS
21.05.2015,ST ALBANS RC,JR HOLLAND FOODSERVICE,37.38,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,ST CUTHBERTS HIGH,BLAKEMORE FOODSERVICE,60.57,School meals,CATERERS
21.05.2015,OUR LADY & ST ANNES,BLAKEMORE FOODSERVICE,81.6,School meals,CATERERS
21.05.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,1.77,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,SOUTH GOSFORTH,BLAKEMORE FOODSERVICE,430.6,School meals,CATERERS
21.05.2015,TYNEVIEW PRIMARY,JR HOLLAND FOODSERVICE,46.23,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
21.05.2015,ST TERESAS,BLAKEMORE FOODSERVICE,3.47,School meals,CATERERS
21.05.2015,ST CATHERINES,BLAKEMORE FOODSERVICE,91.1,School meals,CATERERS
21.05.2015,Communities,WEB NETWORKSOLUTIONS,12.67,WEB SUBSCRIPTION,DIRECT MARKETING-CONTINUITY/SUBSCRIPTION MERCHANTS
20.05.2015,RAVENSWOOD PRIMARY,JR HOLLAND FOODSERVICE,63.81,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,LEMINGTON RIVERSIDE,JR HOLLAND FOODSERVICE,41.01,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,MOUNTFIELD PRIMARY,BRAKE BROS LTD,70.42,School meals,CATERERS
20.05.2015,HAWTHORN PRIMARY,JR HOLLAND FOODSERVICE,10.33,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,SACRED HEART PRI,BRAKE BROS LTD,78.25,School meals,CATERERS
20.05.2015,CENTRAL WALKER,BRAKE BROS LTD,46.49,School meals,CATERERS
20.05.2015,CHILLINGHAM ROAD,BRAKE BROS LTD,317.37,School meals,CATERERS
20.05.2015,ST JOHN VIANNEY,JR HOLLAND FOODSERVICE,31.88,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,WEST WALKER,JR HOLLAND FOODSERVICE,54.61,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,WALKER TECHNOLOGY,JR HOLLAND FOODSERVICE,121.31,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST TERESAS,BRAKE BROS LTD,60.99,School meals,CATERERS
20.05.2015,BENFIELD SCHOOL,JR HOLLAND FOODSERVICE,45.81,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,WALBOTTLE VILLAGE,JR HOLLAND FOODSERVICE,16.97,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,8.91,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,GOSFORTH JUNIOR,JR HOLLAND FOODSERVICE,18.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,WEST WALKER,BRAKE BROS LTD,242.2,School meals,CATERERS
20.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,30.83,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,KENTON BAR,JR HOLLAND FOODSERVICE,4.16,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,STOCKSFIELD AVENUE,JR HOLLAND FOODSERVICE,38.95,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,GOSFORTH JUNIOR,SMART FOOD UK LIMITED,330,School meals,CATERERS
20.05.2015,ST MARKS RC,BRAKE BROS LTD,91.34,School meals,CATERERS
20.05.2015,CANNING STREET,BRAKE BROS LTD,233.12,School meals,CATERERS
20.05.2015,WALKERGATE PRIMARY,BRAKE BROS LTD,352.25,School meals,CATERERS
20.05.2015,WALKER TECHNOLOGY,BRAKE BROS LTD,227.9,School meals,CATERERS
20.05.2015,KNOPLAW PRIMARY,BRAKE BROS LTD,134.08,School meals,CATERERS
20.05.2015,GOSFORTH ACADEMY,SMART FOOD UK LIMITED,363.77,School meals,CATERERS
20.05.2015,ST CHARLES' RC,JR HOLLAND FOODSERVICE,33.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,KENTON SCHOOL,JR HOLLAND FOODSERVICE,168.9,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST OSWALDS,JR HOLLAND FOODSERVICE,27.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST PAULS CE,BRAKE BROS LTD,158.29,School meals,CATERERS
20.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,2.58,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,16.96,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,WALKER TECHNOLOGY,SMART FOOD UK LIMITED,528.03,School meals,CATERERS
20.05.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,79.97,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,SIR CHARLES PARSONS,JR HOLLAND FOODSERVICE,10.87,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,TYNEVIEW PRIMARY,JR HOLLAND FOODSERVICE,22.71,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,HADRIAN SCHOOL,JR HOLLAND FOODSERVICE,32.72,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,WELBECK PRIMARY,BRAKE BROS LTD,133.46,School meals,CATERERS
20.05.2015,TRINITY DENEVIEW,JR HOLLAND FOODSERVICE,24.49,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,HILTON PRIMARY,JR HOLLAND FOODSERVICE,60.67,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST VINCENTS RC,JR HOLLAND FOODSERVICE,33.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,WYNDHAM PRIMARY,JR HOLLAND FOODSERVICE,22.28,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,HILTON PRIMARY,BRAKE BROS LTD,144.06,School meals,CATERERS
20.05.2015,SOUTH GOSFORTH,JR HOLLAND FOODSERVICE,88.73,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,TYNEVIEW PRIMARY,BRAKE BROS LTD,201.62,School meals,CATERERS
20.05.2015,CANNING STREET,JR HOLLAND FOODSERVICE,120.16,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST VINCENTS RC,BRAKE BROS LTD,190.86,School meals,CATERERS
20.05.2015,KINGSTON PARK,JR HOLLAND FOODSERVICE,38.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST MARYS CATHOLIC,BRAKE BROS LTD,237.2,School meals,CATERERS
20.05.2015,CRAGSIDE PRIMARY,BRAKE BROS LTD,72.03,School meals,CATERERS
20.05.2015,ST JOHNS PRIMARY,JR HOLLAND FOODSERVICE,17.65,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,5.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,MOUNTFIELD PRIMARY,JR HOLLAND FOODSERVICE,31.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST CUTHBERTS KENT,JR HOLLAND FOODSERVICE,39.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,WELBECK PRIMARY,JR HOLLAND FOODSERVICE,45.08,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,CRAGSIDE PRIMARY,JR HOLLAND FOODSERVICE,45.8,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,KENTON SCHOOL,SMART FOOD UK LIMITED,326.64,School meals,CATERERS
20.05.2015,OUR LADY & ST ANNES,BRAKE BROS LTD,74.88,School meals,CATERERS
20.05.2015,GOSFORTH ACADEMY,JR HOLLAND FOODSERVICE,26.61,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,29.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST MARKS RC,JR HOLLAND FOODSERVICE,30.87,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST MICHAELS RC,BRAKE BROS LTD,141.11,School meals,CATERERS
20.05.2015,WEST JESMOND,JR HOLLAND FOODSERVICE,99.59,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST TERESAS,JR HOLLAND FOODSERVICE,39.95,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,BROADWOOD PRIMARY,BRAKE BROS LTD,121.96,School meals,CATERERS
20.05.2015,BENFIELD SCHOOL,BRAKE BROS LTD,303.53,School meals,CATERERS
20.05.2015,MONKCHESTER ROAD,BRAKE BROS LTD,222.68,School meals,CATERERS
20.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,119.54,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,CIVIC BANQUETING,BRAKE BROS LTD,616.27,School meals,CATERERS
20.05.2015,WEST DENTON PRIMARY,JR HOLLAND FOODSERVICE,35.98,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,BYKER PRIMARY,BRAKE BROS LTD,404.71,School meals,CATERERS
20.05.2015,HAWTHORN PRIMARY,JR HOLLAND FOODSERVICE,11.4,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,SIR CHARLES PARSONS,BRAKE BROS LTD,130.06,School meals,CATERERS
20.05.2015,REGENT FARM FIRST,JR HOLLAND FOODSERVICE,39.66,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,BENTON PARK,JR HOLLAND FOODSERVICE,18.9,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST LAWRENCES RC,BRAKE BROS LTD,4.7,School meals,CATERERS
20.05.2015,THOMAS BEWICK,BRAKE BROS LTD,82.19,School meals,CATERERS
20.05.2015,SOUTH GOSFORTH,BRAKE BROS LTD,3.72,School meals,CATERERS
20.05.2015,CENTRAL WALKER,JR HOLLAND FOODSERVICE,52.83,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST ALBANS RC,BRAKE BROS LTD,315.11,School meals,CATERERS
20.05.2015,THOMAS BEWICK,JR HOLLAND FOODSERVICE,26.38,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,BYKER LODGE,BRAKE BROS LTD,72.57,School meals,CATERERS
20.05.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,4.06,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ARCHIBOLD FIRST,JR HOLLAND FOODSERVICE,31.44,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,NORTH FAWDON,JR HOLLAND FOODSERVICE,30.63,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ARCHIBOLD FIRST,JR HOLLAND FOODSERVICE,4.2,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ARCHIBOLD FIRST,JR HOLLAND FOODSERVICE,2.32,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,SACRED HEART PRI,JR HOLLAND FOODSERVICE,18.91,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,CIVIC BANQUETING,JR HOLLAND FOODSERVICE,16,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST CATHERINES,JR HOLLAND FOODSERVICE,43.46,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,WALBOTTLE CAMPUS,JR HOLLAND FOODSERVICE,120.05,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST CUTHBERTS HIGH,SMART FOOD UK LIMITED,293,School meals,CATERERS
20.05.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,7.85,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,MILECASTLE PRIMARY,BRAKE BROS LTD,78.68,School meals,CATERERS
20.05.2015,HOTSPUR PRIMARY,JR HOLLAND FOODSERVICE,76.58,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,WELFORD DAY CENTRE,JR HOLLAND FOODSERVICE,18.94,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,WALKERGATE PRIMARY,JR HOLLAND FOODSERVICE,81.84,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,KENTON BAR,JR HOLLAND FOODSERVICE,35.38,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,CHRIST CHURCH,JR HOLLAND FOODSERVICE,20.23,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,GOSFORTH JUNIOR,JR HOLLAND FOODSERVICE,44.69,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,SACRED HEART HIGH,SMART FOOD UK LIMITED,411.14,School meals,CATERERS
20.05.2015,ST CATHERINES,BRAKE BROS LTD,36.29,School meals,CATERERS
20.05.2015,ST MARYS CATHOLIC,JR HOLLAND FOODSERVICE,15.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ENGLISH MARTYRS,BRAKE BROS LTD,68.89,School meals,CATERERS
20.05.2015,ST JOSEPHS RC,JR HOLLAND FOODSERVICE,35.59,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST CATHERINES,BRAKE BROS LTD,271.31,School meals,CATERERS
20.05.2015,FARNE PRIMARY,BRAKE BROS LTD,102.52,School meals,CATERERS
20.05.2015,GOSFORTH PARK,JR HOLLAND FOODSERVICE,65.6,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST CUTHBERTS HIGH,JR HOLLAND FOODSERVICE,100,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,BYKER LODGE,JR HOLLAND FOODSERVICE,70.86,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ENGLISH MARTYRS,JR HOLLAND FOODSERVICE,93.04,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST LAWRENCES RC,JR HOLLAND FOODSERVICE,1.77,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,ST OSWALDS,BRAKE BROS LTD,67.23,School meals,CATERERS
20.05.2015,CHEVIOT PRIMARY,JR HOLLAND FOODSERVICE,18.37,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
20.05.2015,GOSFORTH PARK,JR HOLLAND FOODSERVICE,62.99,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.05.2015,WYNDHAM PRIMARY,BLAKEMORE FOODSERVICE,52.54,School meals,CATERERS
19.05.2015,SACRED HEART HIGH,FREEMAN CATERING BUTCH,78.32,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.05.2015,ST LAWRENCES RC,BLAKEMORE FOODSERVICE,19.82,School meals,CATERERS
19.05.2015,GRANGE FIRST SCHOOL,FREEMAN CATERING BUTCH,60.55,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.05.2015,NEWBURN MANOR,FREEMAN CATERING BUTCH,149.75,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.05.2015,CONNIE LEWCOCK,BLAKEMORE FOODSERVICE,599.5,School meals,CATERERS
19.05.2015,WELFORD DAY CENTRE,FREEMAN CATERING BUTCH,137.16,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.05.2015,CONNIE LEWCOCK,FREEMAN CATERING BUTCH,16.69,School meals,"FREEZER, LOCKER MEAT PROVISIONERS"
19.05.2015,GOSFORTH JUNIOR,BRAKE BROS LTD,276.72,School meals,CATERERS
19.05.2015,FARNE PRIMARY,BLAKEMORE FOODSERVICE,66.68,School meals,CATERERS
19.05.2015,BYKER LODGE,BLAKEMORE FOODSERVICE,360.61,School meals,CATERERS
