Department,Entity,Posted Date,Internal Voucher Number,  Invoice Line Amount Net GBP  ,Supplier Name,Account Name,,,,,
FCO,FCO,04/01/2017,8825521," 43,502.46 ",AETNA,Multiple Accounts,,,,,
FCO,FCO,03/01/2017,8814433," 43,359.37 ",COMPUTACENTER UK LTD,Multiple Accounts,,,,,
FCO,FCO,19/01/2017,8946049," 43,174.98 ",BRITISH EMBASSY,Interpost Fundings,,,,,
FCO,FCO,16/01/2017,8941473," 351,700.00 ",FCO SERVICES,Security: Works Non-Residential,,,,,
FCO,FCO,11/01/2017,8900463," 42,864.39 ",BRITISH EXPERTISE,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,16/01/2017,8941476," 191,700.00 ",FCO SERVICES,Security: Works Non-Residential,,,,,
FCO,FCO,20/01/2017,8947582," 42,271.30 ",STANDARD BANK OF MALAWI,Multiple Accounts,,,,,
FCO,FCO,26/01/2017,8955175," 42,253.96 ",INTERNATIONAL CENTRE FOR MIGRATION POLICY DEVELOPMENT,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,19/01/2017,8946424," 42,148.80 ",S N PATEL,Multiple Accounts,,,,,
FCO,FCO,16/01/2017,8941482," 588,860.72 ",TRANS NILE LTD,Rental Payments - residential,,,,,
FCO,FCO,23/01/2017,8951086," 41,989.46 ",OVERSEAS SUPPLY SERVICES LTD,UK Guarding Contracts Overseas,,,,,
FCO,FCO,25/01/2017,8954229," 41,823.00 ",QUANTUM COMMUNICATIONS INTERNATIONAL LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,24/01/2017,8952517," 41,667.00 ",UPR INFO,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,24/01/2017,8952647," 41,667.00 ",INTERNATIONAL COMMISSION OF JURISTS,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,23/01/2017,8951180," 41,586.00 ",INTERNATIONAL SERVICE FOR HUMAN RIGHTS,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,16/01/2017,8941426," 41,551.30 ",VOYA FINANCIAL,Multiple Accounts,,,,,
FCO,FCO,06/01/2017,8850828," 41,382.00 ",CONSOLIDATED PR LTD,Public Relations,,,,,
FCO,FCO,20/01/2017,8947159," 41,302.07 ",FIRST GULF PROPERTIES,Recharge Suspense Account (Oracle PA Control Account),,,,,
FCO,FCO,04/01/2017,8824491," 41,187.50 ",FCO SERVICES,Information Systems Maintenance,,,,,
FCO,FCO,11/01/2017,8902431," 41,131.90 ",COMMONWEALTH PARLIAMENTARY ASSOCIATION,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,31/01/2017,8960473," 41,086.48 ",ATKINS LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,30/01/2017,8958572," 41,064.42 ",HUMAN RIGHTS INFORMATION CENTER NGO,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,01/01/2017,7584500," 40,991.07 ",AVDHESH MISHRA & KAVITA MISHRA,Multiple Accounts,,,,,
FCO,FCO,23/01/2017,8950574," 40,838.79 ",JCLEC FOUNDATION,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,06/01/2017,8856456," 40,779.19 ",VODAFONE LTD CABLE AND WIRELESS UK,Telephone line and equipment rental charges,,,,,
FCO,FCO,26/01/2017,8955358," 40,719.18 ",IOM INTERNATIONAL ORG FOR MIGRATION,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,25/01/2017,8953768," 40,693.75 ",CAPITA BUSINESS SERVICES LTD,Language Exams (excl Hays),,,,,
FCO,FCO,25/01/2017,8953771," 40,684.00 ",IIZUKA,Information Systems Maintenance,,,,,
FCO,FCO,17/01/2017,8943049," 25,687.41 ",UMOJA HOUSE JMC,Property Maintenance Overseas Non Residential,,,,,
FCO,FCO,09/01/2017,8864430," 40,548.11 ",CONTROL ARMS SECRETARIAT,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,19/01/2017,8946259," 40,537.00 ",UK INDIA BUSINESS COUNCIL INDIA PVT LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,26/01/2017,8955118," 40,134.00 ",COMPUTACENTER UK LTD,IT/IS Consultancy,,,,,
FCO,FCO,20/01/2017,8947455," 40,000.00 ",FCO SERVICES,Misc Security Payments,,,,,
FCO,FCO,16/01/2017,8941841," 39,830.18 ",COMPUTACENTER UK LTD,Specialist Contractors,,,,,
FCO,FCO,03/01/2017,8822424," 39,804.31 ",MINISTRY OF JUSTICE,Multiple Accounts,,,,,
FCO,FCO,04/01/2017,8824433," 39,758.71 ",BEYOND BORDERS CONSULTING,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,03/01/2017,8813581," 39,534.92 ",COMPUTACENTER UK LTD,Multiple Accounts,,,,,
FCO,FCO,18/01/2017,8945143," 39,355.52 ",BRITISH COUNCIL,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,25/01/2017,8953485," 39,339.87 ",BHC INDIA STAFF PROVIDENT FUND,Multiple Accounts,,,,,
FCO,FCO,13/01/2017,8931527," 39,169.00 ",ETHICAL TRADING INITIATIVE,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,23/01/2017,8950780," 38,936.11 ",CHINA-BRITAIN BUSINESS COUNCIL,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,20/01/2017,8947914," 38,724.92 ",TEAM LEYLAND INTERNATIONAL LTD,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,13/01/2017,8931464," 38,467.68 ",HABOVYCH IRYNA,Multiple Accounts,,,,,
FCO,FCO,25/01/2017,8953776," 38,373.00 ",OSCE ORG SECURITY COOPORATION EUROPE,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,06/01/2017,8850825," 38,280.00 ",CONSOLIDATED PR LTD,Public Relations,,,,,
FCO,FCO,13/01/2017,8931542," 38,252.56 ",UNIVERSITY OF NOTTINGHAM,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,27/01/2017,8956240," 38,252.30 ",NETHERLANDS MINISTRY OF FOREIGN AFFAIRS,Multiple Accounts,,,,,
FCO,FCO,31/01/2017,8960137," 38,068.44 ",CAR AND GENERAL TRADING LTD,Recharge Suspense Account (Oracle PA Control Account),,,,,
FCO,FCO,18/01/2017,8944755," 38,000.00 ",THE VOYAGE BRITISH GERMAN CONNECTION,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,17/01/2017,8943555," 37,929.31 ",INTERSERVE FM LTD,Multiple Accounts,,,,,
FCO,FCO,18/01/2017,8945289," 37,906.42 ",THE ROYAL BANK OF SCOTLAND,Multiple Accounts,,,,,
FCO,FCO,25/01/2017,8953784," 37,800.00 ",CPA UK BRANCH,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,13/01/2017,8931907," 37,619.68 ",NI CO OPERATION OVERSEAS NI CO LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,19/01/2017,8946369," 37,530.30 ",GLOBAL PARTNERS GOVERNANCE PRACTICE LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,06/01/2017,8856469," 37,487.38 ",DIPLOMATIC MISSION SUPPLIES LTD,Multiple Accounts,,,,,
FCO,FCO,23/01/2017,8950945," 37,400.00 ",FCO SERVICES,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,11/01/2017,8906603," 37,092.00 ",FCO SERVICES,Despatch Charges,,,,,
FCO,FCO,04/01/2017,8825503," 36,858.86 ",LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,23/01/2017,8950978," 36,842.83 ",FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges,,,,,
FCO,FCO,25/01/2017,8954048," 36,770.00 ",FCO SERVICES,IT/IS Consultancy,,,,,
FCO,FCO,16/01/2017,8942118," 36,719.56 ",ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts,,,,,
FCO,FCO,23/01/2017,8950834," 36,700.28 ",FCO SERVICES,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,31/01/2017,8960547," 36,699.00 ",UNITED NATIONS POPULATION FUND,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,04/01/2017,8823251," 36,499.17 ",HOTELLINE FOR TOURISTIC INVESTMENT LTD,Multiple Accounts,,,,,
FCO,FCO,20/01/2017,8947767," 36,426.64 ",SSK,Multiple Accounts,,,,,
FCO,FCO,30/01/2017,8958838," 36,420.35 ",IOM INTERNATIONAL ORG FOR MIGRATION,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,13/01/2017,8932525," 36,377.41 ",FCO SERVICES,Specialist Contractors,,,,,
FCO,FCO,18/01/2017,8945189," 36,305.72 ",PUBLIC INTERNATIONAL LAW AND POLICY GROUP,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,31/01/2017,8960623," 36,278.00 ",ASIA EUROPE FOUNDATION,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,27/01/2017,8956114," 36,200.00 ",ENGIE LIMITED,Construction Project more than £10k,,,,,
FCO,FCO,25/01/2017,8953850," 36,125.00 ",ARQUEBUS SOLUTIONS LIMITED,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,16/01/2017,8941183," 36,070.81 ",COLLEGE OF POLICING,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,12/01/2017,8913426," 35,988.14 ",RANJIT UDHARAM SHEWAKRAMANI,Recharge Suspense Account (Oracle PA Control Account),,,,,
FCO,FCO,19/01/2017,8946379," 35,907.80 ",CABINET OFFICE,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,11/01/2017,8903428," 35,741.58 ",SECUREX AGENCIES LTD,Multiple Accounts,,,,,
FCO,FCO,19/01/2017,8946410," 35,490.00 ",NORTH HIGHLAND UK LTD,Specialist Contractors,,,,,
FCO,FCO,17/01/2017,8943080," 31,896.62 ",KIPEPEO APARTMENTS LTD,Rental Payments - residential,,,,,
FCO,FCO,19/01/2017,8946266," 35,300.00 ",CONSOLIDATED PR LTD,Public Relations,,,,,
FCO,FCO,26/01/2017,8955256," 35,224.09 ",BRICKELL BAY TOWER LTD,Multiple Accounts,,,,,
FCO,FCO,26/01/2017,8955220," 35,129.00 ",HYDROGRAPHIC OFFICE,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,23/01/2017,8950827," 35,065.39 ",COMMONWEALTH PARLIAMENTARY ASSOCIATION,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,03/01/2017,8813651," 35,021.00 ",BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Information Systems Implementation,,,,,
FCO,FCO,16/01/2017,8941877," 35,000.00 ",COMPUTACENTER UK LTD,Specialist Contractors,,,,,
FCO,FCO,31/01/2017,8960418," 35,000.00 ",FCO SERVICES,Construction Project more than £10k,,,,,
FCO,FCO,30/01/2017,8958559," 34,988.87 ",BMATT,Recharge Suspense Account (Oracle PA Control Account),,,,,
FCO,FCO,27/01/2017,8955998," 34,960.19 ",ONE SANSOME PROPERTY LLC,Multiple Accounts,,,,,
FCO,FCO,17/01/2017,8943933," 34,915.91 ",SECURITAS SAC,Local Guards,,,,,
FCO,FCO,31/01/2017,8960507," 34,822.90 ",MAXWELL STAMP PLC,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,10/01/2017,8882468," 34,815.30 ",GILBERT ASH LIMITED,Unscheduled repairs to building infrastructure,,,,,
FCO,FCO,19/01/2017,8946343," 34,766.12 ",AL JOMAIH AUTOMOTIVE CO,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,04/01/2017,8823587," 34,759.14 ",DIPLOMAT FREIGHT SERVICES LTD(DFS),Multiple Accounts,,,,,
FCO,FCO,26/01/2017,8955100," 34,681.04 ",CONTRIBUTORY PROVIDENT FUND,Multiple Accounts,,,,,
FCO,FCO,19/01/2017,8946273," 34,633.89 ",PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage,,,,,
FCO,FCO,25/01/2017,8954123," 34,388.65 ",SCHOOL,Schooling for Children at Post,,,,,
FCO,FCO,18/01/2017,8944789," 34,366.00 ",UNDP CONTRIBUTIONS,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,30/01/2017,8958547," 34,350.21 ",AMJAD HIDMI,Multiple Accounts,,,,,
FCO,FCO,12/01/2017,8926450," 34,201.94 ",COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,23/01/2017,8950721," 34,186.64 ",AIRTRAFFIC,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,10/01/2017,8880435," 34,150.00 ",IIZUKA,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,13/01/2017,8932430," 34,140.00 ",AGILE BYTE LIMITED,IT/IS Consultancy,,,,,
FCO,FCO,19/01/2017,8946184," 34,122.46 ",PICKFORDS MOVE MANAGEMENT LTD,Heavy Baggage,,,,,
FCO,FCO,26/01/2017,8955204," 34,039.00 ",HYDROGRAPHIC OFFICE,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,27/01/2017,8956143," 33,876.62 ",IOM INTERNATIONAL ORG FOR MIGRATION,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,01/01/2017,7987495," 33,830.00 ",VIVID ECONOMICS LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,13/01/2017,8931673," 33,455.19 ",MONTROSE INTERNATIONAL LLP,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,20/01/2017,8947408," 33,415.75 ",VERIFICATION TRAINING AND INFORMATION CENTRE,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,18/01/2017,8944491,"-25,431.62 ",IND OTHER DEBTORS,Rental Payments - residential,,,,,
FCO,FCO,09/01/2017,8863481," 33,347.42 ",IOM INTERNATIONAL ORG FOR MIGRATION,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,18/01/2017,8945209," 33,311.11 ",TRIAL,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,27/01/2017,8956142," 33,256.21 ",SUSTAINABLE CRIMINAL JUSTICE SOLUTIONS,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,11/01/2017,8898100," 33,109.09 ",R C GAUR,Multiple Accounts,,,,,
FCO,FCO,11/01/2017,8898176," 33,043.06 ",MINISTRY OF FINANCE,Recharge Suspense Account (Oracle PA Control Account),,,,,
FCO,FCO,17/01/2017,8943137," 33,011.16 ",NORTH EAST ATLANTIC FISHERIES COMMN,Protocol - General VAT Refunds to Other Organisations,,,,,
FCO,FCO,09/01/2017,8875475," 32,962.30 ",THE ROYAL BANK OF SCOTLAND,Multiple Accounts,,,,,
FCO,FCO,03/01/2017,8816446," 32,931.50 ",FCO SERVICES,Information Systems Maintenance,,,,,
FCO,FCO,18/01/2017,8945192," 32,648.60 ",DEUTSCHER LEVANTE VERLAG GMBH,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,04/01/2017,8824515," 32,447.00 ",UNDP CONTRIBUTIONS,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,04/01/2017,8824490," 32,404.47 ",TODD RESEARCH LTD,Estates - Other Machinery and Equipment,,,,,
FCO,FCO,11/01/2017,8904428," 32,334.16 ",AKTIS STRATEGY,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,01/01/2017,8746533," 32,169.00 ",MABEY BRIDGE LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,06/01/2017,8850791," 32,169.00 ",MABEY BRIDGE LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,06/01/2017,8850793," 32,169.00 ",MABEY BRIDGE LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,06/01/2017,8850722," 32,120.27 ",RASSELAS PROJECTS,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,20/01/2017,8947346," 32,019.84 ",COMPUTACENTER UK LTD,Office Support Services,,,,,
FCO,FCO,18/01/2017,8944565," 50,751.49 ",JAT CONSTROI,Rental Payments - non residential,,,,,
FCO,FCO,18/01/2017,8944976," 307,770.24 ",LONDON ENERGY,Electricity Non-Residential,,,,,
FCO,FCO,17/01/2017,8943086," 31,896.62 ",KIPEPEO APARTMENTS LTD,Multiple Accounts,,,,,
FCO,FCO,19/01/2017,8946225," 31,757.88 ",IT POWER LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,16/01/2017,8942130," 31,747.45 ",ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts,,,,,
FCO,FCO,09/01/2017,8869424," 31,734.21 ",IOM INTERNATIONAL ORG FOR MIGRATION,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,10/01/2017,8895543," 31,704.80 ",LAND ROVER,Protocol - General VAT Refunds to Other Organisations,,,,,
FCO,FCO,31/01/2017,8960367," 31,500.00 ",GOVERNMENT LEGAL DEPARTMENT,Computer Bureau Services,,,,,
FCO,FCO,11/01/2017,8906598," 31,483.50 ",FCO SERVICES,Information Systems Maintenance,,,,,
FCO,FCO,30/01/2017,8958960," 31,470.00 ",LONDON SCHOOL OF ECONOMICS AND POLITICAL SCIENCE,Specialist Training (Devolved),,,,,
FCO,FCO,27/01/2017,8955935," 31,449.33 ",FCO SERVICES,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,31/01/2017,8960574," 31,399.36 ",UNITED NATIONS,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,18/01/2017,8945060," 25,650.65 ",BARTON ENGINEERING AND EXPORT,Repairs And Refurbishment: Works Residential,,,,,
FCO,FCO,27/01/2017,8956310," 31,268.06 ",S MACNEILLIE & SON LTD,Vehicles Miscellaneous,,,,,
FCO,FCO,18/01/2017,8944979," 31,240.17 ",DFID DEPT INTERNATIONAL DEVELOPMENT,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,30/01/2017,8958655," 31,168.68 ",TEAM 3 LIMITED,Local Guards,,,,,
FCO,FCO,26/01/2017,8955126," 31,149.62 ",IOM INTERNATIONAL ORG FOR MIGRATION,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,03/01/2017,8813568," 31,080.58 ",MINISTERIO DEL INTERIOR,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,20/01/2017,8947627," 31,017.00 ",INTERNATIONAL GOVERNANCE AND RISK LIMITED GOVRISK,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,03/01/2017,8814430," 30,805.76 ",BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,Information Systems Maintenance,,,,,
FCO,FCO,31/01/2017,8960384," 30,740.00 ",FCO SERVICES,Construction Project more than £10k,,,,,
FCO,FCO,26/01/2017,8955216," 30,555.00 ",HYDROGRAPHIC OFFICE,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,19/01/2017,8946390," 30,500.00 ",BRITISH COUNCIL ALGERIA,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,11/01/2017,8906581," 30,492.50 ",FCO SERVICES,Air Freight Dip Bags - Freight & Clearance Charges,,,,,
FCO,FCO,13/01/2017,8931863," 30,340.72 ",ABERDEEN INTERNATIONAL ASSOCIATES,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,25/01/2017,8953876," 30,320.01 ",THE ASSOCIATION OF COMMONWEALTH UNIVERSITIES,Sponsorship (Income and Expenditure),,,,,
FCO,FCO,18/01/2017,8945063,"-48,537.37 ",BARTON ENGINEERING AND EXPORT,Repairs And Refurbishment: Works Residential,,,,,
FCO,FCO,01/01/2017,8787512," 30,000.00 ",JERUSALEM NETWORK FOR COMMUNITY ADVOCACY LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,03/01/2017,8816430," 30,000.00 ",FCO SERVICES,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,04/01/2017,8827425," 30,000.00 ",FRP OTHER DEBTORS,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,16/01/2017,8941950," 30,000.00 ",UR REGION ARCHAEOLOGY PROJECT,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,20/01/2017,8947660," 30,000.00 ",STABILIZATION SUPPORT SERVICES,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,20/01/2017,8947719," 30,000.00 ",CPS CROWN PROSECUTION SERVICE HQ,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,25/01/2017,8953892," 29,976.00 ",AXIOM INTERNATIONAL LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,12/01/2017,8913479," 29,921.49 ",RANA ANTOINE JREISSATI,Recharge Suspense Account (Oracle PA Control Account),,,,,
FCO,FCO,19/01/2017,8946310," 50,256.69 ",NAJMI SONS AND BROTHERS LTD,Fuel Oil Residential,,,,,
FCO,FCO,20/01/2017,8947878," 29,760.54 ",SCOTTISH POLICE SERVICES AUTHORITY,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,12/01/2017,8917915," 29,751.79 ",CHAR PILAKOUTAS,Recharge Suspense Account (Oracle PA Control Account),,,,,
FCO,FCO,03/01/2017,8817426," 29,682.78 ",SEBHATU AND SONS PROPERTY ADMINISTRATION AND SECURITY SERVICE PLC,Local Guards,,,,,
FCO,FCO,16/01/2017,8939884," 29,682.33 ",HARIS ENTERPRISES PVT LTD,Local Guards,,,,,
FCO,FCO,27/01/2017,8956229," 29,645.00 ",AXIOM INTERNATIONAL LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,30/01/2017,8959021," 29,620.00 ",INTERPEACE,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,11/01/2017,8897746," 29,616.18 ",SCHOOL,Schooling for Children at Post,,,,,
FCO,FCO,20/01/2017,8947526," 26,325.73 ",FCO SERVICES,Security: Works Non-Residential,,,,,
FCO,FCO,11/01/2017,8897771," 29,272.69 ",G4S SECURITY SERIVICES GHANA LTD,Local Guards,,,,,
FCO,FCO,11/01/2017,8897773," 29,272.69 ",G4S SECURITY SERIVICES GHANA LTD,Local Guards,,,,,
FCO,FCO,16/01/2017,8942125," 29,168.20 ",ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts,,,,,
FCO,FCO,20/01/2017,8947382," 29,090.00 ",THE CLIMATE GROUP,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,01/01/2017,7667594," 28,975.44 ",VODAFONE LTD,Multiple Accounts,,,,,
FCO,FCO,24/01/2017,8952178," 28,973.58 ",CMC AUTOMOBILES LTD,Recharge Suspense Account (Oracle PA Control Account),,,,,
FCO,FCO,11/01/2017,8906608," 28,944.00 ",FCO SERVICES,Despatch Charges,,,,,
FCO,FCO,18/01/2017,8944592," 28,909.82 ",GENESIS,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,23/01/2017,8950919," 28,809.00 ",FCO SERVICES,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,23/01/2017,8950914," 28,736.00 ",FCO SERVICES,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,17/01/2017,8943158," 28,644.00 ",GREENSHIELDS COWIE + CO LTD,Freight & Customs Clearance Charges,,,,,
FCO,FCO,13/01/2017,8931725," 28,513.99 ",COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,13/01/2017,8931729," 28,513.99 ",COMPUTACENTER UK LTD,Assets Under Construction (Oracle PA Control Account),,,,,
FCO,FCO,11/01/2017,8897991," 28,459.77 ",PT EQUITY LIFE INDONESIA,Multiple Accounts,,,,,
FCO,FCO,10/01/2017,8893425," 28,358.76 ",BANCO VENEZOLANO DE CREDITO,Multiple Accounts,,,,,
FCO,FCO,20/01/2017,8947538," 28,350.00 ",FCO SERVICES,Specialist Contractors,,,,,
FCO,FCO,09/01/2017,8863510," 28,304.21 ",CYBER PEACE FOUNDATION,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,31/01/2017,8960048," 28,100.09 ",NORTEL SECURITY ZAO OP,Local Guards,,,,,
FCO,FCO,12/01/2017,8913431," 28,070.75 ",ARATI SHRIRAM,Multiple Accounts,,,,,
FCO,FCO,04/01/2017,8826480," 28,067.22 ",MIDDLE EAST TECHNICAL UNIVERSITY,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,12/01/2017,8913457," 28,053.35 ",LE MERIDIEN HOTELS,Recharge Suspense Account (Oracle PA Control Account),,,,,
FCO,FCO,01/01/2017,8773470," 28,031.81 ",SAAD TRADING AND CONTRACTING COMPANY,Multiple Accounts,,,,,
FCO,FCO,20/01/2017,8947574," 45,409.00 ",FCO SERVICES,Residential Property Services,,,,,
FCO,FCO,23/01/2017,8950565," 45,643.80 ",ACCOMODATION PROVIDER,Rental Payments - residential,,,,,
FCO,FCO,20/01/2017,8947635," 27,852.78 ",BARNARDO SERVICES LTD,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,23/01/2017,8950999," 49,071.73 ",ACCOMODATION PROVIDER,Rental Payments - residential,,,,,
FCO,FCO,23/01/2017,8950923," 27,778.30 ",SAFARICOM,Multiple Accounts,,,,,
FCO,FCO,25/01/2017,8953775," 27,732.04 ",INSTITUTO DE GESTAO FINANCEIRA DA SEGURANCA SOCIAL,Multiple Accounts,,,,,
FCO,FCO,16/01/2017,8942112," 27,730.37 ",ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts,,,,,
FCO,FCO,16/01/2017,8942111," 27,719.55 ",ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts,,,,,
FCO,FCO,12/01/2017,8917880," 27,697.34 ",ISS FACILITY SERVICES LTD FCO OP,FM Interserve BES Maintenance,,,,,
FCO,FCO,23/01/2017,8951017," 203,189.00 ",FCO SERVICES,Repairs And Refurbishment: Works Residential,,,,,
FCO,FCO,23/01/2017,8951273," 199,067.19 ",DEFENCE BUSINESS SERVICES FINANCE,Mod Guarding Services Residential,,,,,
FCO,FCO,31/01/2017,8960041," 27,446.40 ",IP SYUKIYAYNEN,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,17/01/2017,8943776," 27,433.74 ",INTERSERVE FM LTD,FM Interserve Catering,,,,,
FCO,FCO,17/01/2017,8943720," 27,365.46 ",INTERSERVE FM LTD,FM Interserve Works,,,,,
FCO,FCO,16/01/2017,8942110," 27,264.23 ",ISS FACILITY SERVICES LTD FCO OP - POE,Multiple Accounts,,,,,
FCO,FCO,31/01/2017,8960348," 27,236.49 ",SABANCI UNIVERSITY,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,18/01/2017,8944594," 27,208.78 ",SVOE DELO,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,26/01/2017,8955244," 27,198.00 ",HYDROGRAPHIC OFFICE,Programme Spend (Oracle Projects Control Account),,,,,
FCO,FCO,25/01/2017,8954043," 27,109.75 ",FCO SERVICES,Miscellaneous Expenditure: inc subscriptions and equipment maintenance,,,,,
FCO,FCO,09/01/2017,8868428," 27,100.00 ",CAPGEMINI UK PLC,IT/IS Consultancy,,,,,
FCO,FCO,12/01/2017,8917877," 27,090.71 ",ISS FACILITY SERVICES LTD FCO OP,Multiple Accounts,,,,,
FCO,FCO,03/01/2017,8813573," 27,031.84 ",ENSA SEGUROS DE ANGOLA,Multiple Accounts,,,,,
FCO,FCO,27/01/2017,8956189," 26,913.00 ",ENGIE LIMITED,Construction Project more than £10k,,,,,
FCO,FCO,10/01/2017,8888432," 26,898.41 ",ADAM SMITH INTERNATIONAL,Programme Spend (Oracle Projects Control Account),,,,,
