Census Ward 1992 code,Ward 1992 UK name,Local Government District 1992 UK code,Income Support Total Claimants,IS Claimants: Male (16-34 years),IS Claimants: Male (35-49 years),IS Claimants: Male (50-59 years),IS Claimants: Male (60+ years),IS Claimants: Female (16-34 years),IS Claimants: Female (35-49 years),IS Claimants: Female (50-59 years),IS Claimants: Female (60+ years),Children in IS Households,Adults in IS Households,IS Claimants in receipt of Disability Premium,IS Claimants in receipt of Pensioners Premium,IS Claimants not in receipt of a pensions or Disability Premium,"IS Claimants, Statistical Groups - Lone Parents","IS Claimants, Statistical Groups - Other",IS Claimants who were part of a couple,IS Claimants who were part of a couple and of pension age,IS Claimants who were part of a couple and of working age,IS Claimants who were single,IS Claimants who were single and of pension age,IS Claimants who were single and of working age
95SS06,COLLIN GLEN,LISBURN,520,30,30,30,10,250,120,40,10,860,600,120,0,400,270,130,70,10,70,450,10,440
95SS07,DERRYAGHY,LISBURN,260,20,20,20,0,100,80,20,0,400,300,60,0,200,140,60,40,10,30,230,0,220
95SS08,DROMARA,LISBURN,30,0,0,10,0,10,10,0,0,50,40,10,0,30,20,10,10,0,10,30,0,20
95SS09,DRUMBO,LISBURN,10,0,0,0,0,0,0,0,0,10,20,0,0,10,0,10,0,0,0,10,0,10
95SS10,DUNMURRY,LISBURN,60,10,0,10,0,20,10,10,0,70,60,10,0,60,30,20,0,0,0,60,0,60
95SS11,GLENAVY,LISBURN,60,10,0,0,0,30,10,0,0,80,70,10,0,50,30,20,10,0,10,50,0,50
95SS12,HARMONY HILL,LISBURN,10,0,0,0,0,0,0,0,0,20,10,0,0,10,10,0,0,0,0,10,0,10
95SS13,HILDEN,LISBURN,70,0,0,10,0,30,20,0,0,110,70,10,0,60,50,10,10,0,0,60,0,60
95SS14,HILLHALL,LISBURN,80,10,10,10,0,40,20,10,0,130,100,20,0,70,50,10,10,0,10,70,0,70
95SS15,HILLSBOROUGH,LISBURN,10,0,0,0,0,0,10,0,0,20,10,0,0,10,10,10,0,0,0,10,0,10
95SS16,KILWEE,LISBURN,140,20,10,10,0,50,30,20,0,180,160,30,0,110,60,50,20,0,10,130,0,120
95SS17,KNOCKMORE,LISBURN,70,10,0,10,0,30,20,10,0,110,80,10,0,60,40,20,10,0,10,60,0,60
95SS18,LAGAN VALLEY,LISBURN,90,10,0,0,0,50,30,0,0,120,90,10,0,70,50,20,10,0,10,80,0,80
95SS19,LAMBEG,LISBURN,60,10,10,10,0,30,10,0,0,80,70,10,0,60,40,20,10,0,10,60,0,60
95SS20,LISNAGARVY,LISBURN,10,0,0,0,0,10,0,0,0,10,10,0,0,10,10,0,0,0,0,10,0,10
95SS21,MAGHABERRY,LISBURN,20,0,0,0,0,10,0,0,0,30,20,0,0,20,10,10,0,0,0,20,0,20
95SS22,MAGHERALAVE,LISBURN,20,0,0,0,0,10,0,0,0,20,20,10,0,10,10,0,0,0,0,10,0,10
95SS23,MAZE,LISBURN,30,0,0,0,0,10,0,0,0,40,30,10,0,20,10,10,10,0,10,20,0,20
95SS24,MOIRA,LISBURN,30,0,0,0,0,20,0,0,0,30,30,0,0,20,20,10,0,0,0,30,0,20
95SS25,OLD WARREN,LISBURN,110,0,10,10,0,60,30,10,0,190,120,10,0,100,80,20,10,0,10,100,0,100
95SS26,POLEGLASS,LISBURN,250,10,20,10,10,130,60,20,0,390,280,50,0,200,140,60,30,10,20,230,0,220
95SS27,SEYMOUR HILL,LISBURN,60,0,0,10,0,30,10,0,0,70,70,10,0,50,30,20,10,0,10,50,0,50
95SS28,TONAGH,LISBURN,70,10,10,10,0,30,10,0,0,90,80,20,0,60,40,20,10,0,10,70,0,70
95SS29,TWINBROOK,LISBURN,190,10,20,10,10,80,50,20,0,250,210,50,0,150,100,50,20,0,20,170,10,170
95SS30,WALLACE PARK,LISBURN,10,0,0,0,0,10,0,0,0,20,10,0,0,10,10,0,0,0,0,10,0,10
95TT01,BALLYMAGUIGAN,MAGHERAFELT,20,0,0,0,0,0,0,0,0,20,20,0,0,10,10,0,10,0,0,10,0,10
95TT02,BELLAGHY,MAGHERAFELT,30,0,0,0,0,10,10,10,0,50,40,10,0,20,20,10,10,0,10,20,0,20
95TT03,CASTLEDAWSON,MAGHERAFELT,60,0,0,10,0,30,20,10,0,80,70,10,0,50,30,20,10,0,10,50,0,50
95TT04,DRAPERSTOWN,MAGHERAFELT,40,0,0,10,0,20,10,0,0,60,40,10,0,30,20,10,10,0,10,30,0,30
95TT05,GLEBE (MAGHERAFELT),MAGHERAFELT,70,10,10,0,0,20,20,10,0,90,80,10,0,50,30,20,10,0,10,60,0,50
95TT06,GULLADUFF,MAGHERAFELT,30,0,0,0,0,10,10,0,0,50,40,10,0,30,10,20,10,0,10,30,0,20
95TT07,KNOCKCLOGHRIM,MAGHERAFELT,20,0,0,0,0,10,10,0,0,20,20,0,0,10,10,0,0,0,0,10,0,10
95TT08,LECUMPHER,MAGHERAFELT,20,0,0,0,0,10,0,0,0,20,30,10,0,10,10,10,10,0,0,10,0,10
95TT09,LOWER GLENSHANE,MAGHERAFELT,30,0,0,10,0,10,10,0,0,20,30,10,0,20,10,20,0,0,0,30,0,20
95TT10,MAGHERA,MAGHERAFELT,80,0,10,10,0,40,20,10,0,100,90,10,0,70,40,30,10,0,10,70,0,70
95TT11,SWATRAGH,MAGHERAFELT,30,0,0,0,0,10,10,10,0,40,40,10,0,20,10,10,10,0,10,20,0,20
95TT12,TOBERMORE,MAGHERAFELT,30,0,10,0,0,10,10,0,0,50,40,10,0,20,10,10,10,0,10,20,0,20
95TT13,TOWN PARKS EAST,MAGHERAFELT,60,0,10,10,0,20,20,0,0,90,70,10,0,50,30,20,10,0,10,40,0,40
95TT14,TOWN PARKS WEST,MAGHERAFELT,30,0,0,0,0,10,10,0,0,30,30,10,0,20,10,10,0,0,0,30,0,30
95TT15,UPPERLANDS,MAGHERAFELT,20,0,0,0,0,10,0,0,0,30,20,0,0,20,10,10,0,0,0,20,0,20
95TT16,VALLEY (MAGHERAFELT),MAGHERAFELT,30,0,0,0,0,20,10,0,0,50,40,10,0,20,20,10,10,0,10,20,0,20
95UU01,ARMOY,MOYLE,20,0,0,0,0,10,10,0,0,30,30,10,0,20,10,0,10,0,0,20,0,20
95UU02,BALLYLOUGH,MOYLE,20,0,0,0,0,10,10,0,0,30,20,0,0,20,20,0,0,0,0,20,0,20
95UU03,BONAMARGY AND RATHLIN,MOYLE,10,0,0,0,0,10,10,0,0,20,10,0,0,10,10,0,0,0,0,10,0,10
95UU04,BUSHMILLS,MOYLE,20,0,0,0,0,10,0,10,0,30,30,0,0,20,10,10,0,0,0,20,0,20
95UU05,CARNMOON,MOYLE,10,0,0,0,0,0,10,0,0,10,20,0,0,10,10,10,0,0,0,10,0,10
95UU06,DALRIADA,MOYLE,30,0,0,0,0,10,10,0,0,40,40,10,0,20,10,10,10,0,10,20,0,20
95UU07,DUNSEVERICK,MOYLE,10,0,0,0,0,0,0,0,0,10,10,0,0,10,0,10,0,0,0,10,0,10
95UU08,GLENAAN,MOYLE,20,0,0,0,0,10,0,0,0,20,30,0,0,20,10,10,0,0,0,20,0,20
95UU09,GLENARIFF,MOYLE,20,0,0,0,0,10,10,0,0,40,30,0,0,20,10,10,10,0,10,20,0,20
95UU10,GLENDUN,MOYLE,10,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,10,0,10
95UU11,GLENSHESK,MOYLE,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
95UU12,GLENTAISIE,MOYLE,40,0,0,0,0,20,10,0,0,60,40,10,0,30,20,10,10,0,10,30,0,30
95UU13,KINBANE,MOYLE,10,0,0,0,0,10,0,0,0,10,20,0,0,10,10,10,0,0,0,10,0,10
95UU14,KNOCKLAYD,MOYLE,60,10,10,10,0,30,10,0,0,70,70,10,0,50,30,20,10,0,10,50,0,50
95UU15,MOSS-SIDE AND MOYARGET,MOYLE,20,0,0,0,0,10,0,0,0,20,20,0,0,10,10,10,0,0,0,10,0,10
95VV01,ANNALONG,NEWRY AND MOURNE,40,0,0,10,0,10,10,10,0,60,50,10,0,40,20,20,10,0,10,40,0,40
95VV02,BALLYBOT,NEWRY AND MOURNE,100,0,10,10,10,50,20,10,0,150,120,20,0,80,50,30,20,0,20,80,0,80
95VV03,BESSBROOK,NEWRY AND MOURNE,100,10,10,10,0,50,20,10,0,140,110,30,0,70,50,20,10,0,10,80,0,80
95VV04,BINNIAN,NEWRY AND MOURNE,30,0,0,0,0,10,10,10,0,30,30,10,0,20,10,10,10,0,10,20,0,20
95VV05,BURREN AND KILBRONEY,NEWRY AND MOURNE,40,0,0,0,0,20,10,0,0,60,50,10,0,30,20,10,10,0,0,40,0,30
95VV06,CAMLOUGH,NEWRY AND MOURNE,90,10,10,10,0,30,20,10,0,130,120,20,0,70,40,30,20,0,20,70,0,70
95VV07,CLONALLAN,NEWRY AND MOURNE,110,10,10,10,0,40,30,10,0,150,130,20,0,90,50,40,20,0,20,90,0,90
95VV08,CREGGAN,NEWRY AND MOURNE,110,10,10,10,10,30,30,10,0,150,130,20,0,80,50,40,20,0,20,80,10,80
95VV09,CROSSMAGLEN,NEWRY AND MOURNE,120,10,10,10,0,30,40,10,0,130,130,20,0,90,50,50,20,0,20,100,0,100
95VV10,DAISY HILL,NEWRY AND MOURNE,160,10,10,20,0,60,40,20,0,210,180,40,0,110,70,40,20,0,20,130,0,130
95VV11,DERRYLECKAGH,NEWRY AND MOURNE,60,0,10,10,0,20,10,10,0,80,70,20,0,40,30,20,10,0,10,50,0,50
95VV12,DERRYMORE,NEWRY AND MOURNE,90,10,10,10,0,30,30,0,0,180,110,30,0,70,50,20,20,0,10,80,0,80
95VV13,DONAGHMORE (NEWRY AND MOURNE),NEWRY AND MOURNE,40,0,0,0,0,10,10,0,0,50,50,10,0,30,20,10,10,0,10,30,0,30
95VV14,DRUMALANE,NEWRY AND MOURNE,70,0,10,0,0,20,20,10,0,90,80,20,0,60,30,30,10,0,10,60,0,60
95VV15,DRUMGULLION,NEWRY AND MOURNE,110,10,20,10,0,50,20,10,0,140,130,20,0,90,60,40,20,10,10,100,0,100
95VV16,FATHOM,NEWRY AND MOURNE,80,10,10,10,0,30,20,0,0,110,100,20,0,60,30,30,20,0,20,60,0,60
95VV17,FORKHILL,NEWRY AND MOURNE,120,10,10,10,0,40,30,10,0,180,150,30,0,90,50,40,30,10,20,100,0,90
95VV18,KILKEEL CENTRAL,NEWRY AND MOURNE,90,10,10,10,0,40,20,10,0,120,110,30,0,60,40,30,20,0,20,70,0,70
95VV19,KILKEEL SOUTH,NEWRY AND MOURNE,90,10,10,0,0,40,30,0,0,140,110,20,0,80,50,30,20,0,20,80,0,70
95VV20,LISNACREE,NEWRY AND MOURNE,20,0,0,0,0,10,10,0,0,50,30,10,0,20,10,10,0,0,0,20,0,20
95VV21,MAYOBRIDGE,NEWRY AND MOURNE,50,0,10,0,0,20,10,0,0,60,60,10,0,40,20,20,10,0,10,40,0,40
95VV22,NEWTOWNHAMILTON,NEWRY AND MOURNE,50,0,10,0,0,30,10,0,0,80,60,10,0,40,20,20,10,0,10,50,0,50
95VV23,ROSTREVOR,NEWRY AND MOURNE,50,0,0,10,0,10,20,10,0,70,50,10,0,40,20,20,10,0,0,40,0,40
95VV24,SEAVIEW,NEWRY AND MOURNE,40,0,0,0,0,20,10,0,0,50,50,10,0,30,20,20,10,0,10,30,0,30
95VV25,SILVER BRIDGE,NEWRY AND MOURNE,90,0,10,10,0,30,30,10,0,130,110,20,0,70,40,30,20,0,20,70,0,70
95VV26,SPELGA,NEWRY AND MOURNE,80,10,10,0,0,30,20,0,0,130,90,10,0,60,40,20,20,0,10,60,0,60
95VV27,ST MARYS,NEWRY AND MOURNE,60,0,0,0,0,30,10,10,0,80,60,20,0,40,30,10,10,0,0,50,0,50
95VV28,ST PATRICKS,NEWRY AND MOURNE,80,10,10,10,0,20,20,10,0,90,90,20,0,60,30,30,10,0,10,70,0,60
95VV29,TULLYHAPPY,NEWRY AND MOURNE,30,0,0,0,0,10,10,10,0,60,40,10,0,20,20,10,10,0,10,20,0,20
95VV30,WINDSOR HILL,NEWRY AND MOURNE,50,0,0,10,0,20,10,0,0,50,70,20,0,30,20,10,20,0,10,30,0,30
95WW01,ABBEY,NEWTOWNABBEY,50,10,10,10,0,20,10,0,0,50,50,10,0,40,20,10,10,0,0,40,0,40
95WW02,BALLYCLARE NORTH,NEWTOWNABBEY,80,10,0,0,0,40,20,10,0,150,90,10,0,70,50,20,10,0,10,80,0,80
95WW03,BALLYCLARE SOUTH,NEWTOWNABBEY,50,0,0,0,0,20,20,0,0,90,50,10,0,40,40,10,0,0,0,50,0,50
95WW04,BALLYDUFF,NEWTOWNABBEY,50,0,10,0,0,20,10,0,0,70,60,10,0,50,30,20,10,0,10,40,0,40
95WW05,BALLYHENRY,NEWTOWNABBEY,30,0,0,0,0,10,10,10,0,40,30,10,0,20,10,0,0,0,0,30,0,30
95WW06,BALLYNURE,NEWTOWNABBEY,20,0,0,0,0,10,0,0,0,20,20,0,0,10,10,0,0,0,0,10,0,10
95WW07,BALLYROBERT,NEWTOWNABBEY,20,0,0,0,0,10,10,0,0,20,20,0,0,20,10,10,0,0,0,20,0,20
95WW08,BURNTHILL,NEWTOWNABBEY,20,0,0,0,0,10,0,0,0,20,20,0,0,10,10,10,0,0,0,20,0,20
95WW09,CARNMONEY,NEWTOWNABBEY,50,0,0,0,0,30,10,0,0,80,50,10,0,40,30,10,10,0,0,40,0,40
95WW10,CLOUGHFERN,NEWTOWNABBEY,50,0,0,10,0,20,10,10,0,80,60,10,0,40,30,10,10,0,10,40,0,40
95WW11,COLLINBRIDGE,NEWTOWNABBEY,20,10,0,0,0,10,0,0,0,30,20,0,0,20,10,10,0,0,0,20,0,20
95WW12,COOLE,NEWTOWNABBEY,90,0,0,10,0,40,20,0,0,140,100,10,0,80,50,20,10,0,10,80,0,70
95WW13,DOAGH,NEWTOWNABBEY,20,0,0,0,0,10,10,0,0,20,20,0,0,20,10,10,0,0,0,20,0,20
95WW14,DUNANNEY,NEWTOWNABBEY,110,10,10,10,0,50,30,10,0,180,130,20,0,100,60,30,20,0,20,100,0,100
95WW15,GLEBE (NEWTOWNABBEY),NEWTOWNABBEY,40,0,10,0,0,10,10,0,0,60,50,10,0,30,20,10,10,0,10,30,0,30
95WW16,GLENGORMLEY,NEWTOWNABBEY,60,0,0,0,0,30,10,10,0,80,60,10,0,50,30,10,0,0,0,50,0,50
95WW17,HAWTHORNE,NEWTOWNABBEY,50,0,10,0,0,20,10,0,0,70,50,10,0,40,30,10,10,0,10,40,0,40
95WW18,HIGHTOWN,NEWTOWNABBEY,30,0,0,0,0,10,10,0,0,30,30,10,0,20,20,10,0,0,0,20,0,20
95WW19,JORDANSTOWN,NEWTOWNABBEY,20,0,0,0,0,10,10,0,0,20,30,10,0,20,10,10,0,0,0,20,0,20
95WW20,MALLUSK,NEWTOWNABBEY,60,10,0,0,0,30,20,0,0,70,60,10,0,50,30,10,0,0,0,50,0,50
95WW21,MONKSTOWN,NEWTOWNABBEY,100,10,10,0,0,50,20,0,0,150,120,20,0,90,70,20,20,0,10,90,0,90
95WW22,MOSSLEY,NEWTOWNABBEY,90,0,10,0,0,40,30,0,0,150,100,10,0,80,60,20,10,0,10,80,0,80
95WW23,ROSTULLA,NEWTOWNABBEY,40,0,0,0,0,10,10,0,0,50,40,0,0,30,20,10,0,0,0,30,0,30
95WW24,VALLEY (NEWTOWNABBEY),NEWTOWNABBEY,150,10,20,10,0,60,40,10,0,210,160,20,0,130,90,40,10,0,10,130,0,130
95WW25,WHITEHOUSE,NEWTOWNABBEY,60,10,0,10,0,30,10,10,0,90,70,10,0,60,30,20,10,0,10,60,0,60
95XX01,BALLYCROCHAN,NORTH DOWN,20,0,0,0,0,10,10,0,0,30,20,0,0,20,10,0,0,0,0,20,0,20
95XX02,BALLYHOLME,NORTH DOWN,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0
95XX03,BALLYMACONNELL,NORTH DOWN,10,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,10,0,10
95XX04,BALLYMAGEE,NORTH DOWN,20,0,0,0,0,10,0,0,0,20,20,10,0,10,10,10,0,0,0,10,0,10
95XX05,BANGOR CASTLE,NORTH DOWN,40,0,0,0,0,20,10,0,0,40,40,0,0,30,20,10,0,0,0,30,0,30
95XX06,BLOOMFIELD (NORTH DOWN),NORTH DOWN,90,0,10,0,0,40,30,10,0,170,100,20,0,80,60,20,10,0,10,80,0,80
95XX07,BROADWAY,NORTH DOWN,10,0,0,0,0,0,0,0,0,10,10,0,0,10,0,10,0,0,0,10,0,10
95XX08,BRYANSBURN,NORTH DOWN,10,0,0,0,0,10,0,0,0,20,10,0,0,10,10,10,0,0,0,10,0,10
95XX09,CHURCHILL,NORTH DOWN,20,0,0,0,0,10,0,0,0,20,20,0,0,10,10,10,10,0,0,10,0,10
95XX10,CLANDEBOYE,NORTH DOWN,80,0,10,0,0,50,10,10,0,140,80,10,0,70,60,10,0,0,0,70,0,70
95XX11,CONLIG,NORTH DOWN,150,10,10,10,0,70,40,10,0,210,160,20,0,120,90,30,10,0,10,130,0,130
95XX12,CRAIGAVAD,NORTH DOWN,10,0,0,0,0,0,0,0,0,10,10,0,0,10,0,10,0,0,0,10,0,10
95XX13,CRAWFORDSBURN,NORTH DOWN,10,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,10,0,10
95XX14,CULTRA,NORTH DOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95XX15,DUFFERIN,NORTH DOWN,50,10,0,0,0,30,10,0,0,100,60,10,0,40,30,10,10,0,10,50,0,50
95XX16,GROOMSPORT,NORTH DOWN,20,0,0,0,0,10,0,0,0,10,20,0,0,10,10,10,0,0,0,20,0,10
95XX17,HARBOUR (NORTH DOWN),NORTH DOWN,30,0,0,0,0,10,10,0,0,40,30,0,0,30,20,10,0,0,0,30,0,30
95XX18,HOLYWOOD DEMESNE,NORTH DOWN,20,0,0,0,0,10,10,0,0,30,20,10,0,20,10,10,0,0,0,20,0,10
95XX19,HOLYWOOD PRIORY,NORTH DOWN,10,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,10,0,10
95XX20,LOUGHVIEW,NORTH DOWN,50,0,0,0,0,40,10,0,0,100,60,0,0,50,40,10,0,0,0,50,0,50
95XX21,PRINCETOWN,NORTH DOWN,10,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,10,0,10
95XX22,RATHGAEL,NORTH DOWN,20,0,0,0,0,10,10,0,0,20,30,0,0,20,10,10,0,0,0,20,0,20
95XX23,SILVERSTREAM,NORTH DOWN,40,0,0,0,0,30,10,0,0,50,40,10,0,40,30,10,0,0,0,40,0,40
95XX24,SPRING HILL,NORTH DOWN,20,0,0,0,0,10,10,0,0,20,20,0,0,10,10,0,0,0,0,10,0,10
95XX25,WHITEHILL,NORTH DOWN,60,0,10,10,0,20,10,0,0,80,70,10,0,50,40,10,10,0,10,50,0,50
95YY01,BERAGH,OMAGH,40,10,10,0,0,10,10,0,0,60,50,20,0,20,20,10,10,0,10,30,0,30
95YY02,CAMOWEN,OMAGH,60,0,0,10,0,20,10,10,0,70,70,30,0,30,20,10,10,0,10,50,0,40
95YY03,CLANABOGAN,OMAGH,20,0,0,0,0,10,10,0,0,30,20,0,0,20,10,10,0,0,0,20,0,20
95YY04,COOLNAGARD,OMAGH,70,10,10,10,0,20,20,10,0,90,90,20,0,50,30,20,20,0,20,50,0,50
95YY05,DERGMONEY,OMAGH,20,0,0,0,0,10,10,0,0,20,30,10,0,20,10,10,0,0,0,20,0,20
95YY06,DROMORE,OMAGH,50,0,10,10,0,10,20,10,0,50,70,20,0,30,20,20,20,0,10,40,0,30
95YY07,DRUMNAKILLY,OMAGH,50,0,10,10,0,10,10,10,0,50,70,20,0,30,10,20,20,0,20,40,0,40
95YY08,DRUMQUIN,OMAGH,40,0,10,10,0,10,10,0,0,50,50,10,0,30,10,20,10,0,10,30,0,30
95YY09,DRUMRAGH,OMAGH,40,0,10,0,0,20,10,0,0,40,40,10,0,30,20,10,10,0,10,30,0,30
95YY10,FAIRY WATER,OMAGH,10,0,0,0,0,0,0,0,0,0,20,10,0,10,0,10,0,0,0,10,0,10
95YY11,FINTONA,OMAGH,70,0,0,10,0,20,10,10,0,70,80,20,0,50,20,20,10,0,10,50,0,50
95YY12,GORTIN,OMAGH,40,10,10,0,0,10,10,0,0,70,50,10,0,30,10,20,10,0,10,30,0,30
95YY13,GORTRUSH,OMAGH,80,10,10,10,0,20,20,10,0,90,90,20,0,50,30,20,20,0,10,60,0,60
95YY14,KILLYCLOGHER,OMAGH,80,0,10,10,0,30,30,10,0,160,100,30,0,50,40,10,10,0,10,70,0,70
95YY15,LISANELLY,OMAGH,90,10,10,10,0,40,20,10,0,140,100,30,0,70,50,20,10,0,10,80,0,80
95YY16,NEWTOWNSAVILLE,OMAGH,30,0,10,0,0,10,10,0,0,50,40,10,0,20,10,0,10,0,10,20,0,20
95YY17,OWENKILLEW,OMAGH,40,0,10,0,0,10,10,10,0,60,40,10,0,20,10,10,10,0,10,30,0,30
95YY18,SIXMILECROSS,OMAGH,30,0,0,0,10,10,10,0,0,40,50,20,0,10,0,10,20,10,10,10,0,10
95YY19,STRULE,OMAGH,40,0,0,10,0,10,10,0,0,40,40,20,0,20,10,10,10,0,10,30,0,30
95YY20,TERMON,OMAGH,40,0,10,10,0,10,10,10,0,50,50,20,0,20,10,10,10,0,10,30,0,30
95YY21,TRILLICK,OMAGH,10,0,0,0,0,10,0,0,0,30,20,10,0,10,10,0,0,0,0,10,0,10
95ZZ01,ARTIGARVAN,STRABANE,60,0,0,10,0,30,20,0,0,90,70,10,0,50,30,20,10,0,10,50,0,40
95ZZ02,BALLYCOLMAN,STRABANE,110,0,10,0,10,40,20,10,0,120,130,20,0,90,60,30,20,0,20,90,0,90
95ZZ03,CASTLEDERG,STRABANE,80,0,10,10,10,20,20,10,0,70,90,20,0,50,30,30,20,0,10,60,0,60
95ZZ04,CLARE,STRABANE,50,10,10,10,0,10,10,10,0,50,60,20,0,30,20,20,10,0,10,40,0,40
95ZZ05,DUNNAMANAGH,STRABANE,70,10,10,10,0,20,20,10,0,80,90,20,0,50,20,20,20,0,20,40,0,40
95ZZ06,EAST,STRABANE,90,10,10,10,0,40,20,0,0,130,90,10,0,80,50,30,0,0,0,90,0,80
95ZZ07,FINN,STRABANE,80,0,10,0,0,30,20,10,0,100,100,20,0,60,40,30,20,0,10,70,0,60
95ZZ08,GLENDERG,STRABANE,80,0,10,0,10,20,20,10,0,90,100,20,0,60,30,30,30,0,20,50,0,50
95ZZ09,NEWTOWNSTEWART,STRABANE,70,10,10,10,0,20,20,10,0,90,80,20,0,50,30,30,10,0,10,60,0,60
95ZZ10,NORTH,STRABANE,100,0,10,0,0,40,30,10,0,160,100,10,0,80,60,30,10,0,10,90,0,90
95ZZ11,PLUMBRIDGE,STRABANE,30,0,0,0,0,10,10,0,0,40,40,10,0,20,10,10,10,0,10,20,0,20
95ZZ12,SION MILLS,STRABANE,80,10,0,10,0,40,20,0,0,90,90,20,0,60,40,20,10,0,10,70,0,60
95ZZ13,SLIEVEKIRK,STRABANE,50,0,10,0,0,20,10,0,0,50,50,10,0,40,20,20,10,0,10,40,0,40
95ZZ14,SOUTH,STRABANE,90,10,10,10,0,30,20,10,0,100,100,10,0,70,40,30,10,0,10,70,0,70
95ZZ15,VICTORIA BRIDGE,STRABANE,40,0,0,0,0,20,10,10,0,50,50,10,0,30,20,10,10,0,0,30,0,30
95ZZ16,WEST,STRABANE,80,10,10,0,0,40,20,10,0,110,100,20,0,60,40,20,20,0,10,70,0,60
