Department Family,Entity,Date,Expense Type,Expense Area,Supplier,SME,Transaction Number,Amount,Description,Expenditure Type
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Research & Data Mining,Redfern Travel Ltd,SME,1107788,101.41,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Strategy Team,Redfern Travel Ltd,SME,1107788,144.26,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Survey & Mapping Services,Redfern Travel Ltd,SME,1107788,61.73,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Technology Group,Redfern Travel Ltd,SME,1107788,2.82,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Weymouth Office,Redfern Travel Ltd,SME,1107788,63.00,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,29/04/2015,Travel & Subsistence General Duty,Corporate Assurance,Redfern Travel Ltd,SME,1107788,76.04,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Birkenhead Office,Redfern Travel Ltd,SME,1107817,78.87,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Central Facilities Management Team,Redfern Travel Ltd,SME,1107817,647.27,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Central Operations Group,Redfern Travel Ltd,SME,1107817,832.26,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Chief Executives Office,Redfern Travel Ltd,SME,1107817,231.18,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Commercial & Customer Strategy & Performance,Redfern Travel Ltd,SME,1107817,265.91,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Commercial Director,Redfern Travel Ltd,SME,1107817,86.92,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Corp Procurement,Redfern Travel Ltd,SME,1107817,185.92,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Corporate Legal Services,Redfern Travel Ltd,SME,1107817,510.94,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Coventry Office,Redfern Travel Ltd,SME,1107817,160.94,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Croydon Office,Redfern Travel Ltd,SME,1107817,57.75,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Customer Services,Redfern Travel Ltd,SME,1107817,74.54,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Dir: (Statutory) Commercial & Customer,Redfern Travel Ltd,SME,1107817,"2,595.33",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Director of Information Systems,Redfern Travel Ltd,SME,1107817,966.49,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Director of Legal Services,Redfern Travel Ltd,SME,1107817,295.52,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Director of Operations,Redfern Travel Ltd,SME,1107817,98.10,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Durham Office,Redfern Travel Ltd,SME,1107817,609.17,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Employee & Management Support Manager,Redfern Travel Ltd,SME,1107817,13.59,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Guarantee & Litigation,Redfern Travel Ltd,SME,1107817,-91.69,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,HR,Redfern Travel Ltd,SME,1107817,"2,683.68",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,HR Group,Redfern Travel Ltd,SME,1107817,273.61,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Independent Complaints Reviewer,Redfern Travel Ltd,SME,1107817,131.66,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Internal Solutions Group,Redfern Travel Ltd,SME,1107817,502.22,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,International Unit,Redfern Travel Ltd,SME,1107817,"1,187.55",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,IS Service Delivery,Redfern Travel Ltd,SME,1107817,201.00,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Local Lawyer Group,Redfern Travel Ltd,SME,1107817,"1,247.66",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,LR Connect Portfolio,Redfern Travel Ltd,SME,1107817,"1,486.98",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,LR Sports Council,Redfern Travel Ltd,SME,1107817,294.95,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Marketing Services Team,Redfern Travel Ltd,SME,1107817,13.42,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Nottingham Office,Redfern Travel Ltd,SME,1107817,916.90,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Peterborough Office,Redfern Travel Ltd,SME,1107817,-131.26,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Product Development & Management,Redfern Travel Ltd,SME,1107817,139.49,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Prog: Digital by Default,Redfern Travel Ltd,SME,1107817,"7,713.27",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Prog: e-Enablement,Redfern Travel Ltd,SME,1107817,873.65,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Prog: IT Foundations,Redfern Travel Ltd,SME,1107817,67.21,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Prog: People&Organisation,Redfern Travel Ltd,SME,1107817,161.13,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Projects and Programme Centre,Redfern Travel Ltd,SME,1107817,112.63,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Property Asset Management Group,Redfern Travel Ltd,SME,1107817,"1,093.16",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Registration Legal Services Group,Redfern Travel Ltd,SME,1107817,349.06,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Research & Data Mining,Redfern Travel Ltd,SME,1107817,199.97,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Strategy Team,Redfern Travel Ltd,SME,1107817,144.26,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Survey & Mapping Services,Redfern Travel Ltd,SME,1107817,111.33,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Technical Assurance Group,Redfern Travel Ltd,SME,1107817,202.01,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Telford Office,Redfern Travel Ltd,SME,1107817,200.71,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Birkenhead Office,Redfern Travel Ltd,SME,1107818,132.28,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Business Development,Redfern Travel Ltd,SME,1107818,784.85,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Business Planning Assurance and Risk Management,Redfern Travel Ltd,SME,1107818,115.89,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Central Facilities Management Team,Redfern Travel Ltd,SME,1107818,"1,312.53",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Central Operations Group,Redfern Travel Ltd,SME,1107818,"5,323.14",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Chief Executives Office,Redfern Travel Ltd,SME,1107818,893.27,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Commercial & Customer Strategy & Performance,Redfern Travel Ltd,SME,1107818,948.30,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Commercial Director,Redfern Travel Ltd,SME,1107818,185.31,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Corp Procurement,Redfern Travel Ltd,SME,1107818,246.80,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Corporate Legal Services,Redfern Travel Ltd,SME,1107818,"1,147.10",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Coventry Office,Redfern Travel Ltd,SME,1107818,80.53,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Dir: (Statutory) Commercial & Customer,Redfern Travel Ltd,SME,1107818,"2,487.31",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Director of Information Systems,Redfern Travel Ltd,SME,1107818,709.74,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Director of Legal Services,Redfern Travel Ltd,SME,1107818,174.44,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Director of Operations,Redfern Travel Ltd,SME,1107818,137.53,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Durham Office,Redfern Travel Ltd,SME,1107818,192.17,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Employee & Management Support Manager,Redfern Travel Ltd,SME,1107818,324.02,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Finance Director,Redfern Travel Ltd,SME,1107818,"-1,087.31",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Finance Group,Redfern Travel Ltd,SME,1107818,116.37,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Forward Scanning,Redfern Travel Ltd,SME,1107818,215.50,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Fylde Office,Redfern Travel Ltd,SME,1107818,505.78,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Gloucester Office,Redfern Travel Ltd,SME,1107818,309.39,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Governance & Policy,Redfern Travel Ltd,SME,1107818,475.73,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Guarantee & Litigation,Redfern Travel Ltd,SME,1107818,163.78,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,HR,Redfern Travel Ltd,SME,1107818,"1,403.37",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,HR Group,Redfern Travel Ltd,SME,1107818,"3,944.45",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,HR Operations,Redfern Travel Ltd,SME,1107818,132.54,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Hull Office,Redfern Travel Ltd,SME,1107818,127.40,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Internal Audit,Redfern Travel Ltd,SME,1107818,399.48,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Internal Solutions Group,Redfern Travel Ltd,SME,1107818,"1,904.63",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,International Unit,Redfern Travel Ltd,SME,1107818,706.62,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,IS Service Delivery,Redfern Travel Ltd,SME,1107818,"1,320.16",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Leicester Office,Redfern Travel Ltd,SME,1107818,304.31,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Local Lawyer Group,Redfern Travel Ltd,SME,1107818,"2,131.26",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,LR Connect Portfolio,Redfern Travel Ltd,SME,1107818,"1,875.74",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Nottingham Office,Redfern Travel Ltd,SME,1107818,438.37,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Organisation & Employee Development,Redfern Travel Ltd,SME,1107818,326.82,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Peterborough Office,Redfern Travel Ltd,SME,1107818,28.71,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Plymouth Office,Redfern Travel Ltd,SME,1107818,125.45,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Product Development & Management,Redfern Travel Ltd,SME,1107818,601.01,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Prog: Digital by Default,Redfern Travel Ltd,SME,1107818,"9,093.60",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Prog: e-Enablement,Redfern Travel Ltd,SME,1107818,"1,901.05",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Prog: IT Foundations,Redfern Travel Ltd,SME,1107818,88.13,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Projects and Programme Centre,Redfern Travel Ltd,SME,1107818,260.31,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Property Asset Management Group,Redfern Travel Ltd,SME,1107818,"1,003.91",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Registration Legal Services Group,Redfern Travel Ltd,SME,1107818,76.62,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Research & Data Mining,Redfern Travel Ltd,SME,1107818,131.12,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Strategy Team,Redfern Travel Ltd,SME,1107818,356.32,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Survey & Mapping Services,Redfern Travel Ltd,SME,1107818,697.84,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Technology Group,Redfern Travel Ltd,SME,1107818,968.50,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Telford Office,Redfern Travel Ltd,SME,1107818,176.67,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Wales Office,Redfern Travel Ltd,SME,1107818,"1,102.13",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Corporate Assurance,Redfern Travel Ltd,SME,1107818,179.94,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Birkenhead Office,Redfern Travel Ltd,SME,1107965,593.04,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Business Development,Redfern Travel Ltd,SME,1107965,"1,022.78",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Central Facilities Management Team,Redfern Travel Ltd,SME,1107965,"2,225.26",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Central Operations Group,Redfern Travel Ltd,SME,1107965,"4,595.99",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Chief Executives Office,Redfern Travel Ltd,SME,1107965,"1,026.04",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Commercial & Customer Strategy & Performance,Redfern Travel Ltd,SME,1107965,"1,205.47",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Commercial Director,Redfern Travel Ltd,SME,1107965,463.72,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Corp Procurement,Redfern Travel Ltd,SME,1107965,401.61,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Corporate Legal Services,Redfern Travel Ltd,SME,1107965,271.08,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Coventry Office,Redfern Travel Ltd,SME,1107965,71.48,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Croydon Office,Redfern Travel Ltd,SME,1107965,146.84,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Dir: (Statutory) Commercial & Customer,Redfern Travel Ltd,SME,1107965,"2,476.31",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Director of Information Systems,Redfern Travel Ltd,SME,1107965,108.95,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Director of Legal Services,Redfern Travel Ltd,SME,1107965,105.32,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Director of Operations,Redfern Travel Ltd,SME,1107965,155.04,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Durham Office,Redfern Travel Ltd,SME,1107965,461.75,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Finance Director,Redfern Travel Ltd,SME,1107965,157.11,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Finance Group,Redfern Travel Ltd,SME,1107965,79.38,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Fylde Office,Redfern Travel Ltd,SME,1107965,46.01,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Gloucester Office,Redfern Travel Ltd,SME,1107965,345.49,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Governance & Policy,Redfern Travel Ltd,SME,1107965,260.31,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Guarantee & Litigation,Redfern Travel Ltd,SME,1107965,148.86,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,HR,Redfern Travel Ltd,SME,1107965,"2,104.89",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,HR Group,Redfern Travel Ltd,SME,1107965,"2,581.24",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,HR Operations,Redfern Travel Ltd,SME,1107965,252.54,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Hull Office,Redfern Travel Ltd,SME,1107965,265.50,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Internal Audit,Redfern Travel Ltd,SME,1107965,515.17,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Internal Solutions Group,Redfern Travel Ltd,SME,1107965,"1,989.33",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,International Unit,Redfern Travel Ltd,SME,1107965,259.17,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,IS Service Delivery,Redfern Travel Ltd,SME,1107965,"1,411.01",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Land Charges,Redfern Travel Ltd,SME,1107965,76.67,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Learning and Development,Redfern Travel Ltd,SME,1107965,86.97,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Leicester Office,Redfern Travel Ltd,SME,1107965,450.24,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Local Lawyer Group,Redfern Travel Ltd,SME,1107965,"1,496.62",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,LR Connect Portfolio,Redfern Travel Ltd,SME,1107965,"1,241.44",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Marketing Services Team,Redfern Travel Ltd,SME,1107965,105.09,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,National Lawyer Training,Redfern Travel Ltd,SME,1107965,121.54,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Nottingham Office,Redfern Travel Ltd,SME,1107965,298.78,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Peterborough Office,Redfern Travel Ltd,SME,1107965,62.38,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Product Development & Management,Redfern Travel Ltd,SME,1107965,512.54,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Prog: Digital by Default,Redfern Travel Ltd,SME,1107965,"9,484.82",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Prog: e-Enablement,Redfern Travel Ltd,SME,1107965,757.39,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Prog: IT Foundations,Redfern Travel Ltd,SME,1107965,644.31,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Property Asset Management Group,Redfern Travel Ltd,SME,1107965,"1,199.51",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Registration Legal Services Group,Redfern Travel Ltd,SME,1107965,444.57,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Research & Data Mining,Redfern Travel Ltd,SME,1107965,156.36,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Strategy Team,Redfern Travel Ltd,SME,1107965,956.16,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Survey & Mapping Services,Redfern Travel Ltd,SME,1107965,663.88,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Technology Group,Redfern Travel Ltd,SME,1107965,"1,091.17",Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Telford Office,Redfern Travel Ltd,SME,1107965,132.20,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Wales Office,Redfern Travel Ltd,SME,1107965,261.83,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Weymouth Office,Redfern Travel Ltd,SME,1107965,71.33,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,30/04/2015,Travel & Subsistence General Duty,Corporate Assurance,Redfern Travel Ltd,SME,1107965,236.59,Travel & Subsistence General Duty,Administration
Land Registry,Land Registry,20/04/2015,Letter Post,Birkenhead Office,Royal Mail,Large,1106515,"2,579.10",Letter Post,Administration
Land Registry,Land Registry,20/04/2015,Letter Post,Coventry Office,Royal Mail,Large,1106515,"8,340.73",Letter Post,Administration
Land Registry,Land Registry,20/04/2015,Letter Post,Croydon Office,Royal Mail,Large,1106515,"1,931.40",Letter Post,Administration
Land Registry,Land Registry,20/04/2015,Letter Post,Durham Office,Royal Mail,Large,1106515,"6,501.93",Letter Post,Administration
Land Registry,Land Registry,20/04/2015,Letter Post,Fylde Office,Royal Mail,Large,1106515,"3,009.25",Letter Post,Administration
Land Registry,Land Registry,20/04/2015,Letter Post,Gloucester Office,Royal Mail,Large,1106515,"2,458.24",Letter Post,Administration
Land Registry,Land Registry,20/04/2015,Letter Post,Hull Office,Royal Mail,Large,1106515,"2,598.81",Letter Post,Administration
Land Registry,Land Registry,20/04/2015,Letter Post,IS Service Delivery,Royal Mail,Large,1106515,"15,395.59",Letter Post,Administration
Land Registry,Land Registry,20/04/2015,Letter Post,Leicester Office,Royal Mail,Large,1106515,"1,938.05",Letter Post,Administration
Land Registry,Land Registry,20/04/2015,Letter Post,Nottingham Office,Royal Mail,Large,1106515,"3,425.53",Letter Post,Administration
Land Registry,Land Registry,20/04/2015,Letter Post,Peterborough Office,Royal Mail,Large,1106515,"2,551.45",Letter Post,Administration
Land Registry,Land Registry,20/04/2015,Letter Post,Plymouth Office,Royal Mail,Large,1106515,"4,668.17",Letter Post,Administration
Land Registry,Land Registry,20/04/2015,Letter Post,Telford Office,Royal Mail,Large,1106515,"2,234.64",Letter Post,Administration
Land Registry,Land Registry,20/04/2015,Letter Post,Wales Office,Royal Mail,Large,1106515,"14,911.37",Letter Post,Administration
Land Registry,Land Registry,20/04/2015,Letter Post,Weymouth Office,Royal Mail,Large,1106515,"1,950.63",Letter Post,Administration
