Dept Group,Dept group alias,PESA dept group alias,Budget Boundary,Resource/Capital,Category,NAC,Economic category,Code,Code description,SBI,Activity,SBI Activity,Spending programme,April 2010 MTH,June 2010 MTH,May 2010 MTH
Dept041,HM Revenue and Customs,Chancellor's Departments,DEL,Resource,Prog,X1601,Other,P4330003,"P43Improve extent to which customers comply, including legal costs and capital.",SBI43,ACT0104,SBI43 ACT0104,SBI43 ACT01 To improve the extent to which individuals and businesses pay t...,138,719,375
Dept041,HM Revenue and Customs,Chancellor's Departments,DEL,Resource,Prog,X1601,Other,P4330021,P43Valuation Office Agency - capital,SBI43,ACT0105,SBI43 ACT0105,"SBI43 ACT01 Providing timely, accurate, impartial and best value solutions ...",0,0,7
Dept041,HM Revenue and Customs,Chancellor's Departments,DEL,Resource,Prog,X1601,Other,P4330003,"P43Improve extent to which customers comply, including legal costs and capital.",SBI43,ACT0104,SBI43 ACT0104,SBI43 ACT01 To improve the extent to which individuals and businesses pay t...,-23,-73,0
Dept041,HM Revenue and Customs,Chancellor's Departments,AME,Capital,Prog,G2001,Capital grants to persons and non-profit bodies,P4330085,P43Child Trust Fund,SBI43,ACT0108,SBI43 ACT0108,SBI43 ACT01 Making payments of Child Benefit and Child Trust Fund endowment...,44083,25378,43084
Dept041,HM Revenue and Customs,Chancellor's Departments,DEL,Resource,Prog,D2001,Current grants abroad,P4330003,"P43Improve extent to which customers comply, including legal costs and capital.",SBI43,ACT0104,SBI43 ACT0104,SBI43 ACT01 To improve the extent to which individuals and businesses pay t...,54,54,54
Dept041,HM Revenue and Customs,Chancellor's Departments,AME,Resource,Prog,D1002,Current grants to persons and non-profit bodies,P4330001,P43Incentive payments for employers who file on line,SBI43,ACT0104,SBI43 ACT0104,SBI43 ACT01 To improve the extent to which individuals and businesses pay t...,24,-13,-88
Dept041,HM Revenue and Customs,Chancellor's Departments,DEL,Resource,Prog,D1002,Current grants to persons and non-profit bodies,P4330042,P43Payments and reciepts in respect of shipbuilders' relief,SBI43,ACT0104,SBI43 ACT0104,SBI43 ACT01 To improve the extent to which individuals and businesses pay t...,0,0,0
Dept041,HM Revenue and Customs,Chancellor's Departments,AME,Resource,Prog,D1002,Current grants to persons and non-profit bodies,P4330051,P43Charities transitional relief,SBI43,ACT0106,SBI43 ACT0106,SBI43 ACT01 Providing payments in lieu of tax relief to certain bodies and ...,0,14187,15921
Dept041,HM Revenue and Customs,Chancellor's Departments,AME,Resource,Prog,D1002,Current grants to persons and non-profit bodies,P4330053,P43Stakeholder Pensions,SBI43,ACT0106,SBI43 ACT0106,SBI43 ACT01 Providing payments in lieu of tax relief to certain bodies and ...,3750,3750,3750
Dept041,HM Revenue and Customs,Chancellor's Departments,AME,Resource,Prog,D1002,Current grants to persons and non-profit bodies,P4330057,P43Residual payments for mortgage interest relief at source,SBI43,ACT0106,SBI43 ACT0106,SBI43 ACT01 Providing payments in lieu of tax relief to certain bodies and ...,64,0,41
Dept041,HM Revenue and Customs,Chancellor's Departments,AME,Resource,Prog,D1002,Current grants to persons and non-profit bodies,P4330059,P43Life assurance premium relief at source,SBI43,ACT0106,SBI43 ACT0106,SBI43 ACT01 Providing payments in lieu of tax relief to certain bodies and ...,227,341,310
Dept041,HM Revenue and Customs,Chancellor's Departments,AME,Resource,Prog,D1002,Current grants to persons and non-profit bodies,P43HiPGr,P43Health in Pregnancy Grant,SBI43,ACT0108,SBI43 ACT0108,SBI43 ACT01 Making payments of Child Benefit and Child Trust Fund endowment...,11673,3325,10512
Dept041,HM Revenue and Customs,Chancellor's Departments,AME,Resource,Prog,C1001,Subsidies to private sector companies,P4330072,P43Tax relief on contaminated land investment AME,SBI43,ACT0106,SBI43 ACT0106,SBI43 ACT01 Providing payments in lieu of tax relief to certain bodies and ...,679,679,679
Dept041,HM Revenue and Customs,Chancellor's Departments,AME,Resource,Prog,C1001,Subsidies to private sector companies,P4330075,P43Tax credit on small companies R&D AME,SBI43,ACT0106,SBI43 ACT0106,SBI43 ACT01 Providing payments in lieu of tax relief to certain bodies and ...,15191,15191,15191
Dept041,HM Revenue and Customs,Chancellor's Departments,DEL,Resource,GCA,S3001,Other,P4330002,P43Improve extent to which customers comply and receive their entitlements.,SBI43,ACT0104,SBI43 ACT0104,SBI43 ACT01 To improve the extent to which individuals and businesses pay t...,604,2354,604
Dept041,HM Revenue and Customs,Chancellor's Departments,AME,Capital,Prog,G2001,Capital grants to persons and non-profit bodies,P4330086,P43Child Trust Fund use of provisions,SBI43,ACT0108,SBI43 ACT0108,SBI43 ACT01 Making payments of Child Benefit and Child Trust Fund endowment...,0,29687,0
Dept041,HM Revenue and Customs,Chancellor's Departments,DEL,Resource,GCA,A1501,Pay,P4330012,P43Use of provisions,SBI43,ACT0104,SBI43 ACT0104,SBI43 ACT01 To improve the extent to which individuals and businesses pay t...,12259,4653,5280
Dept041,HM Revenue and Customs,Chancellor's Departments,DEL,Resource,NCA,A1501,Pay,P4330026,P43VOA use of provisions,SBI43,ACT0105,SBI43 ACT0105,"SBI43 ACT01 Providing timely, accurate, impartial and best value solutions ...",258,-124,4745
Dept041,HM Revenue and Customs,Chancellor's Departments,AME,Resource,Prog,D1001,Current grants to persons and non-profit bodies,P43HiPUP,P43HMRC RfR5 health in Pregnancy Grant Use of Provisions,SBI43,ACT0108,SBI43 ACT0108,SBI43 ACT01 Making payments of Child Benefit and Child Trust Fund endowment...,0,10559,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1310003,P13Corporate Performance Group Programme Costs,SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,338,784,1499
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1310012,P13LSC Admin NDPB Programme Costs,SBI13,ACT010501,SBI13 ACT010501,SBI13 ACT0105 Legal Services Commission: administration,1003,1042,2340
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1310026,P13OPG Programme Costs,SBI13,ACT010203,SBI13 ACT010203,SBI13 ACT0102 Public Guardianship Office,2,2,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1310030,P13ICO NDPB Programme Costs,SBI13,ACT010205,SBI13 ACT010205,SBI13 ACT0102 Information Commissioner's Office,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1310041,P13HMCS Programme Costs,SBI13,ACT010201,SBI13 ACT010201,SBI13 ACT0102 HM Courts Service,2676,6661,6435
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1310049,P13 Tribunals Service Programme Costs,SBI13,ACT010206,SBI13 ACT010206,SBI13 ACT010206 Tribunals Service,131,544,269
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1310051,P13JAC NDPB Programme Costs,SBI13,ACT010508,SBI13 ACT010508,SBI13 ACT0105 Judicial Appointments Commission,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1310091,P13Access to Justice Other Programme Costs,SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1310094,P13Democracy Constitution & Law Programme Costs,SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1310109,P13NOMS Operations Programme Costs,SBI13,ACT010213,SBI13 ACT010213,National Offender Management Service Operations,30239,35085,30240
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1310113,P13Legal Services Board NDPB Programme Costs,SBI13,ACT010509,SBI13 ACT010509,SBI13 ACT0105 Legal Services Board,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1310131,P13 Office of Legal Complaints NDPB Programme Costs,SBI13,ACT010510,SBI13 ACT010510,SBI13 ACT0105 Office of Legal Complaints,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1311002,P13OCJR Programme Costs,SBI13,ACT010211,SBI13 ACT010211,SBI13 ACT010211 Office of Criminal Justice Reform HQ,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1311007,P13CICA NDPB Programme Costs,SBI13,ACT010109,SBI13 ACT010109,SBI13 ACT0101 Criminal Injuries Compensation,123,53,82
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1311020,P13CCRC NDPB Programme Costs,SBI13,ACT010503,SBI13 ACT010503,SBI13 ACT0105 Criminal Cases Review Commission,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1311024,P13YJB NDPB Programme Costs,SBI13,ACT010502,SBI13 ACT010502,SBI13 ACT0105 Youth Justice Board,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1311030,P13NOMS NPS LAB DEL Programme Costs,SBI13,ACT010107,SBI13 ACT010107,SBI13 ACT0101 Probation,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1311050,P13NOMS HQ Programme Costs,SBI13,ACT010212,SBI13 ACT010212,SBI13 ACT010212 National Offender Management Service HQ,0,98,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1311076,P13Parole Board NDPB Programme Costs,SBI13,ACT010108,SBI13 ACT010108,SBI13 ACT0101 Parole Board,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1504,Gross capital procurement,P1311302,P13 Criminal Justice Group HQ Programme Costs,SBI13,ACT010211,SBI13 ACT010211,SBI13 ACT010211 Office of Criminal Justice Reform HQ,0,0,0
Dept047,Justice,Justice,DEL,Capital,GCA,E1504,Gross capital procurement,P38SO010,P38 Secretary of State for Scotland - ADMIN,SBI13,ACT0201,SBI13 ACT0201,SBI13 ACT02 Scotland Office,8,8,8
Dept047,Justice,Justice,DEL,Capital,GCA,E1504,Gross capital procurement,P3901,P39Pay and Admin,SBI13,ACT0301,SBI13 ACT0301,SBI13 ACT03 Wales Office,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1310003,P13Corporate Performance Group Programme Costs,SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,0,0,-29
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1310012,P13LSC Admin NDPB Programme Costs,SBI13,ACT010501,SBI13 ACT010501,SBI13 ACT0105 Legal Services Commission: administration,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1310026,P13OPG Programme Costs,SBI13,ACT010203,SBI13 ACT010203,SBI13 ACT0102 Public Guardianship Office,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1310030,P13ICO NDPB Programme Costs,SBI13,ACT010205,SBI13 ACT010205,SBI13 ACT0102 Information Commissioner's Office,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1310041,P13HMCS Programme Costs,SBI13,ACT010201,SBI13 ACT010201,SBI13 ACT0102 HM Courts Service,-1105,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1310049,P13 Tribunals Service Programme Costs,SBI13,ACT010206,SBI13 ACT010206,SBI13 ACT010206 Tribunals Service,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1310051,P13JAC NDPB Programme Costs,SBI13,ACT010508,SBI13 ACT010508,SBI13 ACT0105 Judicial Appointments Commission,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1310091,P13Access to Justice Other Programme Costs,SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1310094,P13Democracy Constitution & Law Programme Costs,SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1310109,P13NOMS Operations Programme Costs,SBI13,ACT010213,SBI13 ACT010213,National Offender Management Service Operations,0,-846,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1310113,P13Legal Services Board NDPB Programme Costs,SBI13,ACT010509,SBI13 ACT010509,SBI13 ACT0105 Legal Services Board,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1310131,P13 Office of Legal Complaints NDPB Programme Costs,SBI13,ACT010510,SBI13 ACT010510,SBI13 ACT0105 Office of Legal Complaints,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1311002,P13OCJR Programme Costs,SBI13,ACT010211,SBI13 ACT010211,SBI13 ACT010211 Office of Criminal Justice Reform HQ,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1311007,P13CICA NDPB Programme Costs,SBI13,ACT010109,SBI13 ACT010109,SBI13 ACT0101 Criminal Injuries Compensation,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1311020,P13CCRC NDPB Programme Costs,SBI13,ACT010503,SBI13 ACT010503,SBI13 ACT0105 Criminal Cases Review Commission,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1311024,P13YJB NDPB Programme Costs,SBI13,ACT010502,SBI13 ACT010502,SBI13 ACT0105 Youth Justice Board,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1311030,P13NOMS NPS LAB DEL Programme Costs,SBI13,ACT010107,SBI13 ACT010107,SBI13 ACT0101 Probation,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1311050,P13NOMS HQ Programme Costs,SBI13,ACT010212,SBI13 ACT010212,SBI13 ACT010212 National Offender Management Service HQ,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1311076,P13Parole Board NDPB Programme Costs,SBI13,ACT010108,SBI13 ACT010108,SBI13 ACT0101 Parole Board,0,0,0
Dept047,Justice,Justice,DEL,Capital,Prog,E1601,Income from sales of assets,P1311302,P13 Criminal Justice Group HQ Programme Costs,SBI13,ACT010211,SBI13 ACT010211,SBI13 ACT010211 Office of Criminal Justice Reform HQ,0,0,0
Dept047,Justice,Justice,AME,Resource,Prog,L2101,Release of provisions,P13AME03,P13Corporate Performance Group Provisions AME non voted,SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,-319,-661,-301
Dept047,Justice,Justice,AME,Resource,Prog,L2101,Release of provisions,P13AME05,P13Central Funds Provisions AME non voted,SBI13,ACT010402,SBI13 ACT010402,SBI13 ACT0104 Costs from central funds,-3179,-13813,-8962
Dept047,Justice,Justice,AME,Resource,Prog,L2101,Release of provisions,P13AME06,P13LSC NDPB Provisions AME,SBI13,ACT010501,SBI13 ACT010501,SBI13 ACT0105 Legal Services Commission: administration,0,0,0
Dept047,Justice,Justice,AME,Resource,Prog,L2101,Release of provisions,P13AME07,P13CDS NDPB Provisions AME,SBI13,ACT010403,SBI13 ACT010403,SBI13 ACT0104 Criminal defence service,-98052,-103288,-105532
Dept047,Justice,Justice,AME,Resource,Prog,L2101,Release of provisions,P13AME08,P13CLS NDPB Provisions AME,SBI13,ACT010401,SBI13 ACT010401,SBI13 ACT0104 Community legal service,-73969,-77919,-79612
Dept047,Justice,Justice,AME,Resource,Prog,L2101,Release of provisions,P13AME11,P13 OPG Provisions AME non voted,SBI13,ACT010203,SBI13 ACT010203,SBI13 ACT0102 Public Guardianship Office,0,0,0
Dept047,Justice,Justice,AME,Resource,Prog,L2101,Release of provisions,P13AME13,P13HMCS Provisions AME non voted,SBI13,ACT010201,SBI13 ACT010201,SBI13 ACT0102 HM Courts Service,-411,-1444,-2
Dept047,Justice,Justice,AME,Resource,Prog,L2101,Release of provisions,P13AME16,P13JAC NDPB Provisions AME,SBI13,ACT010508,SBI13 ACT010508,SBI13 ACT0105 Judicial Appointments Commission,0,0,0
Dept047,Justice,Justice,AME,Resource,Prog,L2101,Release of provisions,P13AME18,P13Access to Justice Provisions AME voted,SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,0,0,0
Dept047,Justice,Justice,AME,Resource,Prog,L2101,Release of provisions,P13AME19,P13Democracy Constitution & Law AME non voted,SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,0,0,0
Dept047,Justice,Justice,AME,Resource,Prog,L2101,Release of provisions,P13AME23,P13Tribunals Service Provisions AME non voted,SBI13,ACT010206,SBI13 ACT010206,SBI13 ACT010206 Tribunals Service,0,0,0
Dept047,Justice,Justice,AME,Resource,Prog,L2101,Release of provisions,P13AME24,P13OCJR Provisions AME voted,SBI13,ACT010211,SBI13 ACT010211,SBI13 ACT010211 Office of Criminal Justice Reform HQ,0,0,0
Dept047,Justice,Justice,AME,Resource,Prog,L2101,Release of provisions,P13AME26,P13CICA NDPB Provisions AME,SBI13,ACT010109,SBI13 ACT010109,SBI13 ACT0101 Criminal Injuries Compensation,-49861,-13674,-22986
Dept047,Justice,Justice,AME,Resource,Prog,L2101,Release of provisions,P13AME28,P13CCRC NDPB Provisions AME,SBI13,ACT010503,SBI13 ACT010503,SBI13 ACT0105 Criminal Cases Review Commission,-12,-11,-11
Dept047,Justice,Justice,AME,Resource,Prog,L2101,Release of provisions,P13AME30,P13NOMS HQ Provisions AME voted,SBI13,ACT010212,SBI13 ACT010212,SBI13 ACT010212 National Offender Management Service HQ,0,0,0
Dept047,Justice,Justice,AME,Resource,Prog,L2101,Release of provisions,P13AME35,P13NOMS HQ Provisions AME non voted,SBI13,ACT010212,SBI13 ACT010212,SBI13 ACT010212 National Offender Management Service HQ,0,0,0
Dept047,Justice,Justice,AME,Resource,Prog,L2101,Release of provisions,P13AME39,P13NOMS Operations Provisions AME voted,SBI13,ACT010213,SBI13 ACT010213,National Offender Management Service Operations,0,0,0
Dept047,Justice,Justice,AME,Resource,Prog,L4601,Release of provisions covering payments of pension benefits,P1310038,P13JPS Central Government Other (Provisions),SBI13,ACT04,SBI13 ACT04,SBI13 Judical Pensions Scheme,-2509,-2509,-2509
Dept047,Justice,Justice,AME,Resource,Prog,L4601,Release of provisions covering payments of pension benefits,P1311029,P13NOMS NPS LAB AME Programme Costs,SBI13,ACT010107,SBI13 ACT010107,SBI13 ACT0101 Probation,0,0,0
Dept047,Justice,Justice,DEL,Resource,GCA,B3502,Income from sales of goods and services,P1310000,P13Corporate Performance Group Administration Costs,SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,201,-259,-80
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1310003,P13Corporate Performance Group Programme Costs,SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,-1048,742,172
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1310012,P13LSC Admin NDPB Programme Costs,SBI13,ACT010501,SBI13 ACT010501,SBI13 ACT0105 Legal Services Commission: administration,-39,-32,2
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1310026,P13OPG Programme Costs,SBI13,ACT010203,SBI13 ACT010203,SBI13 ACT0102 Public Guardianship Office,-2632,-2727,-2286
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1310030,P13ICO NDPB Programme Costs,SBI13,ACT010205,SBI13 ACT010205,SBI13 ACT0102 Information Commissioner's Office,-1204,-1214,-1098
Dept047,Justice,Justice,DEL,Resource,GCA,B3502,Income from sales of goods and services,P1310040,P13HMCS Administration Costs,SBI13,ACT010201,SBI13 ACT010201,SBI13 ACT0102 HM Courts Service,0,0,0
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1310041,P13HMCS Programme Costs,SBI13,ACT010201,SBI13 ACT010201,SBI13 ACT0102 HM Courts Service,-40028,-56332,-49014
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1310049,P13 Tribunals Service Programme Costs,SBI13,ACT010206,SBI13 ACT010206,SBI13 ACT010206 Tribunals Service,0,-1031,-60
Dept047,Justice,Justice,DEL,Resource,GCA,B3502,Income from sales of goods and services,P1310050,P13 Tribunals Service Administration Costs,SBI13,ACT010206,SBI13 ACT010206,SBI13 ACT010206 Tribunals Service,0,0,0
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1310051,P13JAC NDPB Programme Costs,SBI13,ACT010508,SBI13 ACT010508,SBI13 ACT0105 Judicial Appointments Commission,0,0,0
Dept047,Justice,Justice,DEL,Resource,GCA,B3502,Income from sales of goods and services,P1310090,P13Access to Justice Other Administration Costs,SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,0,0,0
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1310091,P13Access to Justice Other Programme Costs,SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,-1014,-1399,-1465
Dept047,Justice,Justice,DEL,Resource,GCA,B3502,Income from sales of goods and services,P1310093,P13Democracy Constitution & Law Administration Costs,SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,-9,-92,-142
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1310094,P13Democracy Constitution & Law Programme Costs,SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,10,0,-11
Dept047,Justice,Justice,DEL,Resource,GCA,B3502,Income from sales of goods and services,P1310108,P13NOMS Operations Admin Costs,SBI13,ACT010213,SBI13 ACT010213,National Offender Management Service Operations,-982,-1023,-982
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1310109,P13NOMS Operations Programme Costs,SBI13,ACT010213,SBI13 ACT010213,National Offender Management Service Operations,-25903,-28951,-25903
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1310113,P13Legal Services Board NDPB Programme Costs,SBI13,ACT010509,SBI13 ACT010509,SBI13 ACT0105 Legal Services Board,0,0,0
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1310131,P13 Office of Legal Complaints NDPB Programme Costs,SBI13,ACT010510,SBI13 ACT010510,SBI13 ACT0105 Office of Legal Complaints,0,0,0
Dept047,Justice,Justice,DEL,Resource,GCA,B3502,Income from sales of goods and services,P1311001,P13OCJR Admin Costs,SBI13,ACT010211,SBI13 ACT010211,SBI13 ACT010211 Office of Criminal Justice Reform HQ,0,0,0
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1311002,P13OCJR Programme Costs,SBI13,ACT010211,SBI13 ACT010211,SBI13 ACT010211 Office of Criminal Justice Reform HQ,0,0,0
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1311007,P13CICA NDPB Programme Costs,SBI13,ACT010109,SBI13 ACT010109,SBI13 ACT0101 Criminal Injuries Compensation,0,0,0
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1311020,P13CCRC NDPB Programme Costs,SBI13,ACT010503,SBI13 ACT010503,SBI13 ACT0105 Criminal Cases Review Commission,-2,-2,-2
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1311024,P13YJB NDPB Programme Costs,SBI13,ACT010502,SBI13 ACT010502,SBI13 ACT0105 Youth Justice Board,0,0,0
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1311030,P13NOMS NPS LAB DEL Programme Costs,SBI13,ACT010107,SBI13 ACT010107,SBI13 ACT0101 Probation,0,0,0
Dept047,Justice,Justice,DEL,Resource,GCA,B3502,Income from sales of goods and services,P1311049,P13NOMS HQ Admin Costs,SBI13,ACT010212,SBI13 ACT010212,SBI13 ACT010212 National Offender Management Service HQ,-25,-155,-25
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1311050,P13NOMS HQ Programme Costs,SBI13,ACT010212,SBI13 ACT010212,SBI13 ACT010212 National Offender Management Service HQ,-3402,-3629,-3402
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1311076,P13Parole Board NDPB Programme Costs,SBI13,ACT010108,SBI13 ACT010108,SBI13 ACT0101 Parole Board,0,0,0
Dept047,Justice,Justice,DEL,Resource,GCA,B3502,Income from sales of goods and services,P1311301,P13 Criminal Justice Group HQ Admin Costs,SBI13,ACT010211,SBI13 ACT010211,SBI13 ACT010211 Office of Criminal Justice Reform HQ,-39,-39,-39
Dept047,Justice,Justice,DEL,Resource,Prog,B3502,Income from sales of goods and services,P1311302,P13 Criminal Justice Group HQ Programme Costs,SBI13,ACT010211,SBI13 ACT010211,SBI13 ACT010211 Office of Criminal Justice Reform HQ,-180,-180,-180
Dept047,Justice,Justice,DEL,Resource,GCA,B3502,Income from sales of goods and services,P38SO010,P38 Secretary of State for Scotland - ADMIN,SBI13,ACT0201,SBI13 ACT0201,SBI13 ACT02 Scotland Office,-42,-42,-42
Dept047,Justice,Justice,DEL,Resource,GCA,B3502,Income from sales of goods and services,P38SO020,P38 Office of the Advocate General - Admin,SBI13,ACT0201,SBI13 ACT0201,SBI13 ACT02 Scotland Office,-92,-92,-92
Dept047,Justice,Justice,DEL,Resource,GCA,B3502,Income from sales of goods and services,P3901,P39Pay and Admin,SBI13,ACT0301,SBI13 ACT0301,SBI13 ACT03 Wales Office,0,0,0
Dept047,Justice,Justice,AME,Resource,Prog,D4002,Net public service pensions,P1310033,P13JPS Programme Costs (Voted),SBI13,ACT04,SBI13 ACT04,SBI13 Judical Pensions Scheme,-7407,-7407,-7407
Dept047,Justice,Justice,DEL,Resource,GCA,A1501,Pay,P1310000,P13Corporate Performance Group Administration Costs,SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,3064,3114,3312
Dept047,Justice,Justice,DEL,Resource,Prog,A1501,Pay,P1310003,P13Corporate Performance Group Programme Costs,SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,559,940,1342
Dept047,Justice,Justice,DEL,Resource,Prog,A1501,Pay,P1310012,P13LSC Admin NDPB Programme Costs,SBI13,ACT010501,SBI13 ACT010501,SBI13 ACT0105 Legal Services Commission: administration,4527,4250,4670
Dept047,Justice,Justice,DEL,Resource,Prog,A1501,Pay,P1310024,P13Corporate Performance Group Judicial Salaries (Consolidated Fund),SBI13,ACT010102,SBI13 ACT010102,SBI13 ACT0101 Headquarters and associated offices,0,0,0
Dept047,Justice,Justice,DEL,Resource,Prog,A1501,Pay,P1310026,P13OPG Programme Costs,SBI13,ACT010203,SBI13 ACT010203,SBI13 ACT0102 Public Guardianship Office,1077,1141,1080
Dept047,Justice,Justice,DEL,Resource,Prog,A1501,Pay,P1310030,P13ICO NDPB Programme Costs,SBI13,ACT010205,SBI13 ACT010205,SBI13 ACT0102 Information Commissioner's Office,808,861,839
Dept047,Justice,Justice,DEL,Resource,GCA,A1501,Pay,P1310040,P13HMCS Administration Costs,SBI13,ACT010201,SBI13 ACT010201,SBI13 ACT0102 HM Courts Service,400,475,438
Dept047,Justice,Justice,DEL,Resource,Prog,A1501,Pay,P1310041,P13HMCS Programme Costs,SBI13,ACT010201,SBI13 ACT010201,SBI13 ACT0102 HM Courts Service,43151,44537,43833
