Supplier,Payment Date,Amount
REDACT PERSONAL INFORMATION,13/03/2012,747.09
REDACT PERSONAL INFORMATION,13/03/2012,823.60
REDACT PERSONAL INFORMATION,13/03/2012,823.60
REDACT PERSONAL INFORMATION,13/03/2012,1032.00
REDACT PERSONAL INFORMATION,13/03/2012,1032.00
REDACT PERSONAL INFORMATION,13/03/2012,1867.20
REDACT PERSONAL INFORMATION,13/03/2012,1867.20
REDACT PERSONAL INFORMATION,13/03/2012,855.00
REDACT PERSONAL INFORMATION,13/03/2012,2220.20
REDACT PERSONAL INFORMATION,13/03/2012,2220.20
REDACT PERSONAL INFORMATION,13/03/2012,14798.70
REDACT PERSONAL INFORMATION,13/03/2012,1442.00
REDACT PERSONAL INFORMATION,13/03/2012,1442.00
REDACT PERSONAL INFORMATION,13/03/2012,3355.72
REDACT PERSONAL INFORMATION,13/03/2012,3587.14
REDACT PERSONAL INFORMATION,13/03/2012,2216.40
REDACT PERSONAL INFORMATION,13/03/2012,2216.40
REDACT PERSONAL INFORMATION,13/03/2012,2398.40
REDACT PERSONAL INFORMATION,13/03/2012,2398.40
REDACT PERSONAL INFORMATION,13/03/2012,2565.00
REDACT PERSONAL INFORMATION,13/03/2012,2565.00
REDACT PERSONAL INFORMATION,13/03/2012,3000.00
REDACT PERSONAL INFORMATION,13/03/2012,3000.00
REDACT PERSONAL INFORMATION,13/03/2012,3000.00
REDACT PERSONAL INFORMATION,13/03/2012,1147.30
REDACT PERSONAL INFORMATION,13/03/2012,1431.82
REDACT PERSONAL INFORMATION,13/03/2012,3235.79
REDACT PERSONAL INFORMATION,13/03/2012,3424.83
REDACT PERSONAL INFORMATION,13/03/2012,3235.79
REDACT PERSONAL INFORMATION,13/03/2012,3235.79
REDACT PERSONAL INFORMATION,13/03/2012,3424.83
REDACT PERSONAL INFORMATION,13/03/2012,3424.83
REDACT PERSONAL INFORMATION,13/03/2012,3235.79
REDACT PERSONAL INFORMATION,13/03/2012,3424.83
REDACT PERSONAL INFORMATION,13/03/2012,3335.87
REDACT PERSONAL INFORMATION,13/03/2012,4930.87
REDACT PERSONAL INFORMATION,13/03/2012,3530.75
REDACT PERSONAL INFORMATION,13/03/2012,3530.75
REDACT PERSONAL INFORMATION,13/03/2012,3530.75
REDACT PERSONAL INFORMATION,13/03/2012,3530.75
REDACT PERSONAL INFORMATION,13/03/2012,3354.21
REDACT PERSONAL INFORMATION,13/03/2012,3354.21
REDACT PERSONAL INFORMATION,13/03/2012,3169.08
REDACT PERSONAL INFORMATION,13/03/2012,3354.21
REDACT PERSONAL INFORMATION,13/03/2012,3530.75
REDACT PERSONAL INFORMATION,13/03/2012,3335.87
REDACT PERSONAL INFORMATION,13/03/2012,3335.87
REDACT PERSONAL INFORMATION,13/03/2012,3335.87
REDACT PERSONAL INFORMATION,13/03/2012,3169.08
REDACT PERSONAL INFORMATION,13/03/2012,3169.08
REDACT PERSONAL INFORMATION,13/03/2012,3265.94
REDACT PERSONAL INFORMATION,13/03/2012,3265.94
REDACT PERSONAL INFORMATION,13/03/2012,3265.94
REDACT PERSONAL INFORMATION,13/03/2012,3487.25
REDACT PERSONAL INFORMATION,13/03/2012,3235.79
REDACT PERSONAL INFORMATION,13/03/2012,3235.79
REDACT PERSONAL INFORMATION,13/03/2012,3235.79
REDACT PERSONAL INFORMATION,13/03/2012,3235.79
REDACT PERSONAL INFORMATION,13/03/2012,3235.79
REDACT PERSONAL INFORMATION,13/03/2012,2216.40
REDACT PERSONAL INFORMATION,13/03/2012,3235.79
REDACT PERSONAL INFORMATION,13/03/2012,4330.28
REDACT PERSONAL INFORMATION,13/03/2012,2216.40
REDACT PERSONAL INFORMATION,13/03/2012,5294.53
REDACT PERSONAL INFORMATION,13/03/2012,3235.79
REDACT PERSONAL INFORMATION,13/03/2012,3235.79
REDACT PERSONAL INFORMATION,13/03/2012,548.00
REDACT PERSONAL INFORMATION,13/03/2012,3335.87
REDACT PERSONAL INFORMATION,13/03/2012,548.00
REDACT PERSONAL INFORMATION,13/03/2012,3235.79
REDACT PERSONAL INFORMATION,13/03/2012,835.20
REDACT PERSONAL INFORMATION,13/03/2012,3335.87
REDACT PERSONAL INFORMATION,13/03/2012,3335.87
REDACT PERSONAL INFORMATION,13/03/2012,3235.79
REDACT PERSONAL INFORMATION,13/03/2012,835.20
REDACT PERSONAL INFORMATION,13/03/2012,4228.60
REDACT PERSONAL INFORMATION,13/03/2012,2383.00
REDACT PERSONAL INFORMATION,13/03/2012,3235.79
REDACT PERSONAL INFORMATION,13/03/2012,770.36
REDACT PERSONAL INFORMATION,13/03/2012,3105.81
REDACT PERSONAL INFORMATION,13/03/2012,2999.92
REDACT PERSONAL INFORMATION,13/03/2012,1882.00
REDACT PERSONAL INFORMATION,13/03/2012,1882.00
REDACT PERSONAL INFORMATION,13/03/2012,584.60
REDACT PERSONAL INFORMATION,13/03/2012,584.60
REDACT PERSONAL INFORMATION,13/03/2012,774.00
REDACT PERSONAL INFORMATION,13/03/2012,744.00
REDACT PERSONAL INFORMATION,13/03/2012,1882.00
REDACT PERSONAL INFORMATION,13/03/2012,1882.00
REDACT PERSONAL INFORMATION,13/03/2012,539.00
REDACT PERSONAL INFORMATION,13/03/2012,539.00
REDACT PERSONAL INFORMATION,13/03/2012,633.88
REDACT PERSONAL INFORMATION,13/03/2012,3306.00
REDACT PERSONAL INFORMATION,13/03/2012,1093.00
REDACT PERSONAL INFORMATION,13/03/2012,1093.00
REDACT PERSONAL INFORMATION,13/03/2012,744.00
REDACT PERSONAL INFORMATION,13/03/2012,744.00
REDACT PERSONAL INFORMATION,13/03/2012,3306.00
REDACT PERSONAL INFORMATION,13/03/2012,2383.00
REDACT PERSONAL INFORMATION,13/03/2012,1070.00
REDACT PERSONAL INFORMATION,13/03/2012,1070.00
REDACT PERSONAL INFORMATION,13/03/2012,698.00
REDACT PERSONAL INFORMATION,13/03/2012,698.00
REDACT PERSONAL INFORMATION,13/03/2012,783.00
REDACT PERSONAL INFORMATION,13/03/2012,783.00
REDACT PERSONAL INFORMATION,14/03/2012,1560.00
REDACT PERSONAL INFORMATION,14/03/2012,1560.00
REDACT PERSONAL INFORMATION,14/03/2012,547.20
REDACT PERSONAL INFORMATION,14/03/2012,1560.00
REDACT PERSONAL INFORMATION,14/03/2012,5663.41
REDACT PERSONAL INFORMATION,14/03/2012,3400.00
REDACT PERSONAL INFORMATION,14/03/2012,3800.00
REDACT PERSONAL INFORMATION,14/03/2012,2429.32
REDACT PERSONAL INFORMATION,14/03/2012,1854.76
REDACT PERSONAL INFORMATION,14/03/2012,2429.32
REDACT PERSONAL INFORMATION,14/03/2012,2429.32
REDACT PERSONAL INFORMATION,14/03/2012,2508.80
REDACT PERSONAL INFORMATION,14/03/2012,1854.76
REDACT PERSONAL INFORMATION,14/03/2012,2429.32
REDACT PERSONAL INFORMATION,14/03/2012,1972.00
REDACT PERSONAL INFORMATION,14/03/2012,2958.00
REDACT PERSONAL INFORMATION,14/03/2012,2768.00
REDACT PERSONAL INFORMATION,14/03/2012,5231.43
REDACT PERSONAL INFORMATION,14/03/2012,2508.80
REDACT PERSONAL INFORMATION,14/03/2012,13208.79
REDACT PERSONAL INFORMATION,14/03/2012,2429.32
REDACT PERSONAL INFORMATION,14/03/2012,6642.68
REDACT PERSONAL INFORMATION,14/03/2012,3041.10
REDACT PERSONAL INFORMATION,14/03/2012,3041.10
REDACT PERSONAL INFORMATION,14/03/2012,3032.24
REDACT PERSONAL INFORMATION,14/03/2012,2933.06
REDACT PERSONAL INFORMATION,14/03/2012,3136.06
REDACT PERSONAL INFORMATION,14/03/2012,3385.82
REDACT PERSONAL INFORMATION,14/03/2012,2768.00
REDACT PERSONAL INFORMATION,14/03/2012,2520.00
REDACT PERSONAL INFORMATION,14/03/2012,1275.00
REDACT PERSONAL INFORMATION,14/03/2012,2768.00
REDACT PERSONAL INFORMATION,14/03/2012,850.00
REDACT PERSONAL INFORMATION,14/03/2012,2768.00
REDACT PERSONAL INFORMATION,14/03/2012,3020.00
REDACT PERSONAL INFORMATION,14/03/2012,1854.76
REDACT PERSONAL INFORMATION,14/03/2012,2520.00
REDACT PERSONAL INFORMATION,14/03/2012,2429.32
REDACT PERSONAL INFORMATION,14/03/2012,3020.00
REDACT PERSONAL INFORMATION,14/03/2012,2429.32
REDACT PERSONAL INFORMATION,14/03/2012,12484.01
REDACT PERSONAL INFORMATION,14/03/2012,2768.00
REDACT PERSONAL INFORMATION,14/03/2012,3560.57
REDACT PERSONAL INFORMATION,14/03/2012,3020.00
REDACT PERSONAL INFORMATION,14/03/2012,5234.57
REDACT PERSONAL INFORMATION,14/03/2012,3432.63
REDACT PERSONAL INFORMATION,14/03/2012,537.60
REDACT PERSONAL INFORMATION,14/03/2012,1854.76
REDACT PERSONAL INFORMATION,14/03/2012,3041.10
REDACT PERSONAL INFORMATION,14/03/2012,3041.00
REDACT PERSONAL INFORMATION,14/03/2012,2429.32
REDACT PERSONAL INFORMATION,14/03/2012,5535.71
REDACT PERSONAL INFORMATION,14/03/2012,2508.80
REDACT PERSONAL INFORMATION,14/03/2012,665.80
REDACT PERSONAL INFORMATION,14/03/2012,2663.21
REDACT PERSONAL INFORMATION,14/03/2012,2508.80
REDACT PERSONAL INFORMATION,14/03/2012,1972.00
REDACT PERSONAL INFORMATION,14/03/2012,1806.28
REDACT PERSONAL INFORMATION,14/03/2012,1736.48
REDACT PERSONAL INFORMATION,14/03/2012,1806.28
REDACT PERSONAL INFORMATION,14/03/2012,1806.28
REDACT PERSONAL INFORMATION,14/03/2012,1740.66
REDACT PERSONAL INFORMATION,14/03/2012,723.75
REDACT PERSONAL INFORMATION,14/03/2012,571.69
REDACT PERSONAL INFORMATION,14/03/2012,1054.63
REDACT PERSONAL INFORMATION,14/03/2012,1854.76
REDACT PERSONAL INFORMATION,14/03/2012,769.75
REDACT PERSONAL INFORMATION,14/03/2012,1854.76
REDACT PERSONAL INFORMATION,14/03/2012,1278.94
REDACT PERSONAL INFORMATION,14/03/2012,1854.76
REDACT PERSONAL INFORMATION,14/03/2012,2768.00
REDACT PERSONAL INFORMATION,14/03/2012,3231.47
REDACT PERSONAL INFORMATION,14/03/2012,1408.50
REDACT PERSONAL INFORMATION,14/03/2012,1083.38
REDACT PERSONAL INFORMATION,14/03/2012,1503.00
REDACT PERSONAL INFORMATION,14/03/2012,668.00
REDACT PERSONAL INFORMATION,14/03/2012,5748.33
REDACT PERSONAL INFORMATION,14/03/2012,5748.33
REDACT PERSONAL INFORMATION,14/03/2012,5748.33
REDACT PERSONAL INFORMATION,14/03/2012,5748.33
REDACT PERSONAL INFORMATION,14/03/2012,5748.33
REDACT PERSONAL INFORMATION,14/03/2012,1550.00
REDACT PERSONAL INFORMATION,14/03/2012,4628.92
REDACT PERSONAL INFORMATION,14/03/2012,1000.00
REDACT PERSONAL INFORMATION,14/03/2012,1155.00
REDACT PERSONAL INFORMATION,15/03/2012,581.00
REDACT PERSONAL INFORMATION,15/03/2012,501.00
REDACT PERSONAL INFORMATION,15/03/2012,504.12
REDACT PERSONAL INFORMATION,15/03/2012,1347.75
REDACT PERSONAL INFORMATION,15/03/2012,1503.00
REDACT PERSONAL INFORMATION,15/03/2012,808.50
REDACT PERSONAL INFORMATION,15/03/2012,751.50
REDACT PERSONAL INFORMATION,15/03/2012,706.00
REDACT PERSONAL INFORMATION,15/03/2012,4849.29
REDACT PERSONAL INFORMATION,15/03/2012,2171.43
REDACT PERSONAL INFORMATION,15/03/2012,2004.00
REDACT PERSONAL INFORMATION,15/03/2012,3509.70
REDACT PERSONAL INFORMATION,15/03/2012,5024.21
REDACT PERSONAL INFORMATION,15/03/2012,3215.52
REDACT PERSONAL INFORMATION,15/03/2012,783.00
REDACT PERSONAL INFORMATION,15/03/2012,3074.87
REDACT PERSONAL INFORMATION,15/03/2012,2176.24
REDACT PERSONAL INFORMATION,15/03/2012,3215.52
REDACT PERSONAL INFORMATION,15/03/2012,545.50
REDACT PERSONAL INFORMATION,15/03/2012,2007.61
REDACT PERSONAL INFORMATION,15/03/2012,3039.04
REDACT PERSONAL INFORMATION,15/03/2012,542.69
REDACT PERSONAL INFORMATION,15/03/2012,3186.12
REDACT PERSONAL INFORMATION,15/03/2012,568.95
REDACT PERSONAL INFORMATION,15/03/2012,1261.05
REDACT PERSONAL INFORMATION,15/03/2012,2894.80
REDACT PERSONAL INFORMATION,15/03/2012,516.93
REDACT PERSONAL INFORMATION,15/03/2012,1662.60
REDACT PERSONAL INFORMATION,15/03/2012,600.60
REDACT PERSONAL INFORMATION,15/03/2012,3339.00
REDACT PERSONAL INFORMATION,15/03/2012,2438.15
REDACT PERSONAL INFORMATION,15/03/2012,3186.00
REDACT PERSONAL INFORMATION,15/03/2012,2882.57
REDACT PERSONAL INFORMATION,15/03/2012,2604.28
REDACT PERSONAL INFORMATION,15/03/2012,12587.55
REDACT PERSONAL INFORMATION,15/03/2012,3100.00
REDACT PERSONAL INFORMATION,15/03/2012,12587.55
REDACT PERSONAL INFORMATION,15/03/2012,3100.00
REDACT PERSONAL INFORMATION,15/03/2012,10628.66
REDACT PERSONAL INFORMATION,15/03/2012,3100.00
REDACT PERSONAL INFORMATION,15/03/2012,501.00
REDACT PERSONAL INFORMATION,15/03/2012,584.60
REDACT PERSONAL INFORMATION,15/03/2012,542.50
REDACT PERSONAL INFORMATION,15/03/2012,520.20
REDACT PERSONAL INFORMATION,15/03/2012,835.20
REDACT PERSONAL INFORMATION,15/03/2012,3509.70
REDACT PERSONAL INFORMATION,15/03/2012,3509.70
REDACT PERSONAL INFORMATION,15/03/2012,15291.99
REDACT PERSONAL INFORMATION,15/03/2012,5611.99
REDACT PERSONAL INFORMATION,15/03/2012,2898.35
REDACT PERSONAL INFORMATION,15/03/2012,5705.92
REDACT PERSONAL INFORMATION,15/03/2012,3355.72
REDACT PERSONAL INFORMATION,15/03/2012,2808.86
REDACT PERSONAL INFORMATION,15/03/2012,2529.25
REDACT PERSONAL INFORMATION,15/03/2012,5269.72
REDACT PERSONAL INFORMATION,15/03/2012,3355.72
REDACT PERSONAL INFORMATION,15/03/2012,4659.47
REDACT PERSONAL INFORMATION,15/03/2012,2550.85
REDACT PERSONAL INFORMATION,15/03/2012,864.00
REDACT PERSONAL INFORMATION,15/03/2012,1116.00
REDACT PERSONAL INFORMATION,15/03/2012,1044.00
REDACT PERSONAL INFORMATION,15/03/2012,1044.00
REDACT PERSONAL INFORMATION,15/03/2012,604.00
REDACT PERSONAL INFORMATION,15/03/2012,622.60
REDACT PERSONAL INFORMATION,15/03/2012,591.25
REDACT PERSONAL INFORMATION,15/03/2012,942.00
REDACT PERSONAL INFORMATION,15/03/2012,650.00
REDACT PERSONAL INFORMATION,15/03/2012,3753.43
REDACT PERSONAL INFORMATION,15/03/2012,850.00
REDACT PERSONAL INFORMATION,15/03/2012,3355.72
REDACT PERSONAL INFORMATION,15/03/2012,3355.72
REDACT PERSONAL INFORMATION,16/03/2012,7796.40
REDACT PERSONAL INFORMATION,16/03/2012,1548.12
REDACT PERSONAL INFORMATION,16/03/2012,1674.12
REDACT PERSONAL INFORMATION,16/03/2012,690.48
REDACT PERSONAL INFORMATION,16/03/2012,690.48
REDACT PERSONAL INFORMATION,16/03/2012,661.06
REDACT PERSONAL INFORMATION,16/03/2012,661.06
REDACT PERSONAL INFORMATION,16/03/2012,3211.55
REDACT PERSONAL INFORMATION,16/03/2012,2269.55
REDACT PERSONAL INFORMATION,16/03/2012,2296.80
REDACT PERSONAL INFORMATION,16/03/2012,2960.23
REDACT PERSONAL INFORMATION,16/03/2012,550.08
REDACT PERSONAL INFORMATION,16/03/2012,565.00
REDACT PERSONAL INFORMATION,16/03/2012,805.70
REDACT PERSONAL INFORMATION,16/03/2012,909.25
REDACT PERSONAL INFORMATION,16/03/2012,584.00
REDACT PERSONAL INFORMATION,16/03/2012,842.00
REDACT PERSONAL INFORMATION,16/03/2012,766.00
REDACT PERSONAL INFORMATION,16/03/2012,1680.50
REDACT PERSONAL INFORMATION,16/03/2012,8393.62
REDACT PERSONAL INFORMATION,16/03/2012,586.00
REDACT PERSONAL INFORMATION,16/03/2012,15291.99
REDACT PERSONAL INFORMATION,16/03/2012,3215.52
REDACT PERSONAL INFORMATION,16/03/2012,3382.77
REDACT PERSONAL INFORMATION,16/03/2012,3233.79
REDACT PERSONAL INFORMATION,16/03/2012,3233.79
REDACT PERSONAL INFORMATION,16/03/2012,1890.09
REDACT PERSONAL INFORMATION,16/03/2012,1700.00
REDACT PERSONAL INFORMATION,16/03/2012,4807.33
REDACT PERSONAL INFORMATION,16/03/2012,3233.79
REDACT PERSONAL INFORMATION,16/03/2012,2465.00
REDACT PERSONAL INFORMATION,16/03/2012,3233.79
REDACT PERSONAL INFORMATION,16/03/2012,3215.27
REDACT PERSONAL INFORMATION,16/03/2012,3011.67
REDACT PERSONAL INFORMATION,16/03/2012,681.65
REDACT PERSONAL INFORMATION,16/03/2012,593.50
REDACT PERSONAL INFORMATION,16/03/2012,592.00
REDACT PERSONAL INFORMATION,16/03/2012,573.50
REDACT PERSONAL INFORMATION,16/03/2012,570.00
REDACT PERSONAL INFORMATION,16/03/2012,741.00
REDACT PERSONAL INFORMATION,16/03/2012,500.00
REDACT PERSONAL INFORMATION,16/03/2012,775.00
REDACT PERSONAL INFORMATION,16/03/2012,1860.00
REDACT PERSONAL INFORMATION,16/03/2012,1560.00
REDACT PERSONAL INFORMATION,16/03/2012,1550.00
REDACT PERSONAL INFORMATION,16/03/2012,1087.50
REDACT PERSONAL INFORMATION,16/03/2012,1087.50
REDACT PERSONAL INFORMATION,16/03/2012,1550.00
REDACT PERSONAL INFORMATION,16/03/2012,1450.00
REDACT PERSONAL INFORMATION,16/03/2012,1551.00
REDACT PERSONAL INFORMATION,16/03/2012,1275.00
REDACT PERSONAL INFORMATION,16/03/2012,1064.00
REDACT PERSONAL INFORMATION,16/03/2012,1126.50
REDACT PERSONAL INFORMATION,16/03/2012,725.00
REDACT PERSONAL INFORMATION,16/03/2012,725.00
REDACT PERSONAL INFORMATION,16/03/2012,1160.00
REDACT PERSONAL INFORMATION,16/03/2012,1450.00
REDACT PERSONAL INFORMATION,16/03/2012,1450.00
REDACT PERSONAL INFORMATION,16/03/2012,1595.00
REDACT PERSONAL INFORMATION,16/03/2012,1395.00
REDACT PERSONAL INFORMATION,16/03/2012,1305.00
REDACT PERSONAL INFORMATION,16/03/2012,1305.00
REDACT PERSONAL INFORMATION,16/03/2012,11353.54
REDACT PERSONAL INFORMATION,20/03/2012,2394.00
REDACT PERSONAL INFORMATION,19/03/2012,3437.28
REDACT PERSONAL INFORMATION,19/03/2012,3169.29
REDACT PERSONAL INFORMATION,19/03/2012,3169.29
REDACT PERSONAL INFORMATION,19/03/2012,3293.57
REDACT PERSONAL INFORMATION,19/03/2012,1500.00
REDACT PERSONAL INFORMATION,19/03/2012,3107.14
REDACT PERSONAL INFORMATION,19/03/2012,2400.00
REDACT PERSONAL INFORMATION,19/03/2012,2400.00
REDACT PERSONAL INFORMATION,19/03/2012,1300.00
REDACT PERSONAL INFORMATION,19/03/2012,1400.00
REDACT PERSONAL INFORMATION,19/03/2012,4620.00
REDACT PERSONAL INFORMATION,19/03/2012,596.87
REDACT PERSONAL INFORMATION,19/03/2012,597.83
REDACT PERSONAL INFORMATION,19/03/2012,555.00
REDACT PERSONAL INFORMATION,19/03/2012,1371.82
REDACT PERSONAL INFORMATION,19/03/2012,1684.50
REDACT PERSONAL INFORMATION,19/03/2012,1529.63
REDACT PERSONAL INFORMATION,19/03/2012,1702.01
REDACT PERSONAL INFORMATION,19/03/2012,858.66
REDACT PERSONAL INFORMATION,19/03/2012,613.93
REDACT PERSONAL INFORMATION,19/03/2012,1569.90
REDACT PERSONAL INFORMATION,19/03/2012,668.00
REDACT PERSONAL INFORMATION,19/03/2012,577.00
REDACT PERSONAL INFORMATION,19/03/2012,1182.00
REDACT PERSONAL INFORMATION,19/03/2012,899.50
REDACT PERSONAL INFORMATION,19/03/2012,592.08
REDACT PERSONAL INFORMATION,19/03/2012,1117.75
REDACT PERSONAL INFORMATION,19/03/2012,3456.81
REDACT PERSONAL INFORMATION,19/03/2012,5138.87
REDACT PERSONAL INFORMATION,19/03/2012,2635.00
REDACT PERSONAL INFORMATION,19/03/2012,3456.81
REDACT PERSONAL INFORMATION,19/03/2012,894.65
REDACT PERSONAL INFORMATION,19/03/2012,1573.32
REDACT PERSONAL INFORMATION,19/03/2012,748.00
REDACT PERSONAL INFORMATION,19/03/2012,2299.46
REDACT PERSONAL INFORMATION,19/03/2012,3751.75
REDACT PERSONAL INFORMATION,19/03/2012,3146.63
REDACT PERSONAL INFORMATION,19/03/2012,3616.06
REDACT PERSONAL INFORMATION,19/03/2012,3456.81
REDACT PERSONAL INFORMATION,19/03/2012,3456.81
REDACT PERSONAL INFORMATION,19/03/2012,963.90
REDACT PERSONAL INFORMATION,19/03/2012,2730.13
REDACT PERSONAL INFORMATION,19/03/2012,938.94
REDACT PERSONAL INFORMATION,19/03/2012,14704.54
REDACT PERSONAL INFORMATION,19/03/2012,618.78
REDACT PERSONAL INFORMATION,19/03/2012,3804.01
REDACT PERSONAL INFORMATION,19/03/2012,3804.01
REDACT PERSONAL INFORMATION,19/03/2012,552.83
REDACT PERSONAL INFORMATION,19/03/2012,1508.00
REDACT PERSONAL INFORMATION,19/03/2012,500.00
REDACT PERSONAL INFORMATION,19/03/2012,750.00
REDACT PERSONAL INFORMATION,19/03/2012,500.00
REDACT PERSONAL INFORMATION,19/03/2012,500.00
REDACT PERSONAL INFORMATION,19/03/2012,500.00
REDACT PERSONAL INFORMATION,19/03/2012,500.00
REDACT PERSONAL INFORMATION,19/03/2012,500.00
REDACT PERSONAL INFORMATION,19/03/2012,500.00
REDACT PERSONAL INFORMATION,19/03/2012,600.00
REDACT PERSONAL INFORMATION,19/03/2012,2120.46
REDACT PERSONAL INFORMATION,19/03/2012,1764.46
REDACT PERSONAL INFORMATION,19/03/2012,856.58
REDACT PERSONAL INFORMATION,19/03/2012,1537.18
REDACT PERSONAL INFORMATION,19/03/2012,1496.44
REDACT PERSONAL INFORMATION,19/03/2012,1502.54
REDACT PERSONAL INFORMATION,19/03/2012,602.80
REDACT PERSONAL INFORMATION,19/03/2012,864.48
REDACT PERSONAL INFORMATION,19/03/2012,518.25
REDACT PERSONAL INFORMATION,19/03/2012,1046.95
REDACT PERSONAL INFORMATION,19/03/2012,761.50
REDACT PERSONAL INFORMATION,19/03/2012,604.73
REDACT PERSONAL INFORMATION,19/03/2012,817.71
REDACT PERSONAL INFORMATION,19/03/2012,1993.62
REDACT PERSONAL INFORMATION,19/03/2012,518.25
REDACT PERSONAL INFORMATION,19/03/2012,558.36
REDACT PERSONAL INFORMATION,19/03/2012,11589.00
REDACT PERSONAL INFORMATION,20/03/2012,2106.00
REDACT PERSONAL INFORMATION,20/03/2012,990.00
REDACT PERSONAL INFORMATION,20/03/2012,794.56
REDACT PERSONAL INFORMATION,20/03/2012,550.08
REDACT PERSONAL INFORMATION,20/03/2012,550.08
REDACT PERSONAL INFORMATION,20/03/2012,672.32
REDACT PERSONAL INFORMATION,20/03/2012,855.68
REDACT PERSONAL INFORMATION,20/03/2012,792.00
REDACT PERSONAL INFORMATION,20/03/2012,1512.00
REDACT PERSONAL INFORMATION,20/03/2012,600.00
REDACT PERSONAL INFORMATION,20/03/2012,3804.01
REDACT PERSONAL INFORMATION,20/03/2012,1512.00
REDACT PERSONAL INFORMATION,20/03/2012,794.56
REDACT PERSONAL INFORMATION,20/03/2012,792.00
REDACT PERSONAL INFORMATION,20/03/2012,794.56
REDACT PERSONAL INFORMATION,20/03/2012,6300.30
REDACT PERSONAL INFORMATION,20/03/2012,562.88
REDACT PERSONAL INFORMATION,20/03/2012,590.08
REDACT PERSONAL INFORMATION,20/03/2012,14305.41
REDACT PERSONAL INFORMATION,20/03/2012,11347.41
REDACT PERSONAL INFORMATION,20/03/2012,2312.00
REDACT PERSONAL INFORMATION,21/03/2012,27249.00
REDACT PERSONAL INFORMATION,21/03/2012,16065.60
REDACT PERSONAL INFORMATION,21/03/2012,1164.60
REDACT PERSONAL INFORMATION,21/03/2012,767.40
REDACT PERSONAL INFORMATION,21/03/2012,979.80
REDACT PERSONAL INFORMATION,21/03/2012,4572.00
REDACT PERSONAL INFORMATION,21/03/2012,7800.00
REDACT PERSONAL INFORMATION,21/03/2012,1205.00
REDACT PERSONAL INFORMATION,21/03/2012,3232.99
REDACT PERSONAL INFORMATION,21/03/2012,3454.33
REDACT PERSONAL INFORMATION,21/03/2012,835.28
REDACT PERSONAL INFORMATION,21/03/2012,1071.00
REDACT PERSONAL INFORMATION,21/03/2012,3002.57
REDACT PERSONAL INFORMATION,21/03/2012,3454.33
REDACT PERSONAL INFORMATION,21/03/2012,705.76
REDACT PERSONAL INFORMATION,21/03/2012,3454.33
REDACT PERSONAL INFORMATION,21/03/2012,3232.99
REDACT PERSONAL INFORMATION,21/03/2012,540.13
REDACT PERSONAL INFORMATION,21/03/2012,3454.33
REDACT PERSONAL INFORMATION,21/03/2012,3454.33
REDACT PERSONAL INFORMATION,21/03/2012,3232.99
REDACT PERSONAL INFORMATION,21/03/2012,3448.00
REDACT PERSONAL INFORMATION,21/03/2012,6776.42
REDACT PERSONAL INFORMATION,21/03/2012,3448.00
REDACT PERSONAL INFORMATION,21/03/2012,3454.33
REDACT PERSONAL INFORMATION,21/03/2012,1116.00
REDACT PERSONAL INFORMATION,21/03/2012,936.00
REDACT PERSONAL INFORMATION,21/03/2012,1116.00
REDACT PERSONAL INFORMATION,21/03/2012,1044.00
REDACT PERSONAL INFORMATION,21/03/2012,3792.16
REDACT PERSONAL INFORMATION,21/03/2012,1044.00
REDACT PERSONAL INFORMATION,21/03/2012,1050.00
REDACT PERSONAL INFORMATION,21/03/2012,1044.00
REDACT PERSONAL INFORMATION,21/03/2012,1044.00
REDACT PERSONAL INFORMATION,21/03/2012,1044.00
REDACT PERSONAL INFORMATION,21/03/2012,1218.00
REDACT PERSONAL INFORMATION,21/03/2012,1116.00
REDACT PERSONAL INFORMATION,21/03/2012,1550.00
REDACT PERSONAL INFORMATION,21/03/2012,1305.00
REDACT PERSONAL INFORMATION,21/03/2012,750.00
REDACT PERSONAL INFORMATION,21/03/2012,5913.25
REDACT PERSONAL INFORMATION,21/03/2012,3439.98
REDACT PERSONAL INFORMATION,21/03/2012,3439.98
REDACT PERSONAL INFORMATION,21/03/2012,4643.98
REDACT PERSONAL INFORMATION,21/03/2012,3439.98
REDACT PERSONAL INFORMATION,22/03/2012,6916.00
REDACT PERSONAL INFORMATION,22/03/2012,780.00
REDACT PERSONAL INFORMATION,26/03/2012,937.50
REDACT PERSONAL INFORMATION,22/03/2012,1116.00
REDACT PERSONAL INFORMATION,22/03/2012,6815.57
REDACT PERSONAL INFORMATION,22/03/2012,12129.99
REDACT PERSONAL INFORMATION,22/03/2012,3587.15
REDACT PERSONAL INFORMATION,22/03/2012,1451.07
REDACT PERSONAL INFORMATION,22/03/2012,1625.20
REDACT PERSONAL INFORMATION,22/03/2012,1625.20
REDACT PERSONAL INFORMATION,22/03/2012,1625.20
REDACT PERSONAL INFORMATION,22/03/2012,5633.15
REDACT PERSONAL INFORMATION,22/03/2012,2767.68
REDACT PERSONAL INFORMATION,22/03/2012,3439.98
REDACT PERSONAL INFORMATION,22/03/2012,3439.98
REDACT PERSONAL INFORMATION,22/03/2012,3439.98
REDACT PERSONAL INFORMATION,22/03/2012,3439.98
REDACT PERSONAL INFORMATION,22/03/2012,3534.00
REDACT PERSONAL INFORMATION,22/03/2012,3534.00
REDACT PERSONAL INFORMATION,22/03/2012,7078.23
