DeclarationDate,YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,DecisionControlDate_Month,ControlDate,ConsignorCountryCode,DPE_Name,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,DescriptionOfCommodity,TotalNumberOfPackages,TotalNetWeight_kg,CommodityIntendedFor,DocumentaryCheck,AcceptableForTransfer,NotAcceptable1,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,AcceptableForReleaseForFreeCirculation,NotAcceptable2,ReasonForRefusal,DecsionControlDate,NumberOfConsignments
2017-07-25,2017,Q3,Jul,25,2017-07,,CN,Heathrow,CN,China,GB,GB,7049090,Other,329,1875.3,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,IN,Heathrow,IN,India,GB,GB,14049000,Other,200,800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,20081191,In immediate packings of a net content exceeding 1|kg,960,24000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,20081191,In immediate packings of a net content exceeding 1|kg,960,24000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,7108051,Sweet peppers,20,22000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,7108051,Sweet peppers,770,7700,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,3360,42000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,3360,42000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),240,160,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,CN,Felixstowe P,CN,China,NL,GB,12024200,Shelled whether or not broken,780,19500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,CN,Felixstowe P,CN,China,NL,GB,12024200,Shelled whether or not broken,780,19500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,CN,Felixstowe P,CN,China,NL,GB,12024200,Shelled whether or not broken,780,19500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25060,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,EG,Heathrow,EG,Egypt,GB,GB,8061010,Table grapes,380,845,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,160,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,40,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,200,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,40,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,80620,Dried,320,4000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,UG,Heathrow,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),73,423,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,CN,Felixstowe P,CN,China,NL,GB,12024200,Shelled whether or not broken,760,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,CN,Felixstowe P,CN,China,NL,GB,12024200,Shelled whether or not broken,20,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,CN,Felixstowe P,CN,China,NL,GB,12024200,Shelled whether or not broken,780,19500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,JP,Felixstowe P,JP,Japan,GB,GB,21039090,Other,865,9050,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,20,18000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25140,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-08,,JP,London Gateway,JP,Japan,GB,GB,21039090,Other,430,7497.2,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,caesium-134,satisfactory,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-08,,JP,London Gateway,JP,Japan,GB,GB,21039090,Other,430,7497.2,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,caesium-137,satisfactory,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-08,,JP,London Gateway,JP,Japan,GB,GB,21069098,Other,430,7497.2,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,caesium-134,satisfactory,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-08,,JP,London Gateway,JP,Japan,GB,GB,21069098,Other,430,7497.2,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,caesium-137,satisfactory,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-08,,TR,Felixstowe P,TR,Turkey,NL,GB,20081919,Other,250,2500,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-08,,TR,Felixstowe P,TR,Turkey,FR,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-08,,TR,Bristol P,TR,Turkey,GB,GB,8062030,Sultanas,1630,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-08,,US,Southampton P,US,United States,GB,GB,8025100,In shell,369,19414,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-08,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,192,4800,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-08,,CN,Felixstowe P,CN,China,NL,GB,12024200,Shelled whether or not broken,780,19500,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-08,,IN,Felixstowe P,IN,India,GB,GB,9042190,Other,100,1000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-08,,GH,London Gateway,GH,Ghana,GB,GB,15119099,Other,1224,13072.32,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Sudan I (CAS number 842-07-9),satisfactory,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-08,,IN,Felixstowe P,IN,India,GB,GB,12074090,Other,760,19000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Salmonella spp.,satisfactory,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-08,,IN,Felixstowe P,IN,India,GB,GB,12074090,Other,20,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-08,,IN,Felixstowe P,IN,India,GB,GB,12074090,Other,20,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-08,,TR,Bristol P,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-25,2017,Q3,Jul,25,2017-08,,CN,Felixstowe P,CN,China,NL,GB,19023090,Other,9000,16200,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,GM rice,satisfactory,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,EG,Heathrow,EG,Egypt,GB,GB,8061010,Table grapes,330,720,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,320,4000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,500,750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,2000,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,1071,3238.7,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,80620,Dried,400,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,IN,Heathrow,IN,India,GB,GB,14049000,Other,180,720,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),732,1098,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),2,60,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),801,1201,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),600,1200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,11063090,Other than 1106 30 10,400,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,KE,Heathrow,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),200,1000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,IN,Heathrow,IN,India,GB,GB,7099990,Other,356,1268,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),722,1083,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,UG,Gatwick,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),45,293,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,252,3780,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,100,600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,154,616,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,UG,Heathrow,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),126,693,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),192,1152,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,KE,Stansted,KE,Kenya,GB,GB,7081000,Peas (Pisum sativum),228,499,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,IN,Felixstowe P,IN,India,GB,GB,12074090,Other,380,9500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,260,3120,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphur dioxide (SO2),satisfactory,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,40,480,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TH,Manchester,TH,Thailand,GB,GB,7096099,Other,31,92,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TH,Manchester,TH,Thailand,GB,GB,7082000,Beans (Vigna spp. Phaseolus spp.),15,73,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,760,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,760,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,760,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,760,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024100,In shell,1640,18598,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024100,In shell,1640,18598,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024100,In shell,1630,18484,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,1800,16200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,1800,16200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,FR,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,DO,Gatwick,DO,Dominican Republic,GB,GB,7082000,Beans (Vigna spp. Phaseolus spp.),110,550,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042190,Other,241,257,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042190,Other,278,383.4,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,IN,Heathrow,IN,India,GB,GB,14049000,Other,100,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,3400,15300,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,EG,Felixstowe P,EG,Egypt,GB,GB,8061010,Table grapes,2496,12480,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,80,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,120,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,IN,Felixstowe P,IN,India,GB,GB,9042200,Crushed or ground,200,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,IN,Felixstowe P,IN,India,GB,GB,12074090,Other,480,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,858,17160,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,800,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,CN,Felixstowe P,CN,China,GB,GB,12024200,Shelled whether or not broken,800,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,24940,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25500,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,24860,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,1000,25040,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,240,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,880,11000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Felixstowe P,TR,Turkey,GB,GB,8131000,Apricots,800,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,CN,London Gateway,CN,China,GB,GB,12024200,Shelled whether or not broken,800,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,CN,London Gateway,CN,China,GB,GB,12024200,Shelled whether or not broken,380,9500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,CN,London Gateway,CN,China,GB,GB,12024200,Shelled whether or not broken,380,9500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25080,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,24520,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,AR,London Gateway,AR,Argentina,GB,GB,12024200,Shelled whether or not broken,20,25040,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-07-26,2017,Q3,Jul,26,2017-07,,TR,Liverpool,TR,Turkey,GB,GB,8062090,Other,1650,20625,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
