Department,Entity,Transaction Date,Expense Type,Expense Area,PES Category,Supplier,Transaction No.,Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/03/2014,WATER SAMPLING - DEVELOPMENT,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000209679,51.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/03/2014,WATER SAMPLING - DEVELOPMENT,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000209680,51.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/03/2014,WATER SAMPLING - DEVELOPMENT,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000209681,51.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/03/2014,WATER SAMPLING - DEVELOPMENT,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000209687,51.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,WATER SAMPLING - OPERATIONAL,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208760,201.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/03/2014,WATER SAMPLING - OPERATIONAL,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208963,219.19
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/03/2014,WATER SAMPLING - OPERATIONAL,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208964,219.19
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/03/2014,WATER SAMPLING - OPERATIONAL,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208965,219.19
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/03/2014,WATER SAMPLING - OPERATIONAL,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000209108,219.19
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2014,WATER SAMPLING - OPERATIONAL,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000209602,223.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2014,WATER SAMPLING - OPERATIONAL,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000209603,265.65
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/03/2014,WATER SAMPLING - OPERATIONAL,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000209682,223.35
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/03/2014,WATER SAMPLING - OPERATIONAL,NON-COAL MINEWATER (DEFRA),PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000209683,274.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2014,CHILDCARE VOUCHERS,PERMISSIONS,PERSONNEL RLTD-STAFF CHILDCARE,FIDELITI LIMITED,0000208785,240.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2014,CHILDCARE VOUCHERS,PERMISSIONS,PERSONNEL RLTD-STAFF CHILDCARE,FIDELITI LIMITED,0000208785,243.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2014,COMMISSION CHARGES-E-COMMERCE,PERMISSIONS,PROF SER FNCL-BANKING&INVSTMNT,STREAMLINE,0000208925,305.78
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/03/2014,CONSULTANCY,PERMISSIONS,SOCIAL CARE-EMERGENCY SERVICES,FAITHFUL & GOULD,0000209334,8124.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,FARES - RAIL,PERMISSIONS,TRAVEL&EVENTS-RAIL,REDFERN TRAVEL LTD,0000208877,435.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2014,FARES - RAIL,PERMISSIONS,TRAVEL&EVENTS-RAIL,STAFF EXPENSES CONTROL,0000209469,289.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,HOTEL ACCOMMODATION,PERMISSIONS,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000208876,129.30
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2014,INCIDENTALS,PERMISSIONS,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000209297,37.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,PERMISSIONS,PROF SER TMP STFF-TEMP WRKERS,STAFFORCE RECRUITMENT,0000208538,445.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/02/2014,PAYMENTS TO AGENCIES FOR TEMPS,PERMISSIONS,PROF SER TMP STFF-TEMP WRKERS,STAFFORCE RECRUITMENT,0000208539,445.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/03/2014,PAYMENTS TO AGENCIES FOR TEMPS,PERMISSIONS,PROF SER TMP STFF-TEMP WRKERS,STAFFORCE RECRUITMENT,0000208819,445.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2014,PAYMENTS TO AGENCIES FOR TEMPS,PERMISSIONS,PROF SER TMP STFF-TEMP WRKERS,STAFFORCE RECRUITMENT,0000209035,445.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2014,PAYMENTS TO AGENCIES FOR TEMPS,PERMISSIONS,PROF SER TMP STFF-TEMP WRKERS,STAFFORCE RECRUITMENT,0000209430,445.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/03/2014,PAYMENTS TO AGENCIES FOR TEMPS,PERMISSIONS,PROF SER TMP STFF-TEMP WRKERS,STAFFORCE RECRUITMENT,0000209667,445.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2014,SUBSISTENCE ALLOWANCES,PERMISSIONS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000209132,21.46
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2014,SUBSISTENCE ALLOWANCES,PERMISSIONS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000209193,4.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2014,SUBSISTENCE ALLOWANCES,PERMISSIONS,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000209297,19.64
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,TRAINING AND EDUCATION,PERMISSIONS,PROF SER LRNG&DEV-STAFF TRNING,ESRI (UK) LIMITED,0000208791,1240.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/02/2014,CAR HIRE,PLANNING & LOCAL AUTH LIAISON,TRAVEL&EVENTS-VEHICLE HIRE,ENTERPRISE RENT A CAR,0000208948,74.98
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/03/2014,CONSULTANCY,PLANNING & LOCAL AUTH LIAISON,PROF SER CNSLTNCY-PROP/CNSTRCN,ANTHONY NORTHCOTE PLANNIN,0000208792,5513.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/03/2014,CONSULTANCY,PLANNING & LOCAL AUTH LIAISON,PROF SER CNSLTNCY-PROP/CNSTRCN,ANTHONY NORTHCOTE PLANNIN,0000209215,3639.24
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,FARES - RAIL,PLANNING & LOCAL AUTH LIAISON,TRAVEL&EVENTS-RAIL,REDFERN TRAVEL LTD,0000208877,118.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2014,FARES - RAIL,PLANNING & LOCAL AUTH LIAISON,TRAVEL&EVENTS-RAIL,COMPANY BARCLAYCARD,0000209132,5.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,HOTEL ACCOMMODATION,PLANNING & LOCAL AUTH LIAISON,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000208876,277.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2014,INCIDENTALS,PLANNING & LOCAL AUTH LIAISON,VEHICLES-FLEET MANAGEMENT,STAFF EXPENSES CONTROL,0000209464,3.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2014,MILEAGE PAYMENTS,PLANNING & LOCAL AUTH LIAISON,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000209456,2.03
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2014,MILEAGE PAYMENTS,PLANNING & LOCAL AUTH LIAISON,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000209464,30.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2014,MILEAGE PAYMENTS,PLANNING & LOCAL AUTH LIAISON,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000209486,50.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/03/2014,STAFF EVENTS,PLANNING & LOCAL AUTH LIAISON,PSPES NOT APPLICABLE,STAFF EXPENSES CONTROL,0000209222,7.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/03/2014,SUBSISTENCE ALLOWANCES,PLANNING & LOCAL AUTH LIAISON,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000209130,15.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2014,SUBSISTENCE ALLOWANCES,PLANNING & LOCAL AUTH LIAISON,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000209132,27.57
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2014,SUBSISTENCE ALLOWANCES,PLANNING & LOCAL AUTH LIAISON,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000209210,29.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2014,SUBSISTENCE ALLOWANCES,PLANNING & LOCAL AUTH LIAISON,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000209456,3.84
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,TRAINING AND EDUCATION,PLANNING & LOCAL AUTH LIAISON,PROF SER LRNG&DEV-STAFF TRNING,RTPI YORKSHIRE,0000208841,1290.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,CONSULTANCY,PROCUREMENT,PROF SER CNSLTNCY-PROCUREMENT,UK SHARED BUSINESS SERV L,0000207861,10115.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/02/2014,CONSULTANCY,PROCUREMENT,PROF SER CNSLTNCY-PROCUREMENT,UK SHARED BUSINESS SERV L,0000208387,11602.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/03/2014,CONSULTANCY,PROCUREMENT,PROF SER CNSLTNCY-PROCUREMENT,UK SHARED BUSINESS SERV L,0000209270,11900.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/03/2014,FARES - RAIL,PROCUREMENT,TRAVEL&EVENTS-RAIL,STAFF EXPENSES CONTROL,0000209485,4.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,HOTEL ACCOMMODATION,PROCUREMENT,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000208876,76.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/01/2014,MEMBERSHIP SUBSCRIPTIONS,PROCUREMENT,PERSONNEL RLTD-STAFF SUBSCRPTN,WOLTERS KLUWER (UK) LTD,0000207959,514.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/02/2014,CONSULTANCY - PROPERTY SALES,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,FRAMPTONS,0000208257,625.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/03/2014,CONSULTANTS OPERATIONS,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-TCHNL CNSLTY,WYG ENV PLANNING TRANSPOR,0000208928,142.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/01/2014,LAND MANAGEMENT-ESTATES,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PROP/CNSTRCN,COOKE & ARKWRIGHT,0000208864,745.89
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/03/2014,LAND MANAGEMENT-ESTATES,PROPERTY MANAGEMENT & SALES,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000208939,329.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/03/2014,LAND MANAGEMENT-ESTATES,PROPERTY MANAGEMENT & SALES,PROF SER TECH-ENGINEERING SER,ATKINS LIMITED,0000209159,1354.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,11/03/2014,LAND MANAGEMENT-ESTATES,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PROP/CNSTRCN,SMITHS GORE,0000209262,100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,LEGAL COSTS,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,NABARRO LLP,0000208782,636.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2014,LEGAL COSTS,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,ANDERSON STRATHERN,0000208813,1425.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/03/2014,LEGAL COSTS,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,WALKER MORRIS,0000208839,6791.10
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/03/2014,LEGAL COSTS,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,ANDERSON STRATHERN,0000208883,3516.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/02/2014,LEGAL COSTS,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,NEWCASTLE CITY COUNCIL,0000209165,750.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/03/2014,LEGAL COSTS,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,NABARRO LLP,0000209166,205.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,04/02/2014,LEGAL FEES - SALES,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,ANDERSON STRATHERN,0000208813,269.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/03/2014,LEGAL FEES - SALES,PROPERTY MANAGEMENT & SALES,PROF SER-LEGAL SERVICES,ANDERSON STRATHERN,0000208883,27.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/03/2014,M/W RATES PAYABLE,PROPERTY MANAGEMENT & SALES,ENERGY&UTILITIES-ELECTRICITY,METHLEY ESTATES (HOLDINGS,0000209549,472.77
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,M/W SCOPING/FEASIBILITY/CONCEP,PROPERTY MANAGEMENT & SALES,PROF SER TECH-ENGINEERING SER,JMC ENGINEERING (UK) LTD,0000208995,1058.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/03/2014,M/W SCOPING/FEASIBILITY/CONCEP,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,ANNUAL LICENCE FEE MONITO,0000209124,500.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/02/2014,M/W SCOPING/FEASIBILITY/CONCEP,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,NEWCASTLE CITY COUNCIL,0000209164,750.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,OTHER CONTRACTOR COSTS,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,JMC ENGINEERING (UK) LTD,0000208741,3927.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/02/2014,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208346,31.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/02/2014,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,PROF SER TECH-FORENSIC/LAB SER,ENVIRONMENTAL SCIENTIFICS,0000208347,52.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000208624,495.31
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,FACILITIES - SECURITY,WERNICK HIRE LIMITED,0000208829,72.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,WASTE MANAGEMENT-WSTE MNGT SER,WERNICK HIRE LIMITED,0000208830,80.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/03/2014,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,CONSTRUCTION-MAIN CONTRACTORS,INTEGRATED WATER SERVICES,0000208933,351.02
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/03/2014,PROPERTY /TIP MAINTENANCE,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000209245,525.91
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,PROPERTY MANAGEMENT CONSTLNTS,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,JMC ENGINEERING (UK) LTD,0000208736,1521.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,PROPERTY MANAGEMENT CONSTLNTS,PROPERTY MANAGEMENT & SALES,PROF SER CNSLTNCY-PPM CNSLTNCY,JMC ENGINEERING (UK) LTD,0000209024,256.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/03/2014,PROPERTY RATES PAYABLE,PROPERTY MANAGEMENT & SALES,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000208911,94.55
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/03/2014,PROPERTY RATES PAYABLE,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,CANNOCK CHASE DISTRICT CO,0000209539,1498.02
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/03/2014,PROPERTY RATES PAYABLE,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,CANNOCK CHASE DISTRICT CO,0000209540,1473.45
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,19/02/2014,PROPERTY RENTS PAYABLE,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,NETWORK RAIL,0000208340,912.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/03/2014,PROPERTY RENTS PAYABLE,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,RENT FOR LICENCE FEE FOR,0000209517,48064.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/03/2014,PROPERTY RENTS PAYABLE,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,RMV 208340 - NETWORK RAIL,34002414,-1095.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/02/2014,RESTRTN CLSED CLLRY STE-PROP,PROPERTY MANAGEMENT & SALES,WASTE MANAGEMENT-WSTE MNGT SER,M T S CLEANSING SERVICES,0000208426,381.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/02/2014,RESTRTN CLSED CLLRY STE-PROP,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,OVENDEN PLANT HIRE LIMITE,0000208630,3450.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,RESTRTN CLSED CLLRY STE-PROP,PROPERTY MANAGEMENT & SALES,FACILITIES - SECURITY,CRIMEFIGHTER ALARMS LTD,0000208772,1434.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/02/2014,RESTRTN CLSED CLLRY STE-PROP,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,OVENDEN PLANT HIRE LIMITE,0000209266,514.80
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,RESTRTN CLSED CLLRY STE-PROP,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,OVENDEN PLANT HIRE LIMITE,0000209536,116.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/01/2014,RESTRTN CLSED CLLRY STE-PROP,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,OVENDEN PLANT HIRE LIMITE,0000209537,138.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/03/2014,RESTRTN CLSED CLLRY STE-PROP,PROPERTY MANAGEMENT & SALES,WASTE MANAGEMENT-WSTE MNGT SER,M T S CLEANSING SERVICES,0000209566,381.69
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/03/2014,RESTRTN CLSED CLLRY STE-PROP,PROPERTY MANAGEMENT & SALES,FACILITIES-BUILDING MANAGEMENT,OVENDEN PLANT HIRE LIMITE,0000209688,51.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2014,COMMISSION CHARGES-E-COMMERCE,RECORDS STORAGE,PROF SER FNCL-BANKING&INVSTMNT,STREAMLINE,0000208925,154.11
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,01/03/2014,IT-APPLICATIONS MANAGEMENT,RECORDS STORAGE,ICT-MAINTENANCE & SUPPORT,DAISY COMMUNICATIONS LTD,0000208912,6250.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,FARES - AIR,RESEARCH & DEVELOPMENT,TRAVEL&EVENTS-AIR,REDFERN TRAVEL LTD,0000208877,216.38
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2014,INCIDENTALS,RESEARCH & DEVELOPMENT,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000209343,23.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2014,CENTRAL TRAINING BUDGET,SHE/CDM,PROF SER LRNG&DEV-STAFF TRNING,COMPANY BARCLAYCARD,0000209042,-285.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/03/2014,CENTRAL TRAINING BUDGET,SHE/CDM,PROF SER LRNG&DEV-STAFF TRNING,EASTWOOD HALL,0000209501,648.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,26/03/2014,CENTRAL TRAINING BUDGET,SHE/CDM,PROF SER LRNG&DEV-STAFF TRNING,MINES RESCUE SERVICE LIMI,0000209635,134.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/03/2014,CENTRAL TRAINING BUDGET,SHE/CDM,PROF SER LRNG&DEV-STAFF TRNING,ASBESTOS AWARENESS TRAINI,0000209654,66.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/03/2014,CENTRAL TRAINING BUDGET,SHE/CDM,PROF SER LRNG&DEV-STAFF TRNING,ASBESTOS AWARENESS TRAINI,0000209655,66.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/03/2014,CONSULTANCY,SHE/CDM,PROF SER-LEGAL SERVICES,MOTT MACDONALD LTD,0000208879,762.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/03/2014,CONSULTANCY,SHE/CDM,PROF SER CNSLTNCY-PROP/CNSTRCN,JDA SAFETY LIMITED,0000209612,1200.48
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/03/2014,HEALTH & SAFETY GROUP,SHE/CDM,PERSONNEL RLTD-STAFF SUBSCRPTN,CEDREC INFORMATION SYSTEM,0000209564,1230.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/02/2014,HOTEL ACCOMMODATION,SHE/CDM,TRAVEL&EVENTS-HOTELS,REDFERN TRAVEL LTD,0000208876,203.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/03/2014,INCIDENTALS,SHE/CDM,VEHICLES-FLEET MANAGEMENT,COMPANY BARCLAYCARD,0000209295,30.00
