Department Family,Entity,Transaction Date,Name,Description,Description,Description,Transaction Reference,Base Amount
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,1465.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,25407.54
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,11911.85
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,4010.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,56984.65
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,16360.32
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,5022.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,67.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,2659.82
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,14306.44
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,15991.04
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,1053.19
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,4498.93
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,2311.62
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,47.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,47.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,2671.22
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,10/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,EDF ENERGY,0000193218,13363.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000193347,720.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000193472,998.46
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000193478,58.93
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000193479,637.51
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,30/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,DISCONNECT EXISITING UNDE,0000193565,5362.76
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000193599,64667.94
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000193602,25.39
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,28/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-ELECTRICITY,BRITISH GAS BUSINESS,0000193603,157.09
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/07/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000192832,36.95
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/07/2012,RENT & RATES (MINEWATER),ENVIRONMENT,ENERGY&UTILITIES-WATER,NEATH PORT TALBOT COUNTY,0000192837,45.34
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,SCOTTISH COAL COMPANY LTD,0000193006,1046.86
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,07/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,PAYMENT OF WATER COURSE C,0000193063,50.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,ENVIRONMENT AGENCY,0000193095,941.67
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ENERGY&UTILITIES-WATER,WATERCOURSE CONSENT AT SI,0000193423,100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/07/2012,CURR YR ADD-TNGBLE INFO TECH,ENVIRONMENT,ENGINEERING GOODS-INDUSTRIAL,INTEGRATED WATER SERVICES,0000192563,389.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/07/2012,CURR YR ADD-TNGBLE INFO TECH,ENVIRONMENT,ENGINEERING GOODS-INDUSTRIAL,INTEGRATED WATER SERVICES,0000192564,800.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/07/2012,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,GOLDCREST CHEMICALS LIMIT,0000192829,837.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/07/2012,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,UNIVAR LIMITED,0000192831,3273.52
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,UNIVAR LIMITED,0000193007,9311.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,25/07/2012,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,GOLDCREST CHEMICALS LIMIT,0000193008,837.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,GOLDCREST CHEMICALS LIMIT,0000193101,837.68
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,M/W CHEMICAL OPERATIONAL,ENVIRONMENT,ENGRNG GOODS-NON-MDICL CHMCLS,GOLDCREST CHEMICALS LIMIT,0000193102,3353.08
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,18/07/2012,RENTS PAYABLE,ENVIRONMENT,FACILITIES - CATERING,NEATH PORT TALBOT COUNTY,0000192837,4068.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,24 HOUR SUBSISTENCE ALLOWANCE,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193387,49.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,5 HRS + SUBSISTENCE,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193387,10.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,24 HOUR SUBSISTENCE ALLOWANCE,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193390,24.25
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,12 HOUR ALLOWANCE,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193402,7.01
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,MEETINGS,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193404,116.66
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,5 HRS + SUBSISTENCE,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193405,4.15
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,24 HOUR SUBSISTENCE ALLOWANCE,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193406,42.17
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,10 HRS + SUBSISTENCE,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193406,4.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,10 HRS + SUBSISTENCE,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193409,3.83
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,5 HRS + SUBSISTENCE,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193409,3.29
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,10 HRS + SUBSISTENCE,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193412,6.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,24 HOUR SUBSISTENCE ALLOWANCE,ENVIRONMENT,FACILITIES - FOOD,COMPANY BARCLAYCARD,0000193414,28.90
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,23/08/2012,STAFF EVENTS,ENVIRONMENT,FACILITIES - FOOD,MEETING EXPENSES FOR AWAY DAY,0000193463,28.63
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,10 HRS + SUBSISTENCE,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000193488,16.05
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,5 HRS + SUBSISTENCE,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000193488,4.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,24 HOUR SUBSISTENCE ALLOWANCE,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000193492,25.08
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,10 HRS + SUBSISTENCE,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000193492,4.99
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,24 HOUR SUBSISTENCE ALLOWANCE,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000193497,36.07
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,10 HRS + SUBSISTENCE,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000193497,7.46
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,5 HRS + SUBSISTENCE,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000193497,1.12
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,12 HOUR ALLOWANCE,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000193497,13.13
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,24 HOUR SUBSISTENCE ALLOWANCE,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000193511,29.40
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,10 HRS + SUBSISTENCE,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000193511,8.33
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,5 HRS + SUBSISTENCE,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000193511,9.16
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,12 HOUR ALLOWANCE,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000193511,17.06
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,STAFF EVENTS,ENVIRONMENT,FACILITIES - FOOD,STAFF EXPENSES CONTROL,0000193511,172.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/08/2012,RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL LICENCE FEE NEWTON,0000192959,100.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/08/2012,RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,ANNUAL LICENCE FEE IN ADV,0000192960,800.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,31/07/2012,M/W REMEDIATION - OPERATION,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,HARGREAVES (UK) SERVICES,0000193005,5152.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/08/2012,RENTS PAYABLE,ENVIRONMENT,FACILITIES-BUILDING MANAGEMENT,BALGONIE ESTATES LTD,0000193434,150.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,MILEAGE PAYMENTS,ENVIRONMENT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000193497,36.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/08/2012,10 HRS + SUBSISTENCE,ENVIRONMENT,FUELS/LUBRCNT/GAS-FUELS,STAFF EXPENSES CONTROL,0000193504,2.52
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,24/07/2012,IT-APPLICATIONS MANAGEMENT,ENVIRONMENT,ICT-SOFTWARE,BIW TECHNOLOGIES TA/ CONJ,0000192827,20.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/07/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000192615,4.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/07/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000192616,7.74
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/07/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000192617,4.77
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/07/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000192618,58.60
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/07/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000192619,15.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/07/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000192619,15.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/07/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000192619,15.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/07/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000192620,15.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/07/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000192621,4.53
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/07/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000192622,15.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/07/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000192623,15.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,21/07/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,VODAFONE LIMITED (CORPORA,0000192624,15.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,17/07/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,WYLESS PLC,0000192826,50.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,O2 (UK) LIMITED,0000193060,14.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,O2 (UK) LIMITED,0000193061,14.37
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,02/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,O2 (UK) LIMITED,0000193062,12.50
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193087,61.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,05/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193088,61.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193193,61.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193197,33.70
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,06/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193198,61.47
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,09/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193203,65.98
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193204,20.20
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,12/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193285,99.75
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193352,61.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,14/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193353,69.23
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,15/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193354,113.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,13/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193355,80.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,22/08/2012,M/W POWER AND UTILITIES,ENVIRONMENT,ICT-TELECOMS,BRITISH TELECOMMUNICATION,0000193586,61.28
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,20/07/2012,PUMP OVERHAULS,ENVIRONMENT,LOGISTICS-WAREHOUSE&STORAGE,THE DERITEND GROUP LIMITE,0000192625,2535.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,08/08/2012,PUBLICATIONS,ENVIRONMENT,OPRTNL GOODS&SERV-DEVLPNG MTRL,COMPANY BARCLAYCARD,0000193404,347.26
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,03/08/2012,CHILDCARE VOUCHERS,ENVIRONMENT,PERSONNEL RLTD-STAFF CHILDCARE,COMPUTERSHARE VOUCHER SER,0000192985,120.00
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000192869,629.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000192869,629.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000192869,629.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000192869,629.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000192869,629.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000192869,419.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000192869,419.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000192869,1415.56
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000192869,629.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000192869,629.14
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000192869,786.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000192869,786.42
DEPARTMENT OF ENERGY AND CLIMATE CHANGE,THE COAL AUTHORITY,27/07/2012,CONTRACTORS - OPERATIONAL,ENVIRONMENT,PROF SER CNSLTNCY-PPM CNSLTNCY,INTEGRATED WATER SERVICES,0000192869,786.42
