Newcastle City Council Invoices over £500 paid in July 2010,,,,,,

Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Grand Total
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,EASIBATHE,4728757,Capital,3691.12
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,EASIBATHE,4728766,Capital,866.46
Environment & Regeneration,NS: Admin & Finance        ,22/07/10,GEOFFREY ROBINSON LTD,4749783,Capital,53722.50
Environment & Regeneration,NS: Admin & Finance        ,07/07/10,HASTIE D BURTON LTD,4730112,Revenue,3709.61
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,HASTIE D BURTON LTD,4729005,Capital,37050.00
Environment & Regeneration,NS: Admin & Finance        ,26/07/10,JOHN HELLENS (CONTRACTS)LTD,4753274,Capital,511.87
Environment & Regeneration,NS: Admin & Finance        ,26/07/10,JOHN HELLENS (CONTRACTS)LTD,4753569,Capital,2692.13
Environment & Regeneration,NS: Admin & Finance        ,18/07/10,LORNE STEWART,4728928,Capital,6979.66
Environment & Regeneration,NS: Admin & Finance        ,26/07/10,M&C ROOFING CONTRACTORS,4753273,Capital,5005.39
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,MOUCHEL BUSINESS SERVICES,4729002,Capital,1362.97
Environment & Regeneration,NS: Admin & Finance        ,28/07/10,NEDL,4757162,Capital,53212.23
Environment & Regeneration,NS: Admin & Finance        ,25/07/10,NORTHERN CONSTRUCTION SOLUTIONS LTD,4751325,Capital,42570.40
Environment & Regeneration,NS: Admin & Finance        ,08/07/10,NORTHUMBRIAN WATER,4731164,Capital,2590.00
Environment & Regeneration,NS: Admin & Finance        ,27/07/10,OWEN PUGH & CO LTD,4755143,Capital,55750.00
Environment & Regeneration,NS: Admin & Finance        ,27/07/10,OWEN PUGH & CO LTD,4755166,Capital,6365.90
Environment & Regeneration,NS: Admin & Finance        ,26/07/10,OWEN PUGH & CO LTD,4753275,Capital,2715.84
Environment & Regeneration,NS: Admin & Finance        ,29/07/10,OWEN PUGH & CO LTD,4758743,Capital,1255.00
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,OWEN PUGH & CO LTD,4729003,Capital,101228.36
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,OWEN PUGH & CO LTD,4729000,Capital,13341.00
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,OWEN PUGH & CO LTD,4729001,Capital,11689.63
Environment & Regeneration,NS: Admin & Finance        ,19/07/10,PF BURRIDGE & SONS LTD,4743865,Capital,419863.02
Environment & Regeneration,NS: Admin & Finance        ,19/07/10,PF BURRIDGE & SONS LTD,4743864,Capital,153673.46
Environment & Regeneration,NS: Admin & Finance        ,25/07/10,PF BURRIDGE & SONS LTD,4750316,Capital,2288.54
Environment & Regeneration,NS: Admin & Finance        ,22/07/10,PYEROY LTD,4749509,Revenue,856.00
Environment & Regeneration,NS: Admin & Finance        ,29/07/10,PYEROY LTD,4752964,Revenue,1070.00
Environment & Regeneration,NS: Admin & Finance        ,29/07/10,REG PROCTER & PARTNERS,4754509,Revenue,665.45
Environment & Regeneration,NS: Admin & Finance        ,07/07/10,SANSOME HALL ARCHITECTS LTD,4730113,Capital,24425.00
Environment & Regeneration,NS: Admin & Finance        ,29/07/10,SANSOME HALL ARCHITECTS LTD,4757159,Capital,23625.00
Environment & Regeneration,NS: Admin & Finance        ,07/07/10,SKY HOMES,4730111,Capital,55731.04
Environment & Regeneration,NS: Admin & Finance        ,25/07/10,ST ASTIER LTD,4750315,Capital,3374.88
Environment & Regeneration,NS: Admin & Finance        ,07/07/10,ST ASTIER LTD,4730108,Capital,17943.35
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,ST ASTIER LTD,4729004,Revenue,850.00
Environment & Regeneration,NS: Admin & Finance        ,22/07/10,STANNAH LIFTS LTD,4749312,Capital,2268.00
Environment & Regeneration,NS: Admin & Finance        ,22/07/10,STANNAH LIFTS LTD,4749315,Capital,1957.00
Environment & Regeneration,NS: Admin & Finance        ,22/07/10,STANNAH LIFTS LTD,4749316,Capital,2257.00
Environment & Regeneration,NS: Admin & Finance        ,22/07/10,STANNAH LIFTS LTD,4749317,Capital,740.00
Environment & Regeneration,NS: Admin & Finance        ,29/07/10,STANNAH LIFTS LTD,4749313,Capital,2740.00
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,STANNAH LIFTS LTD,4728755,Capital,3619.00
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,STANNAH LIFTS LTD,4728758,Capital,3295.00
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,STANNAH LIFTS LTD,4728759,Capital,2780.00
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,STANNAH LIFTS LTD,4728760,Capital,3808.00
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,STANNAH LIFTS LTD,4728761,Capital,725.00
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,STANNAH LIFTS LTD,4728762,Capital,5125.00
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,STANNAH LIFTS LTD,4728763,Capital,2675.00
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,STANNAH LIFTS LTD,4728764,Capital,725.00
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,STANNAH LIFTS LTD,4728944,Capital,5574.00
Environment & Regeneration,NS: Admin & Finance        ,29/07/10,THEATRESEARCH,4758742,Capital,5100.00
Environment & Regeneration,NS: Admin & Finance        ,27/07/10,TRADA,4754988,Capital,2420.00
Environment & Regeneration,NS: Admin & Finance        ,19/07/10,TURNEY-WYLDE (CONSTRUCTION) LTD,4743862,Capital,67032.07
Environment & Regeneration,NS: Admin & Finance        ,25/07/10,UNITED UTILITIES OPERATIONS LTD,4750314,Revenue,1218.66
Environment & Regeneration,NS: Admin & Finance        ,28/07/10,WYG ENGINEERING LTD,4757094,Capital,2769.00
Environment & Regeneration,NS: Admin & Finance        ,28/07/10,WYG ENGINEERING LTD,4757115,Revenue,561.00
Environment & Regeneration,NS: Admin & Finance        ,28/07/10,WYG ENGINEERING LTD,4757114,Revenue,1266.00
Environment & Regeneration,NS: Admin & Finance        ,28/07/10,WYG ENGINEERING LTD,4757113,Capital,3027.80
Environment & Regeneration,NS: Admin & Finance        ,14/07/10,WYG ENGINEERING LTD,4738664,Capital,528.00
Environment & Regeneration,NS: Admin & Finance        ,14/07/10,WYG ENGINEERING LTD,4738665,Capital,1208.25
Environment & Regeneration,NS: Admin & Finance        ,06/07/10,WYG ENGINEERING LTD,4728999,Revenue,1177.00
Environment & Regeneration,NS: Asset Man              ,05/07/10,A&S LOCKSMITHS,4724792,Revenue,1110.81
Environment & Regeneration,NS: Asset Man              ,08/07/10,ACROL AIR CONDITIONING CO LTD,4731155,Revenue,2362.38
Environment & Regeneration,NS: Asset Man              ,08/07/10,ACROL AIR CONDITIONING CO LTD,4731156,Revenue,618.22
Environment & Regeneration,NS: Asset Man              ,14/07/10,APEX BLINDS,4732101,Revenue,574.00
Environment & Regeneration,NS: Asset Man              ,08/07/10,BELL DECORATING GROUP,4731152,Revenue,831.00
Environment & Regeneration,NS: Asset Man              ,07/07/10,BELL DECORATING GROUP,4730114,Revenue,540.00
Environment & Regeneration,NS: Asset Man              ,07/07/10,BELL DECORATING GROUP,4730115,Revenue,2561.79
Environment & Regeneration,NS: Asset Man              ,07/07/10,BELL DECORATING GROUP,4730117,Revenue,1624.22
Environment & Regeneration,NS: Asset Man              ,14/07/10,BELL DECORATING GROUP,4738677,Revenue,1763.00
Environment & Regeneration,NS: Asset Man              ,21/07/10,BELL DECORATING GROUP,4748245,Revenue,850.00
Environment & Regeneration,NS: Asset Man              ,14/07/10,CHIRMARN LTD,4739015,Revenue,2800.00
Environment & Regeneration,NS: Asset Man              ,08/07/10,CONVEY BROTHERS,4731162,Revenue,680.00
Environment & Regeneration,NS: Asset Man              ,29/07/10,CONVEY BROTHERS,4757669,Revenue,994.00
Environment & Regeneration,NS: Asset Man              ,15/07/10,CROSSLING LTD,4740447,Revenue,10238.00
Environment & Regeneration,NS: Asset Man              ,14/07/10,CROSSLING LTD,4703443,Revenue,10238.00
Environment & Regeneration,NS: Asset Man              ,19/07/10,DEREK A MOLE GRC FILTRATION SERVICES,4743869,Revenue,1677.00
Environment & Regeneration,NS: Asset Man              ,27/07/10,FILM SHIELD UK LTD,4754526,Revenue,980.00
Environment & Regeneration,NS: Asset Man              ,19/07/10,H MALONE & SONS LTD,4743881,Revenue,1601.01
Environment & Regeneration,NS: Asset Man              ,22/07/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4749282,Revenue,705.00
Environment & Regeneration,NS: Asset Man              ,08/07/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4732090,Revenue,1461.60
Environment & Regeneration,NS: Asset Man              ,08/07/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4732089,Revenue,736.65
Environment & Regeneration,NS: Asset Man              ,08/07/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4732139,Revenue,547.65
Environment & Regeneration,NS: Asset Man              ,08/07/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4732084,Revenue,856.50
Environment & Regeneration,NS: Asset Man              ,08/07/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4732087,Revenue,907.20
Environment & Regeneration,NS: Asset Man              ,08/07/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4732085,Revenue,1908.15
Environment & Regeneration,NS: Asset Man              ,08/07/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4732082,Revenue,1403.70
Environment & Regeneration,NS: Asset Man              ,28/07/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4757080,Revenue,3080.00
Environment & Regeneration,NS: Asset Man              ,07/07/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4730106,Revenue,994.95
Environment & Regeneration,NS: Asset Man              ,07/07/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4730107,Revenue,578.46
Environment & Regeneration,NS: Asset Man              ,14/07/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4738686,Revenue,844.95
Environment & Regeneration,NS: Asset Man              ,14/07/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4738682,Revenue,680.67
Environment & Regeneration,NS: Asset Man              ,14/07/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4738684,Revenue,681.30
Environment & Regeneration,NS: Asset Man              ,14/07/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4738687,Revenue,530.40
Environment & Regeneration,NS: Asset Man              ,29/07/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4757661,Revenue,578.46
Environment & Regeneration,NS: Asset Man              ,29/07/10,HADRIAN AIR CONDITIONING & REFRIGERATION,4757662,Revenue,599.67
Environment & Regeneration,NS: Asset Man              ,18/07/10,HERTEL UK LTD,4718793,Revenue,137819.77
Environment & Regeneration,NS: Asset Man              ,20/07/10,HERTEL UK LTD,4746401,Revenue,137819.77
Environment & Regeneration,NS: Asset Man              ,28/07/10,HERTEL UK LTD,4757093,Revenue,1275.04
Environment & Regeneration,NS: Asset Man              ,14/07/10,HERTEL UK LTD,4739010,Revenue,645.00
Environment & Regeneration,NS: Asset Man              ,14/07/10,HERTEL UK LTD,4739011,Revenue,1188.00
Environment & Regeneration,NS: Asset Man              ,27/07/10,HONEYWELL BUILDING SOLUTIONS,4755161,Revenue,21063.00
Environment & Regeneration,NS: Asset Man              ,28/07/10,JOHN DODDS LTD,4757121,Revenue,1342.00
Environment & Regeneration,NS: Asset Man              ,14/07/10,JOHN DODDS LTD,4739017,Revenue,2953.00
Environment & Regeneration,NS: Asset Man              ,14/07/10,JOHN DODDS LTD,4739003,Revenue,2183.00
Environment & Regeneration,NS: Asset Man              ,29/07/10,JOHN DODDS LTD,4757676,Revenue,1125.00
Environment & Regeneration,NS: Asset Man              ,07/07/10,JT DUFFY ROOFING LTD,4729653,Revenue,646.00
Environment & Regeneration,NS: Asset Man              ,29/07/10,JT DUFFY ROOFING LTD,4757677,Revenue,750.00
Environment & Regeneration,NS: Asset Man              ,14/07/10,JTM SERVICE,4738649,Revenue,925.00
Environment & Regeneration,NS: Asset Man              ,08/07/10,KABLEFREE SYSTEMS LTD,4732093,Revenue,510.00
Environment & Regeneration,NS: Asset Man              ,08/07/10,KABLEFREE SYSTEMS LTD,4732094,Revenue,689.04
Environment & Regeneration,NS: Asset Man              ,08/07/10,KABLEFREE SYSTEMS LTD,4732099,Revenue,630.00
Environment & Regeneration,NS: Asset Man              ,29/07/10,KABLEFREE SYSTEMS LTD,4757663,Revenue,610.00
Environment & Regeneration,NS: Asset Man              ,29/07/10,KABLEFREE SYSTEMS LTD,4757667,Revenue,698.40
Environment & Regeneration,NS: Asset Man              ,08/07/10,KONE PLC,4717589,Revenue,795.00
Environment & Regeneration,NS: Asset Man              ,15/07/10,LANES GROUP PLC,4715951,Revenue,1150.00
Environment & Regeneration,NS: Asset Man              ,08/07/10,LANES GROUP PLC,4715952,Revenue,600.00
Environment & Regeneration,NS: Asset Man              ,20/07/10,LANES GROUP PLC,4732486,Revenue,3562.00
Environment & Regeneration,NS: Asset Man              ,28/07/10,LANES GROUP PLC,4757108,Revenue,600.00
Environment & Regeneration,NS: Asset Man              ,21/07/10,LANES GROUP PLC,4743874,Revenue,650.00
Environment & Regeneration,NS: Asset Man              ,27/07/10,LDF FLOORING CONTRACTS LTD,4754517,Revenue,1590.00
Environment & Regeneration,NS: Asset Man              ,13/07/10,LDF FLOORING CONTRACTS LTD,4717582,Revenue,1506.30
Environment & Regeneration,NS: Asset Man              ,28/07/10,MENERGA LTD,4757124,Revenue,1493.48
Environment & Regeneration,NS: Asset Man              ,08/07/10,MIS ENVIROMENTAL LTD,4731184,Revenue,1072.00
Environment & Regeneration,NS: Asset Man              ,20/07/10,MIS ENVIROMENTAL LTD,4737089,Revenue,1692.00
Environment & Regeneration,NS: Asset Man              ,30/06/10,MIS ENVIROMENTAL LTD,4720475,Capital,1220.00
Environment & Regeneration,NS: Asset Man              ,12/07/10,MIS ENVIROMENTAL LTD,4723751,Revenue,1692.00
Environment & Regeneration,NS: Asset Man              ,21/07/10,MIS ENVIROMENTAL LTD,4747962,Revenue,1574.00
Environment & Regeneration,NS: Asset Man              ,30/06/10,N&N SECURITY FENCING LTD,4720478,Revenue,633.10
Environment & Regeneration,NS: Asset Man              ,28/07/10,N&N SECURITY FENCING LTD,4757110,Revenue,990.00
Environment & Regeneration,NS: Asset Man              ,07/07/10,N&N SECURITY FENCING LTD,4730116,Revenue,4834.00
Environment & Regeneration,NS: Asset Man              ,14/07/10,N&N SECURITY FENCING LTD,4738653,Revenue,2090.00
Environment & Regeneration,NS: Asset Man              ,08/07/10,NORTHERN FLOORCRAFT (GATESHEAD) LTD,4732151,Revenue,1060.00
Environment & Regeneration,NS: Asset Man              ,29/07/10,OTIS LTD,4731150,Revenue,1702.14
Environment & Regeneration,NS: Asset Man              ,29/07/10,OTIS LTD,4731149,Revenue,3395.16
Environment & Regeneration,NS: Asset Man              ,14/07/10,PETER COX PROPERTY SERVICES,4739016,Revenue,5448.00
Environment & Regeneration,NS: Asset Man              ,08/07/10,PF BURRIDGE & SONS LTD,4732106,Capital,8167.00
Environment & Regeneration,NS: Asset Man              ,08/07/10,RENTOKIL INITIAL,4731174,Revenue,556.57
Environment & Regeneration,NS: Asset Man              ,01/07/10,RENTOKIL INITIAL,4716170,Revenue,1120.00
Environment & Regeneration,NS: Asset Man              ,01/07/10,RENTOKIL INITIAL,4716992,Revenue,560.00
Environment & Regeneration,NS: Asset Man              ,08/07/10,RENVAC SCAFFOLDING,4731157,Revenue,10596.00
Environment & Regeneration,NS: Asset Man              ,08/07/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4731169,Revenue,550.16
Environment & Regeneration,NS: Asset Man              ,08/07/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4715966,Revenue,894.00
Environment & Regeneration,NS: Asset Man              ,08/07/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4731172,Revenue,1085.36
Environment & Regeneration,NS: Asset Man              ,30/06/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4720109,Revenue,553.00
Environment & Regeneration,NS: Asset Man              ,28/07/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4757111,Revenue,640.64
Environment & Regeneration,NS: Asset Man              ,14/07/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4738659,Revenue,744.27
Environment & Regeneration,NS: Asset Man              ,29/07/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4757675,Revenue,780.40
Environment & Regeneration,NS: Asset Man              ,29/07/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4757128,Revenue,1272.78
Environment & Regeneration,NS: Asset Man              ,29/07/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4754529,Capital,26000.00
Environment & Regeneration,NS: Asset Man              ,25/07/10,SPECIALIST ALARM SERVICES LTD,4750853,Revenue,1550.00
Environment & Regeneration,NS: Asset Man              ,27/07/10,TAC UK,4754516,Revenue,548.33
Environment & Regeneration,NS: Asset Man              ,28/07/10,TAC UK,4757119,Revenue,542.00
Environment & Regeneration,NS: Asset Man              ,21/07/10,TAC UK,4748246,Revenue,558.00
Environment & Regeneration,NS: Asset Man              ,27/07/10,THE BIGGER SCENE,4754518,Revenue,2218.06
Environment & Regeneration,NS: Asset Man              ,08/07/10,VIRGIN MEDIA PAYMENTS LIMITED,4731146,Revenue,1260.86
Environment & Regeneration,NS: Capital Works          ,26/07/10,A & R GROUNDWORKS,4753516,Revenue,60735.60
Environment & Regeneration,NS: Capital Works          ,01/07/10,A & R GROUNDWORKS,4722661,Revenue,47159.13
Environment & Regeneration,NS: Capital Works          ,22/07/10,CLASSIC MASONRY LTD,4749502,Revenue,11650.75
Environment & Regeneration,NS: Capital Works          ,26/07/10,DORMA UK LTD,4753500,Revenue,850.00
Environment & Regeneration,NS: Capital Works          ,08/07/10,JOHN NIXON LTD,4730997,Revenue,693.00
Environment & Regeneration,NS: Capital Works          ,26/07/10,M&C ROOFING CONTRACTORS,4753507,Revenue,6577.19
Environment & Regeneration,NS: Capital Works          ,19/07/10,NEWMAN INSULATION,4743903,Revenue,1056.00
Environment & Regeneration,NS: Capital Works          ,05/07/10,NORTHERN FLOORCRAFT (GATESHEAD) LTD,4725108,Revenue,2020.00
Environment & Regeneration,NS: Capital Works          ,19/07/10,R J  UTILITY SERVICES LTD,4743902,Revenue,1160.00
Environment & Regeneration,NS: Capital Works          ,07/07/10,R PARKER (WALL & FLOOR TILING,4724801,Revenue,7853.26
Environment & Regeneration,NS: Capital Works          ,26/07/10,SALTWELL SIGNS LTD,4753517,Revenue,2438.00
Environment & Regeneration,NS: Capital Works          ,22/07/10,STEELCRAFT,4749504,Revenue,4189.93
Environment & Regeneration,NS: Capital Works          ,15/07/10,WARMSEAL WINDOWS NEWCASTLE LTD,4725116,Revenue,701.43
Environment & Regeneration,NS: Capital Works          ,15/07/10,WARMSEAL WINDOWS NEWCASTLE LTD,4729697,Revenue,695.68
Environment & Regeneration,NS: Capital Works          ,15/07/10,WARMSEAL WINDOWS NEWCASTLE LTD,4729879,Revenue,695.68
Environment & Regeneration,NS: Capital Works          ,15/07/10,WARMSEAL WINDOWS NEWCASTLE LTD,4732475,Revenue,695.68
Environment & Regeneration,NS: Capital Works          ,15/07/10,WARMSEAL WINDOWS NEWCASTLE LTD,4736783,Revenue,908.16
Environment & Regeneration,NS: Capital Works          ,15/07/10,WARMSEAL WINDOWS NEWCASTLE LTD,4737057,Revenue,688.37
Environment & Regeneration,NS: Capital Works          ,15/07/10,WARMSEAL WINDOWS NEWCASTLE LTD,4737553,Revenue,701.43
Environment & Regeneration,NS: Capital Works          ,26/07/10,WARMSEAL WINDOWS NEWCASTLE LTD,4753505,Revenue,908.16
Environment & Regeneration,NS: Capital Works          ,29/07/10,WARMSEAL WINDOWS NEWCASTLE LTD,4753570,Revenue,701.43
Environment & Regeneration,NS: Capital Works          ,29/07/10,WARMSEAL WINDOWS NEWCASTLE LTD,4754508,Revenue,695.68
Environment & Regeneration,NS: Capital Works          ,18/07/10,WS CONTROLS LTD,4741969,Revenue,3874.88
Environment & Regeneration,NS: City Transport         ,08/07/10,FLOGAS UK LTD,4732454,Revenue,540.35
Environment & Regeneration,NS: City Transport         ,08/07/10,GB OILS,4707923,Revenue,2031.20
Environment & Regeneration,NS: City Transport         ,27/07/10,GB OILS,4728996,Revenue,2899.33
Environment & Regeneration,NS: City Transport         ,28/07/10,GB OILS,4728780,Revenue,4341.27
Environment & Regeneration,NS: City Transport         ,29/07/10,GB OILS,4738691,Revenue,2076.80
Environment & Regeneration,NS: City Transport         ,29/07/10,GB OILS,4738738,Revenue,5151.48
Environment & Regeneration,NS: City Transport         ,06/07/10,GB OILS,4701884,Revenue,4341.21
Environment & Regeneration,NS: City Transport         ,13/07/10,GB OILS,4710161,Revenue,1782.90
Environment & Regeneration,NS: City Transport         ,01/07/10,GB OILS,4697134,Revenue,2001.60
Environment & Regeneration,NS: City Transport         ,01/07/10,GB OILS,4701885,Revenue,4515.75
Environment & Regeneration,NS: City Transport         ,19/07/10,GMAC (UK) PLC,4742957,Both,8500.88
Environment & Regeneration,NS: City Transport         ,19/07/10,GMAC (UK) PLC,4743553,Both,8500.88
Environment & Regeneration,NS: City Transport         ,20/07/10,PETROPLUS REFINING TEESIDE LTD,4738739,Revenue,16898.00
Environment & Regeneration,NS: City Transport         ,27/07/10,PETROPLUS REFINING TEESIDE LTD,4742987,Revenue,17251.20
Environment & Regeneration,NS: City Transport         ,27/07/10,PETROPLUS REFINING TEESIDE LTD,4743814,Revenue,19168.00
Environment & Regeneration,NS: City Transport         ,26/07/10,PETROPLUS REFINING TEESIDE LTD,4743792,Revenue,17251.20
Environment & Regeneration,NS: City Transport         ,14/07/10,PETROPLUS REFINING TEESIDE LTD,4738690,Revenue,19770.00
Environment & Regeneration,NS: City Transport         ,14/07/10,PETROPLUS REFINING TEESIDE LTD,4739001,Revenue,18781.50
Environment & Regeneration,NS: City Transport         ,06/07/10,PETROPLUS REFINING TEESIDE LTD,4718968,Revenue,17812.80
Environment & Regeneration,NS: City Transport         ,13/07/10,PETROPLUS REFINING TEESIDE LTD,4728781,Revenue,18287.25
Environment & Regeneration,NS: City Transport         ,01/07/10,PETROPLUS REFINING TEESIDE LTD,4715503,Revenue,19598.00
Environment & Regeneration,NS: City Transport         ,04/07/10,PETROPLUS REFINING TEESIDE LTD,4718982,Revenue,17148.25
Environment & Regeneration,NS: City Transport         ,20/07/10,POST OFFICE COUNTERS,4746409,Revenue,10510.00
Environment & Regeneration,NS: City Transport         ,14/07/10,TYNESIDE TRAINING SERVICES LTD,4738692,Revenue,1040.00
Environment & Regeneration,NS: Community Support       ,20/07/10,ASHFIELD LODGE RESIDENTS ASSOCIATION,4745871,Revenue,600.00
Environment & Regeneration,NS: Community Support       ,01/07/10,BRIDGEWATER SCHOOL,4722330,Revenue,600.00
Environment & Regeneration,NS: Community Support       ,21/07/10,BUILDING FUTURES EAST,4746514,Capital,12919.00
Environment & Regeneration,NS: Community Support       ,26/07/10,EMTEP,4751992,Revenue,1950.00
Environment & Regeneration,NS: Community Support       ,01/07/10,EMTEP,4722331,Revenue,2000.00
Environment & Regeneration,NS: Community Support       ,29/07/10,FENHAM ASSOC OF RESIDENTS (FAR),4757855,Revenue,682.13
Environment & Regeneration,NS: Community Support       ,26/07/10,FENHAM HUT COMMUNITY ASSOCIATION,4751994,Revenue,2540.00
Environment & Regeneration,NS: Community Support       ,07/07/10,HIGH CROSS RESIDENTS ASSOCIATION,4730157,Revenue,780.00
Environment & Regeneration,NS: Community Support       ,26/07/10,IDC,4751991,Revenue,900.00
Environment & Regeneration,NS: Community Support       ,29/07/10,IDC,4757856,Revenue,1500.00
Environment & Regeneration,NS: Community Support       ,01/07/10,MONKCHESTER COMMUNITY ASSOCIATION,4722332,Revenue,650.00
Environment & Regeneration,NS: Community Support       ,01/07/10,MONKCHESTER COMMUNITY ASSOCIATION,4722333,Revenue,1490.00
Environment & Regeneration,NS: Community Support       ,01/07/10,MONKCHESTER COMMUNITY ASSOCIATION,4722334,Revenue,1550.00
Environment & Regeneration,NS: Community Support       ,07/07/10,NEWCASTLE YMCA,4730152,Revenue,1500.00
Environment & Regeneration,NS: Community Support       ,07/07/10,NEWCASTLE YMCA,4730153,Revenue,1000.00
Environment & Regeneration,NS: Community Support       ,26/07/10,PRAXIS SERVICE,4751990,Revenue,1033.00
Environment & Regeneration,NS: Community Support       ,20/07/10,SCOTSWOOD NATURAL COMMUNITY GARDEN,4745867,Revenue,2881.00
Environment & Regeneration,NS: Community Support       ,07/07/10,SEARCH PROJECT,4730141,Revenue,1890.00
Environment & Regeneration,NS: Community Support       ,01/07/10,THOMAS GAUGHAN COMMUNITY ASSOC,4722328,Revenue,700.00
Environment & Regeneration,NS: Community Support       ,07/07/10,TRINITY CENTRE LTD,4730154,Revenue,1271.35
Environment & Regeneration,NS: D&CS Support Services  ,27/07/10,BUNZL VENDING SERVICES LTD,4754997,Revenue,593.12
Environment & Regeneration,NS: D&CS Support Services  ,27/07/10,BUNZL VENDING SERVICES LTD,4755070,Revenue,797.82
Environment & Regeneration,NS: D&CS Support Services  ,27/07/10,BUNZL VENDING SERVICES LTD,4755075,Revenue,797.82
Environment & Regeneration,NS: D&CS Support Services  ,19/07/10,CHIRMARN LTD,4744030,Revenue,14315.50
Environment & Regeneration,NS: D&CS Support Services  ,19/07/10,GILLS OF BYKER,4744026,Revenue,5690.27
Environment & Regeneration,NS: D&CS Support Services  ,19/07/10,JT DUFFY ROOFING LTD,4744023,Revenue,880.00
Environment & Regeneration,NS: D&CS Support Services  ,19/07/10,JT DUFFY ROOFING LTD,4744024,Revenue,17160.39
Environment & Regeneration,NS: D&CS Support Services  ,19/07/10,M&C ROOFING CONTRACTORS,4744022,Revenue,3810.92
Environment & Regeneration,NS: D&CS Support Services  ,19/07/10,M&C ROOFING CONTRACTORS,4743910,Revenue,6654.89
Environment & Regeneration,NS: D&CS Support Services  ,19/07/10,MIS ENVIROMENTAL LTD,4744029,Revenue,5735.00
Environment & Regeneration,NS: D&CS Support Services  ,19/07/10,NORTECH CONTRACTS,4743911,Revenue,5100.00
Environment & Regeneration,NS: D&CS Support Services  ,19/07/10,NORTHERN FLOORCRAFT (GATESHEAD) LTD,4744025,Revenue,39336.35
Environment & Regeneration,NS: D&CS Support Services  ,19/07/10,RENVAC SCAFFOLDING,4744027,Revenue,14807.84
Environment & Regeneration,NS: D&CS Support Services  ,19/07/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4744021,Revenue,6543.17
Environment & Regeneration,NS: D&CS Support Services  ,19/07/10,SECURIDOOR (NE) LTD IN LIQUIDATION,4744028,Revenue,14809.56
Environment & Regeneration,NS: District Heating       ,28/07/10,ADC ELECTRICAL CO LTD,4749644,Revenue,1232.00
Environment & Regeneration,NS: District Heating       ,21/07/10,EDMUNDSON ELECTRICAL LTD,4747500,Revenue,598.00
Environment & Regeneration,NS: District Heating       ,22/07/10,NALCO LIMITED,4749308,Revenue,3295.87
Environment & Regeneration,NS: District Heating       ,19/07/10,OVENTROP UK LTD,4744046,Revenue,778.72
Environment & Regeneration,NS: District Heating       ,22/07/10,SCHNEIDER ELECTRIC BUILDINGS UK LTD,4748266,Revenue,1638.08
Environment & Regeneration,NS: District Heating       ,22/07/10,SCHNEIDER ELECTRIC BUILDINGS UK LTD,4749796,Revenue,9544.00
Environment & Regeneration,NS: District Heating       ,05/07/10,SCHNEIDER ELECTRIC BUILDINGS UK LTD,4719554,Revenue,1638.08
Environment & Regeneration,NS: District Heating       ,05/07/10,SCHNEIDER ELECTRIC BUILDINGS UK LTD,4719578,Revenue,1638.08
