Birthday Honours List 2016,,,,,,,
Order,Level,Award,Name,Citation,County,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Michael Francis DIXON ,For services to People with Learning Disabilities in Northern Ireland through Stepping Stones Northern Ireland.,Antrim,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Jessie Brown Watson DONALDSON ,"Volunteer Generalist Adviser, Skye and Lochalsh Citizens' Advice Bureau.  For voluntary service to the community on the Isle of Skye.",Ross and Cromarty,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Gary DOYLE ,Worldskills 2015 Gold Medal Winner in Plumbing and Heating.  For services to Skills.,Down,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Eileen DRUMM ,"For services to the Disabled Community in Enniskillen, Fermanagh.",Fermanagh,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Fiona Evelyn DUNCAN ,"Senior Administrator, Department of Physiology, Development and Neuroscience, University of Cambridge.  For services to Higher Education.",Cambridgeshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Frederick Geoffrey ECKTON ,"Committee Member, Brecon and Radnor Bee Keepers Association. For services to Bee Keeping in Wales.",Powys,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Anthony Raymond ELVIN ,"Teaching Assistant, Archbishop Sentamu Academy, Hull. For services to Education.",East Riding of Yorkshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Cyril Paul EMDEN ,"For services to the community in Folkestone, Kent.",Kent,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Christine EMERY ,"Volunteer, Professional Association for Childcare and Early Years. For services to Children.",Nottinghamshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Kathleen Mary EVANS ,"Joint Quality and Contract Monitoring Lead (Nursing), Abertawe Bro Morgannwg University Health Board. For services to Nursing in Bridgend, South Wales",Bridgend,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Cllr Elizabeth Ann EYRE ,For political service.,Worcestershire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Shirley FAICHNEY ,"For services to Children and Young People in Methilhill, Fife through the Methilhill Community Children’s Initiative.",Fife,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Francis Leigh FARR-COX ,"Lately Biodiversity Officer, Environment Agency. For public and voluntary services to the Natural Environment in Somerset.",Somerset,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Kieran FARRELL-MATHER ,For services to Boxing and the community in Manchester.,Lancashire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Thomas Victor FISHER ,For services to the community and Under-privileged Young People in London.,Kent,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Jean FLETCHER ,"For services to Nursing Care in Stourbridge, West Midlands and to the National Trust.",West Midlands,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,The Reverend Jean FLOOD ,"Coordinator, Mission in the Economy. For services to Community Cohesion.",Merseyside,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr David George FOULKES ,For charitable services.,Norfolk,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Charles Robin FRANKISH ,For services to Transport and the community in London.,Surrey,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Maureen FRASER ,"Chair, Cheerful Chesters. For voluntary service to Healthcare in Inverness.",Inverness,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Elizabeth Mary FROGGATT ,"For services to the community in Findern, Derbyshire.",Derbyshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr James Donald FRY ,For services to Amateur Football in Belfast.,Antrim,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr David James FURNELL ,"For services to charities and the community in Hemel Hempstead, Hertfordshire.",Hertfordshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Ilene FYFE ,"Chair, Fintray Sheltie Stakes.  For services to the community in Hatton of Fintray, Aberdeenshire.",Aberdeenshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Kenneth GARDNER ,"Co-Founder, Krazy Kat Theatre. For services to Children's Theatre and Children with Physical Disabilities.",East Sussex,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Anthony GARN ,"Garden Supervisor, Royal Botanic Garden Edinburgh. For services to Horticulture in Scotland.",Edinburgh,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Albert William Edward GARRETT ,"Fire Safety Officer, Norfolk Fire and Rescue Service. For services to Fire and Rescue and the community in Norwich.",Norfolk,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Erica Randerson GASSOR ,For services to the community in Berkshire and Oxfordshire.,Berkshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Dr Geoffrey Norman GIBBONS ,"For services to Church Music in St Tudy, Cornwall.",Cornwall,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Jacqueline Anne GRANGER BROWN ,"Chair, Altrincham Fundraising Committee, The Children's Society, Cheshire. For services to Children.",Cheshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Ronald Frederick GREEN ,"For services to the community in Kingston Bagpuize with Southmoor, Oxfordshire.",Oxfordshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Susan Jill GREGORY ,For services to the Health and Fitness of Older People in Edinburgh.,East Lothian,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Sarah Joan GROENEWEGEN ,"Senior Officer and lately Chair, Sexual Orientation Network and Resource Group, National Crime Agency.  For services to Law Enforcement and Diversity in the Workplace.",London,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Christina Margaret Ann GROUNDWATER ,"For services to the community in Orphir, Orkney Isles.",Orkney Islands,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms April GRUNNILL ,"Fundraiser, RNLI. For charitable services.",Lincolnshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Pamela Mary GUY ,"Musical Director, New Harmony Singers. For services to Music and for charitable services in Newport.",Newport,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire, Kathleen HADDOW ,"Volunteer Adviser, Gorgie Citizens' Advice Bureau.  For services to the community in Edinburgh.",East Lothian,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Vivienne Lesley HALL ,"Principal, Studio 3 Dance Workshop. For services to Community Dance and the community in Knaresborough, North Yorkshire.",North Yorkshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr John HALLOWS ,For voluntary service to Law and Order through Barnsley Neighbourhood Watch.,South Yorkshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Dr Sharon HANNAH ,"Senior Laboratory Manager and Business Manager, University of Edinburgh.  For services to Medical Research.",Edinburgh,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Keith HARDCASTLE ,"For services to Farming in Nidderdale and to the community in Darley, North Yorkshire.",North Yorkshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr David HARRIES ,"For services to the community in Bugbrooke, Northamptonshire.",Northamptonshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Edward William HARRINGMAN ,Worldskills 2015 Gold Medal Winner in Cabinet Making.  For services to Skills.,East Sussex,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Mary HARRISON ,"For services to the community in Leagram and Chipping, Lancashire.",Lancashire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Jessie Margaret HARTLEY ,"Lately Postmistress, Hamnavoe Post Office.  For services to the community in Burra, Shetland Isles.",Shetland,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Rebecca HARTSHORN ,"Design and Sustainability Manager, Bowmer and Kirkland.  For services to Industry and Skills.",Derbyshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Jacqueline Ann HARVEY ,"For services to Hand Quilting, Design and the Quilting Industry.",Norfolk,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,The Reverend Dr Stephen George HATCHER ,For services to Methodism Heritage and Education.,Staffordshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Julia Doris Ida HATTO ,Consultant.  For services to the Chemical Sciences.,Surrey,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Rosemary Anne HAWKEN ,"For services to the community in Kennford, Devon.",Devon,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Hilda Margaret HEAP ,For services to the community in Derby through the Alvaston Evergreen Club.,Derbyshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Stanley HEATON ,For services to Young People and Grassroots Cricket in Lancashire.,Lancashire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Colin HECTOR ,"Volunteer, Cruse. For services to Bereaved People in South East Wales.",Caerphilly,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Lynda Anne HESKETH ,For services to Chester Adult Phab Club for People With and Without Disabilities.,Cheshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Maria HEYWOOD ,"Vice Chairman of Governors, Abbey Gate College, Chester. For services to Education.",Cheshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Sarah Louise HOLMES ,"Priory Affairs Officer, The Priory of England and the Islands. For services to the Order of St John.",West Sussex,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Linda Mary HONEY ,"Magistrate and Chair, Lincoln Family Panel.  For services to the Administration of Justice and Voluntary Service.",Lincolnshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr David Roy HORTON ,For services to Life Saving in the West Midlands.,West Midlands,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr James HOUGHTON ,"For services to Sport and Wellbeing in the community in Desford, Leicestershire.",Leicestershire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Susan HOUGHTON ,"For services to Sport and Wellbeing in the community in Desford, Leicestershire.",Leicestershire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Joan HOWARTH ,For voluntary service to Costuming in Amateur Dramatics.,South Yorkshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Eric HOWDEN ,"Chairman, Redcar Branch, Royal British Legion. For voluntary service to the Royal British Legion.",North Yorkshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr John HULME ,For services to Railways in Cheshire.,Cheshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Shirley HUMPHREYS ,"For services to the community in Northwich, Cheshire.",Cheshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Frederick David HUNTER ,For voluntary service to the community in Northern Ireland.,Belfast,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr John Walker HUNTER ,For services to the History and Heritage of Galloway.,Dumfries and Galloway,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Alexander Gordon INGRAM ,For services to the community in Aberdeenshire.,Aberdeenshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Margaret Wilson JAMIESON ,"For services to the community in Sandhead, Dumfries and Galloway.",Dumfries and Galloway,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Graham JANE ,"For services to the community in Fowey, Cornwall.",Cornwall,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Lynne JANKOWSKA ,"Expert by Experience, Dudley and Walsall Mental Health Partnership Trust.  For services to Care Quality in Mental Health Services.",West Midlands,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Desmond JARDIN ,"Founder Member, Ulster Grand Prix Supporters Club. For services to Motorcycle Sport in Northern Ireland.",Antrim,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Jean JOHNSON ,"Volunteer, Belmont Cheveley Park Primary School, Durham. For services to Education.",Durham,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Valerie Dawn JOHNSON ,"Director, Frankie's Fish and Chips. For services to the Food and Drink Industry in Shetland.",Shetland,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Aaron Benjamin JONES ,"Founder, Fikay Fashion. For services to Ethical Fashion.",London,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr David Owen JONES ,"Post Master, Felinfach, Ceredigion. For services to the community in Rural West Wales.",Ceredigion,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Janet JONES ,For services to Disability Swimming through the Halliwick Penguins Swimming Club.,Hertfordshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Raymond JONES ,For voluntary services to Disadvantaged Children through The Merseyside Children's Holiday Fund.,Lancashire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Martin KETTRICK ,For services to charitable fundraising.,Staffordshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Rehana KHAN ,"Manager, Shakti Day Centre for Asian Elders and the Bharosa Domestic Abuse Service. For services to Vulnerable People in Birmingham.",West Midlands,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Lionel KING ,"For services to the community in Chadwick End, Solihull.",West Midlands,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Thomas George KIRKHAM ,"Company Sergeant Major Instructor, D Company, 1st Northern Ireland Battalion. For services to the Army Cadet Force and to the community.",Antrim,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Colonel John Edwin James LANE ,For charitable services in Hampshire.,Hampshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Neil Anthony LEDGER ,For services to charitable fundraising.,Surrey,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Annabelle LEE ,For services to Vulnerable Adults and the Homeless Community in Blackpool.,Lancashire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Irene LEIGHTON ,"Executive Director, Dundee Survival Group.  For service to Homeless People in Dundee.",Dundee,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Pastor Thomas LEIGHTON ,For services to the community in Newcastle-upon-Tyne.,Tyne and Wear,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Margaret LEWIS ,"For services to the community in Honiton, Devon.",Devon,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Ruth Drusilla Janette LEWIS ,"Officer-in-Charge, Loughor Division, St John Ambulance. For voluntary service to First Aid.",West Glamorgan,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Paul Edward LILLYCROP ,"Lately Watch Commander, Buckinghamshire Fire and Rescue Service. For services to Fire and Rescue.",Buckinghamshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Jean Frances LINDSAY ,"For services to the community in Great Yarmouth, Norfolk.",Norfolk,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr David Henry LOMAS ,"For services to the community in Gainsborough, Lincolnshire.",Lincolnshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Kirsty Elizabeth LOVEDAY ,"Founder and Managing Director, Love Drinks. For services to the Drinks Industry.",London,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Hayley Jane Deborah LOVETT ,For services to Young People in Harwich through Teen Talk.,Essex,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr William George LUNN ,For services to the community in Northern Ireland.,Antrim,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Hilda Lilly LYONS ,"For services to Disabled People in Redbridge, London through Redbridge Dippers Swimming Club.",London,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Geoffrey Sidney MACEY ,"For services to the Scouts and the community in Beaumont-cum-Moze, Essex.",Essex,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Louisa MACFARLANE ,"Volunteer, Fine Cell Work Charity. For services to Prisoners.",Hampshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr David James Edmond MACKEN ,For services to St Peter's Church and the community in Swansea.,Swansea,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Victoria Karina MACQUEEN ,For services to Women's and Youth Sport Participation and to charity.,Leicestershire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Michele MARRON ,"Lately Director of Operations, National Institute for Medical Research.  For services to Biomedical Sciences.",Midlothian,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Anthony Michael Howitt MARSHALL ,"For services to community in Old Warden, Bedfordshire.",Bedfordshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Michael Paul MARSHALL ,"For services to the community in Capel-le-Ferne, Kent.",Kent,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Christopher Richard James MARSON ,"For services to the community in Northlew, Devon.",Staffordshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Ian Rodney MAY ,"Head of Building Maintenance, University of Reading.  For services to Higher Education and to the community in Reading.",Berkshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Margaret Ann MCAULEY ,For voluntary service to Young People in Glasgow.,Glasgow,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,The Reverend David Ronald MCBETH ,Rector of Dungiven and Bovevagh Parish Churches. For services to charity and to the community in County Londonderry.,Londonderry,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Elizabeth MCCAY ,For services to Music and the community in Northern Ireland.,Belfast,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr William MCCAY ,For services to Music and the Community in Northern Ireland.,Belfast,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Edith Victoria MCCONNELL ,For services to the community in Northern Ireland.,Antrim,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Ian David MCCULLAGH ,For services to Young People in Northern Ireland through the Boys' Brigade.,Down,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr John Robert MCCUSKER ,For services to the Royal British Legion and the community in Co. Fermanagh.,Fermanagh,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Miss Barbara Lena MCFARLANE ,For voluntary service in Aberdeenshire.,Aberdeen,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Alan MCKELVEY ,For services to the community in Northern Ireland.,Belfast,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Elizabeth Beryl MCKNIGHT ,"For services to the community in Carrickfergus, County Antrim.",Antrim,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Brian MCLEOD ,"Poppy Appeal Convenor, Hawick, Roxburughshire Royal British Legion Scotland.  For services to the Royal British Legion Scotland and the community in Hawick.","Roxburgh, Ettrick and Lauderdale",,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Gwen MCMICHAN ,For voluntary service to First Aid in Merseyside through the British Red Cross.,Merseyside,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Ian Stuart MCMICHAN ,For voluntary service to First Aid in Merseyside through the British Red Cross.,Merseyside,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Gleniss MCNEAL ,"Volunteer, National Trust. For voluntary services to Heritage in Northumberland.",Northumberland,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Sheila Eileen MEANING ,"Co-founder and Trustee, New Hope. For services to Homeless People in Watford.",Hertfordshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Frances MEDLEY ,"For services to the community in Shawbury and Stanton upon Hine Heath, Shropshire.",Shropshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Judith Mary MEGARRY ,"Founder and Leader, Pershore Amateur Dramatic and Operatic Society. For services to Community Music in Pershore, Worcestershire.",Worcestershire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Anne METCALFE ,"Community Fire Safety Advocate, Lancashire Fire and Rescue Service. For services to Fire Safety and Young People.",Lancashire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Kevin METCALFE ,"Operations Manager, Joint Activities and Motor Education Service. For services to Education.",West Yorkshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Joyce MEYNELL ,"Foster Carer, Newcastle City Council. For services to Children and Families.",Tyne and Wear,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs (Dulcie Diana) Elaine MICKLEWRIGHT ,"Founder and Organiser, By-Gone Days. For charitable and voluntary services in the New Forest.",Hampshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Agnes Urquhart MIDDLETON ,"Director, Creative Care.  For services to Arts and Crafts and voluntary service in Dunbartonshire.",Dunbartonshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Eric Albert MILLER ,"Kitchen Steward, House of Commons. For catering services to the House of Commons.",London,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr James Cobb MILNE ,For voluntary service to Young People in Angus through the Brechin Youth Project.,Angus,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Margaret Helen White MILNE ,For voluntary service to Young People in Angus through the Brechin Youth Project.,Angus,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Wendy MILSOM ,"Vice-Chair, Freshwater Activities. For voluntary services to People with Disabilities and Charitable Fundraising.",Middlesex,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Dr Anthony James MOORE ,"For services to the community in Frimley Green and Frimley, Surrey.",Surrey,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Jennifer MORGAN ,"Director, Gentleshaw Wildlife Centre. For services to Wildlife Rescue, Rehabilitation and Conservation.",Staffordshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr William MORLEY ,"For services to the community in Cleator Moor, Cumbria.",Cumbria,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Ms Yvonne Jacqueline MORRISON ,"Volunteer Driver, Cancer Support Ayrshire. For services to Cancer Support in Ayrshire.",Ayrshire and Arran,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Mathew Norman MOWAT ,For services to Boxing in the community in Sheffield.,South Yorkshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Beti Mair MOYLE ,"A&E Receptionist, Betsi Cadwaladr University Health Board. For services to the NHS in Wales.",Anglesey,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Yvonne Alison MULHOLLAND ,"Treasurer, The Not Forgotten Association, Northern Ireland. For voluntary service to Veterans.",Down,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Alan Charles MURDOCH ,"Senior Technical Manager, Institute of Biomedical Research, University of Birmingham.  For services to Medical Education and Research",West Midlands,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Jacqueline MURPHY ,"Chair and Organiser, The Original Pearly Kings and Queens Association. For charitable services in Greater London.",London,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr John Vincent MURPHY ,"For services to the community in Barford, Sherbourne and Wasperton, Warwickshire.",Warwickshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Kerry Adeline MURRAY ,For services to Young People through The Gurney Fund.,Hampshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Kwong NGAN ,"Chairman, See Yep Association (UK). For services to the Chinese Community in Liverpool.",Merseyside,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Linda NICHOLSON ,"Founder and Coach, Peebles Netball Club.  For services to Sport in the Scottish Borders.",Tweeddale,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Alastair (Alexander) NICOLSON ,For services to Cancer Research UK on the Isle of Skye.,Ross and Cromarty,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Helen Isobel Anne NICOLSON ,For services to Cancer Research UK on the Isle of Skye.,Ross and Cromarty,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Alan NIXON ,"For voluntary service to Newbiggin Golf Club and Collingwood College, Morpeth.",Northumberland,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr James Thomas NIXON ,For services to the Police and the community in Northern Ireland.,Fermanagh,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Christopher NUTTALL ,"Retained Firefighter, Lancashire Fire and Rescue Service. For services to Community Safety.",Lancashire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr William Gerard O'DONNELL ,For services to the community in Northern Ireland.,Londonderry,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr David Thomas OGBORN ,"Founder, Basingstoke Festival of Choirs. For services to Community Music.",Hampshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Pauline Joyce PANTON ,"For services to the community in Tunstall and Sittingbourne, Kent.",Kent,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Tracey PARKER ,For services to Cancer Sufferers and Terminally Ill Children in Northern Ireland.,Down,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Barbara Ann PARKINSON ,"For services to the Women's Institute and Treetops Hospice, Derbyshire.",Derbyshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Irmgard PARROTT ,"For services to the community in Cherry Willingham, Lincolnshire.",Lincolnshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Thomas James PATERSON ,"Retained Firefighter, Cleveland Fire Brigade. For services to Fire Safety and the community in Saltburn, North Yorkshire.",North Yorkshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Frederic John PAYNE ,"For services to the community in Ringmer, East Sussex.",East Sussex,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Andrew Maurice (Andy) PEDDLE ,For charitable services to Homeless People and to Victims of Human Trafficking through the Salvation Army.,West Yorkshire,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mrs Mary PHILLIPS ,For services to charity particularly the Devon and Cornwall Air Ambulances.,Cornwall,,
Medallist of the Order of the British Empire,BEM,Medal of the Order of the British Empire,Mr Melvin Ian PHILLIPS ,"For services to the community in East Grinstead, West Sussex.",West Sussex,,
