ExtractDate,PublisherURI,PublisherLabel,OrganisationURI,OrganisationLabel,CaseReference,CaseURL,CaseDate,ServiceTypeURI,ServiceTypeLabel,ClassificationURI,ClassificationLabel,CaseText,LocationText,DecisionTargetDate,Status,CoordinateReferenceSystem,GeoX,GeoY,GeoPointLicensingURL,DecisionDate,Decision,DecisionType,DecisionNoticeDate,AppealRef,AppealDecisionDate,AppealDecision,GeoAreaURI,GeoAreaLabel,GroundArea,UPRN,Agent,PublicConsultationStartDate,PublicConsultationEndDate,ResponsesFor,ResponsesAgainst
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,10/02722/FUL,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14623,18/01/2011,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Demolition of existing buildings and reconstruction of buildings on site for the processing of non ferrous metals,"Gregory Recoverys, Unit 3, Claylands Road, Bishops Waltham, SO32 1BH",17/12/2010,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,26/08/2011,,,,,,803,,Michael Warren Associates Ltd,,31/07/2012,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,APP/11/00068,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14624,19/01/2011,http://id.esd.org.uk/service/487,Full planning applications,,,"Replace a section of broken chain link fencing with vertical bar fencing - 118m long, 1.8m high, galvanised polyester coated green (RAL 6005).","Sharps Copse Children & Families Centre, Prospect Lane, Havant Hampshire PO9 5PE",16/03/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,02/03/2011,,,,,,175,,Hampshire County Council  Property Services,,17/02/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/00144/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14626,21/01/2011,http://id.esd.org.uk/service/487,Full planning applications,,,Classroom Extension and Link Corridor to existing,"The Westgate School, Cheriton Road, Winchester Hampshire SO22 5AZ",18/03/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,04/03/2011,,,,,,115,,Hampshire County Council  Property Services,,23/02/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/00057/HCC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14628,21/01/2011,http://id.esd.org.uk/service/487,Full planning applications,,,The replacement of the existing timber framed cladding to the three storey main building and one single storey elevation & the construction of a single storey classroom extension,"The Wavell School, Lynchford Road, Farnborough Hampshire GU14 6BH",18/03/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,28/02/2011,,,,,,495,,"Property, Business & Regulatory Services",,25/02/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,NMA/2011/0021,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14629,21/01/2011,http://id.esd.org.uk/service/1739,Planning non-material amendments,,,"Non Material amendment - omission of proposed new rooflights, minor alterations to the position of new doors and windows, reduced area of extension on NW boundary","Yateley County Infant School, Cranford Park Drive, Yateley GU46 6LB",18/02/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,10/02/2011,,,,,,6232,,"Property, Business and Regulatory Services",,,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/00181/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14630,25/01/2011,http://id.esd.org.uk/service/1735,Removal/variation of planning conditions,,,Removal of Condition No. 14 of Planning Approval W14917/03 and 03/01999/H at Lanterns Early Years Centre in respect of the swimming pool and Sports Hall at Winton House which was to be refurbished and made available for use by Westgate School and the Community,"Lanterns Children Centre, Bereweeke Road, Winchester Hampshire SO22 6AJ",22/03/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,17/03/2011,,,,,,10399,,Hampshire County Council  Property Services,,25/02/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,P/11/0130/MW,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14631,25/01/2011,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Change of Use of yard area to extend existing adjacent tyre recycling facility with retention of existing B2/B8 Use and portacabin offices.,"Land Adjacent to Former Pinks Sawmill, Wickham Road, Fareham Hampshire PO17 5BT",05/04/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,28/03/2011,,,,,,1301,,Oaktree Environmental Ltd,,11/03/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/11/68584,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14632,02/02/2011,http://id.esd.org.uk/service/487,Full planning applications,,,Conversion of existing school site managers vacant accommodation into teaching space for small groups,"Thornden School, Winchester Road, Chandler's Ford, Eastleigh SO53 2DW",30/03/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,10/03/2011,,,,,,92,,"Property, Business and Regulatory Services",,07/03/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/11/68660,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14634,07/02/2011,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6023,Q60 Minerals (CPS 1-9 and 13-22),The proposal involves the exportation of surplus material generated by the construction project,"The Hampshire Rose Bowl, Botley Road, Southampton Hampshire SO30 3HA",11/04/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Withdrawn,,12/05/2011,,,,,,14420,,Integrated Skills,,15/03/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,K8181/3,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14637,10/02/2011,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Storage of mud and brick rubble,"2 Cranbourne Road, Gosport Hampshire PO12 1RJ",15/04/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,19/04/2011,,,,,,11,,Gosport Home Improvements,,28/03/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/73945,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14638,15/02/2011,http://id.esd.org.uk/service/487,Full planning applications,,,"Construction of a raised mobile Qube building providing an additional meeting room space with ancillary accommodation, the building will sit adjacent to the existing school with stepped and ramped access","Dove House School, Sutton Road, Basingstoke, Hampshire RG21 5SU",12/04/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,22/03/2011,,,,,,43,,"Property, Business and Regulatory Services",,17/03/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/00531/HCC3N,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14642,18/02/2011,http://id.esd.org.uk/service/487,Full planning applications,,,Erection of modular timber framed & clad building to create drama/dance studio with integral canopy,"Anton County Junior School, Barlows Lane, Andover, Hampshire SP10 2HA",15/04/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,13/04/2011,,,,,,596,,"Property, Business and Regulatory Services",,31/03/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,K15576/1,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14645,25/02/2011,http://id.esd.org.uk/service/487,Full planning applications,,,Following earlier demolition of the existing swimming pool this application is for the reinstatement of this area with either  (a) new all weather surface - tarmac or similar  (b) top soil and grass seed,"Elson County Junior School, Exmouth Road, Gosport Hampshire PO12 4EX",22/04/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,06/04/2011,,,,,,344,,"Property, Business & Regulatory Services",,30/03/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/00465/HCS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14647,23/02/2011,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6023,Q60 Minerals (CPS 1-9 and 13-22),Importation and storage of concrete waste to blend with on site demolition material to produce secondary aggregate for a period of two years,"DSTL, Portsdown Main Site, Portsdown Hill Road, Fareham, Hants PO17 6AR",20/04/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,28/07/2011,,,,,,864,,Bartle Associates Ltd,,14/03/2012,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,NMA/2011/0041,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14649,28/03/2011,http://id.esd.org.uk/service/1739,Planning non-material amendments,,,Amendment to the general arrangements,"Glenwood School, Washington Road, Emsworth, Hampshire  PO10 7AN",25/04/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,05/04/2011,,,,,,,,Mott MacDonald,,,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/74105,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14652,10/03/2011,http://id.esd.org.uk/service/487,Full planning applications,,,"The work involves the modification of the property boundary including the erection of new boundary fencing and the construction of a new site access with provision for drop off points, parking and turning.","Brighton Hill Pre-School, Gershwin Road, Brighton Hill, Basingstoke, Hampshire RG22 4HQ",05/05/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,19/04/2011,,,,,,2076,,"Property, Business and Regulatory Services",,13/04/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/74111,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14657,15/03/2011,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Construction of new treatment process units and Motor Controls Centre Kiosk on operational land,"Ivy Down Lane WTW, Ivy Down Lane, Clarken Green, Oakley, Hampshire RG23 7EP",10/05/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,19/04/2011,,,,,,21,,4 Delivery Ltd,,14/04/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/00897/CMAS,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14658,21/03/2011,http://id.esd.org.uk/service/1735,Removal/variation of planning conditions,http://opendatacommunities.org/def/concept/planning/application/6000/6026,Q43 County other (CPS 50),Variation to condition 1 of planning permission 09/02277/CMAS to extend the time for implementation for proposed temporary site access road to the contractors compound to facilitate the new Sewage Treatment Works & Pumping Station to replace existing and associated works,"Former MoD Site, Dean Hill, West Dean",27/05/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,24/05/2011,,,,,,4781,,McAndrew Martin,,10/05/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,NMA/2011/0054,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14661,24/03/2011,http://id.esd.org.uk/service/1739,Planning non-material amendments,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Non Material Amendment: replace fencing with 2.4 high palisade fencing with matching lockable gates painted black,"Household Waste Recycling Centre, Grange Road, Gosport PO13 8AS",21/04/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,14/04/2011,,,,,,,,Waste and Resource Management,,,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,NMA/2011/0055,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14662,28/03/2011,http://id.esd.org.uk/service/1739,Planning non-material amendments,,,Non Material Amendment - installation of a Monodraught Windcatcher X-air system to the roof,"Wavell School, Lynchford Road, Farnborough, Hants  GU14 6BH",25/04/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,29/03/2011,,,,,,60,,"Property, Business and Regulatory Services",,,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/74452,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14664,29/03/2011,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),"The Lamp Recycling Company is seeking planning approval for additional waste streams, including paint, handled by the waste transfer station","Unit 7, Bessemer Park, Bessemer Road, Basingstoke, Hampshire RG21 3NB",11/07/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,07/07/2011,,,,,,409,,Lamp Recycling Company,,30/06/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/00782/HCCRG3,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14665,31/03/2011,http://id.esd.org.uk/service/487,Full planning applications,,,Provision of one Single Modular Temporary Classroom with 2 no. WCs and an additional 100 square metres of tarmac play area for a period of 4 years up to 31st August 2015,"Fleet Infant School, Velmead Road, Fleet, Hampshire GU52 7LQ",01/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,25/05/2011,,,,,,406,,"Property, Business and Regulatory Services",,09/05/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/74239,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14667,04/04/2011,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),"Installation of a walk-in GRP Motor Control Centre (MCC) kiosk to house 3 blowers, instrumentation and control panel in association with other permitted development refurbishment and upgrading plant required by the water industry regulator OFWAT (Office of Water services) and the Environment Agency","North Waltham Water Treatment Works, Frog Lane, North Waltham, Hampshire RG25 2BT",01/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,07/06/2011,,,,,,24,,4 delivery Ltd,,10/05/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/74273,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14669,08/04/2011,http://id.esd.org.uk/service/487,Full planning applications,,,Courtyard Infill & Single Storey Extensions,"Overton C Of E Primary School, Court Drove, Overton, Basingstoke RG25 3ES",03/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,25/05/2011,,,,,,99,,Property Services,,17/05/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/97051,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14671,11/04/2011,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6025,Q42 Waste (CPS 30-43),Construction of an external storage area for waste products prior to incineration,"Tradebe Fawley Ltd, Charleston Road, Hardley,  Hythe, Southampton, Hampshire SO45 3NX",07/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,07/07/2011,,,,,,5773,,The Hambleton Partnership Ltd,,17/05/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/97030,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14672,11/04/2011,http://id.esd.org.uk/service/487,Full planning applications,http://opendatacommunities.org/def/concept/planning/application/6000/6026,Q43 County other (CPS 50),Erection of acoustic fence and provision of portacabin,"Unit 2C, North Road, Marchwood, Southampton, Hants SO40 4BL",06/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,16/06/2011,,,,,,4937,,Biffa Waste Services Ltd,,17/05/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/00893/HCCRG3,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14673,13/04/2011,http://id.esd.org.uk/service/487,Full planning applications,,,Continued siting for 1 double temporary modular building (710295) on site for a further seven years until 31st August 2018,"Tavistock County Infant School, Broadacres, Fleet, Hampshire GU51 4EB",08/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,27/05/2011,,,,,,106,,"Property, Business & Regulatory Services",,18/05/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/97095,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14674,13/04/2011,http://id.esd.org.uk/service/487,Full planning applications,,,Continued siting for 1 single (Ref. 7013966) and 2 double (7012033 & 7011400) temporary modular buildings on site for a further seven years until 31st August 2018,"Forest Park School, Commercial Road, Totton  SO40 3AF",08/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,27/05/2011,,,,,,227,,"Property, Business and Regulatory",,25/05/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/00981/HCCRG3,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14675,13/04/2011,http://id.esd.org.uk/service/487,Full planning applications,,,Continued siting for 1 double temporary modular building (Ref: 770039) on site for a further seven years until 31st August 2018,"Hook Infant School, Church View, Hook, Hampshire RG27 9NR",29/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Withdrawn,,16/05/2011,,,,,,118,,"Property, Business & Regulatory Services",,03/06/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,K7136/61,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14676,13/04/2011,http://id.esd.org.uk/service/487,Full planning applications,,,"Continued siting for 3 double temporary modular buildings (Ref: 711310, 711311 & 711312) and 1 single temporary modular building (Ref: 711396) on site for a further seven years until 31st August 2018","Quayside Education Centre, Mill Lane, Gosport Hampshire PO12 4AF",08/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,06/06/2011,,,,,,436,,"Property, Business & Regulatory Services",,25/05/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/97106,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14677,13/04/2011,http://id.esd.org.uk/service/487,Full planning applications,,,"Continued siting for 1 single (Ref. 712993 and 2 double temporary  (Ref. 710558, 710559) modular buildings on site for a further seven years until 31st August 2018","New Milton Infant School, Lymington Road, New Milton, Hampshire BH25 6PZ",08/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,07/06/2011,,,,,,294,,"Property, Business and Regulatory",,25/05/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/00983/HCC3N,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14678,13/04/2011,http://id.esd.org.uk/service/487,Full planning applications,,,"Continued siting for 2 double temporary modular buildings (Ref. 711575, 713329) on site for a further seven years until 31st August 2018","Test Valley County Secondary School, Roman Road, Stockbridge, Hampshire SO20 6HA",08/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,06/06/2011,,,,,,235,,"Property, Business & Regulatory Services",,25/05/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/74326,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14680,13/04/2011,http://id.esd.org.uk/service/487,Full planning applications,,,"Continued siting for one single (Ref. 770086) and two double (Ref 713817, 770087) temporary modular buildings on site for a further seven years until 31st August 2018","Ashwood Education Centre, Ashwood Way, Basingstoke, Hampshire RG23 8AA",08/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,27/05/2011,,,,,,313,,"Property, Business and Regulatory",,25/05/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,P/11/0363/CC,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14681,13/04/2011,http://id.esd.org.uk/service/487,Full planning applications,,,Continued siting for 1 single temporary modular building (Ref: 710445) on site for a further seven years until 31st August 2018,"Anne Dale County Junior & Infant School, Cuckoo Lane, Fareham Hampshire PO14 3PH",08/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,02/06/2011,,,,,,92,,"Property, Business & Regulatory Services",,25/05/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,S/11/68986,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14682,13/04/2011,http://id.esd.org.uk/service/487,Full planning applications,,,"Continued siting for 2 double temporary modular buildings (770047, 770048) on site for a further seven years until 31st August 2018","The Wildern School, Wildern Lane, Hedge End, Southampton SO30 4EJ",29/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,13/06/2011,,,,,,176,,"Property, Business and Regulatory Services",,02/06/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/97131,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14683,13/04/2011,http://id.esd.org.uk/service/487,Full planning applications,,,"Continued siting for 3 double temporary modular buildings (ref. 709271, 710188, 713334) on site for a further seven years until 31st August 2018","The Forest Education Centre, Cabot Drive, Dibden, Southampton SO45 5UQ",29/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,29/06/2011,,,,,,378,,"Property, Business & Regulatory Services",,03/06/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/74377,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14684,13/04/2011,http://id.esd.org.uk/service/487,Full planning applications,,,"Continued siting for 3 double temporary modular buildings (70053, 70075, 70076) on site for a further seven years until 31st August 2018","Dove House School, Sutton Road, Basingstoke, Hampshire RG21 5SU",29/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,07/06/2011,,,,,,295,,"Property, Business & Regulatory Services",,03/06/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,BDB/74324,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14685,13/04/2011,http://id.esd.org.uk/service/487,Full planning applications,,,Continued siting for 1 triple temporary modular building (Ref. 713475) on site for a further seven years until 31st August 2018,"The Hurst Community School, Brimpton Road, Baughurst, Tadley RG26 5NL",08/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,16/06/2011,,,,,,397,,"Property, Business and Regulatory",,25/05/2011,,
10/04/2015,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,http://opendatacommunities.org/id/county-council/hampshire,Hampshire,11/00927/HCCRG3,http://www3.hants.gov.uk/mineralsandwaste/application-details.htm?id=14688,13/04/2011,http://id.esd.org.uk/service/487,Full planning applications,,,Provision of one Double Modular Temporary Classroom with WCs for a period of 4 years up to 31st August 2015 and 2 parking spaces,"Tavistock County Infant School, Broadacres, Fleet, Hampshire GU51 4EB",08/06/2011,,OSGB36,,,http://www.ordnancesurvey.co.uk/business-and-government/public-sector/mapping-agreements/end-user-licence.html,,Approve,Delegated,27/05/2011,,,,,,176,,Property Services,,26/05/2011,,
