Date of Payment,Expense type,Expense Area,Supplier,Transaction number,Amount,Department and Entity,Department and Entity
30/09/2013,MATERIALS & SPARES,FUSION,OXFORD BOLTS & BEARINGS,5100294070,186.80,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,OXFORD BOLTS & BEARINGS,5100294845,205.60,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,OXFORD BOLTS & BEARINGS,5100294846,221.86,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,OXFORD BOLTS & BEARINGS,5100294255,232.50,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,OXFORD BOLTS & BEARINGS,5100294365,259.54,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,OXFORD BOLTS & BEARINGS,5100293986,304.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,OXFORD BOLTS & BEARINGS,5100294253,344.90,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,OXFORD BOLTS & BEARINGS,5100294366,358.10,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,OXFORD BOLTS & BEARINGS,5100294181,397.50,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,OXFORD BOLTS & BEARINGS,5100294192,419.00,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,OXFORD BOLTS & BEARINGS,5100295063,5873.82,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,TRAINING COURSE FEES,FUSION,OXFORD UNIVERSITY,5100294225,1500.00,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,TRAINING COURSE FEES,FUSION,OXFORD UNIVERSITY,5100294999,21880.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,PEI-GENISIS UK LTD,5100295053,273.45,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,PEI-GENISIS UK LTD,5100293965,817.90,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,PEI-GENISIS UK LTD,5100294066,1768.95,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,HIRED STAFF,FUSION,PELICAN SOFTWARE LTD,5100295004,104.95,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,HIRED STAFF,FUSION,PELICAN SOFTWARE LTD,5100295006,4837.73,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,HIRED STAFF,FUSION,PELICAN SOFTWARE LTD,5100295007,5714.69,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,HIRED STAFF,FUSION,PELICAN SOFTWARE LTD,5100295005,6257.20,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PROFESSIONAL SERVICES,FUSION,PERKIN ELMER LAS UK LTD,5100294634,485.16,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PLANT & EQUIPMENT,FUSION,PFEIFFER VACUUM UK,5100294304,106.39,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PLANT & EQUIPMENT,FUSION,PFEIFFER VACUUM UK,5100294302,209.04,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,PHILIP CORNES & COMPANY LTD,5100294197,176.50,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,PHILIP CORNES & COMPANY LTD,5100294199,200.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PLANT & EQUIPMENT,FUSION,PHS GROUP PLC,5100294277,34.13,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,DESIGN & CONSTRUCTION,FUSION,PIPAWAY ENGINEERING LTD,5100294641,25.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,DESIGN & CONSTRUCTION,FUSION,PIPAWAY ENGINEERING LTD,5100294650,85.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,DESIGN & CONSTRUCTION,FUSION,PIPAWAY ENGINEERING LTD,5100294651,120.96,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,DESIGN & CONSTRUCTION,FUSION,PIPAWAY ENGINEERING LTD,5100294639,166.46,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,DESIGN & CONSTRUCTION,FUSION,PIPAWAY ENGINEERING LTD,5100294649,452.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,DESIGN & CONSTRUCTION,FUSION,PIPAWAY ENGINEERING LTD,5100294642,726.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,PIRTEK OXFORD,5100294260,214.96,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,MATERIALS & SPARES,FUSION,PMD (UK) LTD,5100294206,32.00,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,PMD (UK) LTD,5100294203,55.00,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,PMD (UK) LTD,5100294542,61.00,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,PMD (UK) LTD,5100294543,61.00,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,PMD (UK) LTD,5100294540,63.00,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,PMD (UK) LTD,5100294204,152.50,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,PMD (UK) LTD,5100294541,391.68,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PLANT & EQUIPMENT,FUSION,PRECISION TOOLS,5100294544,23.00,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,CONSUMABLES,FUSION,PRITCHARD SHEET METAL,5100293953,67.60,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,REPAIRS & MAINTENANCE,FUSION,PRUFTECHNIK,5100294628,7271.00,United Kingdom Energy Authority,United Kingdom Energy Authority
02/10/2013,PLANT & EQUIPMENT,FUSION,PULSE POWER AND MEASUREMENT LTD,5100294187,2080.00,United Kingdom Energy Authority,United Kingdom Energy Authority
24/10/2013,VEHICLE REPAIRS,PROPERTY,PURCHASE CARD,100700230,543.45,United Kingdom Energy Authority,United Kingdom Energy Authority
24/10/2013,SOFTWARE - NON-CAP,FUSION,PURCHASE CARD,100700249,549.15,United Kingdom Energy Authority,United Kingdom Energy Authority
24/10/2013,TRAINING COURSE FEES,FUSION,PURCHASE CARD,100700249,560.00,United Kingdom Energy Authority,United Kingdom Energy Authority
24/10/2013,MATERIALS & SPARES,FUSION,PURCHASE CARD,100700237,567.10,United Kingdom Energy Authority,United Kingdom Energy Authority
24/10/2013,TRAINING COURSE FEES,FUSION,PURCHASE CARD,100700224,600.00,United Kingdom Energy Authority,United Kingdom Energy Authority
24/10/2013,STATIONERY,FUSION,PURCHASE CARD,100700235,668.32,United Kingdom Energy Authority,United Kingdom Energy Authority
24/10/2013,CONFERENCES/MEETINGS,FUSION,PURCHASE CARD,100700225,704.59,United Kingdom Energy Authority,United Kingdom Energy Authority
24/10/2013,CONFERENCES/MEETINGS,FUSION,PURCHASE CARD,100700225,704.59,United Kingdom Energy Authority,United Kingdom Energy Authority
24/10/2013,BUSINESS ENTERTAINMENT,SUPPORT SERVICES,PURCHASE CARD,100700238,764.20,United Kingdom Energy Authority,United Kingdom Energy Authority
24/10/2013,CONFERENCES/MEETINGS,FUSION,PURCHASE CARD,100700228,863.13,United Kingdom Energy Authority,United Kingdom Energy Authority
24/10/2013,OTHER TRAINING COSTS,FUSION,PURCHASE CARD,100700231,895.00,United Kingdom Energy Authority,United Kingdom Energy Authority
24/10/2013,STATIONERY,FUSION,PURCHASE CARD,100700235,926.18,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,QMC INSTRUMENTS,5100295060,5350.00,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,PLANT & EQUIPMENT,FUSION,QUARTZELEC LTD,5100294354,83343.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,UNIVERSITY PLACEMENT,FUSION,QUEEN MARY UNIVERSITY OF LONDON,5100294825,1645.00,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PROFESSIONAL SERVICES,FUSION,RADIOCARBON DATING,5100294851,2000.60,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,PROFESSIONAL SERVICES,FUSION,RADIOCARBON DATING,5100294848,2166.35,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PROFESSIONAL SERVICES,FUSION,RADIOCARBON DATING,5100294849,16923.56,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,CONSUMABLES,PROPERTY,RADIODETECTION LTD,5100294386,288.98,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,CONSUMABLES,FUSION,RAJAPACK LTD,5100294970,94.73,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,CONSUMABLES,FUSION,REAGENT,5100294461,61.33,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,CONSUMABLES,FUSION,REAGENT,5100290922,87.44,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,PLANT & EQUIPMENT,FUSION,REECE SAFETY PRODUCTS LTD,5100294652,159.60,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,SECURITY & EMERGENCY,PROPERTY,RELIANCE SECURITY GROUP PLC,5100295050,-135.28,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,SECURITY & EMERGENCY,PROPERTY,RELIANCE SECURITY GROUP PLC,5100295051,6328.37,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,SECURITY & EMERGENCY,PROPERTY,RELIANCE SECURITY GROUP PLC,5100294716,26913.84,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,SECURITY & EMERGENCY,PROPERTY,RELIANCE SECURITY GROUP PLC,5100294246,92226.67,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,SECURITY & EMERGENCY,PROPERTY,RELIANCE SECURITY GROUP PLC,5100294248,92226.67,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,SECURITY & EMERGENCY,PROPERTY,RELIANCE SECURITY GROUP PLC,5100294250,92226.67,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,SECURITY & EMERGENCY,PROPERTY,RELIANCE SECURITY GROUP PLC,5100294251,92226.67,United Kingdom Energy Authority,United Kingdom Energy Authority
02/10/2013,SECURITY & EMERGENCY,PROPERTY,RELIANCE SECURITY GROUP PLC,5100293914,93476.67,United Kingdom Energy Authority,United Kingdom Energy Authority
02/10/2013,SECURITY & EMERGENCY,PROPERTY,RELIANCE SECURITY GROUP PLC,5100293916,93476.67,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,STATIONERY,FUSION,REPROPOINT LTD,5100294767,230.12,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,PROFESSIONAL SERVICES,PROPERTY,RIDGE AND PARTNERS L,5100294610,2505.00,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,SOFTWARE,FUSION,ROGUE WAVE SOFTWARE UK LTD,5100294087,2413.00,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,PLANT & EQUIPMENT,FUSION,ROUTECO,5100294410,837.20,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,ROWAN CABLE PRODUCTS,5100294072,2450.22,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,INSPECTION SERVICES,FUSION,ROYAL & SUN ALLIANCE ENGINEERING LT,5100294201,2586.76,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294470,-1984.84,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100295348,-395.76,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294379,-387.66,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294384,-302.29,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100295029,-255.56,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100295349,-60.48,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294091,1.60,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100293890,2306.64,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294898,1884.60,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294935,973.80,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294669,789.98,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294916,750.14,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294102,702.44,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100290724,676.73,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294441,663.83,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294618,607.66,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294667,603.66,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294346,594.44,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294089,522.64,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294918,517.24,United Kingdom Energy Authority,United Kingdom Energy Authority
16/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294591,505.75,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100293705,494.70,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294894,480.20,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294135,416.72,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294339,393.44,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294929,374.41,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294437,358.66,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294447,352.89,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294343,346.37,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294917,344.25,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294944,318.67,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294671,314.88,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294578,303.54,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294945,299.18,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294593,274.51,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294932,273.60,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294907,272.02,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294435,231.74,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100292789,223.82,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294344,218.21,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294890,217.11,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294450,211.74,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294913,208.25,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294342,196.80,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100290782,185.64,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294887,184.75,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294596,182.81,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294919,177.03,United Kingdom Energy Authority,United Kingdom Energy Authority
09/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294337,172.55,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294577,169.72,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294891,167.45,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100293889,151.76,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294446,150.56,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100292774,150.19,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294449,144.00,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294921,141.22,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294656,139.95,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100293895,139.35,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294657,137.76,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294432,133.13,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294897,132.17,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294885,120.37,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294348,117.42,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294911,115.14,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294619,114.94,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294088,114.62,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294937,113.56,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294934,108.89,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294928,107.39,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100293603,101.67,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294942,99.24,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294662,94.15,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294575,91.70,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294672,90.96,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294340,90.54,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294939,87.89,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294904,81.55,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294587,78.11,United Kingdom Energy Authority,United Kingdom Energy Authority
23/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294436,75.60,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294659,75.59,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294336,74.74,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294099,73.94,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294338,73.03,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294620,72.79,United Kingdom Energy Authority,United Kingdom Energy Authority
30/09/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294094,72.51,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294439,72.39,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294616,71.70,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294434,71.10,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294941,65.41,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294893,64.84,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294349,64.02,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294345,63.36,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294909,63.34,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100291311,62.82,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294922,62.82,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294334,61.65,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294938,60.24,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294445,59.36,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294444,56.82,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294440,55.74,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294926,52.86,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294452,51.65,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294931,50.53,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294664,49.87,United Kingdom Energy Authority,United Kingdom Energy Authority
21/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294892,47.87,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294347,45.64,United Kingdom Energy Authority,United Kingdom Energy Authority
07/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294448,44.15,United Kingdom Energy Authority,United Kingdom Energy Authority
14/10/2013,MATERIALS & SPARES,FUSION,RS COMPONENTS LTD,5100294615,41.78,United Kingdom Energy Authority,United Kingdom Energy Authority
